iteration,Mnd_percent,gray_fraction,mid_fraction,broad_core_fraction,omega1_preupdate,omega2_preupdate,omega3_preupdate,move,stage,exA,exB,exE,gap12_preupdate,gap23_preupdate,warning
1.100000000000000000e+01,7.900644837583882918e+01,8.969444444444444331e-01,3.709722222222222032e-01,8.245833333333333348e-01,1.183386439682584097e+02,2.542256848008225916e+02,4.921648102359848167e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.148289656496425115e+00,9.359366093224594785e-01,0.000000000000000000e+00
1.200000000000000000e+01,7.628207269318345141e+01,8.504166666666667096e-01,3.576388888888888951e-01,7.644444444444444819e-01,1.225111081707139675e+02,2.297471732363116814e+02,5.030191472253250140e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.753170766863757057e-01,1.189446512614687146e+00,1.000000000000000000e+00
1.300000000000000000e+01,7.373789395689483683e+01,8.216666666666666563e-01,3.490277777777777701e-01,7.291666666666666297e-01,1.268668748026177724e+02,2.060597287404493159e+02,5.004006199944528817e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.242201052169172870e-01,1.428425112724244439e+00,1.000000000000000000e+00
1.400000000000000000e+01,7.184421714095999789e+01,7.990277777777777812e-01,3.497222222222222121e-01,7.016666666666666607e-01,1.307503303643012202e+02,1.866898921156135316e+02,4.943253362883853583e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.278349553339675371e-01,1.647841994478517424e+00,0.000000000000000000e+00
1.500000000000000000e+01,7.025914231399683274e+01,7.808333333333333792e-01,3.452777777777777946e-01,6.797222222222222276e-01,1.334327909189850345e+02,1.746163284504741853e+02,4.886992296652238110e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.086463023657664562e-01,1.798702927738123236e+00,1.000000000000000000e+00
1.600000000000000000e+01,6.885172287032212068e+01,7.600000000000000089e-01,3.443055555555555314e-01,6.552777777777777368e-01,1.356488700830901735e+02,1.664300889436614739e+02,4.728736930051528589e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.269183579761233083e-01,1.841275252609076762e+00,1.000000000000000000e+00
1.700000000000000000e+01,6.757448485856318143e+01,7.438888888888889328e-01,3.455555555555555602e-01,6.365277777777778034e-01,1.375653628093930649e+02,1.603967730415971005e+02,4.496001836149550854e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.659677244760996706e-01,1.803050055741185931e+00,0.000000000000000000e+00
1.800000000000000000e+01,6.646570731446134062e+01,7.320833333333333082e-01,3.466666666666666785e-01,6.227777777777777635e-01,1.392570893589185346e+02,1.557246318431151053e+02,4.320792089824743698e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.182528125498404220e-01,1.774636252906816258e+00,0.000000000000000000e+00
1.900000000000000000e+01,6.539060937700709530e+01,7.191666666666666208e-01,3.470833333333333548e-01,6.077777777777777501e-01,1.407103867915948854e+02,1.521674199835081538e+02,4.189917171717649467e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.142279651950780350e-02,1.753491629267126095e+00,0.000000000000000000e+00
2.000000000000000000e+01,6.438826807640799643e+01,7.098611111111111649e-01,3.456944444444444708e-01,5.970833333333332993e-01,1.420744440133900923e+02,1.490733245769647795e+02,4.074480217669481590e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.926206547685003240e-02,1.733205440498428285e+00,0.000000000000000000e+00
2.100000000000000000e+01,6.355898161343617403e+01,6.958333333333333037e-01,3.412499999999999978e-01,5.806944444444444020e-01,1.433365160158240315e+02,1.465280144076144779e+02,3.980112828413842863e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.226577344351046012e-02,1.716281145625769389e+00,0.000000000000000000e+00
2.200000000000000000e+01,6.292244444533642422e+01,6.903472222222222232e-01,3.315972222222222099e-01,5.759722222222222188e-01,1.443409306315013509e+02,1.452118778966519415e+02,3.928777732966647136e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.033959053333917341e-03,1.705548464680540111e+00,0.000000000000000000e+00
2.300000000000000000e+01,6.229368285430283692e+01,6.820138888888889195e-01,3.238888888888888928e-01,5.709722222222222143e-01,1.450765234387785370e+02,1.456988353967661567e+02,3.945464260185259491e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.289542809800179525e-03,1.707958680274276775e+00,0.000000000000000000e+00
2.400000000000000000e+01,6.185627617322167993e+01,6.780555555555555225e-01,3.186805555555555780e-01,5.677083333333333703e-01,1.457515283893008871e+02,1.465943333223012530e+02,3.976020923130022311e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.782477496560052034e-03,1.712260994692319516e+00,0.000000000000000000e+00
2.500000000000000000e+01,6.140518523242381832e+01,6.743055555555556024e-01,3.145833333333333259e-01,5.648611111111111471e-01,1.462450764025021215e+02,1.468662888067551364e+02,3.990397975981390459e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.247749186053189664e-03,1.717027854657583896e+00,0.000000000000000000e+00
2.600000000000000000e+01,6.098096635100326068e+01,6.689583333333333215e-01,3.111111111111111160e-01,5.622916666666666341e-01,1.466664324174576848e+02,1.473457338377788233e+02,4.006292708782953582e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.631607990488499638e-03,1.718974349941957414e+00,0.000000000000000000e+00
2.700000000000000000e+01,6.054292288542944078e+01,6.654166666666666563e-01,3.084722222222222032e-01,5.591666666666667007e-01,1.470806135491763484e+02,1.477230922645863416e+02,4.024185541060554669e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.368208018082414199e-03,1.724141147717683342e+00,0.000000000000000000e+00
2.800000000000000000e+01,6.016086200113394256e+01,6.623611111111110672e-01,3.059027777777778012e-01,5.570138888888889195e-01,1.474649444957492790e+02,1.481465566523959296e+02,4.041135871035511968e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.622197899150861169e-03,1.727796016560440240e+00,0.000000000000000000e+00
2.900000000000000000e+01,5.971193145336491881e+01,6.570833333333333526e-01,3.013888888888888729e-01,5.542361111111111516e-01,1.477683024640493841e+02,1.484598985263542090e+02,4.052067852543962658e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.680273446824522246e-03,1.729402278167831541e+00,0.000000000000000000e+00
3.000000000000000000e+01,5.933252262499693330e+01,6.502777777777777324e-01,2.976388888888888973e-01,5.429166666666667140e-01,1.481470982839165629e+02,1.489503606844716899e+02,4.071823458554566741e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.422059627625742950e-03,1.733678146090626537e+00,0.000000000000000000e+00
3.100000000000000000e+01,5.889867150398688977e+01,6.437500000000000444e-01,2.938888888888888662e-01,5.354861111111111072e-01,1.484357846151990827e+02,1.491973779968387817e+02,4.079091103236199274e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.130793653390474350e-03,1.734023317301613520e+00,0.000000000000000000e+00
3.200000000000000000e+01,5.854697036747834460e+01,6.395138888888889372e-01,2.935416666666666452e-01,5.309027777777777235e-01,1.487394205285486066e+02,1.497364946617045973e+02,4.093298134925544787e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.703496151947259223e-03,1.733667663433297701e+00,0.000000000000000000e+00
3.300000000000000000e+01,5.824745938615399865e+01,6.361805555555555269e-01,2.923611111111111271e-01,5.280555555555555003e-01,1.489884762241266856e+02,1.497093082761628580e+02,4.089684387039186504e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.838173195031598810e-03,1.731750239267091596e+00,0.000000000000000000e+00
3.400000000000000000e+01,5.789049241727746420e+01,6.318055555555555092e-01,2.911111111111110983e-01,5.236805555555555935e-01,1.491797474279812548e+02,1.496804372804062098e+02,4.085948391443350829e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.356285695996840974e-03,1.729781169591905421e+00,0.000000000000000000e+00
3.500000000000000000e+01,5.758679575269378859e+01,6.286805555555555758e-01,2.911805555555555536e-01,5.211111111111110805e-01,1.494016252934164299e+02,1.502593400304332079e+02,4.101917576911786227e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.741000041547567913e-03,1.729891916256914408e+00,0.000000000000000000e+00
3.600000000000000000e+01,5.722513851799908480e+01,6.249305555555555447e-01,2.893749999999999933e-01,5.170833333333333393e-01,1.495864984774416939e+02,1.500954284346660756e+02,4.093262019249034438e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.402245272163587596e-03,1.727106389539878606e+00,0.000000000000000000e+00
3.700000000000000000e+01,5.689804612396820716e+01,6.206249999999999822e-01,2.883333333333333304e-01,5.124305555555555003e-01,1.498124306876277103e+02,1.505182215021089291e+02,4.106848708403063029e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.711163227521858107e-03,1.728472783838680638e+00,0.000000000000000000e+00
3.800000000000000000e+01,5.661572603175456209e+01,6.168055555555556069e-01,2.879166666666666541e-01,5.093055555555555669e-01,1.499993053132069178e+02,1.509433708323649341e+02,4.118632860756009677e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.293799275848343394e-03,1.728594729297579402e+00,0.000000000000000000e+00
3.900000000000000000e+01,5.633662721027865672e+01,6.118749999999999467e-01,2.875694444444444331e-01,5.051388888888889150e-01,1.501687243459093111e+02,1.509627106272285744e+02,4.116753130551255140e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.287294573338313132e-03,1.727000007781214430e+00,0.000000000000000000e+00
4.000000000000000000e+01,5.602672904324732883e+01,6.085416666666666474e-01,2.861111111111110938e-01,5.024999999999999467e-01,1.503271268106755372e+02,1.510656964746683286e+02,4.117744259007259870e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.913083085283458627e-03,1.725797024142903036e+00,0.000000000000000000e+00
4.100000000000000000e+01,5.578264029966108239e+01,6.065277777777777768e-01,2.861111111111110938e-01,5.002777777777778212e-01,1.504756246482255335e+02,1.517252229549035292e+02,4.134903229594158915e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.304323770705352575e-03,1.725257639478410265e+00,0.000000000000000000e+00
4.200000000000000000e+01,5.547696176777968446e+01,6.040972222222221744e-01,2.855555555555555625e-01,4.971527777777777768e-01,1.506278108862842942e+02,1.515342214185727983e+02,4.124926341419040341e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.017550988461182679e-03,1.722108777016798875e+00,0.000000000000000000e+00
4.300000000000000000e+01,5.527222640506466433e+01,6.010416666666666963e-01,2.852777777777777968e-01,4.938888888888888773e-01,1.507946776746445892e+02,1.515536160441165521e+02,4.122476013911471000e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.032925439911429925e-03,1.720143617498006483e+00,0.000000000000000000e+00
4.400000000000000000e+01,5.503959188392715163e+01,5.993055555555555358e-01,2.841666666666666785e-01,4.924305555555555380e-01,1.508707436075316934e+02,1.514914867470245667e+02,4.116841214082588181e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.114403658721576401e-03,1.717539646935603681e+00,0.000000000000000000e+00
4.500000000000000000e+01,5.473221720831062953e+01,5.960416666666666918e-01,2.825694444444444287e-01,4.885416666666666519e-01,1.510072165257461165e+02,1.516996784269045975e+02,4.122080430572837599e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.585621251024244588e-03,1.717263789427894149e+00,0.000000000000000000e+00
4.600000000000000000e+01,5.445071277722306746e+01,5.934027777777777235e-01,2.820833333333333526e-01,4.854166666666666630e-01,1.511559831786519794e+02,1.520752938241865309e+02,4.132333870484460476e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.081867394213656859e-03,1.717294681187222061e+00,0.000000000000000000e+00
4.700000000000000000e+01,5.427202457550210823e+01,5.918750000000000400e-01,2.817361111111111316e-01,4.836111111111111027e-01,1.513121534703327598e+02,1.521825456498836786e+02,4.132080498316514081e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.752295235964463398e-03,1.715213154485480951e+00,0.000000000000000000e+00
4.800000000000000000e+01,5.406101419821142429e+01,5.893749999999999822e-01,2.817361111111111316e-01,4.812500000000000111e-01,1.513907614861576576e+02,1.522066851679092849e+02,4.128882518090100575e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.389520957170368214e-03,1.712681452549378092e+00,0.000000000000000000e+00
4.900000000000000000e+01,5.385864747947714193e+01,5.877777777777777324e-01,2.818055555555555314e-01,4.793055555555555403e-01,1.515084535698745754e+02,1.523545650240454563e+02,4.130686615816620701e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.584582472031243347e-03,1.711232587723703791e+00,0.000000000000000000e+00
5.000000000000000000e+01,5.363837968507196763e+01,5.858333333333333171e-01,2.809027777777777790e-01,4.765277777777777724e-01,1.516149713919016051e+02,1.522201948211022682e+02,4.122428398247929522e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.991844760741027065e-03,1.708200710879945516e+00,0.000000000000000000e+00
5.100000000000000000e+01,5.342476733374729037e+01,5.838194444444444464e-01,2.811805555555555447e-01,4.743055555555555358e-01,1.517048393114809244e+02,1.526686251310645730e+02,4.133819614205942798e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.353032796829903052e-03,1.707707369904652994e+00,0.000000000000000000e+00
5.200000000000000000e+01,5.323879801709300352e+01,5.818750000000000311e-01,2.815277777777777657e-01,4.724999999999999756e-01,1.518212353563915258e+02,1.527129391523031927e+02,4.131633766947756499e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.873379924873118815e-03,1.705490307423923158e+00,0.000000000000000000e+00
5.300000000000000000e+01,5.303448554785541091e+01,5.797222222222222499e-01,2.818055555555555314e-01,4.689583333333333104e-01,1.519078999393163656e+02,1.527741298602067559e+02,4.129467737370133023e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.702336226334698936e-03,1.702988877206323304e+00,0.000000000000000000e+00
5.400000000000000000e+01,5.283751019800420323e+01,5.779861111111110894e-01,2.815972222222222210e-01,4.670833333333333504e-01,1.520056621260416989e+02,1.528845080621225634e+02,4.129052285624100591e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.781665786581907315e-03,1.700765655043554592e+00,0.000000000000000000e+00
5.500000000000000000e+01,5.264459006293748189e+01,5.765277777777777501e-01,2.818749999999999867e-01,4.651388888888888795e-01,1.521093939594897790e+02,1.529546820878048834e+02,4.126559548811696345e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.557106673768116845e-03,1.697896849239836303e+00,0.000000000000000000e+00
5.600000000000000000e+01,5.237639507747985590e+01,5.736111111111110716e-01,2.815972222222222210e-01,4.616666666666666696e-01,1.521997256316568610e+02,1.531654520015862602e+02,4.129150500257064209e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.345125563935526819e-03,1.695875895181832682e+00,0.000000000000000000e+00
5.700000000000000000e+01,5.212622564461495500e+01,5.710416666666666696e-01,2.820833333333333526e-01,4.579166666666666941e-01,1.523331586122156409e+02,1.533103114458492939e+02,4.128958080234380645e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.414577381153933368e-03,1.693203112885703687e+00,0.000000000000000000e+00
5.800000000000000000e+01,5.188707233036501520e+01,5.688194444444444331e-01,2.823611111111111183e-01,4.545138888888888840e-01,1.524464521400827266e+02,1.535911321458189889e+02,4.132900723080960574e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.508734966717481654e-03,1.690845926675764055e+00,0.000000000000000000e+00
5.900000000000000000e+01,5.171684201269920322e+01,5.670833333333333837e-01,2.828472222222222499e-01,4.521527777777777923e-01,1.525587464391905712e+02,1.535764321283515130e+02,4.127363609620844613e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.670779046854505463e-03,1.687498044082310633e+00,0.000000000000000000e+00
6.000000000000000000e+01,5.155130619325923647e+01,5.651388888888888573e-01,2.834027777777777812e-01,4.489583333333333481e-01,1.526406391805926432e+02,1.536467280470990886e+02,4.124406590147647194e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.591225455470731479e-03,1.684343911888150025e+00,0.000000000000000000e+00
6.100000000000000000e+01,5.129903507069754198e+01,5.624305555555555447e-01,2.843055555555555336e-01,4.450000000000000067e-01,1.527141998285318323e+02,1.537577030673490412e+02,4.123147304803428597e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.833046566651031391e-03,1.681587473375174779e+00,0.000000000000000000e+00
6.200000000000000000e+01,5.106495261194297086e+01,5.593749999999999556e-01,2.849305555555555758e-01,4.396527777777777812e-01,1.528377794187017287e+02,1.538193001915932996e+02,4.118550831641462651e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.421977449716001138e-03,1.677525399290923369e+00,0.000000000000000000e+00
6.300000000000000000e+01,5.091054781193891898e+01,5.572222222222221744e-01,2.849999999999999756e-01,4.359722222222222054e-01,1.529410240117623516e+02,1.542975191510147965e+02,4.128526075365394945e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.869400136539688784e-03,1.675691805079966512e+00,0.000000000000000000e+00
6.400000000000000000e+01,5.068296704696285815e+01,5.545833333333333171e-01,2.861805555555555491e-01,4.313888888888888773e-01,1.530208006962661500e+02,1.540967291795465712e+02,4.117163996904191094e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.031256393802642890e-03,1.671804923326475567e+00,0.000000000000000000e+00
6.500000000000000000e+01,5.048083810741785982e+01,5.519444444444444597e-01,2.856944444444444176e-01,4.224305555555555314e-01,1.531225382477296648e+02,1.543291726125691241e+02,4.115508574655339089e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.880187845941417912e-03,1.666708118099609059e+00,0.000000000000000000e+00
6.600000000000000000e+01,5.033156909030245174e+01,5.486805555555555047e-01,2.848611111111111205e-01,4.147916666666666696e-01,1.532138660180453655e+02,1.541862029427915104e+02,4.102256113360327845e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.346272370880740206e-03,1.660585730152787320e+00,0.000000000000000000e+00
6.700000000000000000e+01,5.012976438974665427e+01,5.452083333333332948e-01,2.849999999999999756e-01,4.045833333333333504e-01,1.532889674060281777e+02,1.544619020079928760e+02,4.103668582422246232e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.651787482251458557e-03,1.656751295351714282e+00,0.000000000000000000e+00
6.800000000000000000e+01,4.997848804324229377e+01,5.410416666666666430e-01,2.849305555555555758e-01,4.000000000000000222e-01,1.533788941705807076e+02,1.550665301761597163e+02,4.113637118123629079e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.100305237369947516e-02,1.652820768898631609e+00,0.000000000000000000e+00
6.900000000000000000e+01,4.977650888877782620e+01,5.381944444444444198e-01,2.840972222222222232e-01,3.964583333333333570e-01,1.534639773187612377e+02,1.550486635557700765e+02,4.104296199706210473e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.032611212543562904e-02,1.647101952110615608e+00,0.000000000000000000e+00
7.000000000000000000e+01,4.952838032716412897e+01,5.339583333333333126e-01,2.820138888888888973e-01,3.918055555555555736e-01,1.535820985047236320e+02,1.548505376852420738e+02,4.086896381202050179e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.259030140022662406e-03,1.639252302442311127e+00,0.000000000000000000e+00
7.100000000000000000e+01,4.933507433019171629e+01,5.306250000000000133e-01,2.794444444444444398e-01,3.889583333333333504e-01,1.537236995778451387e+02,1.548938503545661547e+02,4.076440273690510026e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.612038871914189077e-03,1.631763794598149797e+00,0.000000000000000000e+00
