iteration,final_core_gray_fraction,final_core_mid_fraction,domain_L1_to_final,final_core_L1_to_final,threshold_flip_to_final
2.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.219942815789421597e-01,0.000000000000000000e+00,1.806000000000000105e-01
2.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.211169399887402132e-01,0.000000000000000000e+00,1.806000000000000105e-01
2.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.203148905609286778e-01,0.000000000000000000e+00,1.812000000000000000e-01
2.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.193906604361785528e-01,0.000000000000000000e+00,1.817999999999999894e-01
2.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.188077401755243179e-01,0.000000000000000000e+00,1.817000000000000004e-01
2.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.178761023083770065e-01,0.000000000000000000e+00,1.819999999999999951e-01
3.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.171321140305008113e-01,0.000000000000000000e+00,1.824000000000000066e-01
3.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.163087229431457648e-01,0.000000000000000000e+00,1.831000000000000127e-01
3.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.156729653164783378e-01,0.000000000000000000e+00,1.827999999999999903e-01
3.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.148505613734922326e-01,0.000000000000000000e+00,1.827999999999999903e-01
3.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.141625071718295525e-01,0.000000000000000000e+00,1.829999999999999960e-01
3.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.132756849324347059e-01,0.000000000000000000e+00,1.824999999999999956e-01
3.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.124888335979467358e-01,0.000000000000000000e+00,1.821000000000000119e-01
3.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.118919679358607921e-01,0.000000000000000000e+00,1.819000000000000061e-01
3.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.109013127619847050e-01,0.000000000000000000e+00,1.822999999999999898e-01
3.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.099991894156426619e-01,0.000000000000000000e+00,1.824999999999999956e-01
4.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.091194708676996084e-01,0.000000000000000000e+00,1.826000000000000123e-01
4.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.083447071818976815e-01,0.000000000000000000e+00,1.831000000000000127e-01
4.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.074402240553240573e-01,0.000000000000000000e+00,1.834000000000000075e-01
4.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.064566258604438320e-01,0.000000000000000000e+00,1.831000000000000127e-01
4.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.055014803250186650e-01,0.000000000000000000e+00,1.826000000000000123e-01
4.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.045075312968798464e-01,0.000000000000000000e+00,1.822000000000000008e-01
4.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.039058238652743382e-01,0.000000000000000000e+00,1.827999999999999903e-01
4.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.030326884999738568e-01,0.000000000000000000e+00,1.864999999999999991e-01
4.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.022778615228156829e-01,0.000000000000000000e+00,1.899000000000000132e-01
4.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.015234823542726983e-01,0.000000000000000000e+00,1.915000000000000036e-01
5.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,2.007271468949949067e-01,0.000000000000000000e+00,1.953000000000000014e-01
5.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.998077749325352093e-01,0.000000000000000000e+00,1.996999999999999886e-01
5.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.988131529718009660e-01,0.000000000000000000e+00,2.036000000000000032e-01
5.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.981327126850341847e-01,0.000000000000000000e+00,2.054999999999999882e-01
5.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.974268972057316995e-01,0.000000000000000000e+00,2.091000000000000081e-01
5.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.966908553725523756e-01,0.000000000000000000e+00,2.149000000000000077e-01
5.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.960904460663284443e-01,0.000000000000000000e+00,2.162999999999999923e-01
5.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.955904424992745694e-01,0.000000000000000000e+00,2.195999999999999897e-01
5.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.948885861558998789e-01,0.000000000000000000e+00,2.205999999999999905e-01
5.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.941311160912664591e-01,0.000000000000000000e+00,2.217999999999999972e-01
6.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.934274603257671032e-01,0.000000000000000000e+00,2.218999999999999861e-01
6.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.926504487470415417e-01,0.000000000000000000e+00,2.225000000000000033e-01
6.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.919037127470475390e-01,0.000000000000000000e+00,2.240000000000000047e-01
6.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.911841776992784514e-01,0.000000000000000000e+00,2.245000000000000051e-01
6.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.907200518964197455e-01,0.000000000000000000e+00,2.242000000000000104e-01
6.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.901641907956490574e-01,0.000000000000000000e+00,2.248999999999999888e-01
6.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.897477582830427445e-01,0.000000000000000000e+00,2.235999999999999932e-01
6.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.892603982051755118e-01,0.000000000000000000e+00,2.237999999999999989e-01
6.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.887937731829397725e-01,0.000000000000000000e+00,2.235000000000000042e-01
6.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.882663301670510492e-01,0.000000000000000000e+00,2.245000000000000051e-01
7.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.877023246725361694e-01,0.000000000000000000e+00,2.242000000000000104e-01
7.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.869805503676026104e-01,0.000000000000000000e+00,2.248999999999999888e-01
7.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.864961548121069346e-01,0.000000000000000000e+00,2.248999999999999888e-01
7.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.860014042163179171e-01,0.000000000000000000e+00,2.247000000000000108e-01
7.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.853986780995500183e-01,0.000000000000000000e+00,2.252000000000000113e-01
7.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.850396532484588630e-01,0.000000000000000000e+00,2.242999999999999994e-01
7.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.845720838969802102e-01,0.000000000000000000e+00,2.235999999999999932e-01
7.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.838477952111760294e-01,0.000000000000000000e+00,2.232999999999999985e-01
7.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.832570645555939015e-01,0.000000000000000000e+00,2.215999999999999914e-01
7.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.824748047727728362e-01,0.000000000000000000e+00,2.197000000000000064e-01
8.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.818480890676621720e-01,0.000000000000000000e+00,2.177999999999999936e-01
8.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.812657072678823533e-01,0.000000000000000000e+00,2.167000000000000037e-01
8.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.808858485577838904e-01,0.000000000000000000e+00,2.164000000000000090e-01
8.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.801539567117459717e-01,0.000000000000000000e+00,2.149999999999999967e-01
8.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.794600677622872065e-01,0.000000000000000000e+00,2.146000000000000130e-01
8.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.790787787620600757e-01,0.000000000000000000e+00,2.137000000000000011e-01
8.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.783088939227789882e-01,0.000000000000000000e+00,2.116999999999999993e-01
8.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.779935849313235285e-01,0.000000000000000000e+00,2.114000000000000046e-01
8.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.772709148952789082e-01,0.000000000000000000e+00,2.094999999999999918e-01
8.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.764392800852740972e-01,0.000000000000000000e+00,2.071000000000000063e-01
9.000000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.755780096169197169e-01,0.000000000000000000e+00,2.043999999999999984e-01
9.100000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.749678608964891635e-01,0.000000000000000000e+00,2.026999999999999913e-01
9.200000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.739272559014213293e-01,0.000000000000000000e+00,1.993000000000000049e-01
9.300000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.728857116737056165e-01,0.000000000000000000e+00,1.967000000000000137e-01
9.400000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.719810433480132295e-01,0.000000000000000000e+00,1.948999999999999899e-01
9.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.712079748964375203e-01,0.000000000000000000e+00,1.935000000000000053e-01
9.600000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.702616456096411601e-01,0.000000000000000000e+00,1.925000000000000044e-01
9.700000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.694235155233597134e-01,0.000000000000000000e+00,1.907000000000000084e-01
9.800000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.683465402988424120e-01,0.000000000000000000e+00,1.877000000000000057e-01
9.900000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.673688973918564804e-01,0.000000000000000000e+00,1.847000000000000031e-01
1.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.664418882675662847e-01,0.000000000000000000e+00,1.834000000000000075e-01
1.010000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.651758029200181555e-01,0.000000000000000000e+00,1.804999999999999938e-01
1.020000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.639384466322447720e-01,0.000000000000000000e+00,1.792999999999999872e-01
1.030000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.627597224603022363e-01,0.000000000000000000e+00,1.779000000000000026e-01
1.040000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.615985065148100031e-01,0.000000000000000000e+00,1.771999999999999964e-01
1.050000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.605834525567390314e-01,0.000000000000000000e+00,1.769000000000000017e-01
1.060000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.594024662012545335e-01,0.000000000000000000e+00,1.763000000000000123e-01
1.070000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.579417414084406945e-01,0.000000000000000000e+00,1.761000000000000065e-01
1.080000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.567845526490055097e-01,0.000000000000000000e+00,1.746999999999999942e-01
1.090000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.552483105027866739e-01,0.000000000000000000e+00,1.739999999999999880e-01
1.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.534132049173588808e-01,0.000000000000000000e+00,1.723999999999999977e-01
1.110000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.523882035595619244e-01,0.000000000000000000e+00,1.713000000000000078e-01
1.120000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.515424551906288386e-01,0.000000000000000000e+00,1.708000000000000074e-01
1.130000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.506332882898618608e-01,0.000000000000000000e+00,1.703000000000000069e-01
1.140000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.497295894132336380e-01,0.000000000000000000e+00,1.693999999999999950e-01
1.150000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.488836961938768133e-01,0.000000000000000000e+00,1.688999999999999946e-01
1.160000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.481732104297583952e-01,0.000000000000000000e+00,1.685000000000000109e-01
1.170000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.472741229241054384e-01,0.000000000000000000e+00,1.673000000000000043e-01
1.180000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.466306823040528784e-01,0.000000000000000000e+00,1.665999999999999981e-01
1.190000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.459740611451562919e-01,0.000000000000000000e+00,1.658999999999999919e-01
1.200000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.452828835535565077e-01,0.000000000000000000e+00,1.655000000000000082e-01
1.210000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.445078381264075784e-01,0.000000000000000000e+00,1.655999999999999972e-01
1.220000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.438425905957171902e-01,0.000000000000000000e+00,1.655999999999999972e-01
1.230000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.431466728854488279e-01,0.000000000000000000e+00,1.648999999999999910e-01
1.240000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.425026089332622758e-01,0.000000000000000000e+00,1.642000000000000126e-01
1.250000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.417795460561647458e-01,0.000000000000000000e+00,1.637000000000000122e-01
1.260000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.410870503306096702e-01,0.000000000000000000e+00,1.630999999999999950e-01
1.270000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.404121087465247109e-01,0.000000000000000000e+00,1.627000000000000113e-01
1.280000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.397190439744163404e-01,0.000000000000000000e+00,1.620000000000000051e-01
1.290000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.389597258448028450e-01,0.000000000000000000e+00,1.602999999999999980e-01
1.300000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.381524303265666831e-01,0.000000000000000000e+00,1.595000000000000029e-01
1.310000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.374619054216741909e-01,0.000000000000000000e+00,1.592999999999999972e-01
1.320000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.367674786562686207e-01,0.000000000000000000e+00,1.587999999999999967e-01
1.330000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.360654985908576198e-01,0.000000000000000000e+00,1.582000000000000073e-01
1.340000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.353540121326737844e-01,0.000000000000000000e+00,1.572000000000000064e-01
1.350000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.346504164800258752e-01,0.000000000000000000e+00,1.557000000000000051e-01
1.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.339404921715584285e-01,0.000000000000000000e+00,1.542999999999999927e-01
1.370000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.332329817067673117e-01,0.000000000000000000e+00,1.529999999999999971e-01
1.380000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.325197703636050717e-01,0.000000000000000000e+00,1.519999999999999962e-01
1.390000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.317972864732071259e-01,0.000000000000000000e+00,1.507000000000000006e-01
1.400000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.310772626564502830e-01,0.000000000000000000e+00,1.486000000000000099e-01
1.410000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.303403484398994450e-01,0.000000000000000000e+00,1.471999999999999975e-01
1.420000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.296095851036170310e-01,0.000000000000000000e+00,1.454999999999999905e-01
1.430000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.288601085184198358e-01,0.000000000000000000e+00,1.441000000000000059e-01
1.440000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.281194281572659299e-01,0.000000000000000000e+00,1.414999999999999869e-01
1.450000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.274009009133226233e-01,0.000000000000000000e+00,1.405000000000000138e-01
1.460000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.266423382402536713e-01,0.000000000000000000e+00,1.393000000000000071e-01
1.470000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.258750387972822904e-01,0.000000000000000000e+00,1.378000000000000058e-01
1.480000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.251075885958686240e-01,0.000000000000000000e+00,1.368000000000000049e-01
1.490000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.243338647801227187e-01,0.000000000000000000e+00,1.360999999999999988e-01
1.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.235616461157404700e-01,0.000000000000000000e+00,1.350999999999999979e-01
1.510000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.227853547341731383e-01,0.000000000000000000e+00,1.335000000000000075e-01
1.520000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.220045492486585142e-01,0.000000000000000000e+00,1.323999999999999899e-01
1.530000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.212114210086542299e-01,0.000000000000000000e+00,1.307999999999999996e-01
1.540000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.204645049341418195e-01,0.000000000000000000e+00,1.300000000000000044e-01
1.550000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.196830550287372036e-01,0.000000000000000000e+00,1.292999999999999983e-01
1.560000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.189615735769492810e-01,0.000000000000000000e+00,1.282000000000000084e-01
1.570000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.182395275074643176e-01,0.000000000000000000e+00,1.269000000000000128e-01
1.580000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.174924541665699484e-01,0.000000000000000000e+00,1.250999999999999890e-01
1.590000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.167889259106312250e-01,0.000000000000000000e+00,1.237999999999999934e-01
1.600000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.160337438607096094e-01,0.000000000000000000e+00,1.215999999999999998e-01
1.610000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.152500849910288450e-01,0.000000000000000000e+00,1.202000000000000013e-01
1.620000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.145176805165971923e-01,0.000000000000000000e+00,1.189999999999999947e-01
1.630000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.138070069275156637e-01,0.000000000000000000e+00,1.168000000000000010e-01
1.640000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.130170166895138884e-01,0.000000000000000000e+00,1.149000000000000021e-01
1.650000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.122195313550547330e-01,0.000000000000000000e+00,1.127999999999999975e-01
1.660000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.114401371620181158e-01,0.000000000000000000e+00,1.113999999999999990e-01
1.670000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.106287761014146387e-01,0.000000000000000000e+00,1.097999999999999948e-01
1.680000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.098679355659821777e-01,0.000000000000000000e+00,1.082000000000000045e-01
1.690000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.090812479718810402e-01,0.000000000000000000e+00,1.071000000000000008e-01
1.700000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.082997241634383462e-01,0.000000000000000000e+00,1.058000000000000052e-01
1.710000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.075395134023845872e-01,0.000000000000000000e+00,1.049999999999999961e-01
1.720000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.069468383176738757e-01,0.000000000000000000e+00,1.040999999999999981e-01
1.730000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.062112046517506986e-01,0.000000000000000000e+00,1.023000000000000020e-01
1.740000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.054796256678575961e-01,0.000000000000000000e+00,1.013000000000000012e-01
1.750000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.047554527693778659e-01,0.000000000000000000e+00,1.005000000000000060e-01
1.760000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.040439609041307056e-01,0.000000000000000000e+00,9.929999999999999938e-02
1.770000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.034142960342725043e-01,0.000000000000000000e+00,9.810000000000000664e-02
1.780000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.027292810482349078e-01,0.000000000000000000e+00,9.619999999999999385e-02
1.790000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.020573573716771071e-01,0.000000000000000000e+00,9.569999999999999341e-02
1.800000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.013840195846046344e-01,0.000000000000000000e+00,9.460000000000000353e-02
1.810000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.007195653656535184e-01,0.000000000000000000e+00,9.400000000000000022e-02
1.820000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000674040206875892e-01,0.000000000000000000e+00,9.289999999999999647e-02
1.830000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.942281681785161696e-02,0.000000000000000000e+00,9.160000000000000087e-02
1.840000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.879197748328460982e-02,0.000000000000000000e+00,9.089999999999999469e-02
1.850000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.816813065752291734e-02,0.000000000000000000e+00,9.030000000000000526e-02
1.860000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.755590214146608874e-02,0.000000000000000000e+00,8.899999999999999578e-02
1.870000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.700395790710963917e-02,0.000000000000000000e+00,8.820000000000000062e-02
1.880000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.636843029184490039e-02,0.000000000000000000e+00,8.709999999999999687e-02
1.890000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.578348013842682973e-02,0.000000000000000000e+00,8.669999999999999929e-02
1.900000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.519103435927807333e-02,0.000000000000000000e+00,8.619999999999999885e-02
1.910000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.461950647703561146e-02,0.000000000000000000e+00,8.530000000000000082e-02
1.920000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,9.403063051638241299e-02,0.000000000000000000e+00,8.480000000000000038e-02
