outer,Mnd_percent,gray_fraction,mid_fraction,broad_core_fraction
2.250000000000000000e+02,2.986202274272606161e+01,3.204166666666666829e-01,1.872916666666666619e-01,1.629166666666666541e-01
2.260000000000000000e+02,2.980727891844164290e+01,3.197916666666666408e-01,1.861805555555555436e-01,1.623611111111111227e-01
2.270000000000000000e+02,2.975339497476376494e+01,3.190972222222221988e-01,1.855555555555555569e-01,1.620833333333333293e-01
2.280000000000000000e+02,2.970409510342038573e+01,3.182638888888889017e-01,1.848611111111111149e-01,1.600000000000000033e-01
2.290000000000000000e+02,2.965537506986575167e+01,3.179166666666666807e-01,1.840277777777777901e-01,1.591666666666666785e-01
2.300000000000000000e+02,2.960376757374847401e+01,3.171527777777777835e-01,1.836805555555555691e-01,1.582638888888888984e-01
2.310000000000000000e+02,2.955357589783242389e+01,3.163194444444444309e-01,1.828472222222222165e-01,1.575694444444444564e-01
2.320000000000000000e+02,2.950353738002892712e+01,3.154861111111111338e-01,1.820138888888888917e-01,1.571527777777777801e-01
2.330000000000000000e+02,2.945686620789773613e+01,3.149305555555555469e-01,1.814583333333333326e-01,1.565972222222222210e-01
2.340000000000000000e+02,2.941024940286175848e+01,3.147222222222222365e-01,1.807638888888888906e-01,1.564583333333333381e-01
2.350000000000000000e+02,2.936467856942865495e+01,3.140972222222222499e-01,1.800694444444444486e-01,1.556944444444444409e-01
2.360000000000000000e+02,2.931969085174256406e+01,3.135416666666666630e-01,1.799305555555555658e-01,1.553472222222222199e-01
2.370000000000000000e+02,2.927214831598467626e+01,3.129166666666666763e-01,1.790972222222222132e-01,1.534722222222222321e-01
2.380000000000000000e+02,2.922557865630572849e+01,3.123611111111110894e-01,1.786111111111111094e-01,1.529166666666666730e-01
2.390000000000000000e+02,2.917963922842823976e+01,3.113888888888888817e-01,1.775694444444444464e-01,1.524999999999999967e-01
2.400000000000000000e+02,2.913369912813322671e+01,3.106249999999999845e-01,1.772916666666666530e-01,1.518750000000000100e-01
2.410000000000000000e+02,2.908823884719723907e+01,3.098611111111110872e-01,1.768055555555555491e-01,1.510416666666666574e-01
2.420000000000000000e+02,2.904271344979273906e+01,3.090972222222222454e-01,1.759027777777777690e-01,1.504166666666666707e-01
2.430000000000000000e+02,2.899981042268279907e+01,3.083333333333333481e-01,1.754861111111111205e-01,1.499305555555555669e-01
2.440000000000000000e+02,2.895393229154713666e+01,3.081249999999999822e-01,1.749305555555555614e-01,1.497916666666666563e-01
2.450000000000000000e+02,2.890940184287431691e+01,3.076388888888889062e-01,1.741666666666666641e-01,1.493055555555555525e-01
2.460000000000000000e+02,2.886554586953873880e+01,3.074305555555555403e-01,1.734722222222222221e-01,1.490972222222222143e-01
2.470000000000000000e+02,2.882226147614395018e+01,3.072222222222222299e-01,1.728472222222222354e-01,1.487499999999999933e-01
2.480000000000000000e+02,2.878061761459149182e+01,3.069444444444444642e-01,1.719444444444444553e-01,1.486111111111111105e-01
2.490000000000000000e+02,2.873940042960199648e+01,3.059722222222222010e-01,1.711111111111111027e-01,1.477083333333333304e-01
2.500000000000000000e+02,2.869818507175424926e+01,3.054166666666666696e-01,1.706944444444444542e-01,1.472222222222222265e-01
2.510000000000000000e+02,2.865717119966378945e+01,3.050694444444444486e-01,1.702083333333333226e-01,1.468750000000000056e-01
2.520000000000000000e+02,2.861705245545627108e+01,3.047222222222222276e-01,1.695138888888888806e-01,1.464583333333333293e-01
2.530000000000000000e+02,2.857808745006224882e+01,3.045833333333333171e-01,1.688888888888888939e-01,1.462499999999999911e-01
2.540000000000000000e+02,2.853930576056784574e+01,3.043055555555555514e-01,1.682638888888888795e-01,1.458333333333333426e-01
2.550000000000000000e+02,2.850115594983978440e+01,3.041666666666666408e-01,1.677083333333333204e-01,1.457638888888888873e-01
2.560000000000000000e+02,2.846337621393330508e+01,3.038194444444444198e-01,1.675694444444444375e-01,1.454861111111111216e-01
2.570000000000000000e+02,2.842576236619365915e+01,3.031249999999999778e-01,1.669444444444444509e-01,1.449999999999999900e-01
2.580000000000000000e+02,2.838829554456835780e+01,3.027777777777777568e-01,1.659027777777777879e-01,1.443750000000000033e-01
2.590000000000000000e+02,2.835069064715173326e+01,3.028472222222222121e-01,1.652083333333333459e-01,1.443750000000000033e-01
2.600000000000000000e+02,2.831345778057843887e+01,3.024999999999999911e-01,1.647222222222222143e-01,1.441666666666666652e-01
2.610000000000000000e+02,2.827669098051196883e+01,3.027083333333333570e-01,1.638194444444444342e-01,1.439583333333333270e-01
2.620000000000000000e+02,2.824021201563796168e+01,3.019444444444444597e-01,1.631944444444444475e-01,1.433333333333333404e-01
2.630000000000000000e+02,2.820376273490569474e+01,3.021527777777777701e-01,1.629166666666666541e-01,1.431944444444444575e-01
2.640000000000000000e+02,2.816761388039135738e+01,3.018055555555555491e-01,1.625000000000000056e-01,1.427083333333333259e-01
2.650000000000000000e+02,2.813210245018509781e+01,3.011805555555555625e-01,1.622916666666666674e-01,1.422222222222222221e-01
2.660000000000000000e+02,2.809669334344751945e+01,3.009027777777777968e-01,1.616666666666666530e-01,1.419444444444444564e-01
2.670000000000000000e+02,2.806119269135274763e+01,3.002777777777777546e-01,1.611111111111111216e-01,1.414583333333333248e-01
2.680000000000000000e+02,2.802600730037919163e+01,2.995138888888889128e-01,1.606944444444444453e-01,1.412499999999999867e-01
2.690000000000000000e+02,2.799158226250240844e+01,2.993750000000000022e-01,1.602777777777777690e-01,1.411805555555555591e-01
2.700000000000000000e+02,2.795778685216918191e+01,2.989583333333333259e-01,1.594444444444444442e-01,1.410416666666666763e-01
2.710000000000000000e+02,2.792442379814548659e+01,2.988888888888888706e-01,1.588194444444444575e-01,1.409027777777777657e-01
2.720000000000000000e+02,2.789118881953950790e+01,2.986805555555555602e-01,1.581249999999999878e-01,1.406250000000000000e-01
2.730000000000000000e+02,2.785805772377593215e+01,2.986111111111111049e-01,1.577083333333333393e-01,1.405555555555555447e-01
2.740000000000000000e+02,2.782495153703789370e+01,2.981944444444444287e-01,1.568749999999999867e-01,1.402777777777777790e-01
2.750000000000000000e+02,2.779204193370619080e+01,2.980555555555555736e-01,1.561805555555555447e-01,1.402777777777777790e-01
2.760000000000000000e+02,2.775958354330166955e+01,2.978472222222222077e-01,1.554861111111111027e-01,1.402083333333333237e-01
2.770000000000000000e+02,2.772759484977642686e+01,2.971527777777777657e-01,1.546527777777777779e-01,1.394444444444444542e-01
2.780000000000000000e+02,2.769591689035636861e+01,2.962500000000000133e-01,1.540972222222222188e-01,1.390972222222222332e-01
2.790000000000000000e+02,2.766407887272740851e+01,2.962500000000000133e-01,1.537499999999999978e-01,1.390972222222222332e-01
2.800000000000000000e+02,2.763261956438138256e+01,2.958333333333333370e-01,1.537499999999999978e-01,1.387500000000000122e-01
2.810000000000000000e+02,2.760147350138855060e+01,2.957638888888888817e-01,1.527777777777777901e-01,1.386111111111111016e-01
2.820000000000000000e+02,2.757054678448426088e+01,2.952083333333333504e-01,1.522222222222222310e-01,1.379166666666666596e-01
2.830000000000000000e+02,2.753956199130310267e+01,2.949999999999999845e-01,1.517361111111110994e-01,1.377777777777777768e-01
2.840000000000000000e+02,2.750900951863252786e+01,2.945138888888889084e-01,1.515972222222222165e-01,1.375000000000000111e-01
2.850000000000000000e+02,2.747906371477842313e+01,2.942361111111110872e-01,1.502777777777777879e-01,1.371527777777777901e-01
2.860000000000000000e+02,2.744938862939673641e+01,2.940277777777777768e-01,1.495833333333333459e-01,1.368055555555555691e-01
2.870000000000000000e+02,2.741953359937641110e+01,2.940972222222222321e-01,1.493055555555555525e-01,1.367361111111111138e-01
2.880000000000000000e+02,2.738963474505057860e+01,2.936805555555555558e-01,1.485416666666666552e-01,1.365277777777777757e-01
2.890000000000000000e+02,2.735954617084405527e+01,2.934027777777777901e-01,1.475694444444444475e-01,1.361111111111110994e-01
2.900000000000000000e+02,2.732922949570057014e+01,2.929166666666666585e-01,1.465972222222222121e-01,1.359027777777777890e-01
2.910000000000000000e+02,2.729957376868302887e+01,2.931944444444444242e-01,1.463888888888889017e-01,1.357638888888888784e-01
2.920000000000000000e+02,2.727022760411846747e+01,2.931250000000000244e-01,1.458333333333333426e-01,1.355555555555555680e-01
2.930000000000000000e+02,2.724111064392224435e+01,2.927083333333333481e-01,1.454166666666666663e-01,1.353472222222222299e-01
2.940000000000000000e+02,2.721227998129350212e+01,2.926388888888888928e-01,1.446527777777777690e-01,1.352083333333333470e-01
2.950000000000000000e+02,2.718390892940087511e+01,2.928472222222222032e-01,1.437499999999999889e-01,1.349305555555555536e-01
2.960000000000000000e+02,2.715582324571541761e+01,2.923611111111111271e-01,1.429166666666666641e-01,1.346527777777777879e-01
2.970000000000000000e+02,2.712742782311995882e+01,2.920138888888889062e-01,1.419444444444444564e-01,1.345138888888888773e-01
2.980000000000000000e+02,2.709889641421017714e+01,2.918749999999999956e-01,1.413194444444444420e-01,1.343749999999999944e-01
2.990000000000000000e+02,2.707057389018287097e+01,2.916666666666666852e-01,1.404861111111111172e-01,1.343055555555555669e-01
3.000000000000000000e+02,2.704229005166263278e+01,2.912500000000000089e-01,1.402777777777777790e-01,1.338194444444444353e-01
3.010000000000000000e+02,2.701391338373607809e+01,2.909027777777777879e-01,1.394444444444444542e-01,1.332638888888888762e-01
3.020000000000000000e+02,2.698494417175760773e+01,2.905555555555555669e-01,1.377777777777777768e-01,1.331944444444444486e-01
3.030000000000000000e+02,2.695589949741703606e+01,2.900694444444444353e-01,1.363888888888888928e-01,1.330555555555555658e-01
3.040000000000000000e+02,2.692707507189215477e+01,2.902083333333333459e-01,1.354166666666666574e-01,1.329861111111111105e-01
3.050000000000000000e+02,2.689826512217599586e+01,2.895833333333333592e-01,1.346527777777777879e-01,1.324305555555555514e-01
3.060000000000000000e+02,2.686884042510457249e+01,2.892361111111111382e-01,1.339583333333333459e-01,1.323611111111111238e-01
3.070000000000000000e+02,2.683926964298804663e+01,2.892361111111111382e-01,1.329861111111111105e-01,1.320138888888888751e-01
3.080000000000000000e+02,2.680989449592688345e+01,2.890972222222222276e-01,1.319444444444444475e-01,1.318749999999999922e-01
3.090000000000000000e+02,2.678272942384127830e+01,2.891666666666666829e-01,1.315972222222222265e-01,1.318749999999999922e-01
3.100000000000000000e+02,2.676392672353764368e+01,2.890972222222222276e-01,1.314583333333333437e-01,1.318749999999999922e-01
3.110000000000000000e+02,2.674952430819621441e+01,2.890277777777777724e-01,1.311111111111111227e-01,1.318055555555555647e-01
3.120000000000000000e+02,2.673750199540771533e+01,2.888888888888888618e-01,1.306249999999999911e-01,1.316666666666666541e-01
3.130000000000000000e+02,2.672680933762432431e+01,2.890277777777777724e-01,1.303472222222222254e-01,1.316666666666666541e-01
3.140000000000000000e+02,2.671687547677419161e+01,2.890277777777777724e-01,1.300694444444444320e-01,1.316666666666666541e-01
3.150000000000000000e+02,2.670741916110248582e+01,2.888194444444444620e-01,1.297916666666666663e-01,1.315972222222222265e-01
3.160000000000000000e+02,2.669824285283517895e+01,2.888194444444444620e-01,1.295833333333333282e-01,1.315972222222222265e-01
3.170000000000000000e+02,2.668928577784167189e+01,2.886805555555555514e-01,1.293055555555555625e-01,1.315972222222222265e-01
3.180000000000000000e+02,2.668049157067306609e+01,2.886111111111110961e-01,1.289583333333333415e-01,1.315277777777777712e-01
3.190000000000000000e+02,2.667181772050246735e+01,2.886805555555555514e-01,1.287500000000000033e-01,1.315277777777777712e-01
3.200000000000000000e+02,2.666323891466674922e+01,2.886111111111110961e-01,1.284027777777777823e-01,1.315277777777777712e-01
3.210000000000000000e+02,2.665472256711380794e+01,2.886111111111110961e-01,1.279861111111111061e-01,1.315277777777777712e-01
3.220000000000000000e+02,2.664624565890317953e+01,2.886111111111110961e-01,1.275000000000000022e-01,1.315277777777777712e-01
3.230000000000000000e+02,2.663782303014367514e+01,2.885416666666666408e-01,1.270138888888888984e-01,1.314583333333333437e-01
3.240000000000000000e+02,2.662944008721970235e+01,2.886111111111110961e-01,1.270833333333333259e-01,1.314583333333333437e-01
3.250000000000000000e+02,2.662110648633755261e+01,2.885416666666666408e-01,1.266666666666666774e-01,1.313888888888888884e-01
3.260000000000000000e+02,2.661281893649298880e+01,2.884722222222222410e-01,1.261805555555555458e-01,1.313194444444444331e-01
3.270000000000000000e+02,2.660457572966782891e+01,2.883333333333333304e-01,1.262500000000000011e-01,1.312500000000000056e-01
3.280000000000000000e+02,2.659635120213206250e+01,2.881250000000000200e-01,1.259027777777777801e-01,1.311805555555555503e-01
3.290000000000000000e+02,2.658812947454480380e+01,2.879166666666666541e-01,1.259027777777777801e-01,1.310416666666666674e-01
3.300000000000000000e+02,2.657988149164769354e+01,2.877083333333333437e-01,1.254861111111111038e-01,1.309722222222222121e-01
3.310000000000000000e+02,2.657163510804465645e+01,2.875694444444444331e-01,1.251388888888888828e-01,1.309027777777777846e-01
3.320000000000000000e+02,2.656339366119610546e+01,2.874999999999999778e-01,1.249305555555555586e-01,1.309027777777777846e-01
3.330000000000000000e+02,2.655596186499642641e+01,2.874305555555555780e-01,1.247916666666666619e-01,1.309027777777777846e-01
3.340000000000000000e+02,2.654831135332770131e+01,2.873611111111111227e-01,1.247222222222222204e-01,1.308333333333333293e-01
3.350000000000000000e+02,2.654058151935152665e+01,2.872916666666666674e-01,1.242361111111111166e-01,1.308333333333333293e-01
3.360000000000000000e+02,2.653283154586929626e+01,2.873611111111111227e-01,1.236805555555555575e-01,1.308333333333333293e-01
3.370000000000000000e+02,2.652507373081536812e+01,2.872916666666666674e-01,1.234722222222222193e-01,1.307638888888889017e-01
3.380000000000000000e+02,2.651732826814810906e+01,2.872916666666666674e-01,1.229166666666666602e-01,1.306944444444444464e-01
3.390000000000000000e+02,2.650958802819242166e+01,2.874305555555555780e-01,1.227083333333333359e-01,1.304861111111111083e-01
3.400000000000000000e+02,2.650184961331265754e+01,2.874999999999999778e-01,1.224305555555555564e-01,1.304861111111111083e-01
3.410000000000000000e+02,2.649406985011339799e+01,2.873611111111111227e-01,1.220138888888888939e-01,1.304861111111111083e-01
3.420000000000000000e+02,2.648627082867393412e+01,2.873611111111111227e-01,1.214583333333333348e-01,1.304861111111111083e-01
3.430000000000000000e+02,2.647765269022420043e+01,2.874305555555555780e-01,1.211805555555555552e-01,1.304861111111111083e-01
3.440000000000000000e+02,2.646924052598554411e+01,2.873611111111111227e-01,1.211111111111111138e-01,1.304861111111111083e-01
3.450000000000000000e+02,2.646088555467929382e+01,2.872916666666666674e-01,1.206944444444444375e-01,1.304861111111111083e-01
3.460000000000000000e+02,2.645255459441820989e+01,2.871527777777777568e-01,1.204166666666666718e-01,1.303472222222222254e-01
3.470000000000000000e+02,2.644422841658045087e+01,2.872222222222222121e-01,1.204861111111111133e-01,1.303472222222222254e-01
3.480000000000000000e+02,2.643378405040428447e+01,2.872916666666666674e-01,1.204861111111111133e-01,1.303472222222222254e-01
3.490000000000000000e+02,2.642329347460310984e+01,2.872916666666666674e-01,1.204166666666666718e-01,1.303472222222222254e-01
3.500000000000000000e+02,2.642287719133873480e+01,2.872916666666666674e-01,1.204166666666666718e-01,1.303472222222222254e-01
3.510000000000000000e+02,2.641246881237154653e+01,2.873611111111111227e-01,1.204166666666666718e-01,1.303472222222222254e-01
3.520000000000000000e+02,2.641348616068014366e+01,2.872222222222222121e-01,1.204166666666666718e-01,1.303472222222222254e-01
3.530000000000000000e+02,2.640534266015649933e+01,2.872222222222222121e-01,1.203472222222222165e-01,1.303472222222222254e-01
3.540000000000000000e+02,2.640805910103025056e+01,2.872916666666666674e-01,1.202777777777777751e-01,1.303472222222222254e-01
3.550000000000000000e+02,2.640092636050540520e+01,2.872222222222222121e-01,1.202083333333333337e-01,1.303472222222222254e-01
3.560000000000000000e+02,2.639527777871195724e+01,2.872222222222222121e-01,1.202083333333333337e-01,1.303472222222222254e-01
3.570000000000000000e+02,2.639860182467715433e+01,2.872222222222222121e-01,1.201388888888888923e-01,1.303472222222222254e-01
3.580000000000000000e+02,2.639227792250087745e+01,2.872916666666666674e-01,1.201388888888888923e-01,1.303472222222222254e-01
3.590000000000000000e+02,2.638749534052474033e+01,2.872916666666666674e-01,1.200694444444444509e-01,1.303472222222222254e-01
3.600000000000000000e+02,2.639134547451178037e+01,2.872916666666666674e-01,1.200694444444444509e-01,1.303472222222222254e-01
3.610000000000000000e+02,2.638515220919557436e+01,2.872916666666666674e-01,1.198611111111111127e-01,1.303472222222222254e-01
3.620000000000000000e+02,2.638107853209797327e+01,2.872916666666666674e-01,1.194444444444444503e-01,1.303472222222222254e-01
3.630000000000000000e+02,2.638141267844216742e+01,2.872222222222222121e-01,1.193749999999999950e-01,1.302777777777777701e-01
3.640000000000000000e+02,2.637671306207024102e+01,2.872222222222222121e-01,1.193055555555555536e-01,1.302777777777777701e-01
3.650000000000000000e+02,2.637709198051418369e+01,2.872222222222222121e-01,1.193055555555555536e-01,1.302777777777777701e-01
3.660000000000000000e+02,2.637761910825364708e+01,2.872916666666666674e-01,1.193055555555555536e-01,1.302777777777777701e-01
3.670000000000000000e+02,2.637710198942431816e+01,2.872916666666666674e-01,1.193055555555555536e-01,1.302777777777777701e-01
3.680000000000000000e+02,2.637243775916922672e+01,2.872916666666666674e-01,1.192361111111111122e-01,1.302777777777777701e-01
3.690000000000000000e+02,2.637617101059499447e+01,2.872916666666666674e-01,1.192361111111111122e-01,1.302777777777777701e-01
3.700000000000000000e+02,2.637079272618449011e+01,2.872222222222222121e-01,1.192361111111111122e-01,1.302083333333333426e-01
3.710000000000000000e+02,2.636611614134061909e+01,2.872222222222222121e-01,1.190972222222222154e-01,1.302083333333333426e-01
3.720000000000000000e+02,2.637007570246584010e+01,2.872222222222222121e-01,1.190972222222222154e-01,1.302083333333333426e-01
3.730000000000000000e+02,2.637003237063136751e+01,2.872222222222222121e-01,1.190972222222222154e-01,1.302083333333333426e-01
3.740000000000000000e+02,2.636896760243408622e+01,2.872222222222222121e-01,1.190972222222222154e-01,1.302083333333333426e-01
3.750000000000000000e+02,2.636203116125039259e+01,2.872222222222222121e-01,1.191666666666666707e-01,1.302083333333333426e-01
3.760000000000000000e+02,2.635981026158892959e+01,2.872222222222222121e-01,1.190972222222222154e-01,1.302083333333333426e-01
3.770000000000000000e+02,2.636064362567928043e+01,2.872916666666666674e-01,1.190972222222222154e-01,1.302083333333333426e-01
3.780000000000000000e+02,2.635565725053585240e+01,2.872916666666666674e-01,1.190972222222222154e-01,1.302083333333333426e-01
3.790000000000000000e+02,2.635196048799177149e+01,2.872916666666666674e-01,1.190972222222222154e-01,1.302083333333333426e-01
3.800000000000000000e+02,2.635642249406527782e+01,2.872916666666666674e-01,1.190277777777777740e-01,1.302083333333333426e-01
3.810000000000000000e+02,2.635700308856919349e+01,2.872916666666666674e-01,1.190277777777777740e-01,1.302083333333333426e-01
3.820000000000000000e+02,2.635065727029704519e+01,2.872222222222222121e-01,1.190277777777777740e-01,1.301388888888888873e-01
3.830000000000000000e+02,2.634707116679063788e+01,2.872222222222222121e-01,1.189583333333333326e-01,1.301388888888888873e-01
3.840000000000000000e+02,2.635008386493361954e+01,2.872222222222222121e-01,1.188888888888888912e-01,1.301388888888888873e-01
3.850000000000000000e+02,2.634540264731475290e+01,2.872222222222222121e-01,1.188194444444444497e-01,1.301388888888888873e-01
3.860000000000000000e+02,2.634156302529313010e+01,2.872916666666666674e-01,1.186111111111111116e-01,1.301388888888888873e-01
