mesh,k,evaluator,selected_ordinal_double,selected_ordinal_single,selected_ordinal_identical,escalation_double,escalation_single,final_requested_double,final_requested_single,relevant_classifier_mismatch,all_examined_classifier_mismatch_count,omega_double,omega_single,lambda_double,lambda_single,selected_min_abs_margin_double,selected_min_abs_margin_single
96x12,43,E2,1,1,1,0,0,3,3,0,0,100.545068510104,100.545065427238,10109.3108017014,10109.3101817675,0.0911210000817856,0.0911209805374945
96x12,43,E3,1,1,1,0,0,3,3,0,0,100.545068293874,100.545065210564,10109.3107582198,10109.3101381965,0.0911210002409601,0.0911209806966706
96x12,44,E1,1,1,1,0,0,3,3,0,0,101.220620262504,101.220623625484,10245.6139663261,10245.6146471319,0.094231078144327,0.0942310972394901
96x12,44,E2,1,1,1,0,0,3,3,0,0,101.220397043947,101.220400406842,10245.5687777343,10245.5694585214,0.0942312450173015,0.0942312641124796
96x12,44,E3,1,1,1,0,0,3,3,0,0,101.220396821645,101.22040018261,10245.5687327312,10245.5694131276,0.0942312451843363,0.0942312642795248
96x12,45,E1,1,1,1,0,0,3,3,0,0,101.893983278451,101.89398589939,10382.3838283492,10382.3843624651,0.0970860677951859,0.0970860823338885
96x12,45,E2,1,1,1,0,0,3,3,0,0,101.893753445672,101.893756066636,10382.3369912474,10382.3375253671,0.0970862424572663,0.0970862569959791
96x12,45,E3,1,1,1,0,0,3,3,0,0,101.893753216201,101.893755836611,10382.3369444841,10382.3374784909,0.0970862426321031,0.0970862571708178
96x12,46,E1,1,1,1,0,0,3,3,0,0,102.564114249715,102.564116313493,10519.3975318286,10519.3979551678,0.0996433256715402,0.099643337553355
96x12,46,E2,1,1,1,0,0,3,3,0,0,102.563877352249,102.563879415304,10519.3489375272,10519.3493607169,0.099643507298118,0.0996435191799353
96x12,46,E3,1,1,1,0,0,3,3,0,0,102.563877114886,102.563879178085,10519.3488888374,10519.3493120567,0.099643507479927,0.099643519361745
96x12,47,E1,1,1,1,0,0,3,3,0,0,103.241497702984,103.241499237838,10658.8068479552,10658.8071648765,0.101588627242771,0.101588635249902
96x12,47,E2,1,1,1,0,0,3,3,0,0,103.24125686311,103.241258397956,10658.7571186746,10658.7574355936,0.101588813605153,0.10158882161231
96x12,47,E3,1,1,1,0,0,3,3,0,0,103.241256622347,103.24125815758,10658.7570689612,10658.75738596,0.101588813791704,0.101588821798856
