outer,omega1,omega2,omega3,omega4,omega5,gap12,N,nInner,cumInner,innerConv,dxNorm2,dxMax,moveMax,moveMean,vol,volErr,Mnd,beta,tOuter,tEig,tGrad,tInner
1,68.1459554244882,250.483551825844,371.61994250782,502.730496307316,785.880621626297,2.67569212678223,2,21,21,1,16.4857641946954,0.0999150702991027,0.1,0.0999999999999638,0.499483365344684,-0.000516634655315817,0.986410978945847,6288.28051036398,8.69520641666667,1.13831033333333,0.0468474166666667,7.50631008333333
2,80.598334185965,277.78911832253,400.171274746827,541.724117320819,841.552348944523,2.44658634856628,2,20,41,1,15.8417260588363,0.0998755324669765,0.1,0.0999999999999638,0.499457343590704,-0.000542656409295794,0.948716016764193,8448.89036324862,6.71894175,1.25218120833333,0.0432082083333333,5.42116145833333
3,93.1345366085694,299.482030604181,421.235160068816,564.044316111729,852.377231951014,2.2155851256646,2,18,59,1,14.2793174050397,0.0998266939212124,0.1,0.0975129999999666,0.499420209754948,-0.000579790245051781,0.895365035343568,10784.1588774628,4.95001604166667,1.23913691666667,0.04064,3.66799545833333
4,104.716587618189,304.597217100744,442.369146726808,558.823887622667,810.679193100086,1.90877714819496,2,16,75,1,12.2545754304409,0.0997616615087799,0.1,0.0961093499999715,0.499422359080189,-0.000577640919810885,0.837101642684923,13015.0907756122,3.82020225,1.066629,0.04123175,2.7104685
5,114.712984581981,282.494237331151,464.310523061257,533.588170024566,743.339226222127,1.46261779658661,2,16,91,1,11.38336385897,0.0996750866022171,0.1,0.0958242399999721,0.49948429827969,-0.00051570172031018,0.776483696205017,15222.9251646841,3.70241566666667,1.074172375,0.0411625,2.584987875
6,124.073139918445,233.393379706849,487.975028340523,507.228327408313,693.767749915748,0.881095133566066,2,17,108,1,9.8062528357599,0.0853230441351725,0.1,0.096709967999972,0.499617185141069,-0.000382814858931324,0.734231722932436,16929.4638967847,4.03966658333333,1.249578625,0.04175225,2.74628125
7,130.458410104094,193.576111511618,495.941833659687,516.632218419939,613.279192711996,0.483814737257346,2,16,124,1,8.40769467984942,0.0877180991948843,0.1,0.0912139795999739,0.499691056086784,-0.000308943913216009,0.700422152787365,18256.127623168,4.185486875,1.25277775,0.0415911666666667,2.88916404166667
8,135.352607874462,170.293112855403,488.329567808732,498.332135720419,547.404552272616,0.258144305674169,2,16,140,1,7.28693937689719,0.0920116160158013,0.1,0.0940137334799833,0.499784184125056,-0.000215815874944403,0.674043842651624,19322.8989632515,4.79660908333333,1.07388545833333,0.0410305833333333,3.67975208333333
9,139.15547933415,157.284863413486,447.40989916446,476.462819135962,574.444799644883,0.130281496395856,2,16,156,1,6.58449622433402,0.0901555367678071,0.1,0.0973086173759686,0.499816744996652,-0.000183255003347926,0.652067271799444,20187.7518577171,8.56136795833333,1.07057633333333,0.041397625,7.44753695833333
10,142.223534732982,149.374039242414,420.505915206393,465.267953391308,597.175476389801,0.0502765208504854,2,20,176,1,6.17222580086319,0.098727621235548,0.1,0.0968624586351685,0.4998930402918,-0.000106959708200238,0.631403577899198,20966.4723604756,9.608584125,1.08206054166667,0.0409930833333333,8.48369716666667
11,144.861130219048,146.967726471485,414.810521687557,464.226994903685,617.364677474744,0.0145421773891471,2,16,192,1,3.62571714848098,0.0944756678842364,0.1,0.0939783360687714,0.49993846508796,-6.15349120398623e-05,0.619951044536687,21372.446664981,6.62639704166667,1.076206,0.0527439166666667,5.49462545833333
12,146.134029585853,146.741700477319,414.979794251033,466.034240396451,628.343114856342,0.00415831201800144,2,19,211,1,3.53745089288936,0.0984002872722332,0.1,0.0891940237314139,0.499934631374555,-6.53686254450947e-05,0.609482268017636,21690.2800506386,7.31170404166667,1.06830041666667,0.0406873333333333,6.20086804166667
13,147.129649106433,148.52596067099,420.502611348501,474.165591219251,637.111064826564,0.00949034795526811,2,21,232,1,3.18198415281889,0.0988083750952199,0.1,0.0848524472147673,0.499956886136992,-4.31138630075933e-05,0.599343777172218,21932.115537242,8.197085625,1.072548625,0.0412088333333333,7.08143904166667
14,147.964518627429,149.577375094916,423.145731767945,479.089745702616,645.740594864027,0.010900292059536,2,23,255,1,2.5416929883727,0.0915417660280768,0.1,0.084776070311819,0.499938768193842,-6.12318061575245e-05,0.59092097553952,22105.4752922951,8.961260875,1.077578,0.0421522916666667,7.83962554166667
15,148.529140447627,149.913231985819,423.826669142761,480.569475840371,653.334388836922,0.00931865312100241,2,21,276,1,2.47650246958849,0.0873008776793772,0.1,0.0844176425733443,0.499961407564101,-3.85924358986545e-05,0.582854092508964,22233.8288439111,9.35147408333333,1.101396625,0.041214,8.20696154166667
16,149.039190527927,150.905563933107,426.015892899483,484.092289556853,659.509078166322,0.012522702240727,2,18,294,1,1.66243777487891,0.0467273327826894,0.1,0.0810447060482755,0.499972545700171,-2.74542998289773e-05,0.5771403659501,22326.5801623049,8.43475654166667,1.07134733333333,0.0413163333333333,7.32018225
17,149.367635976181,150.763381039162,424.715808510873,483.072519298561,664.189369897066,0.00934436066996205,2,21,315,1,1.96595464046945,0.0722247389277252,0.1,0.0773492613113124,0.499982252476482,-1.77475235184632e-05,0.570416983273041,22431.134753548,10.4877684166667,1.081955625,0.0417617916666667,9.36205445833333
18,149.733039700974,150.933525281696,424.112876556536,483.484905404144,669.194927580427,0.00801750624391308,2,24,339,1,1.83719297659754,0.037486346997251,0.1,0.0751286726009438,0.499971294012829,-2.87059871709183e-05,0.564233946189613,22501.2683660965,11.2563765416667,1.080276875,0.0423003333333333,10.1317635
19,150.02862589758,150.898127449981,423.15543513764,482.647967763986,673.590603191802,0.00579557099319596,2,29,368,1,2.12714372873765,0.0422514925845296,0.1,0.0751007506333962,0.499960053091052,-3.99469089475968e-05,0.557692712745576,22611.3205557559,14.0373095833333,1.09556058333333,0.041339375,12.8986014583333
20,150.31857032374,151.531014632852,424.426036507548,484.269934774396,677.594436624173,0.00806583182970017,2,28,396,1,2.03664856034561,0.0477519388773557,0.1,0.0729484158724172,0.499974356293602,-2.56437063982928e-05,0.551718254866894,22684.2286772558,13.6159995833333,1.089223125,0.0408400833333333,12.4841144583333
21,150.590555986177,152.112138455681,425.758290990379,485.866945169235,680.869636361231,0.0101041028737848,2,23,419,1,1.58530395977763,0.0343935690262459,0.1,0.0712305578882244,0.49997521838918,-2.47816108198129e-05,0.546938144542668,22759.7906174544,11.8109515416667,1.0942895,0.0411554583333333,10.673692
22,150.805732315015,152.072372853998,424.868264597903,485.34372794685,683.625765302075,0.00839915379567524,2,30,449,1,2.00237038862265,0.0521343777696125,0.1,0.0697956854337691,0.499956451455932,-4.35485440682948e-05,0.541386927956457,22813.1396187772,15.241922125,1.100225375,0.041088,14.098799
23,151.045131712841,152.432448578576,425.636342310734,485.954295765437,686.04051294478,0.00918478371333482,2,23,472,1,1.63605308754272,0.0433569922653204,0.1,0.0681183017827953,0.499965503546085,-3.44964539151782e-05,0.536971820322952,22893.5055964951,11.8809163333333,1.08569345833333,0.04149525,10.751879125
24,151.240528668828,152.778165361755,426.201748045789,486.778275917719,687.719287822242,0.0101668296617403,2,22,494,1,1.45215441773723,0.0326320600235909,0.1,0.0670995016086306,0.499980407164068,-1.95928359323361e-05,0.532862954471944,22939.1204397168,11.3301089166667,1.066346625,0.04056575,10.2212047916667
25,151.433382291494,152.610478577113,425.07579703575,485.774448416954,689.7978068451,0.00777303040986098,2,29,523,1,1.86943227279659,0.0425074627388192,0.1,0.0661051086854686,0.499984516381758,-1.54836182421625e-05,0.527985292355386,22994.366196347,16.2231277916667,1.07522358333333,0.0424169166666667,15.1033485833333
26,151.633557837621,152.935084140869,425.537549160388,486.344070066034,691.39425092238,0.0085833658578543,2,22,545,1,1.44122043533461,0.0333099610772275,0.1,0.0656909159315004,0.499985986023147,-1.40139768527447e-05,0.524337715572827,23041.0540312651,12.9359197083333,1.07935091666667,0.0410061666666667,11.813200625
27,151.774077626425,153.227229569946,425.783557864548,486.792543174594,692.351134869379,0.00957444094701033,2,22,567,1,1.37459098310773,0.0318690057521933,0.1,0.0644930897866824,0.499971291703341,-2.87082966585195e-05,0.520711912004627,23081.5077176031,12.54483125,1.08630741666667,0.0415434166666667,11.4150714583333
28,151.918015795834,153.178214956595,425.123099027995,486.11404822916,693.671828438526,0.00829525816381541,2,26,593,1,1.52048029208382,0.0380533846648009,0.1,0.063084790856137,0.499978529166307,-2.14708336930824e-05,0.516809198047966,23140.85901206,14.430173375,1.11109991666667,0.0404090833333333,13.27683125
29,152.084676284477,153.251784904227,424.691777220459,485.866614195973,694.838990253327,0.00767407110475099,2,30,623,1,1.78110429456192,0.0416251383309275,0.1,0.0629341492205226,0.499968510202242,-3.14897977580775e-05,0.512455433074044,23192.3318911967,18.89916075,1.09459504166667,0.0412275,17.7615772916667
30,152.244296264713,153.580714857151,425.079156014885,486.635355368459,695.630222122101,0.00877811928083447,2,27,650,1,1.61003764733412,0.0430996596010193,0.1,0.0631065257928961,0.499976447767179,-2.3552232821189e-05,0.50847477540026,23224.8936762725,16.6420816666667,1.080805375,0.0415916666666667,15.517752375
31,152.409655491434,153.517929460532,424.284025686999,485.859709192405,696.488035669943,0.00727167819862987,2,28,678,1,1.54642585027903,0.038593250827458,0.1,0.062686172175453,0.499976989011779,-2.3010988220995e-05,0.504872609405149,23276.2749696947,16.7503535,1.10103741666667,0.0415962916666667,15.6055935416667
32,152.526983087533,153.920039300214,424.837151872777,486.782038456644,696.80656317249,0.00913317882831014,2,28,706,1,1.52683205252555,0.037681175331279,0.1,0.06143352613579,0.499983262344744,-1.67376552557275e-05,0.501083154527623,23321.2920496169,17.500738875,1.09531458333333,0.0421627916666667,16.3610723333333
33,152.680677257663,153.900072126982,423.771762853213,486.134017838964,697.585737170296,0.00798656969055098,2,29,735,1,1.54725702771244,0.0387773940646445,0.1,0.0606756750767577,0.499985616312273,-1.43836877267711e-05,0.497393806215433,23355.4947485431,17.3377574166667,1.07284066666667,0.0412935,16.2217242916667
34,152.820021578596,154.064607914247,423.287573976548,486.188959258109,697.930924765266,0.00814413139583991,2,30,765,1,1.63075791231812,0.0569914691396505,0.1,0.0611883845833685,0.499979702456689,-2.02975433107877e-05,0.49367532584343,23401.3498215318,18.7551819583333,1.121022375,0.0421904583333333,17.590251625
35,152.955005886806,154.480318708186,423.236781954523,487.105632694938,698.092582246537,0.00997229749059951,2,19,784,1,1.11307276855939,0.0490337074922518,0.1,0.0615401526366333,0.499960601435872,-3.93985641279904e-05,0.491062168681845,23421.5746361702,12.3646359583333,1.112962,0.0421455416666667,11.2073867916667
36,153.064762888203,154.221841338719,421.184781423305,485.49287827018,698.670713245985,0.00755940445522753,2,19,803,1,1.11527039363845,0.0359269343066258,0.1,0.058926551935738,0.499989043614744,-1.09563852559447e-05,0.488791135788942,23460.8949096402,11.4987327083333,1.09764979166667,0.0407360416666667,10.3575819166667
37,153.127352503734,154.818571312472,421.571315499772,487.16334009226,698.320083830834,0.0110445245809172,2,13,816,1,0.778930664592534,0.0279954873727097,0.1,0.0566409051622938,0.499983821487278,-1.61785127215652e-05,0.487017820643814,23473.2530625928,8.71677875,1.09366345833333,0.042191125,7.578861875
38,153.20308067827,154.88661530075,420.503579042707,486.94193202842,698.465348421492,0.0109889084150697,2,19,835,1,1.109402513388,0.045382010863545,0.1,0.0561895025891423,0.499983088641236,-1.69113587643599e-05,0.484457232547737,23509.6216119703,12.7601191666667,1.08127991666667,0.0424955833333333,11.6346497916667
39,153.317438098833,154.804794694063,418.462771639382,486.112108679015,698.657955351158,0.00970115737435621,2,20,855,1,1.10397319562262,0.0411274732688906,0.1,0.0568511598947625,0.499988918226185,-1.10817738152025e-05,0.48191869927218,23539.776409768,13.8402124583333,1.11514129166667,0.042517875,12.6806379583333
40,153.428856860276,154.806372796965,416.709391299673,485.647699315872,698.76510319033,0.00897820634839335,2,22,877,1,1.08343438077069,0.0435077824372826,0.1,0.0578449367546345,0.499989280146169,-1.07198538307762e-05,0.479390010140547,23573.5697641051,16.3842882916667,1.09191370833333,0.0414295416666667,15.2493074166667
41,153.537485579207,154.862105642234,415.287593619,485.482453543949,699.032018975736,0.00862733981887696,2,21,898,1,1.17036167173413,0.0451982679464804,0.1,0.0581538298835709,0.499980228682249,-1.97713177509384e-05,0.477007882581952,23611.8219783243,16.00546425,1.112457625,0.0416882083333333,14.8496630833333
42,153.64014569427,155.306858561611,414.841045863304,486.853186471864,698.568844888496,0.0108481598986334,2,23,921,1,1.1821817479627,0.0583855993022385,0.1,0.0575776239112277,0.499990603505762,-9.39649423781219e-06,0.474344838145785,23651.5502135865,17.316771875,1.088957125,0.041809125,16.1843238333333
43,153.770444976667,155.248446182056,412.90336466457,486.221475045261,698.563056215332,0.00961173784477109,2,29,950,1,1.52731337883782,0.0723759030595239,0.1,0.056738418773542,0.499991128802374,-8.87119762571498e-06,0.470989257579546,23695.9604624799,20.9461488333333,1.106616625,0.0414985,19.796304125
44,153.939756076821,155.16356092364,410.63571198447,485.614653835147,698.489829382569,0.00794989467314029,2,24,974,1,1.14009578000691,0.0575360112512151,0.1,0.056477121726005,0.499992470826877,-7.52917312346613e-06,0.468581782568645,23729.6228474679,17.5685706666667,1.10403729166667,0.0427368333333333,16.4199305416667
45,154.053578950004,155.309674923884,409.981550046441,485.981811210975,698.152448550915,0.008153630590351,2,29,1003,1,1.33866587507896,0.0582822162294686,0.1,0.0558380789656186,0.499965164927951,-3.48350720490997e-05,0.465682336450278,23770.207910475,23.1643145416667,1.09038683333333,0.0416620833333333,22.0305524583333
46,154.176045129574,155.282961793074,408.378850720074,485.517808685472,697.831414121522,0.00717956322313339,2,28,1031,1,1.31641841173631,0.0506109819307133,0.1,0.0555935797173306,0.499982854737444,-1.71452625562507e-05,0.462987366451485,23808.4733820869,23.6375745,1.11560970833333,0.042899375,22.4774358333333
47,154.295440503521,155.489060741102,407.322609757591,485.946177602701,697.23697785011,0.00773593978983229,2,29,1060,1,1.24004533597618,0.0552302900183639,0.1,0.0555124771226883,0.499941399979723,-5.86000202771331e-05,0.460377736367328,23848.4042036656,20.1275847083333,1.10497558333333,0.0422177916666667,18.9785525416667
48,154.405773614728,155.671765594387,406.301679662118,486.318577104005,696.79100185932,0.008199123323056,2,31,1091,1,1.34010233823406,0.0608933374274313,0.1,0.0557768745886173,0.499953287755458,-4.671224454178e-05,0.457642343057392,23888.3122398107,21.93600775,1.103117375,0.04293325,20.7883865416667
49,154.528742584877,155.93246724687,405.260458137143,487.002138633703,696.184798969468,0.00908390658276511,2,22,1113,1,0.962715773087513,0.058898141140988,0.1,0.0567870732187397,0.499993006722937,-6.99327706277231e-06,0.455820048107497,23910.6070355161,16.8962931666667,1.118016625,0.0419596666666667,15.7347559166667
50,154.609293398516,156.255220742223,404.864509951509,487.98431378008,695.577074562514,0.0106457206260242,2,29,1142,1,1.2049831250459,0.0600383169376196,0.1,0.0562356059993481,0.499980154630124,-1.98453698757595e-05,0.453217181027425,23940.6264661818,21.0872430833333,1.096517625,0.041862875,19.9471135
