outer,omega1,omega2,omega3,omega4,omega5,gap12,N,nInner,cumInner,innerConv,dxNorm2,dxMax,moveMax,moveMean,vol,volErr,Mnd,beta,tOuter,tEig,tGrad,tInner
1,68.1759857179876,250.863632322382,377.457572307268,504.262707510691,789.834098952612,2.67964804146856,2,21,21,1,15.6770289056481,0.0999387930144482,0.1,0.0999999999999946,0.499679314204035,-0.000320685795965281,0.98079927849152,6486.71005348007,5.60258454166667,0.532940625,0.02669925,5.03958216666667
2,82.0511117234027,283.385291192597,404.740669208739,546.788412338239,843.237023024215,2.45376540598133,2,20,41,1,15.1335471467145,0.0999131760010064,0.1,0.0999999999999946,0.499664586464117,-0.000335413535883344,0.927634162537851,8963.15174619654,4.389918875,0.484467791666667,0.0253812916666667,3.87740516666667
3,95.8387299072136,302.666432525054,429.862957128913,553.822844124082,829.640075777029,2.15808058827658,2,18,59,1,13.3978066511913,0.0998805993536128,0.1,0.0972835937499977,0.499626875380572,-0.000373124619428344,0.855487361414999,11540.8428898431,3.20667558333333,0.473899541666667,0.0241175416666667,2.70708320833333
4,107.933308614905,280.490517983567,456.143881859299,511.698042415442,750.949700057433,1.59873918054648,2,16,75,1,11.106373233567,0.0998332975547592,0.1,0.0953516406250002,0.499595461409251,-0.000404538590749459,0.7866566931255,13816.8080755261,2.5678155,0.569635291666667,0.0239732916666667,1.9728255
5,118.232961985119,214.32533817424,478.731752832533,479.715359245347,688.25129620215,0.812737620505644,2,16,91,1,10.6851586586003,0.0997696338093926,0.1,0.0944338593750031,0.499661396362874,-0.000338603637126067,0.713686041243542,16333.3985978696,2.431169875,0.569603166666667,0.0240578333333333,1.835796125
6,128.928446960591,177.955073293712,474.140962760802,498.1322443498,506.591465570808,0.380262288803548,2,15,106,1,7.88094380219638,0.0993314371484257,0.1,0.0935318578124973,0.499766132746339,-0.000233867253660813,0.674856436437891,18140.0454084285,2.41393883333333,0.492924916666667,0.0240477916666667,1.89561629166667
7,134.993151357243,161.306260043915,422.008235659814,466.079795819505,537.853515329733,0.194921804714655,2,15,121,1,6.92837677974122,0.0992045626633285,0.1,0.0930368043749997,0.499833729136316,-0.000166270863684148,0.650402715593623,19372.0098198851,5.32176120833333,0.500531708333333,0.0244450416666667,4.79546670833333
8,139.35986828606,152.900728602517,397.865973025053,459.031273494641,567.113002974723,0.0971647037485867,2,15,136,1,6.49543563359485,0.0992839378738279,0.1,0.0953305807500043,0.499871797725364,-0.000128202274635836,0.626631315821874,20421.1502911388,4.92800391666667,0.463008791666667,0.0239115833333333,4.439783125
9,143.112302663458,146.950902722028,383.403651465538,451.190171822602,596.43138903706,0.0268222926130768,2,18,154,1,4.80789824751422,0.0992491173107559,0.1,0.0955210588999976,0.499930714508408,-6.92854915919083e-05,0.609331632739928,21131.3719905345,4.781638625,0.47411375,0.0293216666666667,4.276247
10,145.399927456758,146.482648494191,386.422842374433,452.665160411876,617.710239003894,0.00744650328491692,2,22,176,1,3.9536247497265,0.099260210909404,0.1,0.0914093190737518,0.499969550708325,-3.04492916745058e-05,0.594113731545059,21595.5922114769,4.84027766666667,0.471501708333333,0.024655375,4.34278275
11,146.975815926699,147.227375718722,390.271917242335,459.481568354969,634.476105463916,0.00171157268586607,2,26,202,1,3.85117945888605,0.0993566285470015,0.1,0.0868474702387524,0.499956519426869,-4.34805731309718e-05,0.579058274256366,21986.6241459309,5.73947741666667,0.4891475,0.0243347916666667,5.22465366666667
12,148.223773790698,149.753772833077,400.536328808955,472.014750738576,647.688359555474,0.0103222243183456,2,18,220,1,2.75701699018664,0.0993006291617752,0.1,0.0833055658989435,0.499964000904227,-3.59990957731204e-05,0.568235778978255,22248.8596428943,4.72191120833333,0.478450416666667,0.024429375,4.21766983333333
13,149.098427713446,150.758517394018,404.26533745415,477.651957068516,657.329284988451,0.0111341863628666,2,19,239,1,2.14533883832432,0.0733415869260111,0.1,0.0804976681232997,0.499982994605831,-1.70053941687121e-05,0.559477769633085,22430.8570351384,5.08231783333333,0.486412125,0.0243944166666667,4.57012691666667
14,149.698798801388,151.276826972568,405.159856298334,479.887793662218,665.353078979475,0.0105413549328071,2,23,262,1,2.05265886921626,0.0719707224391433,0.1,0.0782884709102082,0.499978106110828,-2.18938891723974e-05,0.551558752711802,22562.4274292921,6.41763829166667,0.482185916666667,0.024292875,5.9098225
15,150.184404045206,151.759969929936,405.538208291171,481.482078919723,671.672771095177,0.0104908754990004,2,17,279,1,1.80448765527347,0.0712426330392358,0.1,0.0775830649277777,0.499936821565495,-6.31784345048736e-05,0.545123939158845,22681.6941356109,5.30370629166667,0.470128291666667,0.0248008333333333,4.80740833333333
16,150.566631310386,152.578025189691,406.83583483653,484.109072744504,676.185265007998,0.0133588289901986,2,20,299,1,1.85007203419488,0.0725767187492023,0.1,0.0763153521583189,0.499938244333046,-6.17556669539887e-05,0.538378713525549,22799.525770496,6.28786866666667,0.493240916666667,0.0270160833333333,5.766203
17,150.941634110944,153.198757647737,407.220620651078,485.561400003912,680.542249130249,0.0149536180000132,2,19,318,1,1.80230814291914,0.0726787681449885,0.1,0.0750776156082062,0.499914004640008,-8.5995359991764e-05,0.531963994876764,22861.6402390218,6.04266079166667,0.486174541666667,0.0246277916666667,5.53046333333333
18,151.31054573948,153.563676144293,406.616728581227,486.080454974947,684.446959783501,0.0148907691384062,2,22,340,1,1.9209197523914,0.0654728777300383,0.1,0.0749233811934112,0.499928129697942,-7.18703020578526e-05,0.525355840740927,22990.4921218014,6.86599541666667,0.481802916666667,0.0238763333333333,6.35893116666667
19,151.668043299414,154.625440497613,408.025405751089,489.705571274674,687.59321657586,0.0194991451980466,2,23,363,1,1.90243233526378,0.0676375096656855,0.1,0.0734193206013581,0.499956327283769,-4.3672716230625e-05,0.518731368673713,23132.3529604,7.45637608333333,0.49101275,0.0242254166666667,6.93974445833333
20,152.043123057707,153.986008355547,404.526829628208,486.784085030687,691.722463992569,0.0127785147974272,2,29,392,1,2.17911297302059,0.066304970898034,0.1,0.0708326301335224,0.499978527569212,-2.14724307880387e-05,0.511099767933579,23239.0711929578,10.2554002083333,0.481154333333333,0.0241195833333333,9.74869225
21,152.415864251323,154.592890211899,404.56806711586,488.604834237609,695.61945653979,0.0142834603948189,2,27,419,1,1.90255395576813,0.055647356097147,0.1,0.0677511426563369,0.499958369133746,-4.16308662539167e-05,0.504697691141309,23330.9679637508,9.94353379166667,0.485658083333333,0.02401375,9.43245041666667
22,152.741506450195,154.585993866862,403.47770180601,488.272599465523,698.454315628856,0.0120758755071492,2,30,449,1,1.99844966725087,0.0605924541353779,0.1,0.0657012143381961,0.499968009551614,-3.19904483858102e-05,0.498190276024317,23428.8956344579,11.5331491666667,0.484814416666667,0.0247880833333333,11.0221312916667
23,153.050255151698,155.058985642054,403.651343897446,489.903928064629,700.510728309784,0.0131246464657323,2,18,467,1,1.27703185712277,0.0446747000391038,0.1,0.0655868312919035,0.499981082813905,-1.89171860949799e-05,0.494183351582067,23463.3195635638,7.107877875,0.502865583333333,0.024639875,6.57897579166667
