arm_N,iteration,max_design_change,surrogate_objective,feasibility_relative,reference_mac_phi0,reference_mode_index,reference_omega,reference_identity,reference_event_id
inf,25,0.150037724760595,7062.57067483505,4.38481982893979e-05,1,1,136.483085251141,solid_phi0,0
inf,26,0.14604345590002,7043.23258945826,1.60131668193175e-05,1,1,136.483085251141,solid_phi0,0
inf,27,0.108244134954018,7040.72498707535,6.36316445898899e-05,1,1,136.483085251141,solid_phi0,0
inf,28,0.0818236636407398,7059.12227365021,3.22698484385153e-05,1,1,136.483085251141,solid_phi0,0
inf,29,0.0625306045597994,7083.49164431951,6.69867376156263e-05,1,1,136.483085251141,solid_phi0,0
inf,30,0.0485636338378288,7107.11121621045,6.58892721369098e-05,1,1,136.483085251141,solid_phi0,0
inf,31,0.042668270968644,7128.70531322455,0.000101909004937006,1,1,136.483085251141,solid_phi0,0
inf,32,0.0382933257438938,7148.0455893715,1.08545812338434e-06,1,1,136.483085251141,solid_phi0,0
inf,33,0.0338545649386842,7164.19586614543,9.90354516153813e-05,1,1,136.483085251141,solid_phi0,0
inf,34,0.0307738606292191,7177.49203908418,6.75681703189435e-05,1,1,136.483085251141,solid_phi0,0
inf,35,0.0280597659361831,7189.03650440209,8.27448762530381e-06,1,1,136.483085251141,solid_phi0,0
inf,36,0.025686215812774,7199.07940296885,7.76746618520452e-05,1,1,136.483085251141,solid_phi0,0
inf,37,0.0234282078955649,7207.77827981205,8.51372783616799e-05,1,1,136.483085251141,solid_phi0,0
inf,38,0.0214209163906173,7215.13585337484,1.28222302289149e-05,1,1,136.483085251141,solid_phi0,0
inf,39,0.0212937518706872,7221.13346931251,0.000123258223672762,1,1,136.483085251141,solid_phi0,0
inf,40,0.0205365356783687,7226.65575733939,4.03275623834798e-05,1,1,136.483085251141,solid_phi0,0
inf,41,0.0196529314310866,7231.24435225806,0.000107395590069892,1,1,136.483085251141,solid_phi0,0
inf,42,0.0203555397974855,7235.43269090932,4.80359585620649e-05,1,1,136.483085251141,solid_phi0,0
inf,43,0.0190163478035088,7238.75303367061,7.38749036994779e-05,1,1,136.483085251141,solid_phi0,0
inf,44,0.0193803743741715,7241.57304027485,7.22429587367568e-05,1,1,136.483085251141,solid_phi0,0
inf,45,0.0196014783639166,7244.44745810601,1.16915992195432e-05,1,1,136.483085251141,solid_phi0,0
inf,46,0.0200251868366452,7247.2708366762,6.82591623302198e-05,1,1,136.483085251141,solid_phi0,0
inf,47,0.0207490025258534,7250.17171719638,9.75609316791193e-05,1,1,136.483085251141,solid_phi0,0
inf,48,0.0212734233679719,7252.17840585172,0.000111073185283361,1,1,136.483085251141,solid_phi0,0
inf,49,0.0212038273581552,7254.68875528097,1.17283728743311e-05,1,1,136.483085251141,solid_phi0,0
inf,50,0.0208959123919625,7256.71486183392,4.06954632051759e-05,1,1,136.483085251141,solid_phi0,0
inf,51,0.0206560362213766,7258.35059457777,7.22335186171819e-05,1,1,136.483085251141,solid_phi0,0
inf,52,0.020444015519947,7259.98854623111,5.69888530369544e-05,1,1,136.483085251141,solid_phi0,0
inf,53,0.0207198888965431,7261.49667519371,3.14359194866221e-05,1,1,136.483085251141,solid_phi0,0
inf,54,0.0201484634676149,7263.12799862557,2.38206185934065e-05,1,1,136.483085251141,solid_phi0,0
inf,55,0.0196165280065252,7264.90178430457,8.88599935326972e-05,1,1,136.483085251141,solid_phi0,0
inf,56,0.0181520569091759,7266.84553885703,0.000109065796439212,1,1,136.483085251141,solid_phi0,0
inf,57,0.0196612091152687,7267.87459831735,5.18302353744726e-05,1,1,136.483085251141,solid_phi0,0
inf,58,0.0184074744181898,7269.44398011444,0.000122108461714343,1,1,136.483085251141,solid_phi0,0
inf,59,0.019825408627663,7270.40275460419,8.31330725163948e-05,1,1,136.483085251141,solid_phi0,0
inf,60,0.0191466487518706,7271.91361190113,7.19906762256528e-05,1,1,136.483085251141,solid_phi0,0
inf,61,0.0187371261805995,7272.90568685802,0.000121053675840033,1,1,136.483085251141,solid_phi0,0
inf,62,0.0209562403615876,7273.44891798128,7.88869504124712e-05,1,1,136.483085251141,solid_phi0,0
inf,63,0.020196024878652,7275.09398380021,3.3007211507563e-05,1,1,136.483085251141,solid_phi0,0
inf,64,0.0196129111881854,7276.13959881129,8.44397077880421e-05,1,1,136.483085251141,solid_phi0,0
inf,65,0.0190112901524304,7276.94489908957,0.000127274015855661,1,1,136.483085251141,solid_phi0,0
inf,66,0.0195322727753444,7277.68352800239,0.000121538361425255,1,1,136.483085251141,solid_phi0,0
inf,67,0.017379754650962,7279.39722339816,1.85097215605889e-05,1,1,136.483085251141,solid_phi0,0
inf,68,0.0167347316669211,7280.61578523694,1.14247249819455e-05,1,1,136.483085251141,solid_phi0,0
inf,69,0.0173180782080832,7281.50007966396,6.37151799788294e-05,1,1,136.483085251141,solid_phi0,0
inf,70,0.0174373013648417,7282.36207397871,8.98792431466289e-05,1,1,136.483085251141,solid_phi0,0
inf,71,0.0178210192439459,7283.07054165011,0.000127349574458258,1,1,136.483085251141,solid_phi0,0
inf,72,0.0193844098152716,7283.77124546391,0.000118567976037598,1,1,136.483085251141,solid_phi0,0
inf,73,0.0186861776788305,7285.37119541834,9.4961368777291e-06,1,1,136.483085251141,solid_phi0,0
inf,74,0.0185147645366734,7286.43988129373,3.69504449295732e-05,1,1,136.483085251141,solid_phi0,0
inf,75,0.0191943120949036,7287.20337192213,0.000110586825909365,1,1,136.483085251141,solid_phi0,0
inf,76,0.0204341108450231,7287.97255296614,0.000115516251825598,1,1,136.483085251141,solid_phi0,0
inf,77,0.0187254123562941,7289.58233611944,3.32083491161317e-06,1,1,136.483085251141,solid_phi0,0
inf,78,0.017959955209241,7290.57901577534,4.41891055099619e-05,1,1,136.483085251141,solid_phi0,0
inf,79,0.0174639408815225,7291.22598762197,0.000109285850557028,1,1,136.483085251141,solid_phi0,0
inf,80,0.0180015926484738,7291.86141750417,0.000122394528058178,1,1,136.483085251141,solid_phi0,0
inf,81,0.0162960805602392,7293.39363256933,5.81967627688584e-06,1,1,136.483085251141,solid_phi0,0
inf,82,0.016222765541981,7294.34335055203,3.54544289969949e-05,1,1,136.483085251141,solid_phi0,0
inf,83,0.0168986930659566,7294.93331272774,9.50712131845277e-05,1,1,136.483085251141,solid_phi0,0
inf,84,0.0168465217246757,7295.45670156378,0.000131581172120754,1,1,136.483085251141,solid_phi0,0
inf,85,0.0185241337872664,7295.86004417194,9.45898484596697e-05,1,1,136.483085251141,solid_phi0,0
inf,86,0.0176171630514643,7297.26388134995,4.49458969054017e-06,1,1,136.483085251141,solid_phi0,0
inf,87,0.0175654021884554,7297.98550357224,5.9662755314327e-05,1,1,136.483085251141,solid_phi0,0
inf,88,0.0178701243742351,7298.50802668527,0.000123593147393519,1,1,136.483085251141,solid_phi0,0
inf,89,0.018859391912779,7298.95580371381,0.000102758651172374,1,1,136.483085251141,solid_phi0,0
inf,90,0.0169223118587852,7300.37032815734,3.81044284902821e-06,1,1,136.483085251141,solid_phi0,0
inf,91,0.0162772674622,7301.06211789916,2.82347093283342e-05,1,1,136.483085251141,solid_phi0,0
inf,92,0.0158202503309579,7301.45826419811,7.64200260177095e-05,1,1,136.483085251141,solid_phi0,0
inf,93,0.0153764851310948,7301.80741801167,0.000107117672703105,1,1,136.483085251141,solid_phi0,0
inf,94,0.0165855578160735,7302.0989750104,0.000123611850901595,1,1,136.483085251141,solid_phi0,0
inf,95,0.0142633596885546,7303.44574998418,3.02228630015833e-05,1,1,136.483085251141,solid_phi0,0
inf,96,0.0146228779747841,7304.10237999871,1.03205092228942e-05,1,1,136.483085251141,solid_phi0,0
inf,97,0.014908513336903,7304.48919987242,5.85677615799751e-05,1,1,136.483085251141,solid_phi0,0
inf,98,0.0151163937061098,7304.77003033747,9.50379568639415e-05,1,1,136.483085251141,solid_phi0,0
inf,99,0.0166868191003182,7304.98379698894,0.000130814169954752,1,1,136.483085251141,solid_phi0,0
inf,100,0.0160240676805654,7306.21599999039,2.74504564514721e-05,1,1,136.483085251141,solid_phi0,0
inf,101,0.0159996261221043,7306.74277971507,2.97009581621266e-05,1,1,136.483085251141,solid_phi0,0
inf,102,0.0162614849525526,7307.04767660974,0.00010378948987344,1,1,136.483085251141,solid_phi0,0
inf,103,0.0177596663418552,7307.30641960765,0.000106548134163109,1,1,136.483085251141,solid_phi0,0
inf,104,0.0158533574273059,7308.50869249132,1.44412729656818e-05,1,1,136.483085251141,solid_phi0,0
inf,105,0.0149194562557728,7309.01969223751,6.72334104947492e-05,1,1,136.483085251141,solid_phi0,0
inf,106,0.0143215550983492,7309.24658768404,0.00012983613163009,1,1,136.483085251141,solid_phi0,0
inf,107,0.0149682631430792,7309.38799196939,9.87407702546239e-05,1,1,136.483085251141,solid_phi0,0
inf,108,0.0136758294237465,7310.47270913253,1.42711558155373e-05,1,1,136.483085251141,solid_phi0,0
inf,109,0.0129025089268049,7310.94004516594,6.06040353241522e-05,1,1,136.483085251141,solid_phi0,0
inf,110,0.0133617392390031,7311.11617039857,0.000124438055091769,1,1,136.483085251141,solid_phi0,0
inf,111,0.0149513954035105,7311.22900626192,0.000101757141707903,1,1,136.483085251141,solid_phi0,0
inf,112,0.0137937104214932,7312.25580252453,1.43183841820882e-05,1,1,136.483085251141,solid_phi0,0
inf,113,0.0135962678576836,7312.61960805806,6.91553455830496e-05,1,1,136.483085251141,solid_phi0,0
inf,114,0.0156639644625091,7312.69103135567,0.000129790962081211,1,1,136.483085251141,solid_phi0,0
inf,115,0.0151945989640482,7313.69840416173,9.68397911194074e-06,1,1,136.483085251141,solid_phi0,0
inf,116,0.0151020364262076,7313.96795946209,6.92862766434876e-05,1,1,136.483085251141,solid_phi0,0
inf,117,0.0159507985324941,7314.0041754449,0.000103734159813129,1,1,136.483085251141,solid_phi0,0
inf,118,0.0159585468598852,7315.05321126623,4.01410577908212e-05,1,1,136.483085251141,solid_phi0,0
inf,119,0.0149468763062419,7315.33353431041,0.000128998859693086,1,1,136.483085251141,solid_phi0,0
inf,120,0.016182553661687,7315.34500521212,5.1968510268452e-05,1,1,136.483085251141,solid_phi0,0
inf,121,0.0233077551866415,7316.31274290678,7.57373284016039e-05,1,1,136.483085251141,solid_phi0,0
inf,122,0.0234795930804871,7316.5414146398,0.000120219995666693,1,1,136.483085251141,solid_phi0,0
inf,123,0.0234751993533586,7317.58386040248,1.29222646095828e-05,1,1,136.483085251141,solid_phi0,0
inf,124,0.0264411930496641,7317.86568806878,7.74936850462815e-05,1,1,136.483085251141,solid_phi0,0
inf,125,0.0215707001228585,7317.84662785373,0.00011277340416127,1,1,136.483085251141,solid_phi0,0
inf,126,0.0151548652239457,7318.76554844013,1.6947394427147e-05,1,1,136.483085251141,solid_phi0,0
inf,127,0.0126083738970334,7318.94683322683,9.85095280430226e-05,1,1,136.483085251141,solid_phi0,0
inf,128,0.014390547008726,7318.86363280005,8.87294125824223e-05,1,1,136.483085251141,solid_phi0,0
inf,129,0.0134458260656639,7319.6794897986,5.32948219211793e-05,1,1,136.483085251141,solid_phi0,0
inf,130,0.0142283219409801,7319.80663334541,0.000134038387099356,1,1,136.483085251141,solid_phi0,0
inf,131,0.0142971455468499,7320.6357552637,2.39010505698189e-05,1,1,136.483085251141,solid_phi0,0
inf,132,0.0139899244472975,7320.74462807549,0.000109354790129523,1,1,136.483085251141,solid_phi0,0
inf,133,0.014859285854711,7320.50626327195,5.11195825672051e-05,1,1,136.483085251141,solid_phi0,0
inf,134,0.0146628493267507,7321.28541799504,0.000102420049857388,1,1,136.483085251141,solid_phi0,0
inf,135,0.0148567564351736,7321.33885433132,7.00279411942617e-05,1,1,136.483085251141,solid_phi0,0
inf,136,0.0140672559386464,7322.13791044373,9.08990175061408e-05,1,1,136.483085251141,solid_phi0,0
inf,137,0.0143288309346308,7322.18220367962,8.94415663370562e-05,1,1,136.483085251141,solid_phi0,0
inf,138,0.0132509493738008,7322.93772342336,7.17960296511277e-05,1,1,136.483085251141,solid_phi0,0
inf,139,0.0133483816418448,7322.95231210392,0.000114601649552126,1,1,136.483085251141,solid_phi0,0
inf,140,0.0125568875706098,7323.66221540013,4.66020722323934e-05,1,1,136.483085251141,solid_phi0,0
inf,141,0.0119443173362432,7323.66742288478,0.000129834468953094,1,1,136.483085251141,solid_phi0,0
inf,142,0.0130659839811004,7323.36902851558,3.67511291410327e-05,1,1,136.483085251141,solid_phi0,0
inf,143,0.0115310974099702,7324.05474519729,0.000104971864092307,1,1,136.483085251141,solid_phi0,0
inf,144,0.0128833702498253,7324.00369548233,6.7176351674858e-05,1,1,136.483085251141,solid_phi0,0
inf,145,0.0138046466662613,7324.7500459042,8.52917020541799e-05,1,1,136.483085251141,solid_phi0,0
inf,146,0.0339973676828693,7324.74025158732,9.9731551628901e-05,1,1,136.483085251141,solid_phi0,0
inf,147,0.0405046406561908,7325.48997151008,5.3315820968014e-05,1,1,136.483085251141,solid_phi0,0
inf,148,0.033963042281644,7325.49199845743,0.000129096422279762,1,1,136.483085251141,solid_phi0,0
inf,149,0.024053369353976,7326.19139828377,3.76800418431245e-05,1,1,136.483085251141,solid_phi0,0
inf,150,0.0168065641501982,7326.14325325134,0.000133327754612167,1,1,136.483085251141,solid_phi0,0
inf,151,0.0139000014065229,7325.75975302979,1.30698249232175e-05,1,1,136.483085251141,solid_phi0,0
inf,152,0.0140160489167661,7326.38655133901,0.000118480204528426,1,1,136.483085251141,solid_phi0,0
inf,153,0.0134899597178074,7327.29170028737,5.79082265912412e-05,1,1,136.483085251141,solid_phi0,0
inf,154,0.0136114087033707,7327.25750439638,8.30140369436627e-05,1,1,136.483085251141,solid_phi0,0
inf,155,0.0124974992093407,7327.93060196313,9.71577951930369e-05,1,1,136.483085251141,solid_phi0,0
inf,156,0.0124923685800982,7327.79223475866,5.26280552632929e-05,1,1,136.483085251141,solid_phi0,0
inf,157,0.0116293243034894,7328.40723858492,0.000124025433917652,1,1,136.483085251141,solid_phi0,0
inf,158,0.0113343217921059,7328.22706780852,3.70162814582464e-05,1,1,136.483085251141,solid_phi0,0
inf,159,0.0298075527950978,7328.81534693522,0.000126538964223433,1,1,136.483085251141,solid_phi0,0
inf,160,0.050465812931998,7328.74880745527,6.98627646693595e-05,1,1,136.483085251141,solid_phi0,0
inf,161,0.0530935126151488,7329.4709559064,7.04526111879877e-05,1,1,136.483085251141,solid_phi0,0
inf,162,0.0442704101810631,7329.48571234049,0.000120259763514374,1,1,136.483085251141,solid_phi0,0
inf,163,0.0310167999403941,7330.18937029679,3.83200921514337e-05,1,1,136.483085251141,solid_phi0,0
inf,164,0.021154660810968,7330.1197039027,0.000131530633084909,1,1,136.483085251141,solid_phi0,0
inf,165,0.0147598652031198,7330.74326366107,4.1373252497201e-05,1,1,136.483085251141,solid_phi0,0
inf,166,0.011803330874833,7330.60689105625,0.000118503486215449,1,1,136.483085251141,solid_phi0,0
inf,167,0.0123086992811835,7331.18029486661,5.76467713701012e-05,1,1,136.483085251141,solid_phi0,0
inf,168,0.0169449879198448,7330.99852615951,0.000102244033964194,1,1,136.483085251141,solid_phi0,0
inf,169,0.0195027709005041,7331.54427748362,7.40702100400226e-05,1,1,136.483085251141,solid_phi0,0
inf,170,0.0159628198697087,7331.32767659153,8.02965172934655e-05,1,1,136.483085251141,solid_phi0,0
inf,171,0.0133341114112857,7331.83066863511,0.000107940245128724,1,1,136.483085251141,solid_phi0,0
inf,172,0.0130297136026399,7331.59999958624,3.60607091300924e-05,1,1,136.483085251141,solid_phi0,0
inf,173,0.012968975347552,7332.11924836276,0.000114849944029105,1,1,136.483085251141,solid_phi0,0
inf,174,0.0120405361876998,7332.88589933099,6.05048582228429e-05,1,1,136.483085251141,solid_phi0,0
inf,175,0.0121064591565143,7332.67673845962,6.77998077600606e-05,1,1,136.483085251141,solid_phi0,0
inf,176,0.0117970896497125,7333.19195403989,0.000118573677743039,1,1,136.483085251141,solid_phi0,0
inf,177,0.0113503549411422,7332.91381174179,1.96736488919935e-05,1,1,136.483085251141,solid_phi0,0
inf,178,0.0107841008137478,7333.38591540312,9.69165490511958e-05,1,1,136.483085251141,solid_phi0,0
inf,179,0.0103598177613925,7334.12466302092,8.62352902040175e-05,1,1,136.483085251141,solid_phi0,0
inf,180,0.0103034056555259,7333.93181666372,4.16395360502975e-05,1,1,136.483085251141,solid_phi0,0
inf,181,0.0101673685809686,7334.43779193533,0.00012015822103395,1,1,136.483085251141,solid_phi0,0
inf,182,0.00992218563476288,7335.18426280186,6.84635996333061e-05,1,1,136.483085251141,solid_phi0,0
inf,183,0.0103925925611212,7334.98401677313,6.09306030794343e-05,1,1,136.483085251141,solid_phi0,0
inf,184,0.0100116892349876,7335.44375124169,0.000133340324976916,1,1,136.483085251141,solid_phi0,0
inf,185,0.0105170972232997,7335.15405881745,1.187073708242e-05,1,1,136.483085251141,solid_phi0,0
inf,186,0.0138743412743096,7335.53899669709,9.48770804098942e-05,1,1,136.483085251141,solid_phi0,0
inf,187,0.0386662079576788,7336.23488655692,7.2368193081096e-05,1,1,136.483085251141,solid_phi0,0
inf,188,0.0629141246928537,7336.0456195437,8.63173069991507e-05,1,1,136.483085251141,solid_phi0,0
inf,189,0.0598509041588308,7336.56291051107,6.54893785871913e-05,1,1,136.483085251141,solid_phi0,0
inf,190,0.0665771232579774,7336.35486687649,0.000122499743177018,1,1,136.483085251141,solid_phi0,0
inf,191,0.060951471883039,7336.87519201629,1.83055476778993e-05,1,1,136.483085251141,solid_phi0,0
inf,192,0.0691813848811245,7336.67991516351,0.000100076014270978,1,1,136.483085251141,solid_phi0,0
inf,193,0.0582553214387906,7336.19480813465,5.82988581008248e-05,1,1,136.483085251141,solid_phi0,0
inf,194,0.0398212465538385,7336.67853279103,9.66593075940603e-05,1,1,136.483085251141,solid_phi0,0
inf,195,0.0261155243234075,7336.37490106293,5.73173558913176e-05,1,1,136.483085251141,solid_phi0,0
inf,196,0.0165994078231138,7336.85016889573,0.000118139675461482,1,1,136.483085251141,solid_phi0,0
inf,197,0.0118975208546891,7336.56763614108,3.89055068328314e-05,1,1,136.483085251141,solid_phi0,0
inf,198,0.0103014655252545,7337.01370395443,0.00012897655451316,1,1,136.483085251141,solid_phi0,0
inf,199,0.00990894439883394,7337.74990277771,3.7312422696445e-05,1,1,136.483085251141,solid_phi0,0
inf,200,0.00966408625732074,7337.52060401778,0.000105209428790554,1,1,136.483085251141,solid_phi0,0
inf,201,0.00944935740591346,7338.01746547823,6.56683563849958e-05,1,1,136.483085251141,solid_phi0,0
inf,202,0.00932946421486736,7337.72666585946,9.26040804174466e-05,1,1,136.483085251141,solid_phi0,0
inf,203,0.00902216897105679,7338.17678149339,8.09768563254654e-05,1,1,136.483085251141,solid_phi0,0
inf,204,0.00918446075451762,7337.90614607633,8.42448797251372e-05,1,1,136.483085251141,solid_phi0,0
inf,205,0.00863323733180454,7338.35860019483,9.15589968931707e-05,1,1,136.483085251141,solid_phi0,0
inf,206,0.00969685509122586,7338.11841137049,7.61296672955325e-05,1,1,136.483085251141,solid_phi0,0
inf,207,0.00923403039235182,7338.56982848186,0.00010080070098395,1,1,136.483085251141,solid_phi0,0
inf,208,0.0100986150847959,7338.32808235788,6.12120026828311e-05,1,1,136.483085251141,solid_phi0,0
inf,209,0.00960479047383289,7338.82108261993,0.000116743657830543,1,1,136.483085251141,solid_phi0,0
inf,210,0.0102289647798117,7338.57966840723,4.35958237512413e-05,1,1,136.483085251141,solid_phi0,0
inf,211,0.00979749601678226,7339.0697656948,0.000133790111490839,1,1,136.483085251141,solid_phi0,0
inf,212,0.0101487104550491,7339.83402086206,3.71419510200033e-05,1,1,136.483085251141,solid_phi0,0
inf,213,0.0103325834284848,7339.65125851097,9.70412560017397e-05,1,1,136.483085251141,solid_phi0,0
inf,214,0.0105313801540043,7340.18791743481,8.34700419752865e-05,1,1,136.483085251141,solid_phi0,0
inf,215,0.0105309028866604,7339.9085067439,6.02294647171764e-05,1,1,136.483085251141,solid_phi0,0
inf,216,0.0109538453220257,7340.36839563888,0.000128088748730049,1,1,136.483085251141,solid_phi0,0
inf,217,0.0107253172636361,7340.07766793661,1.14245696873905e-05,1,1,136.483085251141,solid_phi0,0
inf,218,0.0110146208596478,7340.56465944449,8.92655267532572e-05,1,1,136.483085251141,solid_phi0,0
inf,219,0.0101777101101318,7341.30946126313,8.99322150009763e-05,1,1,136.483085251141,solid_phi0,0
inf,220,0.0102646068767979,7341.09600911472,4.07193890985535e-05,1,1,136.483085251141,solid_phi0,0
inf,221,0.00980851416548856,7341.62452871742,0.000132742048127188,1,1,136.483085251141,solid_phi0,0
inf,222,0.00907470707057756,7342.35665178762,4.44928570229042e-05,1,1,136.483085251141,solid_phi0,0
inf,223,0.0089634119945714,7342.16594655723,9.50853665491191e-05,1,1,136.483085251141,solid_phi0,0
inf,224,0.00852856687713555,7342.70153887594,7.83828712046519e-05,1,1,136.483085251141,solid_phi0,0
inf,225,0.00831477907195954,7342.42776598243,7.8041274900631e-05,1,1,136.483085251141,solid_phi0,0
inf,226,0.00816052700470704,7342.91973364581,9.17102558514182e-05,1,1,136.483085251141,solid_phi0,0
inf,227,0.00770003464252556,7342.66408709953,7.40512931005632e-05,1,1,136.483085251141,solid_phi0,0
inf,228,0.00789009364003845,7343.16878091254,9.43715992843819e-05,1,1,136.483085251141,solid_phi0,0
inf,229,0.00765120743091008,7342.96079855847,7.66986053619689e-05,1,1,136.483085251141,solid_phi0,0
inf,230,0.00779348489603449,7343.49067460022,8.89416610115878e-05,1,1,136.483085251141,solid_phi0,0
inf,231,0.00785746724024228,7343.30922455906,8.53357672763178e-05,1,1,136.483085251141,solid_phi0,0
inf,232,0.00788023147401662,7343.85677595112,7.85327904799793e-05,1,1,136.483085251141,solid_phi0,0
inf,233,0.00803494376483904,7343.69412477808,9.79773791438543e-05,1,1,136.483085251141,solid_phi0,0
inf,234,0.00799752070627635,7344.25631100175,6.29846582705929e-05,1,1,136.483085251141,solid_phi0,0
inf,235,0.0121282730621042,7344.12184504928,0.00012042969333903,1,1,136.483085251141,solid_phi0,0
inf,236,0.0160263105875769,7344.71105523142,3.47113805564403e-05,1,1,136.483085251141,solid_phi0,0
inf,237,0.013420691505671,7344.59940888,0.000123714264485542,1,1,136.483085251141,solid_phi0,0
inf,238,0.0090629268213159,7344.2046724436,4.8232036812923e-05,1,1,136.483085251141,solid_phi0,0
inf,239,0.00822262211331437,7344.73979580182,9.14795484284747e-05,1,1,136.483085251141,solid_phi0,0
inf,240,0.00868638175298353,7344.58403040532,8.49759535763717e-05,1,1,136.483085251141,solid_phi0,0
inf,241,0.00845146024786869,7345.22036094272,6.60053985195308e-05,1,1,136.483085251141,solid_phi0,0
inf,242,0.00866470693842813,7345.12644442855,0.000114052433462408,1,1,136.483085251141,solid_phi0,0
inf,243,0.0111070244736822,7345.79466696455,3.67497289200935e-05,1,1,136.483085251141,solid_phi0,0
inf,244,0.0194817654111798,7345.73947860423,0.000119833291563398,1,1,136.483085251141,solid_phi0,0
inf,245,0.0193460670496833,7345.4450433896,5.66158616595036e-05,1,1,136.483085251141,solid_phi0,0
inf,246,0.0142290889817934,7346.12153664041,7.63575540265737e-05,1,1,136.483085251141,solid_phi0,0
inf,247,0.00934247969728658,7346.0769401159,0.000107317779050042,1,1,136.483085251141,solid_phi0,0
inf,248,0.00764303988558057,7346.85880385897,3.11833064624567e-05,1,1,136.483085251141,solid_phi0,0
inf,249,0.00675128154389759,7346.85841587236,0.000107199599456376,1,1,136.483085251141,solid_phi0,0
inf,250,0.00753024046524609,7346.62332507675,8.37263573680858e-05,1,1,136.483085251141,solid_phi0,0
inf,251,0.00655413776019409,7347.35288062373,3.09097872468467e-05,1,1,136.483085251141,solid_phi0,0
inf,252,0.0105625944343292,7347.36575074972,8.94018099881766e-05,1,1,136.483085251141,solid_phi0,0
inf,253,0.0147844327535728,7347.19204765073,0.000128125596245088,1,1,136.483085251141,solid_phi0,0
inf,254,0.0128194488671756,7348.01269245232,3.48367014317841e-05,1,1,136.483085251141,solid_phi0,0
inf,255,0.00894412747632511,7348.12218448048,6.23128523891125e-06,1,1,136.483085251141,solid_phi0,0
inf,256,0.00561122581385901,7348.02235631026,4.76478284666682e-05,1,1,136.483085251141,solid_phi0,0
inf,257,0.00473550963210745,7347.8590170239,7.23481784919988e-05,1,1,136.483085251141,solid_phi0,0
inf,258,0.00453421274379795,7347.6695449674,9.29264970738197e-05,1,1,136.483085251141,solid_phi0,0
inf,259,0.00429103138451348,7347.4995225822,0.000102777111915198,1,1,136.483085251141,solid_phi0,0
inf,260,0.00410596287129328,7347.35285243474,0.000107524692190553,1,1,136.483085251141,solid_phi0,0
inf,261,0.0039287819214654,7347.245074426,0.000104894808026668,1,1,136.483085251141,solid_phi0,0
inf,262,0.00379807333373039,7347.17446497336,9.69356734138449e-05,1,1,136.483085251141,solid_phi0,0
inf,263,0.00366405119514479,7347.14146304106,8.28605621029377e-05,1,1,136.483085251141,solid_phi0,0
inf,264,0.00354066255183494,7347.14460505022,6.39571879255119e-05,1,1,136.483085251141,solid_phi0,0
inf,265,0.00341505807102316,7347.19015660266,3.99993481010608e-05,1,1,136.483085251141,solid_phi0,0
inf,266,0.00329571644002025,7347.27833568283,1.10331231171212e-05,1,1,136.483085251141,solid_phi0,0
