tag,bc,regime,nelx,nely,nEl,nDof,nFixedDof,mid_y_over_H,exact_midheight,outer_iters,final_omega1,final_omega2,final_omega3,final_omega4,final_N,final_volume,wall_time,cpu_time
CC_regimeB_160x20_s0,CC,B,160,20,3200,6762,84,0.5000000000,1,80,327.13830695,426.79876514,615.91108374,711.09597779,1,0.49980202,61.6891,64.4300
