iter,track_id,track_mac,mode1_tracking_loss,omega_1,omega_2,omega_3,omega_4,ld_strain_frac_1,ld_strain_frac_2,ld_strain_frac_3,ld_strain_frac_4,mac_best_1,mac_best_2,mac_best_3,mac_best_4
1,NaN,NaN,NaN,126.0901768,341.7234417,514.6458995,614.5473589,0,0,0,0,NaN,NaN,NaN,NaN
2,1,0.9980549836,0.001945016376,145.7939729,362.9655402,551.6081001,601.2800256,0,0,0,0,0.9980549836,0.995001075,0.9976919856,0.9731093561
3,1,0.9984466472,0.00155335284,163.534673,340.083734,537.6013486,595.2892514,0,0,0,0,0.9984466472,0.9455576738,0.9990916192,0.9029872747
4,1,0.999116503,0.0008834970176,181.4035265,259.7635764,489.5261989,636.7975383,0,0,0,0,0.999116503,0.8403146101,0.8328962502,0.9939713079
5,1,0.9863200223,0.01367997767,195.8123118,229.2031267,490.33046,543.3670763,0.01758869992,0.3672297256,0.07847770924,0.5763147163,0.9863200223,0.9675045895,0.9837056306,0.00793959062
6,1,0.7502281938,0.2497718062,200.2385403,229.5778245,516.0088434,530.797151,0.1453274175,0.3986425488,0.1101094348,0.6557274758,0.7502281938,0.7015826475,0.976840194,0.9624977397
7,1,0.6497535027,0.3502464973,201.3550143,261.9156405,512.9195864,595.7564998,0.06480775576,0.377626988,0.1196297925,0.6381356189,0.6497535027,0.5587316998,0.9708021131,0.8672804807
8,1,0.6856332225,0.3143667775,204.3980461,248.5696321,526.5101197,561.8861155,0.1177658589,0.385134234,0.1301542777,0.7005426599,0.6856332225,0.5822909235,0.9538720018,0.8590253291
9,1,0.6342598883,0.3657401117,205.6650474,266.6576014,515.3185274,601.0511548,0.237648918,0.5019756395,0.8368365861,0.9998037808,0.6342598883,0.5013840327,0.9287352373,1.543469065e-21
10,1,0.6452359626,0.3547640374,208.4672328,253.410392,527.8927567,596.468481,0.1312877965,0.4062720315,0.2532984684,0.7609644819,0.6452359626,0.5363166858,0.9461021478,0.07128905091
11,1,0.64401868,0.35598132,209.2360209,269.9437442,520.861494,650.3145526,0.1124757415,0.405835573,0.1790590524,0.680493799,0.64401868,0.5164909415,0.946143096,0.7813630025
12,1,0.6861652363,0.3138347637,212.7067459,257.6472315,429.4119367,533.8133102,0.1752514967,0.622299144,0.9993794332,0.8331414902,0.6861652363,0.5898410861,0.8905370143,5.227936208e-22
