outer,omega1,omega2,omega3,omega4,omega5,gap23,tOuter,tEig,tGrad,tInner,tOther,multN,multJ,degen,nInner,dxOuter,dxNorm2,move,stage,vol
13,126.86687480261777,206.05972874044932,500.40061999445288,514.80321994674364,689.42388748370263,1.4284251127242444,1.2156289166666667,0.32258495833333334,0.013272083333333334,0.87654229166666664,0.0032295833333334523,2,1,1,15,0.039778152335896627,2.7236098983544963,0.040000000000000001,1,0.49982489600341079
14,130.75033036430122,186.68989211561353,494.32533628838536,527.09267808141146,566.16458523045856,1.6478419944785174,1.28840175,0.26244887500000003,0.015647416666666667,1.0072049583333333,0.0031004999999999505,2,0,1,15,0.039750780067613442,2.443601880188365,0.040000000000000001,1,0.4998494649342235
15,133.43279091898503,174.61632845047419,488.69922966522381,507.1570323853436,539.86171933236039,1.7987029277381232,1.3638376666666667,0.27148099999999997,0.015071791666666667,1.0746145833333334,0.0026702916666667686,2,1,1,15,0.039721470727522148,2.269021219339149,0.040000000000000001,1,0.49987093439059627
16,135.64887008309017,166.43008894366147,472.87369300515286,483.26742061038658,552.51419719458613,1.8412752526090768,1.4764957916666666,0.27081041666666666,0.018519416666666667,1.1845208333333332,0.0026451249999999149,2,1,1,15,0.03969131137076537,2.1250281807206126,0.040000000000000001,1,0.49988767239757459
17,137.56536280939306,160.3967730415971,449.60018361495509,477.61369457062239,564.58648828425385,1.8030500557411859,1.5847447916666666,0.26796474999999997,0.013803416666666667,1.3003002083333333,0.0026764166666666256,2,0,1,15,0.039711027694524774,2.0002282810254317,0.040000000000000001,1,0.49989923369586831
18,139.25708935891853,155.72463184311511,432.07920898247437,471.9021616791685,575.9810844717282,1.7746362529068163,1.5980396666666667,0.28473679166666666,0.013531208333333333,1.2971429166666666,0.0026287500000001796,2,0,1,14,0.039731346610547932,1.7936696678963331,0.040000000000000001,1,0.49990138929931616
19,140.71038679159489,152.16741998350815,418.99171717176495,466.79449099879099,586.14909138348446,1.7534916292671261,1.9321018750000001,0.26523191666666668,0.014100666666666666,1.6501079583333333,0.0026613333333331823,2,0,1,15,0.039704785848181399,1.7827409541578287,0.040000000000000001,1,0.49991543401654964
20,142.07444401339009,149.07332457696478,407.44802176694816,461.54596649940015,596.21376375700231,1.7332054404984283,2.11668375,0.26492708333333331,0.014161,1.8315733750000001,0.0060222916666665682,2,0,1,15,0.039696997127450312,1.6964348130555151,0.040000000000000001,1,0.4999272016979317
21,143.33651601582403,146.52801440761448,398.01128284138429,456.87790807307533,605.7025111662997,1.7162811456257694,1.9934672083333334,0.26930770833333334,0.014130791666666667,1.70702975,0.0029989583333334124,2,0,1,14,0.039516951255319323,1.4470056586205089,0.040000000000000001,1,0.49995117361266384
22,144.34093063150135,145.21187789665194,392.87777329666471,454.90298923732229,613.39319718370064,1.7055484646805401,3.8394755416666668,0.26644087500000002,0.013956625,3.5561822916666666,0.0028957499999999747,2,0,1,22,0.039708995345655536,1.2367187822659915,0.040000000000000001,1,0.49997151132738044
23,145.07652343877854,145.69883539676616,394.54642601852595,457.56642084804605,619.94794058684442,1.7079586802742768,3.4476197083333333,0.27336554166666666,0.013526291666666667,3.1578807083333333,0.0028471666666667339,2,0,1,21,0.039668230448618148,1.2768064971787378,0.040000000000000001,1,0.49997207800897026
24,145.75152838930089,146.59433332230125,397.60209231300223,461.81181389161378,625.58789366466169,1.7122609946923195,2.5959522083333333,0.27345387500000001,0.013766291666666666,2.3058440416666666,0.0028880000000000017,2,0,1,15,0.039688238514925429,0.89461259229777901,0.040000000000000001,1,0.49997889757259345
25,146.24507640250212,146.86628880675514,399.03979759813905,463.870285036702,630.01711367596965,1.7170278546575839,3.060300625,0.26276458333333336,0.014525166666666667,2.7788175833333333,0.0041932916666667097,2,0,1,17,0.039686936657208571,0.92757573321680309,0.040000000000000001,1,0.49997343905274666
26,146.66643241745768,147.34573383777882,400.62927087829536,466.15344530315417,634.34605493249228,1.7189743499419574,3.3381657916666665,0.28694641666666665,0.0140135,3.0341946666666666,0.0030112083333331263,2,0,1,19,0.039596703612542021,0.85075852941080143,0.040000000000000001,1,0.4999793614024744
27,147.08061354917635,147.72309226458634,402.41855410605547,468.40303214834904,638.71807944679597,1.7241411477176833,4.7038133333333336,0.27348558333333334,0.013802208333333333,4.4137139999999997,0.0028115416666674165,2,0,1,23,0.03972696581467966,0.89411473767289296,0.040000000000000001,1,0.49998039589152915
28,147.46494449574928,148.14655665239593,404.1135871035512,470.64376242121034,643.06045319970644,1.7277960165604402,3.6817048333333333,0.26943433333333333,0.013710666666666666,3.3958454166666665,0.0027144166666666081,2,0,1,19,0.039748199284920308,0.77889357370546519,0.040000000000000001,1,0.49997983203953927
29,147.76830246404938,148.45989852635421,405.20678525439627,472.21249379823627,646.87252233344907,1.7294022781678315,4.5527371666666667,0.27301762499999999,0.014273375,4.2627821250000002,0.0026640416666667832,2,0,1,24,0.039807148258170111,0.87794765435167599,0.040000000000000001,1,0.49997983768462584
30,148.14709828391656,148.95036068447169,407.18234585545667,474.79898349829426,651.16687240150827,1.7336781460906265,4.2068631249999999,0.27051008333333332,0.014329166666666667,3.9191092916666666,0.002914583333333276,2,0,1,20,0.039817277318354792,0.73854695146704707,0.040000000000000001,1,0.49997712646969816
31,148.43578461519908,149.19737799683878,407.90911032361993,476.04669757195524,654.69068519369841,1.7340233173016135,4.3703929166666668,0.27082920833333335,0.01425325,4.0826165416666669,0.0026939166666659631,2,0,1,23,0.039765685218077829,0.84638876131304974,0.040000000000000001,1,0.49997618312874609
32,148.73942052854861,149.7364946617046,409.32981349255448,478.17350497109987,658.37101875561768,1.7336676634332977,4.093004791666667,0.275917625,0.014684916666666667,3.7993658333333333,0.0030364166666672077,2,0,1,20,0.039760945424869257,0.6576111877309686,0.040000000000000001,1,0.49998637329760148
33,148.98847622412669,149.70930827616286,408.96843870391865,478.23038826812564,661.74624661546886,1.7317502392670916,3.5831400416666668,0.27643858333333332,0.014264125000000001,3.28938475,0.0030525833333334695,2,0,1,17,0.03687354607118927,0.54688446465078866,0.040000000000000001,1,0.49998780626799688
34,149.17974742798125,149.68043728040621,408.59483914433508,478.14750497925513,664.4721410875012,1.7297811695919054,3.938053,0.26857454166666667,0.014371500000000001,3.6522820833333332,0.002824874999999949,2,0,1,20,0.039795760533527645,0.69955596492461236,0.040000000000000001,1,0.49997991660870655
35,149.40162529341643,150.25934003043321,410.19175769117862,480.3307250434496,667.07834783881242,1.7298919162569144,3.5535108750000002,0.27174883333333333,0.014872208333333333,3.2642172500000002,0.0026725833333336446,2,0,1,16,0.039247381873481792,0.56053733328760846,0.040000000000000001,1,0.49999020659333271
36,149.58649847744169,150.09542843466608,409.32620192490344,479.66834810641205,669.67949287486044,1.7271063895398786,4.7790833749999999,0.26588133333333336,0.014575291666666667,4.4960041666666664,0.0026225833333333171,2,0,1,24,0.039123734707790514,0.66963088034874352,0.040000000000000001,1,0.49998507470399955
37,149.81243068762771,150.51822150210893,410.6848708403063,481.37694176191621,672.56596126511056,1.7284727838386806,4.6604058750000004,0.27315441666666668,0.014964999999999999,4.3696789166666665,0.0026075416666673235,2,0,1,22,0.039518637883722542,0.64915857676995314,0.040000000000000001,1,0.49995672791311824
38,149.99930531320692,150.94337083236493,411.86328607560097,483.0036673560632,674.96583380049492,1.7285947292975794,4.2828012500000003,0.26914029166666664,0.014945708333333333,3.9960424166666666,0.0026728333333334575,2,0,1,20,0.024360371972593449,0.51282920146448197,0.040000000000000001,1,0.49997959419455346
39,150.16872434590931,150.96271062722857,411.67531305512551,483.05684291353549,677.05429898957402,1.7270000077812144,4.4744462916666663,0.26936179166666668,0.014540208333333334,4.1879282499999997,0.0026160416666671793,2,0,1,21,0.029389441020716552,0.5238757498955543,0.040000000000000001,1,0.49997458815069901
40,150.32712681067554,151.06569647466833,411.77442590072599,483.46999952762962,679.00134735930988,1.725797024142903,5.3687148750000002,0.27022233333333334,0.0151775,5.0807067083333335,0.0026083333333337677,2,0,1,24,0.033333315407656147,0.61783883407712581,0.040000000000000001,1,0.49995432774727172
41,150.47562464822553,151.72522295490353,413.49032295941589,485.74908115235581,680.93603138425749,1.7252576394784103,3.8066448749999999,0.26733133333333331,0.014623791666666667,3.522042125,0.0026476249999998203,2,0,1,18,0.030455599311410442,0.47023295807211568,0.040000000000000001,1,0.49998212368514905
42,150.62781088628429,151.5342214185728,412.49263414190403,484.87972324114526,682.84514336844666,1.7221087770167989,6.5438800833333337,0.27191708333333331,0.014739125,6.2545529999999996,0.0026708750000006276,2,0,1,27,0.029898764355592952,0.58201101661289867,0.040000000000000001,1,0.49998706349729605
43,150.79467767464459,151.55361604411655,412.2476013911471,484.86561132099695,685.08505511133762,1.7201436174980065,4.1774589999999998,0.27229358333333331,0.015547083333333333,3.8859414583333334,0.0036768750000000239,2,0,1,19,0.024056276049662772,0.41688214828360298,0.040000000000000001,1,0.49998423351130494
44,150.87074360753169,151.49148674702457,411.68412140825882,484.38655456625611,686.54116344909517,1.7175396469356037,5.0073414166666668,0.28166512500000002,0.015308833333333334,4.7068072083333332,0.0035602500000004866,2,0,1,21,0.014942957992838384,0.47250670205866963,0.040000000000000001,1,0.49999442484846168
45,151.00721652574612,151.6996784269046,412.20804305728376,485.09419741076562,688.08277881272909,1.7172637894278941,7.2213881666666664,0.27462437499999998,0.015260875,6.9287841666666665,0.0027187499999996589,2,0,1,30,0.032591163086043706,0.64383435088814112,0.040000000000000001,1,0.49998500523246531
46,151.15598317865198,152.07529382418653,413.23338704844605,486.42926048720523,689.73234418888762,1.7172946811872221,6.8461347083333335,0.27251145833333335,0.015432375,6.5556265416666664,0.0025643333333338347,2,0,1,28,0.023058234129591782,0.58223531263556016,0.040000000000000001,1,0.49997805779331267
47,151.31215347033276,152.18254564988368,413.20804983165141,486.69848383272512,691.41918570519931,1.715213154485481,4.0365527916666668,0.27388262499999999,0.015512833333333333,3.7445646666666668,0.0025926666666666875,2,0,1,18,0.016966370375601395,0.37977121880237752,0.040000000000000001,1,0.4999771849169633
48,151.39076148615766,152.20668516790928,412.88825180901006,486.52328779601675,692.59503423438321,1.7126814525493781,5.0979305416666669,0.26889870833333335,0.014938166666666667,4.8115334166666663,0.0025602500000001527,2,0,1,22,0.0150531209743288,0.44071476012185329,0.040000000000000001,1,0.49998861982459092
49,151.50845356987458,152.35456502404546,413.06866158166207,486.89424108261494,693.8602481272909,1.7112325877237038,5.0669154166666663,0.27684204166666665,0.015488083333333333,4.7721316250000001,0.0024536666666659102,2,0,1,21,0.020665989099787417,0.41283869588371391,0.040000000000000001,1,0.49999084105358887
50,151.61497139190161,152.22019482110227,412.24283982479295,486.19530074267573,695.15485667522853,1.7082007108799455,6.2295988749999998,0.29593837499999998,0.016256333333333334,5.9081349166666666,0.0092692500000000067,2,0,1,25,0.02100583791528951,0.50929957066101195,0.040000000000000001,1,0.4999914890434522
51,151.70483931148092,152.66862513106457,413.38196142059428,487.71111430180957,696.06998009022982,1.707707369904653,5.5235527916666669,0.28622183333333334,0.017072583333333332,5.2129524583333335,0.0073059166666666897,2,0,1,23,0.017704520667995924,0.46163628410296831,0.040000000000000001,1,0.49998916813457067
52,151.82123535639153,152.71293915230319,413.16337669477565,487.65033165315532,697.33014251650593,1.7054903074239232,4.8079587500000001,0.27797170833333334,0.015393416666666666,4.5079316250000003,0.0066619999999995017,2,0,1,21,0.018357620663036662,0.41318241053232424,0.040000000000000001,1,0.49998808167987874
53,151.90789993931637,152.77412986020676,412.9467737370133,487.59224842653754,698.45165889259897,1.7029888772063233,5.4801046666666666,0.27146095833333334,0.015326708333333333,5.1886818333333338,0.0046351666666666347,2,0,1,23,0.015666612431333039,0.44488069099283384,0.040000000000000001,1,0.49999046158254806
54,152.0056621260417,152.88450806212256,412.90522856241006,487.74659373331713,699.58695803719843,1.7007656550435546,5.3821192499999997,0.27674379166666668,0.014793708333333334,5.0870983750000001,0.0034833749999991781,2,0,1,23,0.018472328486309905,0.44272966543312009,0.040000000000000001,1,0.49998769192603537
55,152.10939395948978,152.95468208780488,412.65595488116963,487.69632014902317,700.71234638914632,1.6978968492398363,5.4456531249999998,0.26658858333333335,0.015236541666666667,5.1611536666666664,0.0026743333333332231,2,0,1,23,0.015630274521067515,0.43721513541730406,0.040000000000000001,1,0.49998623421702715
56,152.19972563165686,153.16545200158626,412.91505002570642,488.20734648692411,701.68182527880037,1.6958758951818327,8.1118539999999992,0.26550466666666667,0.015196041666666667,7.8292427916666663,0.00191049999999926,2,0,1,33,0.025977588092466131,0.5927985653107315,0.040000000000000001,1,0.49997739916196471
57,152.33315861221564,153.31031144584929,412.89580802343806,488.45549103353574,703.03269770374709,1.6932031128857037,7.8757128333333331,0.27384520833333331,0.015279249999999999,7.5847011249999996,0.001887250000000229,2,0,1,32,0.028574468296426781,0.56906745722021768,0.040000000000000001,1,0.4999757674676738
58,152.44645214008273,153.59113214581899,413.29007230809606,489.05827600067812,704.07103188029748,1.6908459266757641,8.3896568333333335,0.273175,0.015241541666666667,8.0998053750000008,0.0014349166666658419,2,0,1,32,0.025516556326927699,0.56150655988670606,0.040000000000000001,1,0.49997515483147709
59,152.55874643919057,153.57643212835151,412.73636096208446,488.67105160939468,705.21659231148647,1.6874980440823106,5.3532886250000002,0.27814804166666668,0.015465083333333334,5.057855833333333,0.0018196666666678851,2,0,1,23,0.0164014637443365,0.41252300675103853,0.040000000000000001,1,0.49998186584762372
60,152.64063918059264,153.64672804709909,412.44065901476472,488.61516824837526,706.08501159836544,1.68434391188815,4.8590985,0.26268008333333331,0.014934291666666667,4.5794514166666671,0.0020327083333322449,2,0,1,21,0.014153218825349458,0.37660610885076107,0.040000000000000001,1,0.49999191196534981
61,152.71419982853183,153.75770306734904,412.31473048034286,488.70271411072383,706.85422575235452,1.6815874733751748,8.4437930833333326,0.26592791666666665,0.014848833333333334,8.1612387500000008,0.0017775833333306679,2,0,1,33,0.021456754139608791,0.57649986545865228,0.040000000000000001,1,0.49997521533073785
62,152.83777941870173,153.8193001915933,411.85508316414627,488.59369342805445,707.89274356398391,1.6775253992909234,8.3193090416666671,0.26997537500000002,0.01541875,8.0321223333333336,0.0017925833333336527,2,0,1,34,0.022821982763307273,0.58417376569203361,0.040000000000000001,1,0.49998353928959621
63,152.94102401176235,154.2975191510148,412.85260753653949,490.16589665096916,708.43028541020146,1.6756918050799665,4.6687924166666663,0.26664466666666664,0.014901333333333334,4.3855655416666668,0.0016808749999990269,2,0,1,18,0.015460717048363028,0.36092741165829295,0.040000000000000001,1,0.49999105112792852
64,153.02080069626615,154.09672917954657,411.71639969041911,489.15734238469236,709.21918027486902,1.6718049233264756,6.6425665833333332,0.26781612500000002,0.014901458333333333,6.3578833333333336,0.0019656666666660882,2,0,1,29,0.020772915592392742,0.510371850568203,0.040000000000000001,1,0.49998179302694917
65,153.12253824772966,154.32917261256912,411.55085746553391,489.60310488543138,709.98501367690733,1.6667081180996091,6.1092787499999996,0.26550470833333334,0.015054083333333333,5.827215625,0.0015043333333331077,2,0,1,25,0.029020975883848794,0.46783517839736471,0.040000000000000001,1,0.49995079474393234
66,153.21386601804537,154.18620294279151,410.22561133603278,488.6402456349465,710.82584578686203,1.6605857301527873,4.7612878333333333,0.26789216666666665,0.0155765,4.4763964166666668,0.0014227499999996951,2,0,1,21,0.023524500100332083,0.3805259701116479,0.040000000000000001,1,0.49996197764247619
67,153.28896740602818,154.46190200799288,410.36685824222462,489.415471043585,711.35019042146666,1.6567512953517143,6.9688677083333337,0.26672245833333336,0.015247083333333333,6.6854682499999996,0.0014299166666669194,2,0,1,28,0.031137870250421452,0.50875595322116474,0.040000000000000001,1,0.49998940082454935
68,153.37889417058071,155.06653017615972,411.36371181236291,491.47740336353945,711.67992038729528,1.6528207688986316,4.2626357500000003,0.26321916666666667,0.015479833333333333,3.9825417083333332,0.0013950416666670407,2,0,1,18,0.035827373916509607,0.36299898377382456,0.040000000000000001,1,0.49999080832604453
69,153.46397731876124,155.04866355577008,410.42961997062105,491.07562944376355,712.29126299510847,1.6471019521106156,5.537587666666667,0.26247137500000001,0.015541291666666667,5.257840083333333,0.0017349166666678073,2,0,1,21,0.039624060140769211,0.46292739064573296,0.040000000000000001,1,0.49999343626889348
70,153.58209850472363,154.85053768524207,408.68963812020502,489.90286484217296,713.16713484545471,1.6392523024423111,7.8098438333333338,0.26600924999999997,0.015600208333333334,7.526668083333333,0.0015662916666672189,2,0,1,30,0.039673725572598205,0.59092749687277923,0.040000000000000001,1,0.4999624824287528
71,153.72369957784514,154.89385035456615,407.644027369051,489.69826582942835,713.93572433763495,1.6317637945981498,5.7180278333333332,0.27115470833333333,0.015812375,5.4293310000000004,0.0017297499999990862,2,0,1,23,0.03970410931993635,0.45632851239829991,0.040000000000000001,1,0.49997579377272378
72,153.83314244332624,154.99500038367452,407.03197176404552,489.78939708205405,714.61285381768641,1.6260974273781661,6.1475520833333333,0.27137058333333336,0.015622541666666667,5.8591880833333336,0.0013708749999992165,2,0,1,26,0.039313063004018101,0.53680996542160886,0.040000000000000001,1,0.49994683641396359
73,153.93662529852637,155.44808137609752,407.47078589315777,491.27051254886567,714.82435821122021,1.6212660991762651,7.2857229583333334,0.26797554166666665,0.015699958333333333,7.0005365833333331,0.0015108750000001336,2,0,1,29,0.039210715896816378,0.54049628713618014,0.040000000000000001,1,0.49995453489920416
74,154.05184664094631,155.66384000210033,407.17817568038623,491.78045999742778,715.35608684323529,1.6157531233643747,6.7697882500000004,0.26500270833333334,0.015955708333333332,6.4873472083333334,0.0014826250000004038,2,0,1,25,0.039144606882404773,0.50060595541960606,0.040000000000000001,1,0.499972989549887
75,154.1621398499374,155.62177520422287,406.02050213453458,491.26818191784679,716.05989319355956,1.6090211450275052,8.5511666250000005,0.27279241666666665,0.015734833333333333,8.2611827083333331,0.0014566666666677719,2,0,1,33,0.039176878591900312,0.58865059984402757,0.040000000000000001,1,0.49995137411495338
76,154.29166729361026,155.75829977161976,405.27043274383141,491.46913348657608,716.59139457442552,1.6019186992799628,5.6124528333333332,0.26600425,0.01524875,5.3297609166666664,0.0014389166666672892,2,0,1,23,0.030902888933560402,0.41687600544821668,0.040000000000000001,1,0.49997686213092485
77,154.36230343560842,156.1539993211851,405.57659270702453,492.80523100276878,716.6457882786417,1.5972859771129844,4.9081732083333334,0.26672050000000003,0.015286458333333334,4.6246931250000003,0.00147312499999952,2,0,1,20,0.029026329607055944,0.36974723694780209,0.040000000000000001,1,0.49996631071635955
78,154.43937236756688,156.19730172658549,404.72034609403227,492.65397711290177,717.08443302870637,1.5910841072176283,8.0800768749999996,0.26234720833333336,0.015262333333333333,7.8011695000000003,0.0012978333333331094,2,0,1,30,0.032985687739144731,0.50088504371037812,0.040000000000000001,1,0.49996096753279023
79,154.54223280462335,156.36996061655719,403.98142626771204,493.00519011306648,717.4876155109979,1.5834976530967839,6.8993007916666667,0.26246554166666669,0.015363708333333333,6.6202833333333331,0.0011882083333336624,2,0,1,25,0.032199431717371954,0.45474678328647011,0.040000000000000001,1,0.49999449471982732
80,154.64544759438908,156.25824491911402,402.64523836594282,492.2813995905334,718.06638234008074,1.5767935546336724,9.0786716666666667,0.26786570833333334,0.015428791666666667,8.7942478333333334,0.0011293333333330935,2,0,1,32,0.033927103172846924,0.52947579681185075,0.040000000000000001,1,0.49995667271340138
81,154.75921880500559,156.27507708249041,401.42798835869536,491.94037431117346,718.53656990984973,1.5687268619730068,7.9764434166666662,0.26189591666666667,0.016020375,7.6973631249999999,0.0011639999999992767,2,0,1,28,0.035834689158043921,0.50448086909875456,0.040000000000000001,1,0.49999247971623417
82,154.86987039819553,156.26400857401615,400.22814245642883,491.55807818803311,719.09090780036638,1.5612304849254934,9.0172449583333325,0.27382862499999999,0.015962500000000001,8.7262436250000004,0.0012102083333314084,2,0,1,31,0.037311496243226876,0.51472306584481775,0.040000000000000001,1,0.49999413187280445
83,154.97400629725129,156.37100885153751,399.54346606554992,491.75007324378203,719.39066141084288,1.5550993691221007,6.5067035000000004,0.27337262499999998,0.015982958333333332,6.216183,0.0011649166666662936,2,0,1,23,0.02978443660493808,0.37476279703222032,0.040000000000000001,1,0.49995938318125011
84,155.03645588890575,156.43003103616826,398.93311677484758,491.73967692862743,719.63050171912471,1.5502335717277334,2.7734029583333335,0.264062625,0.015552458333333333,2.4926784166666667,0.001109458333333091,2,0,1,12,0.015669434419210544,0.22902965026402164,0.040000000000000001,1,0.49996978494048278
85,155.05808155650391,156.76309031478419,399.39205668242869,492.94384094846976,719.5708119509211,1.547742940512588,5.0022409166666666,0.26549079166666667,0.01597925,4.7196584166666664,0.0011124583333339544,2,0,1,21,0.020077726856254349,0.34615469920060987,0.040000000000000001,1,0.49998502374321163
86,155.11142944744753,157.32361013425438,400.45758416789374,495.12437113356242,719.39029556114235,1.5454385633927257,7.9573910000000003,0.26140470833333335,0.0155605,7.6793102083333338,0.0011155833333331699,2,0,1,28,0.032630656825374131,0.46920763796705578,0.040000000000000001,1,0.4999945016284898
87,155.2113677319519,157.36275264630765,399.58330685944634,494.9863065205904,719.73100659399665,1.5392496009367571,3.9343330416666666,0.270182125,0.016052750000000001,3.6469449583333335,0.001153208333333211,2,0,1,14,0.013693417866603564,0.21774286713463276,0.040000000000000001,1,0.49998330205623109
88,155.24878967221028,157.37528535667599,399.12064147947433,494.88194783356198,719.86004468799899,1.5361074998206083,5.4754006666666664,0.26962366666666665,0.016104500000000001,5.1885118333333331,0.0011606666666663656,2,0,1,20,0.022471599396780111,0.30144640648161303,0.040000000000000001,1,0.49998875386393593
89,155.3102493226834,157.50590856374217,398.84517068862789,495.15410496374346,720.09580048658927,1.5322552933131168,9.0845330000000004,0.26703787499999998,0.015577208333333334,8.8007783750000002,0.0011395416666672986,2,0,1,31,0.031198852336753687,0.46027124614210774,0.040000000000000001,1,0.49996896942238683
90,155.40547895388775,157.51320490562662,398.02648074204888,494.8897120774937,720.38447694545175,1.5269403983020013,6.6457920833333333,0.26704716666666667,0.015728083333333333,6.3618659166666669,0.001150916666666113,2,0,1,24,0.030729287707030095,0.33952119191485092,0.040000000000000001,1,0.49999376417187025
91,155.46788361307154,157.5885322642969,397.65746347144454,495.08878851860271,720.46443945121575,1.5233908696130258,5.8802691666666664,0.26747425000000002,0.015690875,5.5959279583333332,0.0011760833333331888,2,0,1,20,0.020074465282963506,0.28998646872210943,0.040000000000000001,1,0.49998590650935004
