outer,omega1,omega2,gap12,volume,volErr,Mnd,gray,mid,move,stage,moveChanged,descent,beta,betaStallRel,betaStallFires,prodStageShadow,prodMoveShadow,prodTol,prodStopRaw,prodSettled,prodStopAdmit,exA,exB,exE,exNA,exNB,exDecl,exAmp,exCos,exNet,exMedcos,exMednet,exTol,exStageStart,cosT,net_ratio,cosT_unsat,net_ratio_unsat,boundFrac,revFrac,maxAbs,ratio,l2,rms,stepNorm,path_W,net_W,nInner,cumInner,innerConv,multN,multJ,degen,tOuter
361,161.19204006978791,162.56108738889648,0.008493268765106806,0.49996879059000904,-3.1209409990962111e-05,36.492017692000545,0.39192500000000002,0.202075,0.040000000000000001,1,0,0,25978.691673694098,0.0021220585305776491,1,3,0.01,0.25,1,1,1,0,1,1,0,7,0,0.21851768170201905,0.95886176940869172,0.95915665711936193,0.94886400111426172,0.95305049131916375,0.25,1,0.95886176940869172,0.95915665711936193,0.95886176940869172,0.95915665711936204,0,0.283225,0.010579041596969966,0.26447603992424912,0.21851768170201905,0.00077257667270330612,0.00077257667270330557,0.0083474733878603821,0.0080065346700929994,20,7817,1,2,0,1,15.423245041666666
362,161.20564544589126,162.53014570520091,0.0082162151061528025,0.49998831116217218,-1.1688837827816823e-05,36.412017511587131,0.39147500000000002,0.20125000000000001,0.040000000000000001,1,0,0,26000.908839850552,0.0020985906233771095,1,3,0.01,0.25,1,1,1,0,1,1,0,8,0,0.24279270887193186,0.878488175209998,0.95466409982524714,0.94886400111426172,0.95305049131916375,0.25,1,0.878488175209998,0.95466409982524714,0.878488175209998,0.95466409982524725,0,0.50907500000000006,0.014304405836651993,0.3576101459162998,0.24279270887193186,0.0008584018543299712,0.00085840185432997152,0.0083224995548017225,0.0079451915457808067,24,7841,1,2,0,1,16.684159833333332
363,161.23724471742577,162.48321755469843,0.0077275746026066973,0.49998161872323071,-1.8381276769285915e-05,36.386039593553512,0.39119999999999999,0.20050000000000001,0.040000000000000001,1,0,0,25998.441446723995,0.0019967836576079978,1,3,0.01,0.25,1,1,1,0,1,1,0,9,0,0.19954603725894884,0.87689347809226259,0.95479354441673825,0.94608497953110282,0.95305049131916375,0.25,1,0.87689347809226259,0.95479354441673825,0.87689347809226259,0.95479354441673847,0,0.59492500000000004,0.010266320413350126,0.25665801033375313,0.19954603725894884,0.00070550178052353099,0.00070550178052353077,0.0081801102573046749,0.0078103164662916471,19,7860,1,2,0,1,14.929203208333334
364,161.24442543309388,162.50389130305112,0.0078109110846739747,0.49996539486851588,-3.4605131484122253e-05,36.341452327985095,0.39102500000000001,0.19947500000000001,0.040000000000000001,1,0,0,26002.082866487272,0.0020448992433635235,1,3,0.01,0.25,1,1,1,0,1,1,0,10,0,0.22632045684775606,0.95140644700034716,0.95314769204652061,0.94608497953110282,0.95300951417733359,0.25,1,0.95140644700034716,0.95314769204652061,0.95140644700034716,0.95314769204652072,0,0.42714999999999997,0.012522822578174584,0.3130705644543646,0.22632045684775606,0.00080016364879142857,0.00080016364879142868,0.0080803820350918622,0.007701797487601976,22,7882,1,2,0,1,16.733297791666665
365,161.25835526248551,162.53960234649972,0.0079453066597925011,0.49999252045170817,-7.4795482918332823e-06,36.287170615215331,0.39057500000000001,0.198625,0.040000000000000001,1,0,0,26026.868095365669,0.0019397531670499058,1,3,0.01,0.25,1,1,1,0,1,1,0,11,0,0.23930003443097922,0.95282647143126131,0.95159682736840256,0.94608497953110282,0.95300951417733359,0.25,1,0.95282647143126131,0.95159682736840256,0.95282647143126131,0.9515968273684029,0,0.26145000000000002,0.011976992323567179,0.29942480808917948,0.23930003443097922,0.00084605338542159854,0.00084605338542159865,0.0081343379974960425,0.0077406102311594789,26,7908,1,2,0,1,19.314986208333334
366,161.27799444837939,162.60869029664795,0.0082509449154545417,0.49997459238036224,-2.5407619637762835e-05,36.255540640592983,0.390125,0.19714999999999999,0.040000000000000001,1,0,0,26003.683421894875,0.0020030191666181103,1,3,0.01,0.25,1,1,1,0,1,1,0,12,0,0.24722869503443476,0.86950346069267537,0.94479347684283466,0.94209328954593397,0.95300951417733359,0.25,1,0.86950346069267537,0.94479347684283466,0.86950346069267537,0.94479347684283488,0,0.564975,0.011147404940021942,0.27868512350054853,0.24722869503443476,0.00087408543381374874,0.00087408543381374895,0.0081874166009685469,0.0077354177967898169,21,7929,1,2,0,1,16.924826416666665
367,161.28809259358709,162.53315445177799,0.007719490249836326,0.49996830312338297,-3.1696876617026692e-05,36.224912047864237,0.38974999999999999,0.19642499999999999,0.040000000000000001,1,0,0,26009.687964258064,0.0019837579501736416,1,3,0.01,0.25,1,1,1,0,1,1,0,13,0,0.21087691326909574,0.92000862074707301,0.94464477588681128,0.93371926560596274,0.95291844534887704,0.25,1,0.92000862074707301,0.94464477588681128,0.92000862074707301,0.94464477588681139,0,0.230125,0.010820397985952267,0.27050994964880665,0.21087691326909574,0.00074556247684132518,0.0007455624768413255,0.0080904804785966716,0.0076426301185205745,21,7950,1,2,0,1,16.482832416666668
368,161.29977203644469,162.53538864739627,0.0076603741924223005,0.49990850031629042,-9.1499683709583834e-05,36.185853728042375,0.38950000000000001,0.19589999999999999,0.040000000000000001,1,0,0,26021.356834534512,0.0019542987054885557,1,3,0.01,0.25,1,1,1,0,1,1,0,14,0,0.21868391134510518,0.96411114358931083,0.94610693917772148,0.93371926560596274,0.95265316166033709,0.25,1,0.96411114358931083,0.94610693917772148,0.96411114358931083,0.94610693917772148,0,0.414325,0.011908518246658562,0.29771295616646404,0.21868391134510518,0.00077316438324260823,0.00077316438324260823,0.0079982005950314499,0.0075671530838946361,22,7972,1,2,0,1,16.089603708333332
369,161.30478380064991,162.60263329659966,0.0080459454789245932,0.49998754917262106,-1.2450827378940321e-05,36.151929248543432,0.38892500000000002,0.1951,0.040000000000000001,1,0,0,26030.754037492217,0.0019943699916308527,1,3,0.01,0.25,1,1,1,0,1,1,0,15,0,0.22343384017534221,0.94414743395252276,0.9492132749423986,0.93371926560596274,0.95242900189290047,0.25,1,0.94414743395252276,0.9492132749423986,0.94414743395252276,0.94921327494239882,0,0.54449999999999998,0.010893868811753638,0.27234672029384094,0.22343384017534221,0.00078995791767267861,0.00078995791767267883,0.0079928306013094374,0.007586900911128752,22,7994,1,2,0,1,16.780259749999999
370,161.31990421537046,162.66408548640663,0.00833239566793708,0.49998134014952578,-1.8659850474223028e-05,36.064404696163926,0.38845000000000002,0.19367500000000001,0.040000000000000001,1,0,0,26050.710514050868,0.0019420938500236398,1,3,0.01,0.25,0,1,0,0,0,0,0,0,0,0.29928139761655104,0.93986157945868931,0.95416075355078289,0.93371926560596274,0.95242900189290047,0.25,1,0.93986157945868931,0.95416075355078289,0.93986157945868931,0.95416075355078311,0,0.44159999999999999,0.014343805726405383,0.35859514316013458,0.29928139761655104,0.0010581195286882533,0.0010581195286882537,0.008223587082028451,0.0078466240470787506,32,8026,1,2,0,1,24.058268416666667
