outer,omega1,omega2,omega3,omega4,omega5,gap12,N,nInner,cumInner,innerConv,dxNorm2,dxMax,moveMax,moveMean,vol,volErr,Mnd,beta,tOuter,tEig,tGrad,tInner
1,68.2746478412206,252.068314894117,397.433936274169,509.060908569822,802.158522297497,2.6919753212104,2,20,20,1,9.80921305584992,0.0999747125969225,0.1,0.100000000000001,0.499911888643037,-8.8111356962628e-05,0.969931043507794,6684.00167877144,1.94315891666667,0.116210041666667,0.00854783333333333,1.81480225
2,83.2145085290051,290.182732971685,413.526980979377,558.008483711538,851.918675589204,2.48716513623991,2,17,37,1,8.90275654694957,0.099964548381201,0.1,0.100000000000001,0.49988673045713,-0.000113269542869943,0.897497123627815,9292.1012093678,1.20440791666667,0.104424958333333,0.00694825,1.08905825
3,96.9512285845508,308.087607620215,442.759822785553,545.680017711105,799.665514648975,2.17775867431668,2,16,53,1,7.72709406190553,0.0999492386965321,0.1,0.0958937499999993,0.499885905582352,-0.000114094417648425,0.818097086822381,11786.9988209262,0.986383708333333,0.126088541666667,0.006441,0.853085625
4,108.781593057696,269.057424522126,467.57773159181,472.62358894724,735.198718828793,1.47337271830008,2,17,70,1,7.08015829751163,0.0999260371048992,0.1,0.0915584374999985,0.499889542156075,-0.000110457843924661,0.740373126974321,14290.7874305126,1.01221045833333,0.107067791666667,0.00644504166666667,0.897964958333333
5,120.45273023487,190.381310274227,453.87407781217,492.33304287158,641.5586908982,0.580547903754466,2,19,89,1,6.84506461257722,0.0999347581825765,0.1,0.0902089374999998,0.499866437008675,-0.000133562991324776,0.647260912373152,17383.8190065202,0.876118,0.1228345,0.00642495833333333,0.745989833333333
6,133.212446358526,166.234847425242,426.398538492947,464.061708488201,541.106752901359,0.247892760544616,2,20,109,1,5.54819323374,0.0998262289686037,0.1,0.088281068749999,0.499938736559968,-6.12634400319889e-05,0.608806814101716,19604.4064196086,1.58023254166667,0.105883416666667,0.00643904166666667,1.467236875
7,139.816895608825,148.324152797568,366.102128978684,446.187111261154,597.591547711981,0.0608457021713883,2,36,145,1,4.63317644008814,0.0998350538901004,0.1,0.0882375387499985,0.499939507186335,-6.04928136648808e-05,0.579287582686322,20781.4473774088,3.11965729166667,0.111791458333333,0.00646575,3.00077404166667
8,144.333520380198,145.265351949524,366.625709590547,444.202430910626,652.959573111941,0.00645609950392158,2,19,164,1,3.19784838899654,0.0999060696162675,0.1,0.0856848486249982,0.499945571987962,-5.44280120380325e-05,0.55970492416201,21626.2366484179,2.36035470833333,0.104784333333333,0.00645633333333333,2.248537
9,147.0455902979,147.115467214431,377.768571966003,454.097678623826,675.629120149898,0.000475205794268541,2,19,183,1,2.67149028103584,0.0998146716572323,0.1,0.0808961855374984,0.499945112987873,-5.48870121273581e-05,0.540970833062903,22215.010777007,1.53059891666667,0.104578541666667,0.006420375,1.418999375
10,149.053029745904,149.392527649887,389.029162886112,464.613663430995,625.83663751696,0.00227769877983522,2,18,201,1,2.37762149995954,0.0998117461020616,0.1,0.0781400700949989,0.499935721470189,-6.42785298108906e-05,0.523244577959837,22707.9407651587,1.43992425,0.123300416666667,0.006325375,1.30968783333333
11,149.821718098424,150.714216260152,392.899285404934,469.719210064218,703.199535650628,0.00595706799425231,2,20,221,1,2.13744898588241,0.0998261150577402,0.1,0.0763057044814988,0.499971211655589,-2.8788344411057e-05,0.507766429018137,23039.8720080278,1.54728608333333,0.124391958333333,0.00646366666666667,1.41583795833333
12,151.759348165917,153.47572175776,405.43717564942,484.786437850074,714.277328529256,0.0113098376646071,2,17,238,1,1.57304659011942,0.0993919606752626,0.1,0.0710826133622987,0.499964518691943,-3.54813080571392e-05,0.497360861910951,23226.0441307028,1.37654333333333,0.122081375,0.00651104166666667,1.24733316666667
13,152.32755113139,154.664896961832,407.122395929546,487.578462852243,718.398059272051,0.015344209324456,2,21,259,1,1.71857994024819,0.0998640918525371,0.1,0.0677260715893092,0.49992890222453,-7.10977754695974e-05,0.487970734619337,23364.2194455429,1.80583129166667,0.105649291666667,0.00645825,1.69310433333333
14,152.720761356054,155.003193419368,407.220794116845,487.279266271678,718.13158945864,0.0149451328231152,2,26,285,1,1.77194751391801,0.0995743325373504,0.1,0.0660082058230815,0.499959177426784,-4.0822573215582e-05,0.478616680255918,23466.6878097374,2.44249541666667,0.105406208333333,0.00644858333333333,2.33003345833333
15,153.076604186149,155.057617137536,407.878315936856,487.550387345476,716.608085338731,0.0129413175966333,2,20,305,1,1.2692281388633,0.0991615347054959,0.1,0.0649521012440727,0.499930376618161,-6.96233818385239e-05,0.472100440791391,23504.3041781168,1.84500754166667,0.106145708333333,0.00652779166666667,1.731727
16,153.387471595168,154.518431439981,406.567356628081,485.467508961759,716.599982104142,0.00737322177001201,2,22,327,1,1.19091932586523,0.0893796797504391,0.1,0.0622220365345763,0.499976764668309,-2.32353316911849e-05,0.465803005588452,23596.1452084605,1.95494895833333,0.105233333333333,0.00641866666666667,1.84269720833333
17,153.623516735337,154.971004715434,408.21523773559,487.237149460703,714.872620225219,0.00877136527487827,2,36,363,1,1.63841660017853,0.0962902479418788,0.1,0.0588880416501092,0.499978212701636,-2.1787298363829e-05,0.457622032842913,23686.0368522481,3.543213875,0.103779708333333,0.00664641666666667,3.43217020833333
18,153.926531459142,155.786326885652,411.252017784125,491.004382427407,708.967205885674,0.0120823577903094,2,21,384,1,1.10155075624104,0.0772655098067109,0.1,0.0562109670766532,0.499972782136883,-2.72178631165465e-05,0.452119660282886,23746.09294849,2.38747275,0.107410375,0.00679720833333333,2.27263154166667
