iter,beta,beta_omega,volume,N_pre,N_trial,drho_norm,drho_max,step_alpha,inner_iters,inner_cpu_time,inner_converged,omega_pre_1,omega_pre_2,omega_pre_3,omega_pre_4,omega_post_1,omega_post_2,omega_post_3,omega_post_4
1,17493.61765,132.2634403,0.4999171542,1,1,0.08897025339,0.09999956652,0.5,30,0.168684,0,105.6707916,313.0529658,540.4053563,594.8037468,124.3474329,334.1751891,497.1685644,624.2893683
2,20558.56549,143.3825843,0.4998008694,1,1,0.07285918593,0.09999934978,0.5,30,0.080951,0,124.3474329,334.1751891,497.1685644,624.2893683,141.6610497,346.771661,527.1277239,637.2102219
3,24568.26984,156.7426867,0.4997826768,1,1,0.06041350124,0.09999902149,0.5,30,0.120419,0,141.6610497,346.771661,527.1277239,637.2102219,155.4059927,334.8749234,532.460717,633.1185067
4,27944.62225,167.1664507,0.4997740743,1,1,0.05367431427,0.09999854686,0.5,30,0.175214,0,155.4059927,334.8749234,532.460717,633.1185067,167.8325612,280.1339023,507.3403997,586.7493336
5,31752.09575,178.1911775,0.4997699238,1,1,0.04827863289,0.09999739875,0.5,30,0.195032,0,167.8325612,280.1339023,507.3403997,586.7493336,177.1901909,256.9656824,482.8906157,538.6683551
6,35715.22291,188.9847161,0.499804127,1,1,0.04802763651,0.09999782986,0.5,30,0.144391,0,177.1901909,256.9656824,482.8906157,538.6683551,179.6856932,247.2865765,423.8762612,511.7175902
7,45888.27413,214.2154853,0.4997656485,1,1,0.06793450968,0.09999958816,0.5,30,0.145995,0,179.6856932,247.2865765,423.8762612,511.7175902,180.1839415,257.2233708,432.0228849,489.4607023
8,47469.73603,217.8755058,0.4997761835,1,1,0.07168427711,0.09999918742,0.5,30,0.300902,0,180.1839415,257.2233708,432.0228849,489.4607023,182.3018654,250.069901,432.0571385,513.7505384
9,58869.4462,242.6302664,0.4997890909,1,1,0.0773586899,0.09999984979,0.5,30,0.122121,0,182.3018654,250.069901,432.0571385,513.7505384,182.3592679,261.934752,472.5485952,620.5164195
10,45790.4318,213.9869898,0.4997504678,1,1,0.07244530698,0.09999867661,0.5,30,0.29117,0,182.3592679,261.934752,472.5485952,620.5164195,187.4173634,255.9228483,415.8350476,502.6320042
11,55782.7178,236.1836527,0.4997627707,1,1,0.07272335841,0.0999995479,0.5,30,0.200646,0,187.4173634,255.9228483,415.8350476,502.6320042,187.9510315,263.2856831,343.3936771,476.6733399
12,51608.96886,227.1760746,0.4997790969,1,1,0.07528254443,0.09999902307,0.5,30,0.291097,0,187.9510315,263.2856831,343.3936771,476.6733399,193.3365206,260.5272508,296.2299826,470.1892499
13,61127.17572,247.2391064,0.4997801505,1,1,0.06593976279,0.09999948686,0.5,30,0.249466,0,193.3365206,260.5272508,296.2299826,470.1892499,203.1192514,270.3559689,419.2844488,499.2255863
14,57615.02922,240.0313088,0.4997493687,1,1,0.06532592092,0.09999895349,0.5,30,0.284233,0,203.1192514,270.3559689,419.2844488,499.2255863,205.6773051,271.3551388,508.5878171,869.51544
15,64451.47266,253.8729459,0.4997657639,1,1,0.06967753234,0.09999954631,0.5,30,0.199645,0,205.6773051,271.3551388,508.5878171,869.51544,203.2081342,268.7643762,494.3767402,866.9790837
16,61079.92272,247.1435266,0.4997613115,1,1,0.07143021896,0.09999944515,0.5,30,0.264088,0,203.2081342,268.7643762,494.3767402,866.9790837,204.0297633,267.7520367,506.6525482,857.8579994
17,63533.87945,252.0592777,0.4997687916,1,1,0.06844732516,0.09999941753,0.5,30,0.180039,0,204.0297633,267.7520367,506.6525482,857.8579994,204.5787284,273.6452286,497.1505836,870.2611315
18,60347.19226,245.6566552,0.4998207331,1,1,0.07129883322,0.09999948195,0.5,30,0.265591,0,204.5787284,273.6452286,497.1505836,870.2611315,205.2733031,264.4512456,504.4744212,859.0855629
19,66023.24746,256.9498929,0.49981027,1,1,0.07270905834,0.09999945148,0.5,30,0.177226,0,205.2733031,264.4512456,504.4744212,859.0855629,203.0403735,268.5814199,493.221628,859.5414433
20,59995.09401,244.9389598,0.4998206839,1,1,0.07257006924,0.09999912425,0.5,30,0.257151,0,203.0403735,268.5814199,493.221628,859.5414433,203.6995338,263.6774344,503.8676407,852.2058932
21,64222.12333,253.4208423,0.4998087017,1,1,0.07084369841,0.09999943239,0.5,30,0.176823,0,203.6995338,263.6774344,503.8676407,852.2058932,204.5019461,273.5014684,496.7700013,866.8615327
22,58807.43842,242.5024503,0.4998242654,1,1,0.07012096981,0.09999906031,0.5,30,0.269898,0,204.5019461,273.5014684,496.7700013,866.8615327,205.3197001,268.1024226,507.383113,858.7798878
23,68440.71065,261.6117556,0.4998233857,1,1,0.07263760807,0.09999984358,0.5,30,0.168952,0,205.3197001,268.1024226,507.383113,858.7798878,203.8676748,267.6975983,494.125617,861.4571952
