outer,omega1,omega2,gap12,volume,Mnd_pct,gray_frac,mid_frac,move,stage,beta,l2,rms,maxAbs,tolOuter,epsRMS,stopRaw,settledMove,stopAdmitted,moveDescent,nActive_epsRMS,nActive_1e4,nActive_1e3,nActive_1e2,nInner,innerConv,multN,degen
308,169.621552211404,171.337386325429,0.0101156609620318,0.499996281135651,12.4184716264747,0.1334375,0.02375,0.04,1,28876.9094755147,0.415994204925841,0.00735380808093422,0.039944113451035,0.05,0.000883883476483184,0,1,0,0,630,954,607,160,26,1,2,1
309,169.691747344954,171.242792223583,0.00914036718282774,0.49999064516653,12.3938644172357,0.1340625,0.0246875,0.04,1,28950.0933142403,0.424144878620013,0.0074978929969439,0.0399833712010946,0.05,0.000883883476483184,0,1,0,0,694,995,670,152,20,1,2,1
310,169.64018246578,171.246097938298,0.00946659835644496,0.499990040163076,12.3939591816282,0.134375,0.0240625,0.04,1,28893.0186987977,0.41553976945505,0.00734577472085901,0.0399425729307356,0.05,0.000883883476483184,0,1,0,0,645,946,619,172,27,1,2,1
311,169.632192919351,170.784200262589,0.00679120704279205,0.49999504440274,12.4559375667152,0.1334375,0.024375,0.04,1,28960.5950761193,0.423425810835071,0.00748518155427228,0.0399798632060499,0.05,0.000883883476483184,0,1,0,0,794,1668,787,145,22,1,2,1
312,169.536684967482,170.943722121636,0.008299307931048,0.499982340931506,12.4239529412866,0.1340625,0.02375,0.04,1,28854.8754179115,0.394426197857248,0.00697253597956218,0.0399468081824925,0.05,0.000883883476483184,0,1,0,0,586,1717,554,122,20,1,2,1
313,169.712832623411,170.899637101553,0.00699301555337169,0.499990534651256,12.4484509092436,0.1340625,0.0240625,0.04,1,28946.3246980668,0.388346844057157,0.00686506717213026,0.0399737569170305,0.05,0.000883883476483184,0,1,0,0,568,1021,535,119,24,1,2,1
314,169.617623150872,171.093805155408,0.00870299899924318,0.499988867534116,12.4329289437127,0.135,0.0240625,0.04,1,28855.6323524783,0.379390759264631,0.00670674446488833,0.0399423852605063,0.05,0.000883883476483184,0,1,0,0,549,867,515,120,19,1,2,1
315,169.747463185542,171.072586511893,0.00780643964559549,0.499966885372255,12.422543224887,0.1346875,0.0240625,0.04,1,28949.5430606493,0.39434589042247,0.0069711163312694,0.0399757056299857,0.05,0.000883883476483184,0,1,0,0,614,937,583,134,30,1,2,1
316,169.635793651311,171.337873513978,0.010033730653363,0.499974969098329,12.4001362909562,0.1346875,0.0240625,0.04,1,28902.7284190202,0.426830242244679,0.00754536396766773,0.0399606335650566,0.05,0.000883883476483184,0,1,0,0,720,1111,709,187,24,1,2,1
317,169.707113700426,171.076814109213,0.00807096637802276,0.499995314890893,12.3919015639199,0.135625,0.0234375,0.04,1,28943.0810665733,0.404733062451733,0.00715473732575048,0.0399705935320028,0.05,0.000883883476483184,0,1,0,0,634,1021,595,126,21,1,2,1
318,169.630058219389,171.144152256794,0.00892585932763392,0.499992793163,12.4003460653511,0.1359375,0.023125,0.04,1,28890.4193195509,0.392123732946718,0.00693183376577018,0.0399847496815045,0.05,0.000883883476483184,0,1,0,0,546,856,516,112,21,1,2,1
