iter,beta,beta_omega,volume,N_pre,N_trial,drho_norm,drho_max,step_alpha,inner_iters,inner_cpu_time,inner_converged,omega_pre_1,omega_pre_2,omega_pre_3,omega_pre_4,omega_post_1,omega_post_2,omega_post_3,omega_post_4
1,7353.369202,85.75178833,0.4998888631,1,1,0.08203859476,0.09999914982,0.5,30,0.0419699,0,71.50963245,257.1175946,480.4906119,530.3177204,83.3546179,260.4903347,447.0493956,550.5263068
2,8795.99884,93.78698652,0.499801151,1,1,0.07379744867,0.09999846303,0.5,30,0.0307991,0,83.3546179,260.4903347,447.0493956,550.5263068,95.24761205,246.657665,474.8494266,552.9827054
3,10680.64812,103.3472211,0.4998057425,1,1,0.05965577085,0.09999750776,0.5,30,0.0320672,0,95.24761205,246.657665,474.8494266,552.9827054,105.4230433,226.2397153,501.3516453,526.7477493
4,12599.77227,112.2487072,0.4997805358,1,1,0.05354103443,0.09999728456,0.5,30,0.0547811,0,105.4230433,226.2397153,501.3516453,526.7477493,114.6747175,203.791998,487.7898733,501.2114741
5,14370.91893,119.8787676,0.4997831325,1,1,0.04358373578,0.09999513276,0.5,30,0.0689393,0,114.6747175,203.791998,487.7898733,501.2114741,121.8281444,181.5669905,454.9022475,486.3320834
6,15896.65392,126.0819334,0.4997844861,1,1,0.03648447127,0.09335572311,0.5,30,0.0918934,0,121.8281444,181.5669905,454.9022475,486.3320834,127.6680185,172.3645151,409.8452086,458.0493035
7,17052.73144,130.5861074,0.4998079406,1,1,0.03312849492,0.09772362382,0.5,30,0.0298008,0,127.6680185,172.3645151,409.8452086,458.0493035,128.6531592,170.1934959,386.8944086,465.0177312
8,17359.45078,131.7552685,0.4998122036,1,1,0.03464877623,0.09482806083,0.5,30,0.0316099,0,128.6531592,170.1934959,386.8944086,465.0177312,130.6858012,170.3553256,387.960449,488.8997971
9,18733.48907,136.8703367,0.4997847335,1,1,0.041401997,0.09999899505,0.5,30,0.0356454,0,130.6858012,170.3553256,387.960449,488.8997971,130.5261335,174.4421111,470.6589623,531.9884953
10,19166.80714,138.4442384,0.4997778856,1,1,0.04801283414,0.09999739197,0.5,30,0.0732657,0,130.5261335,174.4421111,470.6589623,531.9884953,132.1794543,174.6443133,360.2510554,446.7682556
