outer,omega1,omega2,gap12,volume,Mnd_pct,gray_frac,mid_frac,move,stage,moveDescent,maxAbs,rms,l2,r_rho,Neff,u_min,u_P50,u_P75,u_P90,u_P95,u_P975,u_P99,u_max,u_mean,u_RMS,nActive_1e4,nActive_epsRMS,nActive_1e3,nActive_1e2,beta,nInner,innerConv,multN,degen
14,134.934192709799,160.289757561982,0.187910598069936,0.499917986407154,67.0988122646476,0.741,0.334,0.04,1,0,0.0398082337328075,0.0152537705654551,2.15720892109941,0.995205843320188,2936.55810139912,1.10495438077596e-05,0.17284946341697,0.360632299467934,0.690092480593342,0.990344831684988,0.993420177917129,0.994608432026962,0.995205843320188,0.272553068625495,0.381344264136377,19100,18444,18324,7104,18928.3862131728,15,1,2,1
15,137.488919966347,155.184662683694,0.128706682121576,0.49993430283267,65.6310177054797,0.7208,0.3386,0.04,1,0,0.0397682606313471,0.0139574278526864,1.97387837651131,0.994206515783678,2463.58519830543,6.90353906436261e-07,0.143394419135973,0.316587553144802,0.591700584417927,0.983371644114337,0.992652510107181,0.992990119260457,0.994206515783678,0.237121783919284,0.348935696317159,18304,17380,17276,5992,19476.956036038,15,1,2,1
16,139.584039931194,151.390336074309,0.0845819919593558,0.499943883588719,64.3660928680907,0.7108,0.3442,0.04,1,0,0.0397822890754668,0.0129570733166846,1.83240688131179,0.99455722688667,2121.60382829857,5.5112028994244e-06,0.126131750733151,0.282269671503454,0.522575281409903,0.942751286035481,0.9924876826357,0.993467129513838,0.99455722688667,0.210093276305012,0.323926832917115,17680,16256,16152,5504,20017.3825471519,15,1,2,1
17,141.351550151209,148.26463989017,0.0489070670365143,0.499949411142169,63.1974632288637,0.6942,0.3442,0.04,1,0,0.0397390245630999,0.0123304662627703,1.74379126191937,0.993475614077498,1925.54906258577,8.35658214840513e-06,0.108887015670919,0.253139946382161,0.493312377171879,0.856277888096672,0.991140440565345,0.992609182315496,0.993475614077498,0.192141653372506,0.308261656569258,16456,15464,15356,5044,20440.2538956445,15,1,2,1
18,142.99880993914,145.686209435403,0.018793159869004,0.499960937123734,62.1663826537476,0.684,0.338,0.04,1,0,0.039792658603288,0.0111786854751092,1.58090486084026,0.994816465082201,1578.35815212213,2.49220724950512e-07,0.0628034559616679,0.212501055178417,0.444982330608187,0.642174987377292,0.988261458068954,0.992596017825207,0.994816465082201,0.16031245999574,0.279467136877731,17516,14422,14234,4450,20856.3928829369,22,1,2,1
19,144.319430651061,145.318938246653,0.00692566199217138,0.499976024520753,61.246591013892,0.6722,0.3209,0.04,1,0,0.0397672890146768,0.0103631409920989,1.46556945398108,0.994182225366919,1358.19096818681,2.48549742048747e-06,0.0378878217994591,0.154120214862913,0.466855557416362,0.661401485638842,0.796455932358425,0.993076643636522,0.994182225366919,0.138471023475825,0.259078524802472,16348,11978,11426,3688,21131.8063513545,35,1,2,1
20,145.267753010547,145.880393044651,0.0042173161035922,0.499977715262169,60.4991057562303,0.6623,0.3146,0.04,1,0,0.0398332518872266,0.00890128685250429,1.25883205893849,0.995831297180666,998.720729370658,2.44337184358248e-06,0.0328640457784981,0.14495989446955,0.357941751489701,0.498871816592511,0.642336060017174,0.993201628543444,0.995831297180666,0.116032988373072,0.222532171312608,14602,11268,10874,3106,21370.0712315936,27,1,2,1
21,146.122337370218,146.802791227972,0.00465674085154194,0.499978461794731,59.7754324769559,0.6542,0.3099,0.04,1,0,0.039806742656683,0.0083647550351325,1.1829550016613,0.995168566417076,883.127009340603,1.00093861111386e-07,0.0290051548687727,0.112541371253132,0.328511773533023,0.466635531032974,0.629496815045747,0.992047833211455,0.995168566417076,0.10447343175435,0.209118875878313,14192,10952,10534,2750,21578.4701789018,27,1,2,1
22,146.77785346508,147.465430140946,0.00468447153050857,0.499975176241276,59.1125028127655,0.6427,0.3064,0.04,1,0,0.0397030624890986,0.00780986391795745,1.10448154730637,0.992576562227465,773.871609614188,4.43213997306277e-07,0.028930697771498,0.134280636200464,0.290207987956376,0.410949298735533,0.547041027298321,0.986663564993492,0.992576562227465,0.100921007332308,0.195246597948936,14710,10758,10404,2472,21767.7445416096,22,1,2,1
23,147.470716838235,148.372425655283,0.00611449402553062,0.499977156367471,58.5452120698266,0.6377,0.3038,0.04,1,0,0.0397916161587722,0.00654620013190236,0.925772500854486,0.994790403969306,541.284256317247,1.88330577818041e-06,0.018789829511836,0.0761501697597478,0.235093757907441,0.336996118036697,0.444204114741228,0.953800481568151,0.994790403969306,0.0764948435560366,0.163655003297559,13856,9540,9220,1842,21927.6864028829,19,1,2,1
24,147.988553363649,148.687754018062,0.00472469416398106,0.499975457650149,57.9419419745521,0.6295,0.3023,0.04,1,0,0.0398140120263638,0.00680719539513185,0.962682804951915,0.995350300659095,584.648100197253,6.12552703005776e-07,0.0218435564226747,0.102549659265658,0.250115018310128,0.344591472635384,0.466831090062364,0.818990099847926,0.995350300659095,0.0851198458113486,0.170179884878296,13952,9976,9686,2002,22081.5219460696,20,1,2,1
