k,max_abs_density_error,mean_abs_density_error,rms_density_error,max_relative_density_error,n_changed,n_single_equal_single_0p1,n_cross_rho_eff_0p1
23,2.86102294078106e-08,9.54501914693797e-09,1.0115238165141e-08,4.80844191727908e-08,1152,0,0
24,2.86102295188329e-08,6.15915098547777e-09,7.48230849271065e-09,5.39815651298733e-08,1128,0,0
25,2.86102294078106e-08,2.80639185419557e-09,6.41193361300592e-09,4.90206423739918e-08,1152,0,0
26,2.86102295188329e-08,6.17156710154901e-09,7.70742106278312e-09,5.39815651298733e-08,1132,0,0
27,2.62260436700856e-08,9.55743329082136e-09,1.0256934982836e-08,4.90206423739918e-08,1152,0,0
28,2.86102295188329e-08,1.30012579946246e-08,1.36157050890263e-08,5.39815651298733e-08,1145,0,0
29,2.86102294078106e-08,1.35848908865433e-08,1.47209232785762e-08,4.90206423739918e-08,1152,0,0
30,2.86102295188329e-08,1.39574294806524e-08,1.64783509330772e-08,5.39815651298733e-08,1145,0,0
31,2.86102296298552e-08,1.41809484875823e-08,1.88224510976873e-08,4.80844191727908e-08,1152,0,0
32,2.62260437811079e-08,1.39243136944011e-08,1.74797962885545e-08,4.44509216628948e-08,1144,0,0
33,2.86102296298552e-08,1.32661745445002e-08,1.5308360306975e-08,4.80844191727908e-08,1152,0,0
34,2.62260435590633e-08,1.319579817026e-08,1.40197626309356e-08,3.97380090253855e-08,1152,0,0
35,2.86102296298552e-08,1.10930850921442e-08,1.18199121184055e-08,4.54130627283061e-08,1152,0,0
36,2.86102295188329e-08,8.2949784432251e-09,9.38339308934795e-09,5.39815651298733e-08,1144,0,0
37,2.86102296298552e-08,5.00845995454361e-09,7.48165848375414e-09,4.90223423641719e-08,1152,0,0
38,2.86102295188329e-08,5.15332170459856e-09,7.7521054695805e-09,5.39815651298733e-08,1152,0,0
39,2.86102296298552e-08,7.90176126348779e-09,9.22884018118363e-09,4.80844191727908e-08,1152,0,0
40,2.6226157245901e-08,1.10806592666811e-08,1.18568006615761e-08,4.44509216628948e-08,1152,0,0
41,2.86102296298552e-08,1.28977832708025e-08,1.38821793434838e-08,4.80844191727908e-08,1152,0,0
42,2.62260435590633e-08,1.35434985802459e-08,1.52827127712068e-08,3.97364304423794e-08,1152,0,0
43,2.86105706903683e-08,1.36759629206202e-08,1.70325829474163e-08,4.90206423739918e-08,1152,0,0
44,2.86102295188329e-08,1.37752974490702e-08,1.80015788499601e-08,5.39815651298733e-08,1148,0,0
45,2.86102296298552e-08,1.29847165517371e-08,1.57409395525953e-08,4.80844191727908e-08,1152,0,0
46,2.86102292967882e-08,1.28646660963387e-08,1.43416299066206e-08,4.44509216628948e-08,1152,0,0
47,2.86102296298552e-08,1.2334848024979e-08,1.35056333920135e-08,5.39815642919692e-08,1152,0,0
48,2.86102292967882e-08,1.02238485177393e-08,1.1558190162331e-08,4.44509216628948e-08,1149,0,0
49,2.86111389025123e-08,7.61615339434278e-09,9.66574566132518e-09,5.39815642919692e-08,1152,0,0
50,2.86102295188329e-08,5.38511380708578e-09,8.89615888738565e-09,5.39815651298733e-08,1148,0,0
51,2.86102296298552e-08,7.42161214327524e-09,9.48252092494302e-09,5.39815642919692e-08,1152,0,0
52,2.86102292967882e-08,8.96345204362817e-09,1.05265746933659e-08,4.44509216628948e-08,1152,0,0
53,2.86102296298552e-08,9.42498476134323e-09,1.16598835536239e-08,5.39815642919692e-08,1152,0,0
54,2.86102295188329e-08,1.11965602561524e-08,1.33883915003515e-08,5.39815651298733e-08,1145,0,0
55,2.86102296298552e-08,1.25438903448915e-08,1.52351453512762e-08,5.39910024440252e-08,1152,0,0
56,2.86102297408775e-08,1.28688091802664e-08,1.70233813573489e-08,5.39815651298733e-08,1148,0,0
57,2.86102296298552e-08,1.27239402869575e-08,1.61148576571804e-08,5.39815642919692e-08,1152,0,0
58,2.86104571145529e-08,1.24176353023982e-08,1.45361642948507e-08,4.44509216628948e-08,1152,0,0
59,2.86102296298552e-08,1.04411606442698e-08,1.27131804115657e-08,5.39849963472623e-08,1152,0,0
60,2.86102297408775e-08,9.41257252979973e-09,1.13999011147372e-08,5.39815651298733e-08,1152,0,0
61,2.86102296298552e-08,8.98002541689608e-09,1.07948048669333e-08,5.39815642919692e-08,1152,0,0
62,2.86102297408775e-08,6.51926204816786e-09,9.29410449215938e-09,3.97405643747974e-08,1145,0,0
63,2.86102296298552e-08,6.41371565157895e-09,9.18630566028869e-09,5.39910024440252e-08,1152,0,0
64,2.86102297408775e-08,8.42950413784547e-09,1.01221344838295e-08,5.39815651298733e-08,1144,0,0
65,2.86102296298552e-08,9.12489934107173e-09,1.09783728812761e-08,5.39824223057925e-08,1152,0,0
66,2.86109114178146e-08,1.00355222108127e-08,1.23268554520172e-08,4.44509216628948e-08,1148,0,0
67,2.86118210235387e-08,1.16808654574432e-08,1.41896157015637e-08,5.39815642919692e-08,1152,0,0
68,2.86102295188329e-08,1.23389966437105e-08,1.5793439017396e-08,5.39815651298733e-08,1152,0,0
69,2.8613298952429e-08,1.25894258825921e-08,1.67869228850257e-08,5.39815642919692e-08,1152,0,0
70,2.8611252922417e-08,1.24548794148267e-08,1.52524891986806e-08,5.39815651298733e-08,1144,0,0
71,2.86102294078106e-08,1.11531006649749e-08,1.34767780152804e-08,5.39837093265274e-08,1152,0,0
72,2.62260440031525e-08,9.52638436955071e-09,1.18795063445632e-08,4.44509216628948e-08,1152,0,0
73,2.86109115288369e-08,9.31115068407564e-09,1.12695666429834e-08,5.39815642919692e-08,1152,0,0
74,2.861113879149e-08,7.6264885715736e-09,9.9520265112799e-09,4.44509216628948e-08,1152,0,0
75,2.86102296298552e-08,5.58586597927776e-09,9.15024203489082e-09,5.39832805290918e-08,1152,0,0
76,2.86115939829301e-08,6.91351813006295e-09,9.35906070654619e-09,5.39815651298733e-08,1140,0,0
77,2.86102291857659e-08,7.87277892099253e-09,9.94055425714886e-09,5.39815642919692e-08,1152,0,0
78,2.86115939829301e-08,8.73270036465122e-09,1.11481195866887e-08,5.39815651298733e-08,1150,0,0
79,2.86102296298552e-08,1.02569642007023e-08,1.27550026969868e-08,5.39832803196157e-08,1152,0,0
80,2.86115939829301e-08,1.09264894475296e-08,1.4379446063664e-08,5.39819941367849e-08,1140,192,192
81,2.86113662761878e-08,1.24114413161744e-08,1.64350499700218e-08,4.90263798408497e-08,1152,0,0
82,2.86115939829301e-08,1.24010802148745e-08,1.58521404025428e-08,5.39819941367849e-08,1149,56,56
83,2.86115938719078e-08,1.1327988834893e-08,1.4450610925713e-08,5.39815642919692e-08,1152,0,0
84,2.86115939829301e-08,1.07060621958948e-08,1.32806867950306e-08,5.39826376471524e-08,1144,48,47
85,2.86107978419992e-08,9.69817179310204e-09,1.22642433785867e-08,4.9022767361717e-08,1152,0,0
86,2.86102297408775e-08,8.28463050180257e-09,1.12925630328132e-08,5.39815651298733e-08,1130,28,28
87,2.86107978419992e-08,7.27881207070315e-09,1.0511463226414e-08,5.39901446396779e-08,1152,0,0
88,2.86102295188329e-08,6.47683627513137e-09,9.46334117832948e-09,5.39815651298733e-08,1117,8,8
89,2.86102298518998e-08,7.22707496343504e-09,9.70916825724227e-09,4.90223423641719e-08,1152,0,0
90,2.86102295188329e-08,7.94832485016924e-09,1.03952955844217e-08,5.39815651298733e-08,1112,8,8
91,2.86102298518998e-08,9.09384825349286e-09,1.16268848451608e-08,4.90206423739918e-08,1152,0,0
92,2.86118209125164e-08,9.72249506609847e-09,1.31232740433445e-08,5.39819941367849e-08,1107,12,11
93,2.86104572255752e-08,1.07945505322725e-08,1.47680788940691e-08,4.90206423739918e-08,1152,0,0
94,2.86102295188329e-08,1.15127031337987e-08,1.56903094752513e-08,5.39815651298733e-08,1134,8,8
95,2.86112530334393e-08,1.05454290823616e-08,1.40295072491736e-08,4.90208548727643e-08,1152,0,0
96,2.86102295188329e-08,9.80863373150231e-09,1.28503569977677e-08,5.39815651298733e-08,1145,16,15
97,2.8611366720277e-08,8.9700550194621e-09,1.17345229394805e-08,4.90206423739918e-08,1152,0,0
98,2.86113663872101e-08,8.12525699348844e-09,1.11779177793303e-08,5.39837101644315e-08,1141,24,23
99,2.86111386804677e-08,6.99306886111594e-09,1.0362953873921e-08,5.39815642919692e-08,1152,0,0
100,2.86102295188329e-08,6.00761972480907e-09,9.72646759979238e-09,5.39815651298733e-08,916,24,24
101,2.86111389025123e-08,5.53262227902741e-09,9.18571612450033e-09,4.90221298653994e-08,921,0,0
102,2.86102295188329e-08,5.54851386030928e-09,9.18776474203512e-09,5.39815651298733e-08,909,24,24
103,2.86102298518998e-08,5.28269108185185e-09,9.06538909136242e-09,5.39815642919692e-08,920,0,0
104,2.8877613966749e-08,5.27303576273371e-09,9.24336856476324e-09,5.53093733429567e-08,904,32,31
105,2.9377199894931e-08,5.33839879556993e-09,9.19363953918045e-09,5.00540487976699e-08,908,0,0
106,2.95599317245987e-08,5.56738321913899e-09,9.37128271054199e-09,5.60634220455572e-08,897,28,28
107,2.9377199894931e-08,5.50429281224089e-09,9.25004536244312e-09,5.39815642919692e-08,904,0,0
108,2.95599317245987e-08,5.75481765372092e-09,9.77813427498402e-09,5.60634220455572e-08,890,16,16
109,2.86107980640438e-08,5.60278877589568e-09,9.65212752185072e-09,4.90206423739918e-08,900,0,0
110,2.95599317245987e-08,5.62043429686611e-09,9.87648661772796e-09,5.60634220455572e-08,878,16,16
111,2.96318861670031e-08,5.54511849709356e-09,9.53823654271987e-09,4.90206423739918e-08,892,0,0
112,2.86102295188329e-08,5.512376815356e-09,9.48444895546919e-09,5.39815651298733e-08,884,14,14
113,2.86115938719078e-08,5.44648585583723e-09,9.21856777559318e-09,5.18399097904061e-08,892,0,0
114,2.86106838220945e-08,5.37565279682731e-09,9.25965387151765e-09,5.39815651298733e-08,884,12,12
115,2.86115938719078e-08,5.1587061900345e-09,9.08290346015014e-09,5.18399097904061e-08,888,0,0
116,2.86127306292627e-08,5.20668535099809e-09,9.19244597866058e-09,5.39862842059013e-08,877,12,12
117,2.86115938719078e-08,5.21441818934778e-09,9.25994094835493e-09,5.39815642919692e-08,878,0,0
118,2.86102297408775e-08,5.34159398267558e-09,9.43809386879607e-09,5.39815651298733e-08,873,13,13
119,2.94376970577659e-08,5.35564302574145e-09,9.49684271877008e-09,5.81857234297855e-08,872,0,0
120,2.8947405916746e-08,5.32971456019762e-09,9.5226063109009e-09,5.39815651298733e-08,848,18,17
121,2.91552694209329e-08,5.19138762893366e-09,9.30030314122803e-09,5.39815642919692e-08,864,0,0
122,2.92645742083764e-08,4.98790299315511e-09,9.13187475054762e-09,5.39824231436966e-08,842,14,14
123,2.86115938719078e-08,4.9042716539122e-09,9.06139731841236e-09,5.39815642919692e-08,850,0,0
124,2.92645742083764e-08,4.77082952575216e-09,8.80392172809097e-09,5.39824231436966e-08,833,8,8
125,2.86115938719078e-08,4.55113459063842e-09,8.341190535347e-09,5.39815642919692e-08,846,0,0
126,2.97637124946348e-08,4.40685403204673e-09,8.22885648764115e-09,5.61006607198915e-08,830,10,10
127,2.86115938719078e-08,4.38136561327925e-09,8.08194694454306e-09,5.39815642919692e-08,842,0,0
128,2.93771432735568e-08,4.29331341977163e-09,7.99510176269392e-09,5.62427901188135e-08,830,9,9
129,2.86115938719078e-08,4.39545068535985e-09,8.21134899460364e-09,5.39815642919692e-08,850,0,0
130,2.93771432735568e-08,4.32717590043887e-09,8.26547786837847e-09,5.62427901188135e-08,825,4,4
131,2.91380786165973e-08,4.64025498409228e-09,8.70547129112422e-09,5.39815642919692e-08,830,0,0
132,2.97637124946348e-08,4.82370548420223e-09,9.03901637607223e-09,5.61006607198915e-08,825,12,11
133,2.91552691988883e-08,4.95490738474247e-09,9.34497096891994e-09,5.57039859233681e-08,823,0,0
134,2.97637124946348e-08,4.99679547170136e-09,9.33594543006346e-09,5.61006607198915e-08,819,9,9
135,2.91552691988883e-08,4.86293956755545e-09,9.1537410799452e-09,5.57039859233681e-08,823,0,0
136,2.86102297408775e-08,4.74014182474399e-09,8.92719664819722e-09,5.39815651298733e-08,822,16,15
137,2.86105709124129e-08,4.60966591832103e-09,8.70288416666878e-09,5.39824223057925e-08,825,0,0
138,2.96318860559808e-08,4.41572386959618e-09,8.35584005780428e-09,5.56351139136904e-08,821,13,13
139,2.94397235478527e-08,4.52764352258483e-09,8.5666812511612e-09,5.39815642919692e-08,824,0,0
140,2.90771204891627e-08,4.3566540882935e-09,8.40593571414714e-09,5.56351139136904e-08,814,19,19
141,2.93734311318516e-08,4.20570722283168e-09,8.19468224789813e-09,5.39815642919692e-08,825,0,0
142,2.86102297408775e-08,4.23923424664327e-09,8.29654736445227e-09,5.39815651298733e-08,825,16,16
143,2.87562839096367e-08,4.4934794329977e-09,8.50975971073144e-09,5.39815642919692e-08,828,0,0
144,2.94852097182385e-08,4.22441531357983e-09,8.161239210591e-09,5.39815651298733e-08,824,9,9
145,2.93298679787668e-08,3.91703224889426e-09,7.72345220815684e-09,5.39815642919692e-08,824,0,0
146,2.91876958158355e-08,3.94510656836797e-09,7.63675334447513e-09,5.23550614218794e-08,821,19,18
147,2.87753816330394e-08,4.08845227576644e-09,7.88162807073433e-09,5.39815642919692e-08,830,0,0
148,2.86109118619038e-08,4.22118884011363e-09,8.12000616274743e-09,5.02402714047836e-08,828,7,7
149,2.94055794158865e-08,4.42878377494729e-09,8.36930616175038e-09,5.53060257178939e-08,832,0,0
150,2.86115939829301e-08,4.5412579755931e-09,8.63691106991731e-09,5.39815651298733e-08,831,12,12
151,2.88068054965507e-08,4.59156851632005e-09,8.77835099532926e-09,5.39815642919692e-08,832,0,0
152,2.86109118619038e-08,4.53450234456914e-09,8.5650967509088e-09,4.91780912007726e-08,830,12,11
153,2.94055794158865e-08,4.39943684576139e-09,8.40914923059933e-09,5.39815642919692e-08,832,0,0
154,2.86102297408775e-08,4.36819742839215e-09,8.27267776392455e-09,5.39815651298733e-08,825,12,12
155,2.94055794158865e-08,4.29775479508699e-09,8.2471517369269e-09,5.39815642919692e-08,832,0,0
156,2.86102297408775e-08,4.41550580212265e-09,8.43626836105522e-09,5.39815651298733e-08,826,12,11
157,2.96761775153698e-08,4.25641993795295e-09,8.22016935591968e-09,5.39815642919692e-08,828,0,0
158,2.86122758819118e-08,4.40441567573176e-09,8.52766085920707e-09,5.3985426192078e-08,824,12,11
159,2.94055794158865e-08,4.33003925383127e-09,8.31489400344829e-09,5.39815642919692e-08,827,0,0
160,2.90771204891627e-08,4.17474663067628e-09,8.10810836897681e-09,5.56351139136904e-08,820,9,9
161,2.93936143203055e-08,4.27546127455531e-09,8.31508028723766e-09,5.39986046884096e-08,826,0,0
162,2.86747769973061e-08,4.44508227256691e-09,8.44507164119051e-09,5.39815651298733e-08,823,15,15
163,2.96318859449585e-08,4.5796078034735e-09,8.69994680633437e-09,5.39815642919692e-08,830,0,0
164,2.86747769973061e-08,4.61871809243368e-09,8.85313089279047e-09,5.39815651298733e-08,827,13,12
165,2.95443248754523e-08,4.70677684961016e-09,9.00133533938261e-09,5.61410719276908e-08,828,0,0
166,2.86747769973061e-08,4.59198305168e-09,8.89551798707939e-09,5.3985426192078e-08,823,11,11
167,2.96761775153698e-08,4.45388488616642e-09,8.830905388249e-09,5.61410719276908e-08,826,0,0
168,2.96665122467843e-08,4.43662504296184e-09,8.67008207378215e-09,5.66670452100868e-08,823,11,11
169,2.96761775153698e-08,4.31171591075409e-09,8.4345801622121e-09,5.61410719276908e-08,826,0,0
170,2.91039999877896e-08,4.17979249607491e-09,8.16871081280665e-09,5.39860697024455e-08,825,14,13
171,2.96761775153698e-08,3.99503804779329e-09,7.82019733032106e-09,5.27263918944991e-08,825,0,0
172,2.97977986729592e-08,3.75837684387476e-09,7.47650666690933e-09,5.2493289231932e-08,819,29,29
173,2.93765179959493e-08,3.93649668613956e-09,7.76912059585627e-09,5.27263918944991e-08,823,0,0
174,2.86118206904717e-08,4.01260313760729e-09,7.80844452342652e-09,5.39815651298733e-08,823,30,30
175,2.92645740973541e-08,4.10822760133643e-09,8.01233492121933e-09,5.39815642919692e-08,826,0,0
176,2.96665122467843e-08,4.3130178869382e-09,8.38263442030987e-09,5.53673382861144e-08,821,25,24
177,2.92645740973541e-08,4.33483781231832e-09,8.54296047744027e-09,5.39824223057925e-08,825,0,0
178,2.86102295188329e-08,4.43599441515095e-09,8.71374215054014e-09,5.39815651298733e-08,822,25,25
179,2.93734311318516e-08,4.45672504472558e-09,8.71898496224233e-09,5.4512205955521e-08,825,0,0
180,2.86115937608855e-08,4.4003955858203e-09,8.62857993221235e-09,5.66670452100868e-08,816,30,29
181,2.92645740973541e-08,4.43597154743806e-09,8.74379796162616e-09,5.4512205955521e-08,828,0,0
182,2.94852097182385e-08,4.36015764763543e-09,8.55780195869164e-09,5.39815651298733e-08,823,23,22
183,2.97687867689689e-08,4.34025112191954e-09,8.47962372377659e-09,5.39815642919692e-08,826,0,0
184,2.94852097182385e-08,4.27655341490223e-09,8.44501503669936e-09,5.39815651298733e-08,816,22,21
185,2.96378933617447e-08,4.30476414178977e-09,8.44002020629742e-09,5.39815642919692e-08,826,0,0
186,2.973055113209e-08,4.31156879732718e-09,8.4899600405154e-09,5.39815651298733e-08,817,24,22
187,2.96127815602176e-08,4.32360326428539e-09,8.52359440759578e-09,5.39815642919692e-08,824,0,0
188,2.96667818089347e-08,4.20194812145431e-09,8.31737984250213e-09,5.42034244594365e-08,816,27,25
189,2.86109119729261e-08,4.22341579640993e-09,8.28625380303831e-09,5.39815642919692e-08,824,0,0
190,2.973055113209e-08,4.1458911719306e-09,8.26847544177293e-09,5.39815651298733e-08,816,26,24
191,2.97199245213875e-08,4.24610331736258e-09,8.28014435146911e-09,5.39824223057925e-08,823,0,0
192,2.973055113209e-08,4.10150988546025e-09,8.20284067345222e-09,5.39815651298733e-08,820,28,26
193,2.93734311318516e-08,4.13370879052863e-09,8.22365924247296e-09,5.39819932988808e-08,820,0,0
194,2.97526344672505e-08,4.03751330165906e-09,8.06089022357789e-09,5.39815651298733e-08,821,26,25
195,2.93734311318516e-08,4.18680367356072e-09,8.25386363473571e-09,5.39819932988808e-08,821,0,0
196,2.96761776263921e-08,4.14998942128625e-09,8.28704954829318e-09,5.39819941367849e-08,816,33,31
197,2.93734311318516e-08,4.30865039744474e-09,8.41934670541773e-09,5.48492450985209e-08,824,0,0
198,2.96667818089347e-08,4.23856198485984e-09,8.4146003246796e-09,5.39819941367849e-08,818,31,31
199,2.92886750408172e-08,4.376776726241e-09,8.52782522587117e-09,5.48492450985209e-08,825,0,0
200,2.97526344672505e-08,4.25430352239265e-09,8.48872571942125e-09,5.53673382861144e-08,816,20,20
201,2.97602129606389e-08,4.23786074989056e-09,8.38085584015666e-09,5.39815642919692e-08,817,0,0
202,2.973055113209e-08,4.20500741890386e-09,8.41303137053424e-09,5.53673382861144e-08,812,23,23
203,2.8812771835085e-08,4.34658440972571e-09,8.59550768581804e-09,5.39819932988808e-08,813,0,0
204,2.97848115060617e-08,4.30001269068395e-09,8.53093957508749e-09,5.66670452100868e-08,813,31,31
205,2.9700508274999e-08,4.36369628152752e-09,8.52529542689675e-09,5.6536290809834e-08,818,0,0
206,2.95555038221096e-08,4.30103230971995e-09,8.48045714010315e-09,5.43454115451033e-08,822,0,0
207,2.9784811617084e-08,4.2569532238235e-09,8.47976764969561e-09,5.66670452100868e-08,818,30,29
208,2.89215958959588e-08,4.23513561409669e-09,8.40848903205962e-09,5.43454115451033e-08,819,0,0
209,2.9784811617084e-08,4.24318023616433e-09,8.38470740988656e-09,5.39815653393493e-08,819,26,25
210,2.97574412888579e-08,4.23071649040424e-09,8.44108780213941e-09,5.90870921899629e-08,814,0,0
211,2.9784811617084e-08,4.25194332272892e-09,8.44644631599795e-09,5.54231941199181e-08,817,25,24
212,2.94611975926173e-08,4.18355688883963e-09,8.39444694656027e-09,5.43454115451033e-08,819,0,0
213,2.9784811617084e-08,4.21956284495128e-09,8.46654581178628e-09,5.54231941199181e-08,815,26,25
214,2.96761772933252e-08,4.25893884402215e-09,8.47842193570623e-09,5.43454115451033e-08,816,0,0
215,2.9784811617084e-08,4.27099974944384e-09,8.55983894979374e-09,5.39815653393493e-08,816,26,25
216,2.93089124081547e-08,4.20820916090008e-09,8.46537723528252e-09,5.4660165812938e-08,815,0,0
217,2.9784811617084e-08,4.18621664476464e-09,8.39665085307555e-09,5.4512205955521e-08,815,23,22
218,2.95884052814444e-08,4.15286977381186e-09,8.32203268728373e-09,5.4660165812938e-08,813,0,0
219,2.9784811617084e-08,4.21868081971019e-09,8.43336363096209e-09,5.53673382861144e-08,814,24,23
220,2.95884052814444e-08,4.12300778970678e-09,8.27372519546568e-09,5.4660165812938e-08,813,0,0
221,2.9784811617084e-08,4.14902746019105e-09,8.35806426413573e-09,5.53673382861144e-08,814,26,25
222,2.9797891487604e-08,4.12789383288651e-09,8.23868069608052e-09,5.43454115451033e-08,815,0,0
223,2.9784811617084e-08,4.0802056489037e-09,8.24977408906332e-09,5.53673382861144e-08,813,27,26
224,2.92910822263792e-08,4.09978599356566e-09,8.23463215198868e-09,5.43454115451033e-08,812,0,0
225,2.9784811617084e-08,4.03289195600882e-09,8.22476605901685e-09,5.53673382861144e-08,812,27,26
226,2.94906637998693e-08,4.00373894621119e-09,8.12168676954812e-09,5.53034261990716e-08,810,0,0
227,2.9784811617084e-08,4.02303419608519e-09,8.19330587133751e-09,5.53673382861144e-08,812,31,30
228,2.91489958836877e-08,4.03686250538383e-09,8.1741577764098e-09,5.91752281403639e-08,815,0,0
229,2.9784811617084e-08,4.01895274123878e-09,8.1577747582524e-09,5.53673382861144e-08,810,27,27
230,2.9797891487604e-08,3.94739034509616e-09,8.07592393605827e-09,5.43454115451033e-08,806,0,0
231,2.9784811617084e-08,3.93273097576314e-09,8.02500976174472e-09,5.53673382861144e-08,806,30,30
232,2.95261780580702e-08,3.88930065946766e-09,7.91650329020013e-09,5.43454115451033e-08,810,0,0
233,2.97687876571473e-08,3.81661795010099e-09,7.79899872521103e-09,5.53673382861144e-08,805,28,28
234,2.94909188180981e-08,3.69616937371215e-09,7.60704314648416e-09,5.60952018722906e-08,810,0,0
235,2.95683308948469e-08,3.67643275689695e-09,7.56762222135492e-09,5.53673382861144e-08,804,31,31
236,2.94909188180981e-08,3.63565153057392e-09,7.49197778860528e-09,5.43454115451033e-08,808,0,0
237,2.95683308948469e-08,3.66734465259273e-09,7.55640844071412e-09,5.53673382861144e-08,804,30,30
238,2.94909188180981e-08,3.65958449657367e-09,7.63764687216192e-09,5.43454115451033e-08,805,0,0
239,2.94634363573465e-08,3.68742680894736e-09,7.63059264862061e-09,5.43454113410182e-08,801,28,28
240,2.96733814186823e-08,3.70422470866776e-09,7.70161771298995e-09,5.43454115451033e-08,801,0,0
241,2.96761759610575e-08,3.74674818624208e-09,7.74521532846644e-09,5.52971080951605e-08,799,28,28
242,2.96733814186823e-08,3.78757427933828e-09,7.7941823807864e-09,5.43454115451033e-08,803,0,0
243,2.94634363573465e-08,3.76919484187761e-09,7.73072354987206e-09,5.52971080951605e-08,798,30,30
244,2.95536486394354e-08,3.76262957274646e-09,7.69513720713954e-09,5.43454115451033e-08,800,0,0
245,2.94634363573465e-08,3.71598135456329e-09,7.59810755639403e-09,5.52971080951605e-08,799,29,29
246,2.89215958959588e-08,3.66795745696054e-09,7.5379552538065e-09,5.43454115451033e-08,802,0,0
247,2.94634363573465e-08,3.70947189544181e-09,7.59229305103636e-09,5.39815642919692e-08,803,27,27
248,2.95884052814444e-08,3.74071192633734e-09,7.66508397987878e-09,5.43454115451033e-08,808,0,0
249,2.94606488093763e-08,3.74886657616503e-09,7.6699844430459e-09,5.43454113410182e-08,799,25,25
250,2.96875034555555e-08,3.76820426769361e-09,7.74445056604818e-09,5.43454115451033e-08,804,0,0
251,2.95755079315896e-08,3.77230005857716e-09,7.73032023680844e-09,5.52971080951605e-08,799,27,27
252,2.96357400841885e-08,3.80701569685048e-09,7.82938239893417e-09,5.43454115451033e-08,802,0,0
253,2.97574399565903e-08,3.76533500537114e-09,7.73293289464858e-09,5.52971080951605e-08,800,28,28
254,2.96357400841885e-08,3.7319427321103e-09,7.73604668059389e-09,5.70276779252372e-08,802,0,0
255,2.95755079315896e-08,3.67681875430632e-09,7.63241036843248e-09,5.52971080951605e-08,798,30,30
256,2.96357400841885e-08,3.71036570482398e-09,7.7049566390666e-09,5.43454115451033e-08,798,0,0
257,2.96222050222283e-08,3.69361395322301e-09,7.60512195880182e-09,5.43454113410182e-08,797,30,30
258,2.96357400841885e-08,3.654042434297e-09,7.58853744649401e-09,5.43454115451033e-08,802,0,0
259,2.95755079315896e-08,3.60421305347047e-09,7.51814292861359e-09,5.43454113410182e-08,799,29,29
260,2.96357400841885e-08,3.60296931534384e-09,7.5116545504177e-09,5.43454115451033e-08,801,0,0
261,2.95755079315896e-08,3.56570477269781e-09,7.44381079746765e-09,5.43454113410182e-08,798,32,32
262,2.95884052814444e-08,3.64129903651199e-09,7.58280221456142e-09,5.43454115451033e-08,800,0,0
263,2.95755079315896e-08,3.71416811835999e-09,7.69529700435462e-09,5.43454113410182e-08,807,31,31
264,2.96308673153334e-08,3.75125162616795e-09,7.78433831534865e-09,5.43454115451033e-08,800,0,0
265,2.97193862852652e-08,3.79078051196513e-09,7.87291160169673e-09,5.43454113410182e-08,799,33,33
266,2.93763522396517e-08,3.90274925761347e-09,8.03042287377905e-09,5.43454115451033e-08,800,0,0
267,2.97193862852652e-08,3.8108724755684e-09,8.00861301851175e-09,5.43454113410182e-08,799,34,34
268,2.9716286764625e-08,3.8534564144151e-09,8.09347828666514e-09,5.64832683808424e-08,797,0,0
269,2.97608782062753e-08,3.81945336549549e-09,8.02333206241252e-09,5.43454113410182e-08,797,32,32
270,2.93115324234705e-08,3.80429817048665e-09,7.93431934121731e-09,5.43454115451033e-08,797,0,0
271,2.97032742846426e-08,3.77706627542484e-09,7.92357056369858e-09,5.43454113410182e-08,797,28,28
272,2.93115324234705e-08,3.83711343233723e-09,7.99765113526868e-09,5.75920142082925e-08,795,0,0
273,2.97032742846426e-08,3.86214865602489e-09,8.0510746625835e-09,5.43454113410182e-08,796,25,24
274,2.95020419205372e-08,3.8301084524394e-09,8.02449318061936e-09,5.43454152186356e-08,793,0,0
275,2.97032742846426e-08,3.77451131405504e-09,7.97441709142748e-09,5.39815642919692e-08,794,28,27
276,2.92306210347704e-08,3.81126551942527e-09,8.0063548808413e-09,5.52770558156027e-08,793,0,0
277,2.97032742846426e-08,3.7411350339557e-09,7.88621413605213e-09,5.57210846257328e-08,792,28,27
278,2.92999684514683e-08,3.76435267932593e-09,7.90578486745243e-09,5.44007820506255e-08,791,0,0
279,2.97032742846426e-08,3.7262012565091e-09,7.78642633550328e-09,5.39815642919692e-08,802,29,28
280,2.93115324234705e-08,3.8086618600849e-09,7.9272492727576e-09,5.43454115451033e-08,796,0,0
281,2.97032742846426e-08,3.72617996000092e-09,7.78823966183372e-09,5.5703982105227e-08,800,28,27
282,2.97796791670635e-08,3.72957846475267e-09,7.8267985447029e-09,5.43454115451033e-08,799,0,0
283,2.979377966561e-08,3.6119224467794e-09,7.58864543127743e-09,5.56075827019758e-08,800,26,25
284,2.97574386243227e-08,3.55178086010199e-09,7.48614835630554e-09,5.77281063748445e-08,797,0,0
285,2.9685276681235e-08,3.48929131512806e-09,7.36210070955601e-09,5.43454113410182e-08,797,26,24
286,2.96579483194392e-08,3.48954278713743e-09,7.37802205220229e-09,5.43454115451033e-08,795,0,0
287,2.9685276681235e-08,3.52147667372688e-09,7.35526206011872e-09,5.60961630799194e-08,797,22,20
288,2.92999684514683e-08,3.57519243877932e-09,7.44913298036475e-09,5.69323799163239e-08,801,0,0
