mesh,k,representation,evaluator,batch_schedule,final_requested,escalation,mode,lambda,omega,residual,eigenpair_valid,diagnostic_finite,voidKE,voidSE,densityParticipation,IPR,pass_KE,pass_SE,pass_P,valid_structural,selected
96x12,381,double,E3,3-6,6,1,2,852.28216103337797,29.19387197740954,1.2888818169337184e-09,1,1,0.99999999782932958,0.99999970678722283,0.065000001816604397,0.99999999555617736,0,0,0,0,0
96x12,381,double,E3,3-6,6,1,3,2968.6013974705811,54.484873106859496,1.0633867058351576e-09,1,1,0.9999999998243031,0.99999993938205756,0.065000000140556777,0.99999999950599094,0,0,0,0,0
96x12,381,double,E3,3-6,6,1,4,26266.6418285691,162.06986712084731,2.2711479672603768e-11,1,1,0.0090273945322935367,0.00010920377525939275,0.90892206737257775,0.0025532543473525144,1,1,1,1,1
96x12,381,double,E3,3-6,6,1,5,26437.92538185927,162.59743350329757,4.6163979386897635e-11,1,1,0.005459779158473366,0.0007650735683972865,0.894442046607966,0.0024076921724183161,1,1,1,1,0
96x12,381,double,E3,3-6,6,1,6,72367.898720264406,269.01282259450829,6.9688933120405578e-12,1,1,0.016500460922122911,0.0026198186413458335,0.93439456917563635,0.0077067626993040875,1,1,1,1,0
96x12,381,single,E3,3-6,6,1,1,795.86660071662311,28.211107754156394,7.553239470128055e-10,1,1,0.99999998065162199,0.99999890768255728,0.065000013760502545,0.99999996115778755,0,0,0,0,0
96x12,381,single,E3,3-6,6,1,2,852.28246999658552,29.193877268985453,1.2761835092085341e-09,1,1,0.9999999978204035,0.99999970675229721,0.064999999432419908,0.9999999955561758,0,0,0,0,0
96x12,381,single,E3,3-6,6,1,3,2968.6024737516932,54.48488298373865,1.0616467737284099e-09,1,1,0.99999999982358845,0.99999993938142262,0.064999997756371358,0.9999999995059905,0,0,0,0,0
96x12,381,single,E3,3-6,6,1,4,26266.641829109147,162.06986712251339,2.608160550468693e-11,1,1,0.0019290000012965479,6.413388170853888e-05,0.9089220672415359,0.0025532542501367737,1,1,1,1,1
96x12,381,single,E3,3-6,6,1,5,26437.925332328232,162.59743335098568,4.9124352175370432e-11,1,1,0.0024292494975291044,0.00043716160896467804,0.89444204655297632,0.0024076920719753531,1,1,1,1,0
96x12,381,single,E3,3-6,6,1,6,72367.898431212248,269.01282205726227,8.2521575683912288e-12,1,1,0.001489346293932214,0.0016013952766548911,0.93439456896059625,0.0077067626922278348,1,1,1,1,0
96x12,382,double,E1,3,3,0,1,26160.516676599582,161.74213018443766,1.7287311828084056e-11,1,1,0.0080028852099833792,0.00016575487252597858,0.90544899030118908,0.0025374139345748681,1,1,1,1,1
96x12,382,double,E1,3,3,0,2,26354.434535010641,162.34048951204576,1.8729761888178782e-11,1,1,0.0071258569199242642,0.0009283388564855818,0.89065593081078498,0.0023915126633584057,1,1,1,1,0
96x12,382,double,E1,3,3,0,3,72439.62411805088,269.14610180727283,6.8444460986963756e-12,1,1,0.0079161097857889488,0.0048837288658688536,0.93179474029815101,0.0076601160844946723,1,1,1,1,0
96x12,382,single,E1,3,3,0,1,26160.516684592803,161.74213020914743,1.6698148076599443e-11,1,1,0.0080028855862936295,0.00016575489606771479,0.90544899080845198,0.0025374140878665881,1,1,1,1,1
96x12,382,single,E1,3,3,0,2,26354.434487765586,162.34048936653352,1.9369640213874216e-11,1,1,0.0071258565039870759,0.00092833883701476849,0.89065593091687978,0.0023915128182168382,1,1,1,1,0
96x12,382,single,E1,3,3,0,3,72439.623845044815,269.14610130010209,6.6100330099919791e-12,1,1,0.0079161096911646665,0.0048837289299738171,0.93179474035527299,0.0076601160827949235,1,1,1,1,0
96x12,382,double,E2,3-6,6,1,1,2013.5070600724919,44.872118961249107,5.3707338432461703e-10,1,1,0.99999989291381752,0.9999976321958991,0.062500066678735852,0.99999902750134018,0,0,0,0,0
96x12,382,double,E2,3-6,6,1,2,2149.6118249782739,46.363906489620497,4.9014507088258317e-10,1,1,0.99999998746699192,0.9999993804248577,0.062499988209571949,0.99999924913807448,0,0,0,0,0
96x12,382,double,E2,3-6,6,1,3,7507.8023362250105,86.647575478053682,2.358644807066451e-10,1,1,0.99999999863031097,0.99999987038166216,0.06249995394376353,0.99999846245501567,0,0,0,0,0
96x12,382,double,E2,3-6,6,1,4,26270.840168851682,162.08281885768054,1.8548555721522021e-11,1,1,0.003611227906922621,6.344550680657037e-05,0.90905833461647423,0.0025238982648800989,1,1,1,1,1
96x12,382,double,E2,3-6,6,1,5,26459.883993994194,162.66494396148849,2.0460734329041097e-11,1,1,0.0028064860885612681,0.0004760434184210606,0.89451786126368082,0.00237749638718809,1,1,1,1,0
96x12,382,double,E2,3-6,6,1,6,72401.096707929741,269.07451887521745,7.4548553337440775e-12,1,1,0.0048331935249162905,0.0012734872458112195,0.93452114969538114,0.0077074595615839328,1,1,1,1,0
96x12,382,single,E2,3-6,6,1,1,2013.5072035550365,44.87212056004303,4.590615926783671e-10,1,1,0.99999989291380154,0.9999976321956896,0.062500066678750479,0.9999990275013082,0,0,0,0,0
96x12,382,single,E2,3-6,6,1,2,2149.6119785599508,46.363908145883805,5.5424135250745467e-10,1,1,0.99999998746699015,0.99999938042482184,0.062499988209573941,0.99999924913807092,0,0,0,0,0
96x12,382,single,E2,3-6,6,1,3,7507.8028713624863,86.647578566065462,2.1640132555353438e-10,1,1,0.99999999863031064,0.99999987038165117,0.062499953943764078,0.99999846245501522,0,0,0,0,0
96x12,382,single,E2,3-6,6,1,4,26270.840187169266,162.08281891418741,1.8302801962646807e-11,1,1,0.0036112278371810075,6.3445499930977922e-05,0.9090583355406523,0.0025238983355246555,1,1,1,1,1
96x12,382,single,E2,3-6,6,1,5,26459.883950059426,162.66494382644169,2.2143368842975203e-11,1,1,0.0028064856010471934,0.00047604342285859254,0.89451786138126932,0.0023774964546695245,1,1,1,1,0
96x12,382,single,E2,3-6,6,1,6,72401.096464571048,269.0745184230031,7.0171428342095734e-12,1,1,0.0048331930112965734,0.0012734872928902756,0.93452115011129044,0.0077074595657708094,1,1,1,1,0
96x12,382,double,E3,3-6,6,1,1,1006.9195464065845,31.731995625970082,9.0938365293535746e-10,1,1,0.99999997523955719,0.99999886916340031,0.062500020795872663,0.99999995017526011,0,0,0,0,0
96x12,382,double,E3,3-6,6,1,2,1076.9207617077841,32.816470890511432,1.1567612121003072e-09,1,1,0.99999999716878152,0.99999969548204892,0.062500002373989588,0.99999999421978547,0,0,0,0,0
96x12,382,double,E3,3-6,6,1,3,3755.2681655996544,61.280242865051164,1.1237885869643142e-09,1,1,0.99999999976105891,0.99999993568126022,0.062500000192115754,0.99999999934239647,0,0,0,0,0
96x12,382,double,E3,3-6,6,1,4,26270.831081192369,162.08279082367866,2.2529196117901261e-11,1,1,0.003611308300732992,6.3053631633764288e-05,0.90905855747968289,0.0025239302933643027,1,1,1,1,1
96x12,382,double,E3,3-6,6,1,5,26459.86188515781,162.6648760032657,3.7229832728655482e-11,1,1,0.0028063121826844891,0.00047516161359828057,0.89451771477785236,0.0023775268196422582,1,1,1,1,0
96x12,382,double,E3,3-6,6,1,6,72400.79575815174,269.07395964335109,7.0090125853678645e-12,1,1,0.0048331962451801944,0.0012693507646080347,0.93452113587329588,0.0077074586673869482,1,1,1,1,0
96x12,382,single,E3,3-6,6,1,1,1006.9196898667435,31.73199788646696,8.7708930573780119e-10,1,1,0.99999997523954998,0.99999886916321978,0.062500020795879213,0.99999995017524568,0,0,0,0,0
96x12,382,single,E3,3-6,6,1,2,1076.9209151207165,32.816473227949352,1.0888445217119392e-09,1,1,0.99999999716878063,0.99999969548201106,0.062500002373990587,0.99999999421978369,0,0,0,0,0
96x12,382,single,E3,3-6,6,1,3,3755.2687006202386,61.280247230410538,1.0730656716545846e-09,1,1,0.9999999997610588,0.99999993568125056,0.062500000192116115,0.99999999934239625,0,0,0,0,0
96x12,382,single,E3,3-6,6,1,4,26270.8310993659,162.08279087974114,2.4949718107845718e-11,1,1,0.0036113082319485235,6.3053624626988107e-05,0.90905855840526262,0.0025239303643517811,1,1,1,1,1
96x12,382,single,E3,3-6,6,1,5,26459.861841147384,162.66487586798627,4.2635912463488994e-11,1,1,0.002806311694205448,0.00047516161814543288,0.89451771489408283,0.0023775268874544979,1,1,1,1,0
96x12,382,single,E3,3-6,6,1,6,72400.795514560974,269.07395919070461,7.4135689914213104e-12,1,1,0.0048331957315591659,0.0012693508116681472,0.93452113628920652,0.0077074586715741725,1,1,1,1,0
96x12,383,double,E1,3,3,0,1,26161.109787814163,161.74396368277291,1.8136273532116802e-11,1,1,0.012307626691371504,0.00023885095300546597,0.90529980074889149,0.0027063844914408494,1,1,1,1,1
96x12,383,double,E1,3,3,0,2,26326.649914703616,162.25489180515828,1.8587970652137584e-11,1,1,0.0095585162630206135,0.0011520763137828891,0.8909717639098369,0.0025672221378542394,1,1,1,1,0
96x12,383,double,E1,3,3,0,3,72513.632668948543,269.28355439749481,7.0321988899017412e-12,1,1,0.017924349212651063,0.00606455878937263,0.9321015488925235,0.0076703024795242028,1,1,1,1,0
96x12,383,single,E1,3,3,0,1,26161.109788975187,161.74396368636198,1.6654542022210562e-11,1,1,0.0058237551289114717,0.00018922394516526333,0.90529980064982096,0.002706384532892733,1,1,1,1,1
96x12,383,single,E1,3,3,0,2,26326.649851484508,162.25489161034409,1.6502990061565659e-11,1,1,0.0066089222884935057,0.00084485351489259287,0.89097176383633292,0.0025672221792553602,1,1,1,1,0
96x12,383,single,E1,3,3,0,3,72513.632522436892,269.28355412545505,7.8259370358393489e-12,1,1,0.0040211254275661782,0.0051554549573313872,0.93210154868207928,0.0076703024771101972,1,1,1,1,0
96x12,383,double,E2,3-6,6,1,1,2572.6077203479913,50.720880516292219,3.8844757579223098e-10,1,1,0.99999985617487075,0.99999761811687859,0.060000092718251123,0.99999874384668008,0,0,0,0,0
96x12,383,double,E2,3-6,6,1,2,2753.4297182118821,52.473133298973885,3.5231077378618817e-10,1,1,0.99999998347898522,0.99999939080061429,0.059999986640003555,0.99999904181994814,0,0,0,0,0
96x12,383,double,E2,3-6,6,1,3,9595.8408011896645,97.958362589365819,1.4341961844127584e-10,1,1,0.99999999780409554,0.99999987625797382,0.059999944090436623,0.99999803803363874,0,0,0,0,0
96x12,383,double,E2,3-6,6,1,4,26262.845475247395,162.05815460891623,1.665137774667237e-11,1,1,0.0084177001754101172,0.00011875484927215612,0.90881679560983075,0.002657881482208553,1,1,1,1,1
96x12,383,double,E2,3-6,6,1,5,26423.90505136472,162.55431415795988,1.6537847226943289e-11,1,1,0.0054186604143826164,0.00074033249909128925,0.894368823065679,0.0025147991963979204,1,1,1,1,0
96x12,383,double,E2,3-6,6,1,6,72438.950148448246,269.14484975278322,8.2556984531373692e-12,1,1,0.0154319991030793,0.0025251550992618794,0.93433992684132483,0.0077097759766436829,1,1,1,1,0
96x12,383,single,E2,3-6,6,1,1,2572.6082485707971,50.720885723445299,3.4419994591661049e-10,1,1,0.99999985561778915,0.99999761782264074,0.060000091377183089,0.99999874384645782,0,0,0,0,0
96x12,383,single,E2,3-6,6,1,2,2753.4302835788917,52.473138686178203,3.3635649237991432e-10,1,1,0.9999999834175497,0.99999939072744692,0.059999985298900868,0.99999904181981203,0,0,0,0,0
96x12,383,single,E2,3-6,6,1,3,9595.8427714952486,97.958372646217683,1.3262149877254916e-10,1,1,0.99999999779546189,0.99999987625607156,0.059999942749326997,0.99999803803337428,0,0,0,0,0
96x12,383,single,E2,3-6,6,1,4,26262.845479029271,162.0581546205845,1.6027026463270119e-11,1,1,0.001866535359046906,7.2585782800778812e-05,0.90881679564776663,0.0026578814624929736,1,1,1,1,1
96x12,383,single,E2,3-6,6,1,5,26423.90498809197,162.55431396333955,1.9469418772832114e-11,1,1,0.0024976152764626634,0.0004312191441727261,0.89436882294404918,0.0025147991739978234,1,1,1,1,0
96x12,383,single,E2,3-6,6,1,6,72438.950005925144,269.14484948801294,6.9640126122701991e-12,1,1,0.0014888851574296246,0.0016104278202568282,0.9343399266768404,0.0077097759750248442,1,1,1,1,0
96x12,383,double,E3,3-6,6,1,1,1286.448849825927,35.867099824573593,1.0080836683804868e-09,1,1,0.99999996758455012,0.99999888229949641,0.060000027314818981,0.99999993468038362,0,0,0,0,0
96x12,383,double,E3,3-6,6,1,2,1377.6748847816366,37.117043050081946,9.5627761495041937e-10,1,1,0.99999999633137882,0.9999997037132895,0.060000003087816035,0.99999999249827964,0,0,0,0,0
96x12,383,double,E3,3-6,6,1,3,4798.625654548252,69.272113108726884,8.2298021117078316e-10,1,1,0.99999999966626729,0.9999999392055603,0.060000000271075778,0.99999999910163773,0,0,0,0,0
96x12,383,double,E3,3-6,6,1,4,26262.833716002209,162.05811832796965,1.7055362374406575e-11,1,1,0.0084174895773744384,0.0001182503018843219,0.90881675699553366,0.0026580172971277772,1,1,1,1,1
96x12,383,double,E3,3-6,6,1,5,26423.886323782903,162.55425655387467,2.8040191256938022e-11,1,1,0.0054187446498427452,0.00073955640963952005,0.89436896593809623,0.0025149389479383498,1,1,1,1,0
96x12,383,double,E3,3-6,6,1,6,72438.689903439896,269.14436628590221,8.2574937784811904e-12,1,1,0.015432003933647074,0.0025215884672301864,0.93433991553757234,0.0077097754700848559,1,1,1,1,0
96x12,383,single,E3,3-6,6,1,1,1286.4492056545373,35.867104784949362,1.0928921816149286e-09,1,1,0.9999999674599156,0.99999888216604949,0.060000025973727139,0.99999993468035542,0,0,0,0,0
96x12,383,single,E3,3-6,6,1,2,1377.6752657912878,37.117048182624757,9.5403543438343919e-10,1,1,0.99999999631784753,0.99999970367826541,0.060000001746713202,0.99999999249827631,0,0,0,0,0
96x12,383,single,E3,3-6,6,1,3,4798.6269818849951,69.272122689325712,9.0524468703032883e-10,1,1,0.99999999966498587,0.99999993920486641,0.059999998929971696,0.9999999991016375,0,0,0,0,0
96x12,383,single,E3,3-6,6,1,4,26262.833719671165,162.05811833928951,1.7556572205493656e-11,1,1,0.0018664017715366492,7.2076227514156121e-05,0.90881675703345088,0.0026580172775360596,1,1,1,1,1
96x12,383,single,E3,3-6,6,1,5,26423.886260406729,162.55425635893613,2.8478745914786152e-11,1,1,0.0024976221674472012,0.00043044846371418255,0.89436896581652015,0.0025149389256648429,1,1,1,1,0
96x12,383,single,E3,3-6,6,1,6,72438.689760796158,269.1443660209074,9.1795747478752535e-12,1,1,0.001488885933501683,0.00160685356288515,0.93433991537308658,0.0077097754684653207,1,1,1,1,0
96x12,384,double,E1,3,3,0,1,26166.134301888345,161.75949524491088,1.756670619743855e-11,1,1,0.0080453590428190905,0.00017248432551792675,0.90548143688601346,0.0025758733181269022,1,1,1,1,1
96x12,384,double,E1,3,3,0,2,26317.398604304017,162.22638072861028,1.72536751680012e-11,1,1,0.0068392759892306207,0.00087553527225298251,0.89072733124612258,0.0024303377203232662,1,1,1,1,0
96x12,384,double,E1,3,3,0,3,72458.555070006361,269.18126805185824,6.5864371909602891e-12,1,1,0.0085656107665311142,0.0048926257503328118,0.93171446628323418,0.0076630387539919145,1,1,1,1,0
96x12,384,single,E1,3,3,0,1,26166.134297722856,161.75949523203531,1.8565181011255247e-11,1,1,0.0080453592881132834,0.00017248435302472093,0.9054814371265435,0.0025758735070355106,1,1,1,1,1
96x12,384,single,E1,3,3,0,2,26317.398608497198,162.22638074153414,1.8252964125818469e-11,1,1,0.0068392757691522737,0.00087553525581061909,0.89072733124058678,0.0024303379130456459,1,1,1,1,0
96x12,384,single,E1,3,3,0,3,72458.554735791564,269.1812674310595,7.4979410038332152e-12,1,1,0.0085656106842012768,0.0048926258193377906,0.93171446636356436,0.0076630387462022706,1,1,1,1,0
96x12,384,double,E2,3-6,6,1,1,3319.8553925214751,57.618186300173271,1.9416427133178749e-10,1,1,0.99999980285662882,0.99999746936560951,0.057500131248929109,0.99999835469704101,0,0,0,0,0
96x12,384,double,E2,3-6,6,1,2,3544.7459846532875,59.537769396016905,2.3906723620354512e-10,1,1,0.99999997646545336,0.99999935896397341,0.057499986059947071,0.99999875549691242,0,0,0,0,0
96x12,384,double,E2,3-6,6,1,3,12380.711606510011,111.26864610711326,1.8444624228740761e-10,1,1,0.99999999590539312,0.99999986688971387,0.057499931893591871,0.99999745912944704,0,0,0,0,0
96x12,384,double,E2,3-6,6,1,4,26277.242415582281,162.10256757862376,1.7298362548446491e-11,1,1,0.003664429575628039,7.3691197299839521e-05,0.90914879621449562,0.002542999394227129,1,1,1,1,1
96x12,384,double,E2,3-6,6,1,5,26421.161526301814,162.54587514391687,1.7735064251695802e-11,1,1,0.0025555064834281104,0.00043746665199141465,0.89449309801738419,0.0023957152070009369,1,1,1,1,0
96x12,384,double,E2,3-6,6,1,6,72428.964005819013,269.12629749955505,7.3960121052884178e-12,1,1,0.0054010183892042639,0.0013214320649646452,0.93451222267057721,0.0077113447701325005,1,1,1,1,0
96x12,384,single,E2,3-6,6,1,1,3319.855267615721,57.618185216264152,1.8704483827392471e-10,1,1,0.99999980285662415,0.99999746936542411,0.05750013229201778,0.9999983546971678,0,0,0,0,0
96x12,384,single,E2,3-6,6,1,2,3544.7458520360587,59.537768282293371,2.5331765458530128e-10,1,1,0.99999997646545269,0.9999993589639411,0.057499987103032245,0.9999987554970412,0,0,0,0,0
96x12,384,single,E2,3-6,6,1,3,12380.711141343636,111.26864401682819,1.8860340626263237e-10,1,1,0.99999999590539335,0.9999998668897031,0.057499932936679848,0.99999745912972304,0,0,0,0,0
96x12,384,single,E2,3-6,6,1,4,26277.242420682964,162.10256759435663,1.6436937340142303e-11,1,1,0.0036644294763361089,7.3691192926280985e-05,0.90914879693613737,0.002542999523511026,1,1,1,1,1
96x12,384,single,E2,3-6,6,1,5,26421.161532735725,162.54587516370793,1.9064934473333696e-11,1,1,0.0025555061664012703,0.00043746665700351687,0.89449309789393172,0.0023957153345688393,1,1,1,1,0
96x12,384,single,E2,3-6,6,1,6,72428.963706200826,269.1262969429053,7.8373858260277004e-12,1,1,0.0054010178055288096,0.0013214321059042326,0.9345122231767683,0.0077113447690111553,1,1,1,1,0
96x12,384,double,E3,3-6,6,1,1,1660.4060907244402,40.74808082259139,9.9495207691076095e-10,1,1,0.99999995694100474,0.99999883431657244,0.057500036361245441,0.99999991340907035,0,0,0,0,0
96x12,384,double,E3,3-6,6,1,2,1775.9571462440194,42.142106571029636,8.5822379794872684e-10,1,1,0.99999999503105319,0.99999969102884423,0.057500004191809298,0.99999998986702199,0,0,0,0,0
96x12,384,double,E3,3-6,6,1,3,6192.896519589769,78.694958666929665,4.2341616891812926e-10,1,1,0.99999999950565666,0.99999993538407961,0.057500000404066026,0.99999999871482492,0,0,0,0,0
96x12,384,double,E3,3-6,6,1,4,26277.231985898976,162.10253540860791,1.7692527682702611e-11,1,1,0.0036644498679403665,7.3207030178906987e-05,0.90914905807057711,0.0025430722811064176,1,1,1,1,1
96x12,384,double,E3,3-6,6,1,5,26421.13892626407,162.54580562495013,2.315233560578387e-11,1,1,0.0025553101618487235,0.00043652344102943429,0.89449298269832034,0.0023957871243951638,1,1,1,1,0
96x12,384,double,E3,3-6,6,1,6,72428.657652266091,269.12572833578378,7.7676386224161501e-12,1,1,0.0054010207761450799,0.0013172227452367181,0.93451220866241458,0.0077113438272827352,1,1,1,1,0
96x12,384,single,E3,3-6,6,1,1,1660.4061465272903,40.748081507321182,8.1222773546955914e-10,1,1,0.99999995694099708,0.99999883431639291,0.057500037404333647,0.99999991340905503,0,0,0,0,0
96x12,384,single,E3,3-6,6,1,2,1775.9572058731253,42.142107278506202,7.6503495731432794e-10,1,1,0.99999999503105208,0.99999969102880604,0.057500005234891648,0.99999998986701977,0,0,0,0,0
96x12,384,single,E3,3-6,6,1,3,6192.8967278562159,78.694959990181175,3.9170268127604784e-10,1,1,0.99999999950565677,0.99999993538406962,0.057500001447147682,0.99999999871482514,0,0,0,0,0
96x12,384,single,E3,3-6,6,1,4,26277.231991007127,162.10253542436382,2.0376742002091996e-11,1,1,0.0036644497677326198,7.3207025689980693e-05,0.9091490587903871,0.0025430724099327843,1,1,1,1,1
96x12,384,single,E3,3-6,6,1,5,26421.138932708225,162.54580564477271,2.2540106090559278e-11,1,1,0.002555309845740779,0.00043652344616231653,0.89449298257670551,0.0023957872515199341,1,1,1,1,0
96x12,384,single,E3,3-6,6,1,6,72428.657352607945,269.12572777905859,8.4699855638455759e-12,1,1,0.0054010201924691694,0.0013172227861559583,0.934512209168606,0.007711343826161501,1,1,1,1,0
96x12,385,double,E1,3,3,0,1,26166.61647474108,161.76098563850641,1.6843302631141786e-11,1,1,0.012378055155303536,0.00019825046662570159,0.90553622346826823,0.0025742508009903029,1,1,1,1,1
96x12,385,double,E1,3,3,0,2,26349.9305754825,162.32661696555652,1.758349854102238e-11,1,1,0.0094396882570511598,0.0011724825725598696,0.89100909715555554,0.0024306961529229759,1,1,1,1,0
96x12,385,double,E1,3,3,0,3,72554.850276434358,269.36007550569622,7.2479799089977027e-12,1,1,0.017913606362447543,0.0060497043702935193,0.93215438489467284,0.0076687187265055213,1,1,1,1,0
96x12,385,single,E1,3,3,0,1,26166.616470122524,161.76098562423056,2.0462704062512446e-11,1,1,0.0058209538801882246,0.0001538151215816544,0.90553622339348161,0.0025742508869077093,1,1,1,1,1
96x12,385,single,E1,3,3,0,2,26349.930566369305,162.32661693748597,1.7680348024260223e-11,1,1,0.0065667538835091008,0.00086279121319078004,0.89100909708510345,0.0024306962396928797,1,1,1,1,0
96x12,385,single,E1,3,3,0,3,72554.849955000464,269.3600749090341,9.0156351857052146e-12,1,1,0.0040117318306795678,0.0051429199081675396,0.93215438472455991,0.0076687187160079827,1,1,1,1,0
96x12,385,double,E2,3-6,6,1,1,4326.6196979169245,65.777045372355573,1.2895960420160477e-10,1,1,0.99999972753707367,0.99999743351699,0.055000186793411912,0.99999780924723303,0,0,0,0,0
96x12,385,double,E2,3-6,6,1,2,4551.7654636975976,67.466773034565676,2.0653672682479378e-10,1,1,0.99999995955183474,0.99999935345008839,0.054999991376524775,0.99999832818872147,0,0,0,0,0
96x12,385,double,E2,3-6,6,1,3,16115.852961356648,126.94822945341399,2.2198139869858258e-10,1,1,0.99999998972952664,0.9999998698278999,0.054999918265194334,0.99999662977627446,0,0,0,0,0
96x12,385,double,E2,3-6,6,1,4,26266.442355123501,162.06925172630218,1.4999147509401165e-11,1,1,0.00856257379546632,0.00010747203631156788,0.90890388344193851,0.0025587468157166129,1,1,1,1,1
96x12,385,double,E2,3-6,6,1,5,26446.967991064084,162.6252378662798,1.6264536028699877e-11,1,1,0.0053305993703410409,0.00075248885669951195,0.89446526190193931,0.0024136329992767275,1,1,1,1,0
96x12,385,double,E2,3-6,6,1,6,72478.954048516389,269.21915616931199,7.5256658882899654e-12,1,1,0.015462698573688411,0.0025360630646115634,0.93435534389912778,0.0077075117390649327,1,1,1,1,0
96x12,385,single,E2,3-6,6,1,1,4326.6201461017099,65.777048779203454,1.3754023270101383e-10,1,1,0.999999726469749,0.99999743318753564,0.055000186495437524,0.99999780924706161,0,0,0,0,0
96x12,385,single,E2,3-6,6,1,2,4551.7659341838635,67.466776521365418,2.1755383063864505e-10,1,1,0.99999995939975717,0.9999993533650795,0.054999991078508663,0.99999832818864953,0,0,0,0,0
96x12,385,single,E2,3-6,6,1,3,16115.854631902141,126.94823603304671,2.3921188814369326e-10,1,1,0.9999999896878432,0.99999986982385369,0.054999917967173378,0.99999662977615389,0,0,0,0,0
96x12,385,single,E2,3-6,6,1,4,26266.442352984443,162.06925171970298,1.701265424428488e-11,1,1,0.0019600229738728366,6.5026813771528133e-05,0.9089038834902895,0.0025587468663833134,1,1,1,1,1
96x12,385,single,E2,3-6,6,1,5,26446.967981945854,162.62523783824531,1.676664358632659e-11,1,1,0.0024649182243780005,0.00044239074714769199,0.89446526179405372,0.0024136330487804867,1,1,1,1,0
96x12,385,single,E2,3-6,6,1,6,72478.953730044683,269.21915557783899,8.3767205509842171e-12,1,1,0.0015215249759717631,0.0016237005567337139,0.93435534377911544,0.0077075117293869443,1,1,1,1,0
96x12,385,double,E3,3-6,6,1,1,2165.741221888492,46.537524879268041,6.1306477192258364e-10,1,1,0.99999994242778267,0.99999884587454657,0.055000048815261174,0.99999988399037298,0,0,0,0,0
96x12,385,double,E3,3-6,6,1,2,2296.3382806474565,47.920123963189582,5.2688014392546288e-10,1,1,0.99999999253889127,0.99999970055922005,0.055000006321548216,0.99999998478981256,0,0,0,0,0
96x12,385,double,E3,3-6,6,1,3,8071.1104543439724,89.839359160358953,2.3547340992450333e-10,1,1,0.99999999920482818,0.99999993986766134,0.055000000658481853,0.99999999801984729,0,0,0,0,0
96x12,385,double,E3,3-6,6,1,4,26266.430863508784,162.06921627350698,1.861611812116892e-11,1,1,0.0085623449428450481,0.00010691394350345115,0.90890401846086499,0.0025588234032191356,1,1,1,1,1
96x12,385,double,E3,3-6,6,1,5,26446.946583315726,162.62517204699807,1.8072952522990451e-11,1,1,0.0053305713849290262,0.00075154471434379824,0.89446534252022847,0.0024137105700527996,1,1,1,1,0
96x12,385,double,E3,3-6,6,1,6,72478.693853758406,269.21867292919785,7.7471206790115887e-12,1,1,0.015462703232891858,0.0025324988956142618,0.93435533279848237,0.0077075112373267349,1,1,1,1,0
96x12,385,single,E3,3-6,6,1,1,2165.7416005499044,46.537528947612856,4.7924405657021748e-10,1,1,0.99999994220519117,0.99999884573450082,0.055000048517255234,0.99999988399033191,0,0,0,0,0
96x12,385,single,E3,3-6,6,1,2,2296.3386802950768,47.920128133124571,4.5245857656603055e-10,1,1,0.99999999251123906,0.9999997005218173,0.055000006023527628,0.99999998478980701,0,0,0,0,0
96x12,385,single,E3,3-6,6,1,3,8071.1118651971337,89.839367012446914,1.9680763491779681e-10,1,1,0.99999999920173221,0.99999993986684788,0.055000000360459204,0.9999999980198464,0,0,0,0,0
96x12,385,single,E3,3-6,6,1,4,26266.430861393092,162.06921626697988,1.9377372662855022e-11,1,1,0.0019598338543657112,6.4466291340969716e-05,0.90890401850909142,0.0025588234537554403,1,1,1,1,1
96x12,385,single,E3,3-6,6,1,5,26446.946574093112,162.62517201864264,1.8121418302247675e-11,1,1,0.0024648496634583576,0.0004414494018773876,0.89446534241245712,0.0024137106194290847,1,1,1,1,0
96x12,385,single,E3,3-6,6,1,6,72478.693535523751,269.21867233816408,9.0227999548250453e-12,1,1,0.001521525576499482,0.0016201287823937049,0.9343553326784646,0.0077075112276469918,1,1,1,1,0
96x12,386,double,E1,3,3,0,1,26164.729639020872,161.75515336155715,1.9671115994574561e-11,1,1,0.0082493039124504289,0.00013803938229305383,0.90550832753648491,0.0025168461562676981,1,1,1,1,1
96x12,386,double,E1,3,3,0,2,26354.535787652676,162.34080136445266,1.9518365200713017e-11,1,1,0.0071204976344155044,0.00091697240395034914,0.89079815439997567,0.0023708468798057597,1,1,1,1,0
96x12,386,double,E1,3,3,0,3,72600.828028124874,269.44540825207037,8.0826943589765194e-12,1,1,0.008938414638963903,0.0048478046831073865,0.93194156801116401,0.0076659278684299862,1,1,1,1,0
96x12,386,single,E1,3,3,0,1,26164.72964004715,161.75515336472947,1.9121421415871396e-11,1,1,0.0082493045105461356,0.00013803939845988673,0.90550832838700379,0.0025168463442620101,1,1,1,1,1
96x12,386,single,E1,3,3,0,2,26354.535825377941,162.34080148064425,1.7615984244587638e-11,1,1,0.0071204969700340362,0.00091697237541208169,0.89079815419482711,0.0023708470662967161,1,1,1,1,0
96x12,386,single,E1,3,3,0,3,72600.827724525836,269.44540768869274,7.2296131107060509e-12,1,1,0.0089384145080480606,0.0048478047073500195,0.93194156819939489,0.007665927859690772,1,1,1,1,0
96x12,386,double,E2,3-6,6,1,1,5580.485746124391,74.702648856144265,3.2117778533347789e-10,1,1,0.99999999521987804,0.99999958609891793,0.052499943841287269,0.99999765163426735,0,0,0,0,0
