iter,track_id,track_mac,mode1_tracking_loss,omega_1,omega_2,omega_3,omega_4,ld_strain_frac_1,ld_strain_frac_2,ld_strain_frac_3,ld_strain_frac_4,mac_best_1,mac_best_2,mac_best_3,mac_best_4
1,NaN,NaN,NaN,83.40844775,290.618834,429.1556176,559.8411577,0,0,0,0,NaN,NaN,NaN,NaN
2,1,0.999756868,0.000243132022,96.70598007,307.3549023,463.7927655,546.3438679,0,0,0,0,0.999756868,0.9957766757,0.9997713042,0.9860500165
3,1,0.999055698,0.0009443019795,108.5416076,265.2339171,462.9100428,488.4964167,0,0,0,0,0.999055698,0.9820285119,0.9997686911,0.967323829
4,1,0.9998383247,0.0001616753,120.1772562,191.3978569,460.6946795,520.2293933,0,0,0,0,0.9998383247,0.9720357261,0.9695435509,0.9996504745
5,1,0.9999021638,9.783624135e-05,130.4493558,168.1983607,457.5331438,462.6897398,0.004665962283,0.3054052747,0.6008614453,0.06897225157,0.9999021638,0.9974648689,0.9930177475,8.336476762e-26
6,1,0.9999392616,6.073835919e-05,137.0747808,151.9853899,381.0081181,452.3946549,0.007599173351,0.3653437584,0.6605813195,0.1215665426,0.9999392616,0.9991872855,0.9983181006,0.9879862424
7,1,0.9997814052,0.0002185947917,142.0862914,151.8704613,362.1613017,448.7288527,0.007302654553,0.3660913893,0.6852901136,0.130848024,0.9997814052,0.9998673161,0.9984351083,0.9980919043
8,1,0.9993178729,0.0006821271499,146.3636815,154.6634234,380.5904839,475.2684834,0.004119833553,0.3536984482,0.6800591996,0.1374823231,0.9993178729,0.9997502177,0.9986338288,0.9921244055
9,1,0.9992206508,0.0007793491858,148.2575493,156.5512479,353.2103857,460.7651591,0.006838768472,0.3489737514,0.7113709721,0.1407963152,0.9992206508,0.9997062316,0.9972162093,0.9964996262
10,1,0.9989328123,0.001067187715,150.6250114,159.0137228,388.616501,496.9146749,0.00269337595,0.3328482995,0.6792579036,0.1303304094,0.9989328123,0.9995753986,0.9976799412,0.9919161083
11,1,0.997944395,0.002055604954,150.0316119,155.6442245,341.0635315,451.9267222,0.008446763278,0.3442576355,0.7228787865,0.1376532213,0.997944395,0.9991515897,0.9961143531,0.9897738345
12,1,0.9980368496,0.001963150376,151.9228493,157.3353039,387.5765913,496.4770363,0.002396253631,0.3256423448,0.6705938086,0.1192337807,0.9980368496,0.9990370899,0.9960361739,0.9880256118
13,1,0.9972756867,0.002724313317,150.884007,152.9850914,336.5143698,445.9853738,0.00793764663,0.3291622397,0.7101591569,0.1225370045,0.9972756867,0.9986545559,0.9957674551,0.9879347369
14,1,0.9139522944,0.08604770556,152.3227065,156.5739429,385.4769181,493.9553262,0.03483949204,0.2793764568,0.6424806849,0.1032076975,0.9139522944,0.9118502316,0.9958959569,0.9874284102
15,2,0.6543667728,0.3456332272,142.8531638,163.3676263,368.7921787,477.3751453,0.1612796549,0.1913007258,0.6528951715,0.107844486,0.6543667728,0.7014794779,0.9846197241,0.9767343112
16,1,0.9430116407,0.0569883593,139.739873,172.6806874,376.6930649,498.0354184,0.08524256709,0.2427072464,0.6676764145,0.1183363074,0.9430116407,0.9417882481,0.9971586592,0.9867365983
17,1,0.9309081275,0.06909187248,145.5345997,177.6533901,394.8835637,542.3160481,0.01300604549,0.2553396372,0.6557092719,0.1112670217,0.9309081275,0.9149512111,0.983874011,0.9704091609
18,1,0.9001321549,0.09986784513,147.5705716,173.3016342,391.3283315,529.7246089,0.01956289064,0.2763811155,0.6728205954,0.1224568579,0.9001321549,0.8744241082,0.9909673093,0.9793755743
19,1,0.833939402,0.166060598,147.5991641,174.8977639,392.3861402,531.1042101,0.03377060808,0.2587698558,0.6611295968,0.1128359168,0.833939402,0.7893837858,0.9805483791,0.9696634111
20,1,0.8241444083,0.1758555917,148.0682043,174.2104863,390.6320429,532.533164,0.02066373856,0.2660982336,0.6669705188,0.1155408156,0.8241444083,0.7731913563,0.9788428525,0.9705407288
21,1,0.810598464,0.189401536,147.3898717,175.6722959,389.5601932,530.1515131,0.03876504839,0.245228699,0.6515571237,0.1063378241,0.810598464,0.7496945462,0.9780732965,0.9701044865
22,1,0.8493646097,0.1506353903,148.8195745,175.8863047,388.310217,535.243082,0.01009699301,0.2490279853,0.6462481134,0.09922872739,0.8493646097,0.803513099,0.9791901912,0.9712469409
23,1,0.8431474048,0.1568525952,148.4825228,176.944144,389.1514696,532.9143803,0.04124604698,0.230860642,0.6375471325,0.0949239043,0.8431474048,0.7907381801,0.9782636412,0.9689244789
24,1,0.8419243285,0.1580756715,149.8042142,176.8477267,385.8403798,536.4149007,0.009214682677,0.2368502049,0.6298790591,0.0888115358,0.8419243285,0.7967593287,0.978601787,0.9685074793
25,1,0.8365574612,0.1634425388,148.682665,178.1879754,387.6270533,533.7335394,0.04312802734,0.2213688598,0.6267502501,0.09032030301,0.8365574612,0.7806725749,0.9784148181,0.9682890358
26,1,0.8404144142,0.1595855858,150.3981059,177.597197,385.0088707,537.7407874,0.008027302271,0.233412049,0.6265680377,0.08720479756,0.8404144142,0.7956900483,0.9777296143,0.9675448735
27,1,0.8414325564,0.1585674436,149.5685444,178.4963533,388.425639,535.6660457,0.04348397567,0.2197433687,0.6272873253,0.09023718554,0.8414325564,0.789507033,0.9781439955,0.9670703447
28,1,0.8323866008,0.1676133992,150.8410974,178.1350543,383.9536022,538.1938909,0.008637268925,0.2323494507,0.6264598378,0.08592284143,0.8323866008,0.7868975016,0.9772502555,0.9662353047
29,1,0.8339135407,0.1660864593,149.4818116,179.6091054,386.8311144,536.3070221,0.04483528244,0.2186077723,0.6278880763,0.09005611668,0.8339135407,0.7775133056,0.9779317768,0.966321801
30,1,0.8364612477,0.1635387523,151.4614981,178.9799084,382.6118558,539.6027527,0.00834651069,0.2350406107,0.6303381797,0.08861457939,0.8364612477,0.7917499903,0.9766584852,0.9645731501
31,1,0.8452466468,0.1547533532,150.6790932,180.2244886,387.5353019,539.4369465,0.04327445299,0.2200591876,0.6288678913,0.09068410367,0.8452466468,0.7956682793,0.9781516441,0.9647488304
32,1,0.8282451236,0.1717548764,152.1194069,179.5870905,380.9179988,539.8531573,0.01070671099,0.2310976255,0.6303827499,0.08607109998,0.8282451236,0.7827206642,0.9766299773,0.9630554083
33,1,0.831712017,0.168287983,150.6202659,181.6777707,384.7150123,540.2317214,0.04351498334,0.2157785644,0.6287427426,0.08759071316,0.831712017,0.7765123874,0.9784764487,0.9639010115
34,1,0.8426201974,0.1573798026,152.7435675,180.8751863,379.6168036,541.948208,0.009077022692,0.2303101319,0.6342788503,0.08549452746,0.8426201974,0.7996552237,0.9774953771,0.9627562383
35,1,0.8537957693,0.1462042307,151.8155664,181.9661625,386.513061,543.033614,0.0400153599,0.2153681966,0.6285800379,0.08588898526,0.8537957693,0.8076169957,0.9784633093,0.9631766204
36,1,0.8372930657,0.1627069343,153.0891091,181.1013498,379.4051973,541.9684372,0.01070012152,0.2278728785,0.6326990366,0.08409344138,0.8372930657,0.7938691163,0.9777492366,0.9622104272
37,1,0.8356161376,0.1643838624,151.2745562,183.0368147,385.372388,543.0041091,0.04196352877,0.2118977993,0.6255972832,0.08457807052,0.8356161376,0.7811081537,0.9780039633,0.9628099929
38,1,0.8470610278,0.1529389722,153.3077078,181.8459862,379.3882004,543.4594139,0.008723117524,0.22655672,0.6334026447,0.0841158709,0.8470610278,0.8048227655,0.9777176731,0.9620158106
39,1,0.8580185331,0.1419814669,152.2038206,182.8474827,387.1166051,544.8688144,0.03870594535,0.2128207609,0.6274170342,0.08469281966,0.8580185331,0.8123237506,0.9784443634,0.9625426593
40,1,0.8396534674,0.1603465326,153.4790473,181.6829238,379.147191,542.7774492,0.01069894105,0.226440691,0.6320051896,0.082768483,0.8396534674,0.7963206886,0.9780191946,0.9620173304
41,1,0.8365077233,0.1634922767,151.4620882,183.6184257,385.6191831,544.1709067,0.04127016326,0.2116427546,0.6257006877,0.0838197853,0.8365077233,0.7818025782,0.9781303356,0.9626198821
42,1,0.8487517644,0.1512482356,153.5224085,182.4028291,379.1765148,544.3427817,0.008687119366,0.2260656456,0.6330733905,0.08403006951,0.8487517644,0.8062712907,0.9779100813,0.9618752794
43,1,0.8600938691,0.1399061309,152.4135243,183.3753544,387.4891904,546.0676376,0.03805238611,0.213194788,0.6280874112,0.08537524422,0.8600938691,0.814760704,0.9784849362,0.9620095862
44,1,0.8442962337,0.1557037663,153.6606549,182.1619236,378.941275,543.6079756,0.01039885251,0.2263769055,0.6333153504,0.08382313297,0.8442962337,0.8016516756,0.9781148026,0.9617855323
45,1,0.8412137333,0.1587862667,151.6691154,183.9932885,386.6255531,545.373511,0.04047835227,0.2116420755,0.6267226162,0.08392770939,0.8412137333,0.7876026267,0.9777641504,0.9623931413
46,1,0.8497597893,0.1502402107,153.6678718,182.6240128,379.2639093,544.7732569,0.008812026116,0.2252177666,0.6329068654,0.08298960808,0.8497597893,0.8072453905,0.9774698918,0.9615003342
47,1,0.8588077376,0.1411922624,152.4595329,183.6745357,387.7885799,546.7924559,0.03779130537,0.2122203426,0.6280651423,0.08453679229,0.8588077376,0.8128199313,0.9783396191,0.9618040888
48,1,0.8438931016,0.1561068984,153.7548299,182.2321276,378.8620425,543.8335667,0.01061201468,0.2269157254,0.6332905525,0.08387733896,0.8438931016,0.800938341,0.9781405916,0.9618121313
49,1,0.8409337486,0.1590662514,151.7109557,184.0949669,386.0853802,545.666309,0.04014092013,0.2114653823,0.6265644843,0.0837251851,0.8409337486,0.7871712596,0.9783757573,0.9626914483
50,1,0.8512884203,0.1487115797,153.7329828,182.8097728,379.1386544,545.3488882,0.008707627547,0.2243833522,0.6339276273,0.08308128561,0.8512884203,0.8089520445,0.978092822,0.9619061856
51,1,0.8616877347,0.1383122653,152.5824159,183.7878628,388.1107397,547.4239287,0.03713977717,0.2120693314,0.6274924838,0.08477202805,0.8616877347,0.8164793929,0.9784035729,0.9620288072
52,1,0.8448515338,0.1551484662,153.803638,182.3826993,379.02811,544.260706,0.01042390972,0.2245156373,0.6317795186,0.08243728572,0.8448515338,0.8019165097,0.9781962269,0.9619980374
53,1,0.8408524868,0.1591475132,151.7340174,184.2289293,387.0538165,546.2237564,0.04008000927,0.2123080232,0.6252689226,0.08397516328,0.8408524868,0.7867895514,0.9778086864,0.9627619722
54,1,0.8503870957,0.1496129043,153.7853443,182.8363567,379.3190951,545.3346701,0.009040062968,0.2261422395,0.6343286851,0.08382327933,0.8503870957,0.8076682809,0.977598202,0.9618042406
55,1,0.8595236561,0.1404763439,152.5591396,183.9278742,388.2232566,547.7630427,0.03738141069,0.2131044398,0.6285922452,0.08509296625,0.8595236561,0.8135195132,0.9784630317,0.962111599
56,1,0.845862173,0.154137827,153.8318379,182.4863131,379.002527,544.5480912,0.01037435118,0.2270121646,0.6343176037,0.08335582781,0.845862173,0.8029611136,0.9782668868,0.9622083635
