iter,beta,beta_omega,volume,N_pre,N_trial,drho_norm,drho_max,step_alpha,inner_iters,inner_cpu_time,inner_converged,omega_pre_1,omega_pre_2,omega_pre_3,omega_pre_4,omega_post_1,omega_post_2,omega_post_3,omega_post_4
1,8648.344224,92.99647426,0.4998732667,1,1,0.09318337513,0.09999307446,0.5,30,0.556175,0,68.39859222,253.3850669,420.7671516,514.0981581,83.40844775,290.618834,429.1556176,559.8411577
2,11444.59012,106.9793911,0.4998504447,1,1,0.08128594137,0.09999093026,0.5,30,0.663807,0,83.40844775,290.618834,429.1556176,559.8411577,96.70598007,307.3549023,463.7927655,546.3438679
3,13913.13798,117.9539655,0.4998037053,1,1,0.07430717665,0.099987918,0.5,30,1.16784,0,96.70598007,307.3549023,463.7927655,546.3438679,108.5416076,265.2339171,462.9100428,488.4964167
4,16573.80122,128.7392761,0.4997372864,1,1,0.06915136203,0.09998721842,0.5,30,1.47812,0,108.5416076,265.2339171,462.9100428,488.4964167,120.1772562,191.3978569,460.6946795,520.2293933
5,18448.7515,135.8261812,0.499769811,1,1,0.05547228879,0.09997584786,0.5,30,0.717385,0,120.1772562,191.3978569,460.6946795,520.2293933,130.4493558,168.1983607,457.5331438,462.6897398
6,20660.21726,143.7366246,0.499800707,1,1,0.04773795326,0.09997717712,0.5,30,0.479231,0,130.4493558,168.1983607,457.5331438,462.6897398,137.0747808,151.9853899,381.0081181,452.3946549
7,21798.7646,147.644047,0.4998063137,1,1,0.04561571227,0.09997456672,0.5,30,0.379383,0,137.0747808,151.9853899,381.0081181,452.3946549,142.0862914,151.8704613,362.1613017,448.7288527
8,23198.69951,152.311193,0.4998369251,1,1,0.03833212471,0.09998174102,0.5,30,0.426256,0,142.0862914,151.8704613,362.1613017,448.7288527,146.3636815,154.6634234,380.5904839,475.2684834
9,23233.17001,152.4243091,0.4998379568,1,1,0.03912074514,0.099958968,0.5,30,0.425398,0,146.3636815,154.6634234,380.5904839,475.2684834,148.2575493,156.5512479,353.2103857,460.7651591
10,24137.35175,155.3620023,0.499836746,1,1,0.03747238364,0.09997736691,0.5,30,0.463431,0,148.2575493,156.5512479,353.2103857,460.7651591,150.6250114,159.0137228,388.616501,496.9146749
11,24229.04687,155.656824,0.499854271,1,1,0.04079306018,0.09997855537,0.5,30,0.517077,0,150.6250114,159.0137228,388.616501,496.9146749,150.0316119,155.6442245,341.0635315,451.9267222
12,24852.6666,157.6472854,0.4998287896,1,1,0.04403461145,0.09997367723,0.5,30,0.595636,0,150.0316119,155.6442245,341.0635315,451.9267222,151.9228493,157.3353039,387.5765913,496.4770363
13,24648.22199,156.9975222,0.4998448981,1,1,0.04348170941,0.09996765193,0.5,30,0.658368,0,151.9228493,157.3353039,387.5765913,496.4770363,150.884007,152.9850914,336.5143698,445.9853738
14,25101.37936,158.4341483,0.499806567,1,1,0.04543511889,0.0999719198,0.5,30,0.726057,0,150.884007,152.9850914,336.5143698,445.9853738,152.3227065,156.5739429,385.4769181,493.9553262
15,43182.51836,207.8040384,0.4998495923,1,1,0.04914624926,0.09999965362,0.5,30,0.87726,0,152.3227065,156.5739429,385.4769181,493.9553262,142.8531638,163.3676263,368.7921787,477.3751453
16,43774.20887,209.2228689,0.499747798,1,1,0.05181243242,0.09999962619,0.5,30,0.979972,0,142.8531638,163.3676263,368.7921787,477.3751453,139.739873,172.6806874,376.6930649,498.0354184
17,33229.59265,182.2898589,0.4997317694,1,1,0.05522294277,0.09999951681,0.5,30,0.735376,0,139.739873,172.6806874,376.6930649,498.0354184,145.5345997,177.6533901,394.8835637,542.3160481
18,25553.0856,159.8533253,0.4997886111,1,1,0.04894585857,0.09999863849,0.5,30,0.685334,0,145.5345997,177.6533901,394.8835637,542.3160481,147.5705716,173.3016342,391.3283315,529.7246089
19,25540.50389,159.8139665,0.4998410202,1,1,0.04789447427,0.09997799665,0.5,30,0.650841,0,147.5705716,173.3016342,391.3283315,529.7246089,147.5991641,174.8977639,392.3861402,531.1042101
20,27578.50373,166.0677685,0.4998553828,1,1,0.05222544128,0.09999729063,0.5,30,0.724276,0,147.5991641,174.8977639,392.3861402,531.1042101,148.0682043,174.2104863,390.6320429,532.533164
21,26697.01486,163.3922118,0.4998540379,1,1,0.05421328653,0.09998312338,0.5,30,0.681755,0,148.0682043,174.2104863,390.6320429,532.533164,147.3898717,175.6722959,389.5601932,530.1515131
22,27290.59033,165.198639,0.4998588076,1,1,0.05159941291,0.09999107398,0.5,30,0.690094,0,147.3898717,175.6722959,389.5601932,530.1515131,148.8195745,175.8863047,388.310217,535.243082
23,25854.51746,160.7933999,0.4998647416,1,1,0.05055089037,0.0999763885,0.5,30,0.728173,0,148.8195745,175.8863047,388.310217,535.243082,148.4825228,176.944144,389.1514696,532.9143803
24,27658.07598,166.3071736,0.4998667331,1,1,0.050940767,0.09999142316,0.5,30,0.758063,0,148.4825228,176.944144,389.1514696,532.9143803,149.8042142,176.8477267,385.8403798,536.4149007
25,26225.78524,161.9437718,0.4998405397,1,1,0.05033596727,0.0999783255,0.5,30,0.772178,0,149.8042142,176.8477267,385.8403798,536.4149007,148.682665,178.1879754,387.6270533,533.7335394
26,27753.26332,166.5931071,0.4998659159,1,1,0.04994698759,0.09999181759,0.5,30,0.791738,0,148.682665,178.1879754,387.6270533,533.7335394,150.3981059,177.597197,385.0088707,537.7407874
27,26065.18146,161.4471476,0.4998528174,1,1,0.04838612016,0.09997793989,0.5,30,0.777046,0,150.3981059,177.597197,385.0088707,537.7407874,149.5685444,178.4963533,388.425639,535.6660457
28,28045.95008,167.4692511,0.499870395,1,1,0.04947083171,0.09999191389,0.5,30,0.784646,0,149.5685444,178.4963533,388.425639,535.6660457,150.8410974,178.1350543,383.9536022,538.1938909
29,26523.12709,162.8592248,0.4998487764,1,1,0.04930941993,0.09998160137,0.5,30,0.732963,0,150.8410974,178.1350543,383.9536022,538.1938909,149.4818116,179.6091054,386.8311144,536.3070221
30,28093.89334,167.6123305,0.4998794828,1,1,0.04899141888,0.09999216222,0.5,30,0.79692,0,149.4818116,179.6091054,386.8311144,536.3070221,151.4614981,178.9799084,382.6118558,539.6027527
31,26313.59524,162.2146579,0.4998740609,1,1,0.04676080866,0.09998188432,0.5,30,0.712931,0,151.4614981,178.9799084,382.6118558,539.6027527,150.6790932,180.2244886,387.5353019,539.4369465
32,28348.23396,168.3693379,0.4998875942,1,1,0.04786547323,0.09999192179,0.5,30,0.806502,0,150.6790932,180.2244886,387.5353019,539.4369465,152.1194069,179.5870905,380.9179988,539.8531573
33,27232.98739,165.0242024,0.4998802659,1,1,0.04866759375,0.0999910488,0.5,30,0.706991,0,152.1194069,179.5870905,380.9179988,539.8531573,150.6202659,181.6777707,384.7150123,540.2317214
