outer,omega1,omega2,gap12,volume,volErr,Mnd,gray,mid,move,stage,moveChanged,descent,beta,betaStallRel,betaStallFires,prodStageShadow,prodMoveShadow,prodTol,prodStopRaw,prodSettled,prodStopAdmit,exA,exB,exE,exNA,exNB,exDecl,exAmp,exCos,exNet,exMedcos,exMednet,exTol,exStageStart,cosT,net_ratio,cosT_unsat,net_ratio_unsat,boundFrac,revFrac,maxAbs,ratio,l2,rms,stepNorm,path_W,net_W,nInner,cumInner,innerConv,multN,multJ,degen,tOuter
19,147.70726724135159,148.24738783292028,0.0036566961237333366,0.49997463027182021,-2.5369728179791551e-05,55.104747049361613,0.60111111111111115,0.30138888888888887,0.040000000000000001,1,0,0,22152.85539039447,NaN,0,1,0.040000000000000001,0.075000000000000011,0,1,0,0,0,0,0,0,0,0.89497422764781209,0.97808771098453307,0.84523541794991819,NaN,NaN,0.075000000000000011,1,0.97808771098453307,0.84523541794991819,0.96254425177888692,0.86119855195563821,0.036666666666666667,0.14916666666666667,0.039937375650982286,0.99843439127455713,0.89497422764781209,0.010547372422616014,0.010547372422616013,0.17752507775204518,0.15005048329034162,19,346,1,2,0,1,1.3988952083333333
20,148.66816591409997,149.50324758838696,0.005617084660676383,0.49997605416908342,-2.3945830916582977e-05,54.237622953367683,0.5969444444444445,0.29944444444444446,0.040000000000000001,1,0,0,22366.408827595569,NaN,0,1,0.040000000000000001,0.075000000000000011,0,1,0,0,0,0,0,0,0,0.83318509161409116,0.96547904393462536,0.83844765379678576,0.97731862421593463,0.89198444071736271,0.075000000000000011,1,0.96547904393462536,0.83844765379678576,0.94502651228033163,0.84871261185210745,0.025000000000000001,0.32500000000000001,0.039892250331931396,0.9973062582982849,0.83318509161409116,0.0098191804710643111,0.0098191804710643111,0.16247288457182688,0.13622500887484423,21,367,1,2,0,1,1.2811434166666666
21,149.37760502070259,150.25108588932966,0.0058474686918833108,0.49997464944879072,-2.5350551209279981e-05,53.49558417965811,0.58111111111111113,0.29666666666666669,0.040000000000000001,1,0,0,22530.11647329132,1.019975458933992,0,1,0.040000000000000001,0.075000000000000011,0,1,0,0,0,0,0,0,0,0.78844703986885345,0.8732942199753686,0.83835389187730758,0.97616659958404539,0.88717424905346387,0.075000000000000011,1,0.8732942199753686,0.83835389187730758,0.8616521017210329,0.83810873169913203,0.023055555555555555,0.29805555555555557,0.039894060935827196,0.9973515233956799,0.78844703986885345,0.009291937474962108,0.0092919374749621062,0.14640306074416615,0.12273757575762156,21,388,1,2,0,1,1.3202772083333334
22,150.0911654848839,151.02446785600765,0.006218236550489975,0.49997747128978126,-2.2528710218738812e-05,52.790239253873636,0.57694444444444448,0.29583333333333334,0.040000000000000001,1,0,0,22748.709831707863,0.87654744913654847,0,1,0.040000000000000001,0.075000000000000011,0,1,0,0,0,0,0,0,0,0.72932519148164687,0.97255727431656291,0.85957811386717475,0.97378592463435965,0.88236405738956503,0.075000000000000011,1,0.97255727431656291,0.85957811386717475,0.96467045164074983,0.80322346443889103,0.022222222222222223,0.14361111111111111,0.039937280824388778,0.99843202060971947,0.72932519148164687,0.0085951798097808289,0.0085951798097808289,0.12942596810663098,0.11125172955053098,18,406,1,2,0,1,1.1553520833333333
23,150.90837904759564,151.76185543633531,0.0056555931097138313,0.49998732989506323,-1.2670104936773896e-05,52.061703381232128,0.5708333333333333,0.29805555555555557,0.040000000000000001,1,0,0,22975.88131873243,0.72823556853995253,0,1,0.040000000000000001,0.075000000000000011,0,1,0,0,0,0,0,0,0,0.7165547518573322,0.98486970385266048,0.88286902570606651,0.97378592463435965,0.88261654154781577,0.075000000000000011,1,0.98486970385266048,0.88286902570606651,0.97430272174377675,0.85356088148318832,0.020277777777777777,0.12055555555555555,0.039938700000504319,0.99846750001260798,0.7165547518573322,0.008444678735496057,0.008444678735496057,0.11655561166047687,0.10290333930725987,19,425,1,2,0,1,1.2514924166666668
24,151.44321771730222,152.56299837181061,0.0073940627476542023,0.49998083432522711,-1.9165674772891883e-05,51.423237800665945,0.5591666666666667,0.29638888888888887,0.040000000000000001,1,0,0,23110.546802741108,0.60139929031365447,0,1,0.040000000000000001,0.075000000000000011,0,1,0,0,0,0,0,0,0,0.6202519947820796,0.9336274637814076,0.89352940739606834,0.97137447138788424,0.88286902570606651,0.075000000000000011,1,0.9336274637814076,0.89352940739606834,0.95411243083561048,0.87157064581605082,0.0091666666666666667,0.21472222222222223,0.039917983270073981,0.99794958175184956,0.6202519947820796,0.0073097398592481926,0.0073097398592481926,0.10654702626454766,0.095202901237974605,20,445,1,2,0,1,1.312065375
25,151.8923074194343,153.04489423499473,0.0075881842546356281,0.49998559190148012,-1.440809851988023e-05,50.85456914522991,0.55194444444444446,0.2936111111111111,0.040000000000000001,1,0,0,23230.20888693189,0.49521419381157511,0,1,0.040000000000000001,0.075000000000000011,0,1,0,0,0,0,0,0,0,0.58393619577427314,0.95100772792487165,0.89788467692258023,0.96898056466943783,0.88742673321171461,0.075000000000000011,1,0.95100772792487165,0.89788467692258023,0.93722933600267511,0.8847044431708655,0.0094444444444444445,0.14416666666666667,0.039940006933814554,0.99850017334536378,0.58393619577427314,0.0068817540635377318,0.0068817540635377318,0.098240417649026579,0.088208565661535579,19,464,1,2,0,1,1.1512585416666667
26,152.37128730825148,153.58919554624819,0.0079930297860701712,0.49998084514111613,-1.9154858883874137e-05,50.325136527818351,0.54583333333333328,0.28611111111111109,0.040000000000000001,1,0,0,23357.226136614594,0.40482079922777892,0,1,0.040000000000000001,0.075000000000000011,0,1,0,0,0,0,0,0,0,0.55031404188991717,0.95401484150646221,0.8991134213960742,0.96662425240714778,0.89198444071736271,0.075000000000000011,1,0.95401484150646221,0.8991134213960742,0.95287882707394522,0.91927354173097264,0.0074999999999999997,0.34916666666666668,0.03994808466840747,0.99870211671018672,0.55031404188991717,0.0064855131800423032,0.0064855131800423049,0.089629095764678715,0.080586722949616663,19,483,1,2,0,1,1.1999169583333333
27,152.63678284144379,154.0404377779341,0.009196046394324248,0.49998151245093708,-1.8487549062917719e-05,49.85407058476526,0.53583333333333338,0.28027777777777779,0.040000000000000001,1,0,0,23417.262965465354,0.32979867331802315,0,1,0.040000000000000001,0.075000000000000011,0,1,0,0,0,0,0,0,0,0.4967101321056322,0.91466909220495196,0.89004831640200233,0.95974694272054384,0.89101637855968252,0.075000000000000011,1,0.91466909220495196,0.89004831640200233,0.95778619110741736,0.92143995301094528,0.00055555555555555556,0.33194444444444443,0.039600996267819689,0.99002490669549226,0.4967101321056322,0.0058537850449326394,0.0058537850449326403,0.08414769322740355,0.074895512686162707,20,503,1,2,0,1,1.188177375
28,152.88708960707115,154.23399949428148,0.0088098340459745045,0.49999058317693362,-9.4168230663771446e-06,49.373242194689809,0.52555555555555555,0.27527777777777779,0.040000000000000001,1,0,0,23472.942236205672,0.26810489391003051,0,1,0.040000000000000001,0.075000000000000011,0,1,0,0,0,0,0,0,0,0.53455646114522715,0.91075708602691452,0.87973917999823226,0.95253838830453141,0.89004831640200233,0.075000000000000011,1,0.91075708602691452,0.87973917999823226,0.91567023728414831,0.92445210185137616,0.0027777777777777779,0.38277777777777777,0.039848859564784747,0.99622148911961861,0.53455646114522715,0.0062998083100478889,0.0062998083100478872,0.07952894937172808,0.069964732706404992,20,523,1,2,0,1,1.1935167499999999
