tag,bc,regime,nelx,nely,nEl,nDof,nFixedDof,mid_y_over_H,exact_midheight,outer_iters,final_omega1,final_omega2,final_omega3,final_omega4,final_N,final_volume,wall_time,cpu_time
CS_regimeB_80x10_s0,CS,B,80,10,800,1782,24,0.5000000000,1,80,194.77550066,252.75364769,526.65293149,577.53400897,1,0.49975388,28.6989,29.1600
