iter,track_id,track_mac,mode1_tracking_loss,omega_1,omega_2,omega_3,omega_4,ld_strain_frac_1,ld_strain_frac_2,ld_strain_frac_3,ld_strain_frac_4,mac_best_1,mac_best_2,mac_best_3,mac_best_4
18,1,0.6876033199,0.3123966801,194.5997611,251.9788735,526.6637341,561.5992742,0.09999102314,0.3257037077,0.04986943601,0.5001420989,0.6876033199,0.5716655049,0.9371042353,0.8446451828
19,1,0.7043610291,0.2956389709,195.3037835,260.710635,494.050744,569.6819857,0.05471267369,0.2774167597,0.07007311091,0.5277412023,0.7043610291,0.5677879281,0.9373480947,0.8491640192
20,1,0.6997763616,0.3002236384,194.9043858,252.1351305,526.749956,563.1436162,0.0812177509,0.2913543433,0.05302934002,0.5158895472,0.6997763616,0.5865605431,0.9374610365,0.8413135781
21,1,0.7156813411,0.2843186589,195.234817,261.7941776,494.4564769,580.8571158,0.05285862381,0.2797222452,0.06769972957,0.4858924654,0.7156813411,0.5790923504,0.9363100458,0.8318904247
22,1,0.7117521118,0.2882478882,194.8775284,252.9701641,526.4779129,561.2975197,0.07436268128,0.2779617171,0.04839588585,0.5003203903,0.7117521118,0.5962171186,0.9380033613,0.8463004848
23,1,0.713809869,0.286190131,195.0499146,261.0196488,493.6878397,580.7329089,0.04842691605,0.2462698461,0.05892628234,0.5001712095,0.713809869,0.5745264679,0.9357947731,0.8385891038
24,1,0.7043141824,0.2956858176,194.5294027,253.2175138,526.7333128,572.6404226,0.05379070144,0.2412829117,0.0600611618,0.4569976297,0.7043141824,0.5864745088,0.9348894003,0.823337534
25,1,0.7273638145,0.2726361855,195.0334652,263.0682157,494.0331576,588.8957984,0.05974351792,0.3020480079,0.0812063599,0.4870437532,0.7273638145,0.5885144793,0.9345393365,0.8230685466
26,1,0.7212959155,0.2787040845,194.8438255,253.368254,526.6284736,568.3797414,0.06015329808,0.2494177634,0.04785998319,0.4827830698,0.7212959155,0.6040713821,0.9373106684,0.8359191835
27,1,0.7316457714,0.2683542286,195.2240254,263.0896026,494.2751999,582.8407912,0.04362679466,0.2586916398,0.05707537407,0.4968589876,0.7316457714,0.5942918393,0.9349753676,0.8377057997
28,1,0.7192235567,0.2807764433,194.8502927,252.9756539,526.5550445,572.3140618,0.0756530054,0.3192094909,0.093599079,0.4928410973,0.7192235567,0.6017872625,0.9367208501,0.8272453057
29,1,0.7199858071,0.2800141929,194.9852378,262.4544344,493.596548,590.4140049,0.09038262838,0.367141341,0.1205020484,0.4924205087,0.7199858071,0.5798505556,0.9348407108,0.8214380809
30,1,0.7141570244,0.2858429756,194.7322726,253.5385393,526.6377852,570.4035586,0.06264872011,0.2779712313,0.07154394956,0.4987496687,0.7141570244,0.5953840676,0.9360330934,0.8330038462
31,1,0.7210919501,0.2789080499,194.896227,262.246425,359.0472982,482.1040734,0.2703889205,0.4758426863,0.9999590273,0.9998872383,0.7210919501,0.5789537542,0.02249809456,1.322506856e-05
32,1,0.7091906346,0.2908093654,194.7019355,253.0672811,526.5940688,577.457437,0.06473030952,0.3801224724,0.7372410987,0.4970635218,0.7091906346,0.5891044869,0.07600641966,0.0002758711296
33,1,0.7247848306,0.2752151694,194.9180916,262.9991873,493.5163469,592.2700107,0.07339110806,0.3660992288,0.08970925059,0.4965810497,0.7247848306,0.5848479146,0.9310016243,0.8175845048
34,1,0.7197811877,0.2802188123,194.7957338,253.4443017,526.3040492,570.658432,0.108012417,0.3610894597,0.05442811729,0.5046994024,0.7197811877,0.6016788996,0.936944156,0.8325313913
35,1,0.7319367106,0.2680632894,195.104026,263.5854911,493.7840201,587.9264833,0.04490261162,0.2758488811,0.05484146107,0.4921237132,0.7319367106,0.5930887654,0.9344663446,0.8313250233
36,1,0.7184089462,0.2815910538,194.8597073,252.7140466,526.1049976,574.0689521,0.09283193859,0.3500543918,0.1115145007,0.503377598,0.7184089462,0.5999678736,0.9363044648,0.8224605228
37,1,0.7224710715,0.2775289285,194.8103427,263.1196792,493.1505097,591.9194314,0.09172613704,0.4040210653,0.1220860831,0.4996745465,0.7224710715,0.5817361274,0.9351041203,0.8210479642
38,1,0.7164836262,0.2835163738,194.8290011,253.3022805,526.2001641,570.2409218,0.08306836328,0.3247870845,0.0721051416,0.5121791415,0.7164836262,0.5975600659,0.9366888624,0.8321077375
39,1,0.7280117776,0.2719882224,195.1263488,263.2192549,493.6757587,586.4143461,0.06287180748,0.3064002727,0.08350189443,0.5168023585,0.7280117776,0.5892516522,0.9348060493,0.8338363591
40,1,0.7168766185,0.2831233815,194.9199069,252.9574697,526.3487087,574.9497078,0.06723130736,0.3042068032,0.09322059064,0.4634035295,0.7168766185,0.5991092362,0.9364457029,0.8218101801
41,1,0.7228408215,0.2771591785,194.9979921,262.8083722,493.4802206,591.7514169,0.0854451966,0.3623881849,0.1139397844,0.4909484535,0.7228408215,0.5832378282,0.9347243913,0.8204164907
42,1,0.7162759284,0.2837240716,194.8077649,253.483023,526.3795784,570.0807883,0.06963889145,0.2814015821,0.05951701267,0.4864121808,0.7162759284,0.5975799808,0.9365814199,0.8333798149
43,1,0.725425292,0.274574708,195.1569294,262.9715284,493.6384286,586.1026927,0.04631282968,0.2513290437,0.05959717138,0.482183019,0.725425292,0.5860687923,0.9345600152,0.8336898147
44,1,0.7140821958,0.2859178042,194.9252044,252.9275615,526.3673478,575.6049892,0.06145566741,0.2924654222,0.09399034887,0.4661483922,0.7140821958,0.5965944373,0.9362049812,0.8206013892
45,1,0.7195348463,0.2804651537,194.9697431,262.2584063,493.3910379,591.2967536,0.09327029622,0.3769333793,0.1226263738,0.4945070241,0.7195348463,0.5795814402,0.9344533413,0.8189786816
46,1,0.7121774754,0.2878225246,194.740073,253.5255306,526.4736335,570.9514947,0.07490833817,0.3014328721,0.07020783649,0.5006955626,0.7121774754,0.593016913,0.9359870909,0.8321147232
47,1,0.7194771704,0.2805228296,195.243051,262.0343063,493.674518,584.3346724,0.06597128848,0.3040602285,0.08481258926,0.5215875702,0.7194771704,0.5798271376,0.9342849174,0.833851752
48,1,0.7084724316,0.2915275684,194.7548889,253.106326,526.6097454,577.4905774,0.05918702984,0.2800803354,0.08588318187,0.4581787303,0.7084724316,0.590696532,0.935081747,0.8183499541
49,1,0.7139604649,0.2860395351,194.7815231,261.4770073,492.9346138,591.898762,0.09059258112,0.3917462885,0.1015263846,0.4938036223,0.7139604649,0.5714498169,0.9334579252,0.8135839026
50,1,0.7049580804,0.2950419196,194.6615607,253.4035696,526.5557343,573.4190859,0.1103678466,0.3731530638,0.05689169211,0.4967248856,0.7049580804,0.5846966868,0.934853119,0.8283355723
51,1,0.7253297321,0.2746702679,194.9647562,263.4709732,493.1792222,586.3476916,0.04514547048,0.2678468872,0.05721272687,0.5125610205,0.7253297321,0.5846535802,0.9336361131,0.8309732741
52,1,0.7134765233,0.2865234767,194.7432605,252.5861366,526.0600976,575.9314979,0.09208137988,0.3440652147,0.1010824896,0.5149472816,0.7134765233,0.5945849579,0.9357288349,0.8195437398
53,1,0.7112710868,0.2887289132,194.8362344,261.1182474,492.8620596,589.4296898,0.09988516745,0.4262209911,0.120131446,0.5032609744,0.7112710868,0.5706866836,0.9345333564,0.8158089948
54,1,0.7016842627,0.2983157373,194.8804611,252.8054308,526.5732915,572.2850667,0.1123959434,0.3777802789,0.07193138166,0.517278173,0.7016842627,0.5838611047,0.9357893805,0.8294576183
55,1,0.7193744757,0.2806255243,195.1565754,263.1046637,493.5370103,585.249618,0.06589219477,0.3175647377,0.08519770119,0.539716119,0.7193744757,0.5796557844,0.9341770294,0.8326439171
56,1,0.7117140096,0.2882859904,194.898114,252.8114079,526.3128898,576.4458965,0.06564291989,0.2995159239,0.09297313162,0.4851495138,0.7117140096,0.5939850436,0.935964566,0.819286095
57,1,0.7155974529,0.2844025471,194.8044586,261.6779746,492.9949414,591.5023779,0.09880105031,0.4135853679,0.1140079619,0.5047572358,0.7155974529,0.5746912419,0.9343282093,0.8141717292
58,1,0.7082346007,0.2917653993,194.7668744,253.3151325,526.4187042,572.5887002,0.1131021269,0.3785244696,0.06120890085,0.5055576083,0.7082346007,0.5890206796,0.935656519,0.8299939749
59,1,0.7229633128,0.2770366872,195.1522126,262.8995639,493.4316364,584.5636149,0.05041750665,0.2912647213,0.05964239708,0.5151473838,0.7229633128,0.5836027101,0.9341601271,0.8342389594
60,1,0.7113004415,0.2886995585,194.8187609,252.6836053,526.2116761,575.7375944,0.08987386635,0.3484068162,0.0992948398,0.5134689571,0.7113004415,0.5936621067,0.9359823334,0.8208867906
61,1,0.7214575657,0.2785424343,194.8134027,262.8813751,493.0578673,593.4813515,0.09674541248,0.419986543,0.1220546822,0.5040292596,0.7214575657,0.5810555807,0.9345020081,0.8140246416
62,1,0.7155567238,0.2844432762,194.9444158,253.0915293,526.0506591,570.960432,0.1077111023,0.3742004284,0.07302987928,0.5225117925,0.7155567238,0.5974097629,0.9371714477,0.8312670649
63,1,0.7236591596,0.2763408404,195.2567307,262.747354,493.754214,584.3680614,0.06581891206,0.3181914884,0.08480551711,0.5287755588,0.7236591596,0.5855356587,0.9351123456,0.8359362628
64,1,0.7123385359,0.2876614641,194.9322148,252.9431521,526.4058927,574.3969451,0.06784432369,0.3029541388,0.09181171714,0.4683593106,0.7123385359,0.5950029371,0.9363441468,0.8235108968
65,1,0.7237861935,0.2762138065,194.8700226,263.1008614,493.160336,593.2853259,0.08253984212,0.3590044918,0.1099263267,0.490921113,0.7237861935,0.5837958026,0.9345769292,0.8166603305
66,1,0.7187643592,0.2812356408,194.8719786,253.361353,526.127945,571.4915534,0.06973490366,0.2831731668,0.05831099214,0.4878104317,0.7187643592,0.6000474807,0.93683459,0.83037877
67,1,0.7266286664,0.2733713336,195.2416654,262.9913561,493.7639368,585.2485247,0.04428672317,0.250243931,0.05586182195,0.4848743088,0.7266286664,0.5879561655,0.9347807013,0.8351947153
68,1,0.7126025554,0.2873974446,194.7681442,252.7618742,526.2558107,574.4576979,0.07016619558,0.3065783303,0.1025238403,0.4610786829,0.7126025554,0.5942261455,0.9358710596,0.8230489108
69,1,0.7198983021,0.2801016979,194.8062341,262.8968783,492.9237851,592.8899021,0.09611965164,0.4158692248,0.123784423,0.5066078812,0.7198983021,0.5788480591,0.9347379521,0.8172798565
70,1,0.7156021449,0.2843978551,194.8200117,253.3629469,526.1652301,571.6423708,0.1064448909,0.3729149882,0.0738796477,0.5225045358,0.7156021449,0.5968882177,0.9366164686,0.8300152659
71,1,0.7295350756,0.2704649244,195.1131686,263.4972102,493.5345688,587.0130094,0.06458852265,0.3251440005,0.08379495151,0.524368182,0.7295350756,0.5907447602,0.9346508154,0.8334028416
72,1,0.7194143807,0.2805856193,194.964312,253.0386814,526.1726328,574.5542779,0.07358447122,0.319187498,0.09336425002,0.4839114262,0.7194143807,0.601726252,0.9367060219,0.8231193423
73,1,0.7233715432,0.2766284568,194.9815997,262.554903,493.3838982,591.5129384,0.0868768358,0.3731831384,0.1122821221,0.4963600567,0.7233715432,0.5836810438,0.9346491483,0.8201197426
74,1,0.7154506234,0.2845493766,194.8042073,253.5580518,526.4011557,570.8002566,0.07640769839,0.2967236277,0.05937367216,0.4931569017,0.7154506234,0.596253584,0.9362578932,0.8324953677
75,1,0.7237380113,0.2762619887,195.2081443,262.7508667,493.5751004,584.8871159,0.04634215177,0.2529205282,0.05898595741,0.4942665176,0.7237380113,0.5841113326,0.9343892202,0.835250629
76,1,0.7123679612,0.2876320388,194.8261437,253.0436955,526.3858035,575.9509723,0.06185434181,0.2923393761,0.0959026226,0.4728712415,0.7123679612,0.5944381906,0.9356722683,0.8209799223
77,1,0.7137282477,0.2862717523,194.7466473,261.4192402,492.7649278,591.1950671,0.1093000211,0.4274895816,0.128261435,0.5084914768,0.7137282477,0.5713506815,0.9338981575,0.8156780418
78,1,0.7047634088,0.2952365912,194.6797711,253.4398994,526.5195435,573.1190567,0.112974411,0.3944167426,0.07763054984,0.5194991921,0.7047634088,0.5846331976,0.9348851176,0.828989109
79,1,0.7163213831,0.2836786169,195.3765248,261.5973007,493.7875433,583.0863773,0.07034330716,0.3352646039,0.08523973315,0.5356512938,0.7163213831,0.5772150733,0.9339721861,0.8334818465
80,1,0.7030181569,0.2969818431,194.7755007,252.7536477,526.6529315,577.534009,0.08596964152,0.3350244542,0.08886231376,0.5042331426,0.7030181569,0.5859078305,0.9352377348,0.8179373546
