iter,beta,beta_omega,volume,N_pre,N_trial,drho_norm,drho_max,step_alpha,inner_iters,inner_cpu_time,inner_converged,omega_pre_1,omega_pre_2,omega_pre_3,omega_pre_4,omega_post_1,omega_post_2,omega_post_3,omega_post_4
1,19459.88338,139.4986859,0.4999423389,1,1,0.09374780793,0.09999894395,0.5,30,0.319724,0,104.0653099,309.0545053,523.1582186,581.9325486,125.3299417,340.2059094,522.2666045,616.4484498
2,23911.90775,154.634756,0.4998522721,1,1,0.07902830924,0.09999845223,0.5,30,0.214034,0,125.3299417,340.2059094,522.2666045,616.4484498,143.9926595,360.6872576,547.1837996,603.8304351
3,28213.70134,167.9693464,0.4998332976,1,1,0.06552843898,0.0999976637,0.5,30,0.323842,0,143.9926595,360.6872576,547.1837996,603.8304351,160.0490391,340.2217059,540.7190075,585.8471948
4,33046.6221,181.7872991,0.4998069913,1,1,0.05925144427,0.09999682133,0.5,30,0.704913,0,160.0490391,340.2217059,540.7190075,585.8471948,176.0794528,263.7930808,492.0077009,618.970458
5,36892.66973,192.0746463,0.4998097067,1,1,0.04392581779,0.09999327215,0.5,30,0.430908,0,176.0794528,263.7930808,492.0077009,618.970458,190.1264557,243.7845091,498.0191133,516.4912068
6,42314.91043,205.7058833,0.4998186585,1,1,0.04251146016,0.09999304156,0.5,30,0.281876,0,190.1264557,243.7845091,498.0191133,516.4912068,194.2984762,237.4560751,472.0766651,508.4865202
7,55783.60182,236.1855242,0.4997976318,1,1,0.06063865193,0.09999867879,0.5,30,0.24018,0,194.2984762,237.4560751,472.0766651,508.4865202,193.1166307,256.1738236,495.8080474,507.5885789
8,59144.49968,243.196422,0.4997801055,1,1,0.07117595334,0.09999930797,0.5,30,0.347801,0,193.1166307,256.1738236,495.8080474,507.5885789,194.9030454,250.5859805,504.1274526,520.5441726
9,58867.62683,242.6265172,0.4997091467,1,1,0.07175162845,0.09999866795,0.5,30,0.287657,0,194.9030454,250.5859805,504.1274526,520.5441726,195.7084247,258.4303004,496.9206094,537.0668522
10,60554.14199,246.0775122,0.4997307512,1,1,0.07563384056,0.09999828871,0.5,30,0.376495,0,195.7084247,258.4303004,496.9206094,537.0668522,194.7325987,250.762921,522.0507374,524.0250811
