outer,omega1,omega2,omega3,lambda1,lambda2,gap12,dOff,volume,Mnd,beta,box_max,box_mean,N,multJ,max_abs_drho,l2_drho,rms_drho,pred_gain,real_gain,gain_ratio,stop_metric,stop_eps,stop_raw,nInner,innerConv,spike
68,166.1649222856946,196.67161949105144,369.84665936282937,27610.781398210922,38679.72591323293,0.18359288341798977,11068.944515022005,0.4999892546131878,0.152595295629073,27661.676188031117,0.1,0.038963425374344635,2,0,0.06665303895034627,1.4126856989422907,0.008324330311727928,50.894789820195,14.264402083485038,0.2802723448486457,1.4126856989422907,0.15000000000000002,False,18,1,False
69,166.20783916619098,197.24246136991434,370.2543342017865,27625.045800294407,38904.58856726215,0.18672177172517046,11279.542766967745,0.49998963293169557,0.1483041043005868,27673.790770943495,0.1,0.03902510825444968,2,0,0.07070369792005679,1.3856146443385982,0.008164812592693409,48.74497064908792,12.42853667251984,0.2549706463461045,1.3856146443385982,0.15000000000000002,False,18,1,False
70,166.24522350120898,197.77104945747982,370.629825682232,27637.474336966927,39113.388003512926,0.18963447666237201,11475.913666546,0.49999099389467566,0.14453219976167128,27681.22133662717,0.1,0.03853899358550038,2,0,0.06700865965222462,1.284654077234737,0.007569896745763577,43.74699966024491,9.007441329551511,0.20589849359971135,1.284654077234737,0.15000000000000002,False,18,1,False
71,166.27231212170136,198.27355593042654,370.89658149726193,27646.48177829648,39312.40298129598,0.19246285446071254,11665.9212029995,0.4999937571949329,0.14175462526369015,27678.59141429994,0.1,0.03767792525142977,2,0,0.0695860767776922,1.0508266511167046,0.006192055423801434,32.109636003460764,4.941131525902165,0.15388313730400469,1.0508266511167046,0.15000000000000002,False,18,1,False
72,166.28717000966245,198.6691274693758,371.01933905402785,27651.42290982238,39469.422209443095,0.1947351527952021,11817.999299620715,0.49999582527237535,0.13999235547261324,27673.16300467619,0.1,0.03661800857463237,2,0,0.0679781649386742,0.8564032396898431,0.005046404485123469,21.74009485380884,-1.1325382281429484,-0.05209444741426825,0.8564032396898431,0.15000000000000002,False,18,1,False
73,166.2837646061522,199.03262631356657,370.9586319862745,27650.290371594238,39613.986337275834,0.19694563558252948,11963.695965681596,0.49999678843173156,0.13876424096467882,27665.895949947542,0.1,0.03608543815494684,2,0,0.06327609494071239,0.7492043291456623,0.004414728846943466,15.605578353304736,-3.1351746961445315,-0.2009008974332955,0.7492043291456623,0.15000000000000002,False,18,1,False
74,166.27433715669443,199.35065293089747,370.86391719503615,27647.155196898093,39740.68282397514,0.19892616226779733,12093.527627077048,0.49999733360142995,0.13775453048591935,27659.676610169437,0.1,0.03606848361542112,2,0,0.06017497640135294,0.6802223117448226,0.004008248411242948,12.5214132713445,-3.7473968226258876,-0.2992790623085558,0.6802223117448226,0.15000000000000002,False,18,1,False
75,166.2630680580491,199.64238858514872,370.797509102946,27643.407800075467,39857.08331998352,0.20076208695635017,12213.67551990805,0.49999776888436953,0.1368533564565757,27653.91798084834,0.1,0.0360862134566526,2,0,0.05243229257309966,0.6209200287320753,0.0036588063574249695,10.510180772871536,-3.0383940676256316,-0.2890905621212734,0.6209200287320753,0.15000000000000002,False,18,1,False
76,166.25393049792189,199.90866985749332,370.7763914033824,27640.36940600784,39963.47628419226,0.20242973660097682,12323.106878184415,0.4999981030347443,0.13606535752499233,27649.08422325313,0.1,0.035969416428206294,2,0,0.04490290181726395,0.5662592438733822,0.003336714593770296,8.714817245287122,-2.631901826171088,-0.3020031002479589,0.5662592438733822,0.15000000000000002,False,18,1,False
77,166.24601500241042,200.1470111322886,370.77610814423423,27637.73750418167,40058.82606518846,0.20392065415454716,12421.088561006793,0.4999983611894505,0.13536859783244187,27645.03609159997,0.1,0.035915464026658905,2,0,0.04247928704453917,0.5218263422460625,0.0030748912100330246,7.298587418299576,-2.1408487177395727,-0.29332370704663663,0.5218263422460625,0.15000000000000002,False,18,1,False
78,166.23957608061906,200.35728656069554,370.80874515894,27635.59665546393,40143.04227796467,0.2052321792707824,12507.445622500738,0.4999985835456871,0.13475693997344923,27641.859397296143,0.1,0.035559488578750346,2,0,0.03858206352098168,0.4795999338083098,0.0028260697121039596,6.262741832211759,-1.9436935947414895,-0.31035824991927724,0.4795999338083098,0.15000000000000002,False,18,1,False
79,166.23372991625132,200.54980449590434,370.84898378278683,27633.65296186919,40220.224083345456,0.2064326812430996,12586.571121476267,0.4999987611420422,0.1342384355459021,27639.04806261872,0.1,0.03517987402140672,2,0,0.033521313425473834,0.44761403804735517,0.002637591013813151,5.395100749530684,-2.5395934984844644,-0.4707221637529905,0.44761403804735517,0.15000000000000002,False,18,1,False
80,166.2260911180032,200.73663487409542,370.8729894279908,27631.113368370705,40295.1965805759,0.2076120753606202,12664.083212205198,0.4999989069898661,0.13378154738273268,27635.846705038402,0.1,0.034915316175071494,2,0,0.030728873050604313,0.42126869145239165,0.002482349570229746,4.733336667697586,-2.867593957846111,-0.6058292826318186,0.42126869145239165,0.15000000000000002,False,18,1,False
81,166.2174653109981,200.92228794644197,370.8946820438064,27628.24577441286,40369.76579363294,0.2087916728275819,12741.520019220083,0.4999990234113309,0.13337591371159574,27632.489603910602,0.1,0.03470731096536358,2,0,0.028423429542391056,0.39620813282717143,0.002334678812361277,4.243829497743718,-2.8478668474381266,-0.6710606184702351,0.39620813282717143,0.15000000000000002,False,18,1,False
82,166.20889840067355,201.09813698794355,370.92167893440353,27625.39790756542,40440.46070002171,0.20991197777608647,12815.062792456287,0.4999991222494609,0.13301098432055403,27629.190415570334,0.1,0.034504768916821194,2,0,0.024457817084568928,0.37301660437608414,0.0021980214204125725,3.792508004913543,-2.651757117917441,-0.6992093660664251,0.37301660437608414,0.15000000000000002,False,18,1,False
83,166.20092102767512,201.26165675377226,370.95344266423723,27622.746150447503,40506.254479273244,0.21095391956497617,12883.508328825741,0.49999920251939783,0.13271001160672943,27626.098580731683,0.1,0.03426184313934211,2,0,0.021865951863745126,0.35547554231227013,0.0020946597209580975,3.352430284179718,-3.3621076745439495,-1.0028866790787268,0.35547554231227013,0.15000000000000002,False,18,1,False
84,166.19080613190658,201.42388894807013,370.963679562198,27619.38404277296,40571.58303896449,0.21200380235353602,12952.198996191531,0.4999992759904688,0.132493663487699,27622.16812249728,0.1,0.033905609557134106,2,0,0.019519562138792038,0.32464638050234434,0.001912997142840632,2.7840797243225097,-4.265795431492734,-1.532210228832722,0.32464638050234434,0.15000000000000002,False,17,1,False
85,166.17797160677304,201.572564797376,370.9380538773146,27615.118247341466,40631.498878992345,0.21299208823150875,13016.380631650878,0.49999933882908837,0.13224163908584066,27618.07565476078,0.1,0.033237619611110235,2,0,0.018843762043668957,0.32177578894669795,0.0018960820198821787,2.957407419315132,-2.9960729349477333,-1.013074125458695,0.32177578894669795,0.15000000000000002,False,18,1,False
86,166.16895671095284,201.72082393389294,370.9361710148282,27612.12217440652,40691.290808568636,0.21395011394806898,13079.168634162117,0.4999993830878708,0.13199782501935678,27614.841837554595,0.1,0.03276051923653269,2,0,0.016982434969822758,0.30186200254745776,0.0017787389081988189,2.7196631480765063,-1.9845579288703448,-0.7297072544715444,0.30186200254745776,0.15000000000000002,False,18,1,False
87,166.16298509739661,201.84285187008504,370.97573242268504,27610.13761647765,40740.536851049095,0.2147281282397198,13130.399234571447,0.4999994165592759,0.1317912033101455,27612.605812903705,0.1,0.0324804970100336,2,0,0.015250893525696264,0.2856948958626542,0.0016834733184572274,2.468196426056238,-1.7923828892271558,-0.7261913477814574,0.2856948958626542,0.15000000000000002,False,18,1,False
88,166.15759156171114,201.94146686581416,371.0157545215681,27608.34523358842,40780.35603991672,0.2153610615547039,13172.010806328297,0.49999944849851596,0.13161034131185062,27610.595553120078,0.1,0.03230088237161175,2,0,0.014741377528497262,0.27164550235781865,0.0016006864733003321,2.2503195316567144,-1.5256647684400377,-0.677976948152258,0.27164550235781865,0.15000000000000002,False,18,1,False
89,166.1530004809422,202.02279279809463,371.04325638224117,27606.81956881998,40813.208809941876,0.21588410810111547,13206.389241121895,0.4999994770159768,0.1314442060718623,27608.84140563696,0.1,0.03192668310640381,2,0,0.01420084176639988,0.26041132708667386,0.0015344884606731262,2.0218368169771566,-1.4074707240288262,-0.6961346792235846,0.26041132708667386,0.15000000000000002,False,18,1,False
90,166.14876496109127,202.0985256851083,371.0677793906527,27605.412098095952,40843.81408409438,0.21637091754751084,13238.40198599843,0.4999994988689713,0.13129696622052678,27607.265508474888,0.1,0.03168626615218775,2,0,0.013606941638317518,0.24963379988374787,0.0014709812725930307,1.853410378935223,-1.2804107860247314,-0.6908404099691738,0.24963379988374787,0.15000000000000002,False,18,1,False
91,166.14491171056045,202.16821993009248,371.0849188632222,27604.131687309928,40871.98914970224,0.21681860641202125,13267.857462392312,0.4999995215117795,0.13117346738987012,27605.874295882088,0.1,0.03143123991498798,2,0,0.01300847557568124,0.2410119558912289,0.0014201765696476752,1.742608572159952,-1.36952447575095,-0.7859048197229015,0.2410119558912289,0.15000000000000002,False,18,1,False
92,166.14079018360957,202.23440750019904,371.0957346710296,27602.762162834177,40898.75557695656,0.21724717498153712,13295.993414122382,0.49999954135806945,0.13106103786905537,27604.396526207653,0.1,0.031054129046793333,2,0,0.01250228265510377,0.23321045429719775,0.0013742057806428662,1.634363373475935,-1.4075470157913514,-0.8612203617839315,0.23321045429719775,0.15000000000000002,False,18,1,False
93,166.13655412286118,202.29859225233852,371.10702163987213,27601.354615818385,40924.72042727792,0.21766454902353888,13323.365811459535,0.4999995565332251,0.1309590794508219,27602.914230427356,0.1,0.030790728490242267,2,0,0.011962092443899125,0.22588925940654062,0.0013310652260297665,1.5596146089701506,-1.3207058436528314,-0.8468155120225014,0.22588925940654062,0.15000000000000002,False,18,1,False
94,166.13257931536106,202.35889585261057,371.1148015791097,27600.033909974733,40949.12273068769,0.21805666706999677,13349.088820712957,0.4999995784088278,0.13087547252943316,27601.518167968927,0.1,0.030569188033665134,2,0,0.011460118799407558,0.22071449395782772,0.0013005726281978104,1.484257994194195,-1.5118499894051638,-1.01858975684746,0.22071449395782772,0.15000000000000002,False,18,1,False
95,166.128029122076,202.41676291389885,371.1182189582568,27598.522059985327,40972.545908541535,0.21843835735363348,13374.023848556208,0.4999996021995161,0.1308147388843106,27599.866912063702,0.1,0.03042075659933259,2,0,0.012310505975029093,0.21556861363109478,0.001270250237579416,1.34485207837497,-1.8152145621570526,-1.3497503490126865,0.21556861363109478,0.15000000000000002,False,18,1,False
96,166.12256573212193,202.47377069042054,371.12638375059737,27596.70684542317,40995.627817597,0.21882159595895068,13398.92097217383,0.49999961836800116,0.13076088936738658,27598.00687050725,0.1,0.03020590427475806,2,0,0.013032093700621434,0.209767501467928,0.001236066856337758,1.300025084081426,-1.7753374895874003,-1.3656178725519141,0.209767501467928,0.15000000000000002,False,18,1,False
97,166.1172221894334,202.5291629247374,371.13346862240087,27594.931507933583,41018.06183499482,0.21919425484843041,13423.130327061237,0.4999996341336443,0.13071727288776702,27596.16772908125,0.1,0.029945818329863986,2,0,0.012568842587447449,0.20558389479902453,0.0012114147176261003,1.2362211476684024,-1.959532007749658,-1.585098274241198,0.20558389479902453,0.15000000000000002,False,18,1,False
98,166.11132404482794,202.5834724578897,371.1356471235258,27592.971975925833,41040.06331309656,0.21956449160094077,13447.091337170725,0.4999996485871197,0.13068801582183595,27594.09447658028,0.1,0.029729490546073607,2,0,0.012179959079866534,0.203863686707548,0.0012012782942383085,1.1225006544482312,-2.583698713027843,-2.301734705266491,0.203863686707548,0.15000000000000002,False,18,1,False
99,166.1035468531988,202.6458148946396,371.13102571977043,27590.388277212805,41065.326294312545,0.21999691598239401,13474.93801709974,0.49999966223572995,0.1306665055467536,27591.473965924244,0.1,0.029484873252704616,2,0,0.01177955257761175,0.20125849757427125,0.0011859270700515293,1.0856887114387064,-2.899437329873763,-2.6705972893754764,0.20125849757427125,0.15000000000000002,False,18,1,False
100,166.0948188231136,202.71652585791176,371.1073695860216,27587.48883988293,41093.98985590141,0.22048675144887736,13506.50101601848,0.49999967644077287,0.13066132031295877,27588.535879808685,0.1,0.02926061740894313,2,0,0.01137681754276103,0.1982963686633124,0.0011684725580541316,1.0470399257537792,-3.250650200250675,-3.104609595389101,0.1982963686633124,0.15000000000000002,False,18,1,False
101,166.08503300924704,202.790824120773,371.0664975267874,27584.23818968268,41124.11834758229,0.22100601388616586,13539.88015789961,0.49999969233932884,0.13065543942882213,27585.204086766946,0.1,0.02911598244443534,2,0,0.010953626671826349,0.19279672195954003,0.0011360655790677342,0.965897084264725,-3.0330131096052355,-3.140099663841591,0.19279672195954003,0.15000000000000002,False,18,1,False
102,166.07590185386042,202.86397469535774,371.0381968516902,27581.205176573076,41153.79222919875,0.22151361173320155,13572.587052625673,0.4999997025448929,0.13064809519642773,27582.18647828564,0.1,0.028999620872870707,2,0,0.010555516995545794,0.1874084597961655,0.001104314939779959,0.981301712563436,-2.7222826332072145,-2.774154572802942,0.1874084597961655,0.15000000000000002,False,18,1,False
103,166.06770575262328,202.93369418186643,371.0127523538484,27578.48289393987,41182.08423429929,0.22199372395834277,13603.601340359422,0.49999971088435297,0.13063305248544782,27579.503054388428,0.1,0.028938642319377456,2,0,0.01016898600699556,0.18160925431677813,0.0010701427937802174,1.0201604485591815,-2.1823884032964997,-2.1392599628605335,0.18160925431677813,0.15000000000000002,False,18,1,False
104,166.06113484357672,202.99779576575014,370.99650621839316,27576.300505536572,41208.1050857532,0.22242808925138532,13631.80458021663,0.49999972328667097,0.13063949861868246,27577.05762002768,0.1,0.028810849121161552,2,0,0.009362651896857187,0.16976437490493784,0.001000346172493141,0.7571144911089505,-2.4945972341265588,-3.2948745050074346,0.16976437490493784,0.15000000000000002,False,17,1,False
105,166.05362359280946,203.05594806343962,370.97458237693803,27573.805908302445,41231.71804394229,0.22283358634416728,13657.912135639843,0.49999972816178956,0.13064048561107097,27574.658632408155,0.1,0.028656986282480246,2,0,0.009028087618640681,0.16541485278494697,0.0009747163676100872,0.8527241057090578,-2.2070547950061155,-2.5882401825276227,0.16541485278494697,0.15000000000000002,False,17,1,False
106,166.0469778511715,203.11214168566377,370.9559044826621,27571.59885350744,41254.54210013716,0.2232209481566952,13682.943246629718,0.4999997377512697,0.13063575073998845,27572.53237944648,0.1,0.028452610086463402,2,0,0.009140485344599415,0.16950870014993635,0.0009988395945511428,0.9335259390391002,-1.9908021729315806,-2.1325622456519624,0.16950870014993635,0.15000000000000002,False,18,1,False
107,166.04098304736246,203.1685658850304,370.93576861105987,27569.608051334508,41277.46616377994,0.22360493268747672,13707.858112445436,0.49999974720169094,0.13063937698578254,27570.416388878642,0.1,0.028316412590981988,2,0,0.008817621266222476,0.16563719878715913,0.00097602655399287,0.8083375441347016,-2.072307786300371,-2.5636663808789275,0.16563719878715913,0.15000000000000002,False,18,1,False
108,166.03474257982336,203.22099783948025,370.91727833673167,27567.535743548207,41298.77396287404,0.223966711315128,13731.23821932583,0.4999997538946505,0.13063719412870217,27568.367600084766,0.1,0.028152622669872233,2,0,0.008498546677477136,0.1616714192098929,0.0009526579737280694,0.8318565365589166,-1.7489434394774435,-2.1024580112241193,0.1616714192098929,0.15000000000000002,False,18,1,False
109,166.02947569666276,203.2709443433088,370.9009185271131,27565.78680010873,41319.07681422054,0.22430636783245955,13753.290014111812,0.4999997596361171,0.13064130541480645,27566.575101503775,0.1,0.02804306634708683,2,0,0.008198491266396078,0.15801871998383016,0.000931134237124871,0.7883013950449822,-1.7270141809858615,-2.190804420544396,0.15801871998383016,0.15000000000000002,False,18,1,False
110,166.02427468875672,203.31734747445833,370.88277746728977,27564.059785927744,41337.943784049625,0.22462421748635486,13773.88399812188,0.49999976605766916,0.13065043336857282,27564.76071589392,0.1,0.02799456753356351,2,0,0.00790379483556971,0.15465607613197624,0.0009113196682051946,0.7009299661767727,-1.7467731878350605,-2.4920794831512865,0.15465607613197624,0.15000000000000002,False,18,1,False
111,166.01901400966068,203.36129419749514,370.86885143701807,27562.31301273991,41355.81597768017,0.2249277313841986,13793.50296494026,0.49999977028329456,0.13066133179020017,27563.0398219296,0.1,0.027870228073063875,2,0,0.007613719217719474,0.15142987710965916,0.0008923091081540461,0.7268091896912665,-1.6644779627604294,-2.290116837223075,0.15142987710965916,0.15000000000000002,False,18,1,False
112,166.01400102032704,203.4023693198574,370.85339228204344,27560.64853477715,41372.52384493167,0.22521213915537436,13811.875310154519,0.49999977349954494,0.13067333790662808,27561.353585640212,0.1,0.027796906374029845,2,0,0.007349848131657495,0.14839904598756828,0.0008744497644951987,0.7050508630636614,nan,nan,0.14839904598756828,0.15000000000000002,True,18,1,False
