iter,track_id,track_mac,mode1_tracking_loss,omega_1,omega_2,omega_3,omega_4,ld_strain_frac_1,ld_strain_frac_2,ld_strain_frac_3,ld_strain_frac_4,mac_best_1,mac_best_2,mac_best_3,mac_best_4
1,NaN,NaN,NaN,177.9738159,397.39978,646.7984912,672.827881,0,0,0,0,NaN,NaN,NaN,NaN
2,1,0.9965621938,0.003437806169,206.9089704,425.8859016,653.4684797,675.3270653,0,0,0,0,0.9965621938,0.9966631048,0.9903500589,0.9761890321
3,1,0.996774913,0.003225087041,233.2465973,415.3640865,625.7375576,730.7211194,0,0,0,0,0.996774913,0.9681854569,0.939743189,0.9965278786
4,1,0.9987519884,0.001248011648,259.731779,342.4562208,634.8610723,636.7965894,0,0,0,0,0.9987519884,0.8338056119,0.969345353,6.130098119e-24
5,1,0.9983005027,0.001699497261,282.1609813,307.6257248,607.9016537,621.7463645,0.02333596833,0.3667994856,0.5028216148,0.1224938436,0.9983005027,0.9818594654,0.007008124987,0.9759348973
6,1,0.9992002547,0.0007997452986,298.5462684,302.1617086,579.4958222,622.5765094,0.02202250874,0.4187693922,0.6013216943,0.1302421659,0.9992002547,0.9956199865,0.9939465945,0.004073476574
7,2,0.9986407324,0.001359267605,308.3790801,309.8143094,556.5259508,633.0336577,0.5162599592,0.09142436224,0.7022686606,0.14725381,0.9986407324,0.9994534401,0.9961285212,0.9984225586
8,2,0.9988024855,0.001197514501,319.6210433,326.3432793,608.1035306,634.7763877,0.0101965516,0.4485386407,0.6679665634,0.1400399117,0.9988024855,0.997801625,0.9932452092,0.9986232231
9,1,0.9993932071,0.0006067929469,329.9792673,336.2365808,640.3682014,647.2675539,0.008284763211,0.4300819056,0.1339574672,0.6192778727,0.9993932071,0.9989487231,0.9971879446,0.9974076996
10,1,0.9990399383,0.000960061728,339.1308811,347.0730104,635.2983226,651.4123296,0.004906819423,0.4105095323,0.1223612714,0.5759245575,0.9990399383,0.9977326794,0.9966791323,0.9887489086
11,1,0.9860961184,0.01390388164,344.6097007,346.851204,587.8318685,630.7733102,0.0186490216,0.4130850904,0.5764230625,0.1151115443,0.9860961184,0.9847266027,0.9951922167,0.9920036966
12,1,0.5653774866,0.4346225134,338.9876298,371.2295009,635.7135053,637.7488718,0.1661670519,0.2461249918,0.5050444369,0.09896221546,0.5653774866,0.5198136838,0.9807311826,0.9924002064
13,1,0.6046003312,0.3953996688,339.9360029,393.2210629,561.6744521,636.9932862,0.01237128355,0.2566305378,0.539786339,0.09750623364,0.6046003312,0.586696257,0.9523086334,0.9927380431
14,1,0.8842791352,0.1157208648,345.9897491,392.0512147,618.7347303,639.0418431,0.04426125361,0.2565281289,0.4930006212,0.09935458804,0.8842791352,0.8489369895,0.9411560354,0.9963852908
