iter,beta,beta_omega,volume,N_pre,N_trial,drho_norm,drho_max,step_alpha,inner_iters,inner_cpu_time,inner_converged,omega_pre_1,omega_pre_2,omega_pre_3,omega_pre_4,omega_post_1,omega_post_2,omega_post_3,omega_post_4
1,40961.33317,202.3890639,0.4999055026,1,1,0.09154004839,0.09999459866,0.5,30,0.982151,0,145.4884435,362.8049587,622.5262751,640.7158401,177.9738159,397.39978,646.7984912,672.827881
2,53140.4226,230.5220653,0.4998395247,1,1,0.07802771455,0.09999234818,0.5,30,0.799913,0,177.9738159,397.39978,646.7984912,672.827881,206.9089704,425.8859016,653.4684797,675.3270653
3,65610.82993,256.1461105,0.4998029269,1,1,0.06946206661,0.09998948211,0.5,30,0.771545,0,206.9089704,425.8859016,653.4684797,675.3270653,233.2465973,415.3640865,625.7375576,730.7211194
4,80668.02938,284.0211777,0.4997570209,1,1,0.06661324722,0.09998715092,0.5,30,0.894962,0,233.2465973,415.3640865,625.7375576,730.7211194,259.731779,342.4562208,634.8610723,636.7965894
5,91059.25011,301.7602527,0.4997562703,1,1,0.05639699912,0.09998933674,0.5,30,0.861934,0,259.731779,342.4562208,634.8610723,636.7965894,282.1609813,307.6257248,607.9016537,621.7463645
6,106707.1423,326.660592,0.4997603419,1,1,0.05311170374,0.09998710607,0.5,30,0.75864,0,282.1609813,307.6257248,607.9016537,621.7463645,298.5462684,302.1617086,579.4958222,622.5765094
7,112808.5369,335.8698214,0.4997835498,1,1,0.05052905927,0.09999032649,0.5,30,0.724677,0,298.5462684,302.1617086,579.4958222,622.5765094,308.3790801,309.8143094,556.5259508,633.0336577
8,120667.6628,347.3725131,0.499786905,1,1,0.04915106437,0.09998847361,0.5,30,0.654052,0,308.3790801,309.8143094,556.5259508,633.0336577,319.6210433,326.3432793,608.1035306,634.7763877
9,122389.9376,349.8427326,0.4998062405,1,1,0.04904289694,0.09997821706,0.5,30,0.892533,0,319.6210433,326.3432793,608.1035306,634.7763877,329.9792673,336.2365808,640.3682014,647.2675539
10,126742.4274,356.0090271,0.4998183122,1,1,0.04544029685,0.09997782806,0.5,30,0.939527,0,329.9792673,336.2365808,640.3682014,647.2675539,339.1308811,347.0730104,635.2983226,651.4123296
11,131143.4635,362.1373545,0.4998254099,1,1,0.04448348351,0.09994950244,0.5,30,0.946771,0,339.1308811,347.0730104,635.2983226,651.4123296,344.6097007,346.851204,587.8318685,630.7733102
12,147363.6921,383.8797886,0.4998362351,1,1,0.04543006476,0.09999095824,0.5,30,1.06583,0,344.6097007,346.851204,587.8318685,630.7733102,338.9876298,371.2295009,635.7135053,637.7488718
13,209633.4495,457.8574554,0.4997613145,1,1,0.04643086508,0.09999931557,0.5,30,1.29158,0,338.9876298,371.2295009,635.7135053,637.7488718,339.9360029,393.2210629,561.6744521,636.9932862
14,146013.8472,382.117583,0.499811552,1,1,0.04600707777,0.09998958691,0.5,30,1.3546,0,339.9360029,393.2210629,561.6744521,636.9932862,345.9897491,392.0512147,618.7347303,639.0418431
15,160341.0924,400.4261385,0.4998340637,1,1,0.04603900509,0.09999352581,0.5,30,1.32199,0,345.9897491,392.0512147,618.7347303,639.0418431,344.5399863,408.0991743,540.7375278,640.3848221
16,168918.7793,410.9972984,0.4998276723,1,1,0.04936687512,0.0999989894,0.5,30,1.3836,0,344.5399863,408.0991743,540.7375278,640.3848221,345.7319022,415.0010649,582.8398015,643.3372671
17,164582.2973,405.687438,0.4998424579,1,1,0.04581700272,0.09999383402,0.5,30,1.35267,0,345.7319022,415.0010649,582.8398015,643.3372671,350.5995458,422.5363027,527.8422751,649.3939151
18,161284.4496,401.6023526,0.4998570097,1,1,0.04395938786,0.09999144259,0.5,30,1.45082,0,350.5995458,422.5363027,527.8422751,649.3939151,351.9771355,423.4011369,560.5287981,650.0757228
19,169777.3802,412.0405079,0.4998622746,1,1,0.04484832292,0.09999407515,0.5,30,1.43337,0,351.9771355,423.4011369,560.5287981,650.0757228,355.0457444,429.3874445,525.6344153,655.5724427
20,167143.1756,408.8314758,0.4998617024,1,1,0.04471226641,0.0999924605,0.5,30,1.40812,0,355.0457444,429.3874445,525.6344153,655.5724427,354.7935805,431.205944,547.9170701,656.2094993
21,173796.0857,416.8885771,0.4998671964,1,1,0.04439341984,0.09999436799,0.5,30,1.42617,0,354.7935805,431.205944,547.9170701,656.2094993,358.2853116,433.8473678,521.2895773,661.5168442
22,169435.2487,411.6251312,0.4998695478,1,1,0.04384764389,0.09999292737,0.5,30,1.42166,0,358.2853116,433.8473678,521.2895773,661.5168442,357.4200792,434.6047492,543.6977691,661.4704962
23,176660.2761,420.3097383,0.499873176,1,1,0.04367366536,0.09999454589,0.5,30,1.49856,0,357.4200792,434.6047492,543.6977691,661.4704962,360.7278277,437.7574402,517.6000984,666.2996666
24,170914.4933,413.4180612,0.4998754826,1,1,0.04308623843,0.09999312145,0.5,30,1.52234,0,360.7278277,437.7574402,517.6000984,666.2996666,359.2584788,436.7119772,541.111606,664.9677327
25,178952.4047,423.0276643,0.499875467,1,1,0.04314874411,0.09999460638,0.5,30,1.49211,0,359.2584788,436.7119772,541.111606,664.9677327,362.420776,439.5308038,514.4797993,669.3164542
26,171944.6556,414.662098,0.4998763107,1,1,0.04276655987,0.09999309259,0.5,30,1.5677,0,362.420776,439.5308038,514.4797993,669.3164542,360.4157923,440.1006094,537.5121624,667.9163538
