iter,track_id,track_mac,mode1_tracking_loss,omega_1,omega_2,omega_3,omega_4,ld_strain_frac_1,ld_strain_frac_2,ld_strain_frac_3,ld_strain_frac_4,mac_best_1,mac_best_2,mac_best_3,mac_best_4
1,NaN,NaN,NaN,125.9784582,341.5889563,518.5699801,615.3444262,0,0,0,0,NaN,NaN,NaN,NaN
2,1,0.998049069,0.001950931034,145.4684859,362.7757233,557.0998843,602.4823065,0,0,0,0,0.998049069,0.9949673198,0.9975133605,0.9729412611
3,1,0.9983631693,0.001636830723,162.9737377,339.8577382,537.5909407,599.9519093,0,0,0,0,0.9983631693,0.9486177392,0.9989631438,0.9020032979
4,1,0.9991273205,0.0008726795185,180.2462495,261.6307537,487.2106126,638.6778546,0,0,0,0,0.9991273205,0.8349021034,0.8263503525,0.9939200735
5,1,0.9917913132,0.008208686837,195.2117647,233.5589576,492.4161483,541.6485786,0.01245499162,0.3544645596,0.07183772606,0.5737610427,0.9917913132,0.9752398888,0.9858358907,0.008303556743
6,1,0.8335244162,0.1664755838,201.2429703,234.1355166,517.2219358,529.9314358,0.0872332862,0.3503108171,0.08016565018,0.6163139597,0.8335244162,0.794912071,0.9824677315,0.9736228092
7,1,0.6878568868,0.3121431132,201.3297785,257.5634849,510.706417,556.2229154,0.09793714604,0.4318688767,0.1408258395,0.6395524656,0.6878568868,0.5933719862,0.9675179253,0.9119774852
8,1,0.7736646814,0.2263353186,205.8452358,257.3101606,523.8272256,554.3689084,0.05609537703,0.328840785,0.1884127937,0.7964176188,0.7736646814,0.6922144779,0.9556447033,0.8999986229
9,1,0.7489029771,0.2510970229,207.2024835,267.4405009,519.1324344,579.537817,0.08384315612,0.3123716853,0.1109685982,0.6890936844,0.7489029771,0.6325105281,0.9535732315,0.8926625498
10,1,0.7784035821,0.2215964179,210.4964626,265.5251585,527.1187089,592.6965534,0.02434288336,0.2883867884,0.05327476533,0.5908170079,0.7784035821,0.6985784133,0.9547163756,0.9058977776
11,1,0.7706612174,0.2293387826,211.2975654,264.2837831,523.305382,592.8934982,0.07497586249,0.2936276979,0.06015693741,0.5736888187,0.7706612174,0.665332974,0.9538705214,0.8883098922
12,1,0.7218618767,0.2781381233,212.4555126,265.6527127,530.2940081,603.7314759,0.03080602008,0.2566155862,0.04302843258,0.5325193886,0.7218618767,0.6408106559,0.9544778861,0.8882985541
13,1,0.7454691908,0.2545308092,212.0334357,273.4305978,522.3748924,607.8980612,0.05733101436,0.2368381697,0.04665848124,0.4922053951,0.7454691908,0.6266209845,0.9528128667,0.8820032673
