iteration,Mnd_percent,gray_fraction,mid_fraction,broad_core_fraction,omega1_preupdate,omega2_preupdate,omega3_preupdate,move,stage,exA,exB,exE,gap12_preupdate,gap23_preupdate,warning
1.600000000000000000e+01,8.942230497322431404e+01,9.574000000000000288e-01,5.426999999999999602e-01,8.992499999999999938e-01,1.083969541899357836e+02,3.195056340391871004e+02,4.630867344499348519e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.947551768653402737e+00,4.493851911016306100e-01,0.000000000000000000e+00
1.700000000000000000e+01,8.824826273550927169e+01,9.500999999999999446e-01,5.138000000000000345e-01,8.865499999999999492e-01,1.112292810450972382e+02,3.218255575454851396e+02,4.674976592499647268e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.893352852069617454e+00,4.526430492826569729e-01,0.000000000000000000e+00
1.800000000000000000e+01,8.711514631226924621e+01,9.405999999999999917e-01,4.930499999999999883e-01,8.728000000000000203e-01,1.138003527164404858e+02,3.232919895157833139e+02,4.726639299030246661e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.840869837383887209e+00,4.620341525039516339e-01,0.000000000000000000e+00
1.900000000000000000e+01,8.602031109997724911e+01,9.342500000000000249e-01,4.758000000000000007e-01,8.628500000000000059e-01,1.161251863719396340e+02,3.236120019316334151e+02,4.784351234684091310e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.786751195344739473e+00,4.784220628797438701e-01,0.000000000000000000e+00
2.000000000000000000e+01,8.491010196877175531e+01,9.254000000000000004e-01,4.618499999999999828e-01,8.505000000000000338e-01,1.182332005863225532e+02,3.225552453610426937e+02,4.847012803736784576e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.728127495166163374e+00,5.026922902188193376e-01,0.000000000000000000e+00
2.100000000000000000e+01,8.383625014557912891e+01,9.191000000000000281e-01,4.485000000000000098e-01,8.411499999999999533e-01,1.202413706861465243e+02,3.197959399775101588e+02,4.916997415792571360e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.659616554207786532e+00,5.375421639619196723e-01,0.000000000000000000e+00
2.200000000000000000e+01,8.279654442322306807e+01,9.129500000000000393e-01,4.369500000000000051e-01,8.325000000000000178e-01,1.220711077041890036e+02,3.152122453158345365e+02,4.989434591660878482e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.582201892356693174e+00,5.828809526931905127e-01,0.000000000000000000e+00
2.300000000000000000e+01,8.178509198955001125e+01,9.057500000000000551e-01,4.283000000000000140e-01,8.231500000000000483e-01,1.237484480728864611e+02,3.087494911960989725e+02,5.063317265407155219e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.494976672469047640e+00,6.399435172481767742e-01,0.000000000000000000e+00
2.400000000000000000e+01,8.079993314372508451e+01,9.004999999999999671e-01,4.178499999999999992e-01,8.156999999999999806e-01,1.252996860750316870e+02,3.004087184094723284e+02,5.137917364675780618e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.397521716292108307e+00,7.103090056369597560e-01,0.000000000000000000e+00
2.500000000000000000e+01,7.983813624754444049e+01,8.961000000000000076e-01,4.093499999999999917e-01,8.094500000000000028e-01,1.267435048366970705e+02,2.902679621881251819e+02,5.212946827848462590e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.290199900674370070e+00,7.959084387239080405e-01,0.000000000000000000e+00
2.600000000000000000e+01,7.889121245398837345e+01,8.897500000000000409e-01,4.011500000000000066e-01,8.015499999999999847e-01,1.280956391653795379e+02,2.784746295842375616e+02,5.287756251214614167e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.173958703033670670e+00,8.988287224258924013e-01,1.000000000000000000e+00
2.700000000000000000e+01,7.800482453940459493e+01,8.846500000000000474e-01,3.958499999999999797e-01,7.952500000000000124e-01,1.293788488404139798e+02,2.652578656515149191e+02,5.361625128061677970e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.050241349563287407e+00,1.021287894665323437e+00,1.000000000000000000e+00
2.800000000000000000e+01,7.708345899819366309e+01,8.805500000000000549e-01,3.898499999999999743e-01,7.898500000000000520e-01,1.305434720145458130e+02,2.516494513179769115e+02,5.359016468813811116e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.277061306438736388e-01,1.129556190465249355e+00,1.000000000000000000e+00
2.900000000000000000e+01,7.621358655963413753e+01,8.702499999999999680e-01,3.864500000000000157e-01,7.695999999999999508e-01,1.317202566341179306e+02,2.366893318274485978e+02,5.276975525027047524e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.969091305743917220e-01,1.229494453461075887e+00,1.000000000000000000e+00
3.000000000000000000e+01,7.531279730569931985e+01,8.551999999999999602e-01,3.832999999999999741e-01,7.489999999999999991e-01,1.328095004846224754e+02,2.222502568402513816e+02,5.200062572306285347e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.734514927716704902e-01,1.339732986695253425e+00,0.000000000000000000e+00
3.100000000000000000e+01,7.433617205691425056e+01,8.409999999999999698e-01,3.801499999999999879e-01,7.307000000000000162e-01,1.340171943789271438e+02,2.068324621532823642e+02,5.135054391816584030e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.433278029121664243e-01,1.482712016458530790e+00,0.000000000000000000e+00
3.200000000000000000e+01,7.336723139188717369e+01,8.237499999999999822e-01,3.778500000000000192e-01,7.101499999999999480e-01,1.353498902344092869e+02,1.910566000608762067e+02,5.079690058966153856e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.115755818493075924e-01,1.658735713577869753e+00,0.000000000000000000e+00
3.300000000000000000e+01,7.243014706159154059e+01,8.090500000000000469e-01,3.749000000000000110e-01,6.926999999999999824e-01,1.366190671197520601e+02,1.791567821076791631e+02,5.020409055512637337e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.113600164656453173e-01,1.802243373904318879e+00,0.000000000000000000e+00
3.400000000000000000e+01,7.153165716794833884e+01,7.969000000000000528e-01,3.712500000000000244e-01,6.778499999999999526e-01,1.378081007602630166e+02,1.700134651842157041e+02,4.959432560990288152e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.336971792389661018e-01,1.917082217938775868e+00,0.000000000000000000e+00
3.500000000000000000e+01,7.066561801558431455e+01,7.854999999999999760e-01,3.677000000000000268e-01,6.642500000000000071e-01,1.389154810570739471e+02,1.627582062472121720e+02,4.898528285192988960e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.716347595581687036e-01,2.009696652562422692e+00,0.000000000000000000e+00
3.600000000000000000e+01,6.983076456336320348e+01,7.752000000000000002e-01,3.645999999999999797e-01,6.520000000000000240e-01,1.399551387060638490e+02,1.568823368963707310e+02,4.838974687761196947e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.209473145952694867e-01,2.084461121303669451e+00,0.000000000000000000e+00
3.700000000000000000e+01,6.902678346580934488e+01,7.638000000000000345e-01,3.618000000000000105e-01,6.388000000000000345e-01,1.409332535083478319e+02,1.520513216776936645e+02,4.781874728211392380e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.888889167443566275e-02,2.144908360841236927e+00,1.000000000000000000e+00
3.800000000000000000e+01,6.825325174022350438e+01,7.533499999999999641e-01,3.573000000000000065e-01,6.281999999999999806e-01,1.418524852411281358e+02,1.480271419058097138e+02,4.709169296245569285e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.352871685106947386e-02,2.181287725761829055e+00,1.000000000000000000e+00
3.900000000000000000e+01,6.768490821014420078e+01,7.460250000000000492e-01,3.535499999999999754e-01,6.216749999999999776e-01,1.427139815106577032e+02,1.446526102377921177e+02,4.564312866827756920e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.358401403011547277e-02,2.155361565425301329e+00,1.000000000000000000e+00
4.000000000000000000e+01,6.725700989093400040e+01,7.409249999999999448e-01,3.501500000000000168e-01,6.181750000000000300e-01,1.433486648497174940e+02,1.437843058004569059e+02,4.532429368421482536e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.039030403220881020e-03,2.152242063686396811e+00,1.000000000000000000e+00
4.100000000000000000e+01,6.684649362743682843e+01,7.362999999999999545e-01,3.451250000000000151e-01,6.152499999999999636e-01,1.438074170450620954e+02,1.441359742930528967e+02,4.552731632062438507e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.284703075418201106e-03,2.158636596028387977e+00,1.000000000000000000e+00
4.200000000000000000e+01,6.644340365244944735e+01,7.324249999999999927e-01,3.404499999999999749e-01,6.125000000000000444e-01,1.442206997377868731e+02,1.445852935216854576e+02,4.575951042213942515e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.528026729598914762e-03,2.164880003184849411e+00,1.000000000000000000e+00
4.300000000000000000e+01,6.606022095258160221e+01,7.284249999999999892e-01,3.347499999999999920e-01,6.101750000000000229e-01,1.446009348072939531e+02,1.449895528413709087e+02,4.593742115063873257e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.687520897391549625e-03,2.168326286301303973e+00,1.000000000000000000e+00
4.400000000000000000e+01,6.569645143465668014e+01,7.247249999999999526e-01,3.302749999999999853e-01,6.071999999999999620e-01,1.449439667860536645e+02,1.453558011572256419e+02,4.608195476370291885e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.841335036592938269e-03,2.170286593092895178e+00,1.000000000000000000e+00
4.500000000000000000e+01,6.535680332400673365e+01,7.203249999999999931e-01,3.266749999999999932e-01,6.040999999999999703e-01,1.452566579775702280e+02,1.456924193305261213e+02,4.620507113879210124e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.999940650040160139e-03,2.171412167572607022e+00,1.000000000000000000e+00
4.600000000000000000e+01,6.503498516513181471e+01,7.169250000000000345e-01,3.235500000000000043e-01,6.012250000000000094e-01,1.455325645987599330e+02,1.459775582316813427e+02,4.629810267249051208e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.057691137019937031e-03,2.171590430291392870e+00,1.000000000000000000e+00
4.700000000000000000e+01,6.475314104156488781e+01,7.141999999999999460e-01,3.204250000000000154e-01,5.989999999999999769e-01,1.457866757404774205e+02,1.462693745542302395e+02,4.638393498906566492e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.310994034956230882e-03,2.171131012929063075e+00,1.000000000000000000e+00
4.800000000000000000e+01,6.446844179180494905e+01,7.111499999999999488e-01,3.171999999999999820e-01,5.967249999999999499e-01,1.459941741865017377e+02,1.465171395793198315e+02,4.644620389583493534e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.582097681172033074e-03,2.170018472186348024e+00,1.000000000000000000e+00
4.900000000000000000e+01,6.421960494070386005e+01,7.086249999999999494e-01,3.139500000000000068e-01,5.945500000000000229e-01,1.461969085262073520e+02,1.467497604940465123e+02,4.648752613260725752e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.781557171163135375e-03,2.167809335845097607e+00,1.000000000000000000e+00
5.000000000000000000e+01,6.397250097376703337e+01,7.063749999999999751e-01,3.108000000000000207e-01,5.929750000000000298e-01,1.463859297748022641e+02,1.468804571383523410e+02,4.650358361031573509e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.378243826512901480e-03,2.166083801503437822e+00,1.000000000000000000e+00
5.100000000000000000e+01,6.375486011845801215e+01,7.045249999999999568e-01,3.079000000000000070e-01,5.912749999999999950e-01,1.465626555441349694e+02,1.471016488341838624e+02,4.655263414065585721e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.677562255185693428e-03,2.164657535085210860e+00,1.000000000000000000e+00
5.200000000000000000e+01,6.354629168820859775e+01,7.027499999999999858e-01,3.047000000000000264e-01,5.898999999999999799e-01,1.467047791534133125e+02,1.472999797445386321e+02,4.659089513759220154e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.057131571036970592e-03,2.162993994866426739e+00,1.000000000000000000e+00
5.300000000000000000e+01,6.332484018928107616e+01,7.008499999999999730e-01,3.024749999999999939e-01,5.880499999999999616e-01,1.468548656345422216e+02,1.473470042822704613e+02,4.657085052010302775e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.351190616679724631e-03,2.160624184180083063e+00,1.000000000000000000e+00
5.400000000000000000e+01,6.312507556615242521e+01,6.989999999999999547e-01,3.013000000000000123e-01,5.865749999999999575e-01,1.470035340227136089e+02,1.475476856271607460e+02,4.659781462646633372e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.701622604277390177e-03,2.158152866200468534e+00,1.000000000000000000e+00
5.500000000000000000e+01,6.292479182523519654e+01,6.966999999999999860e-01,2.990249999999999853e-01,5.849750000000000227e-01,1.471400079065832927e+02,1.475704968057325743e+02,4.655757360152861111e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.925709365345364067e-03,2.154937782910548716e+00,1.000000000000000000e+00
5.600000000000000000e+01,6.277832965621202987e+01,6.955999999999999961e-01,2.977500000000000147e-01,5.840499999999999581e-01,1.472713026459493051e+02,1.478192962436480400e+02,4.660675157944586431e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.720980176403752750e-03,2.152954503492206406e+00,1.000000000000000000e+00
5.700000000000000000e+01,6.261009398683190597e+01,6.938999999999999613e-01,2.964749999999999885e-01,5.827999999999999847e-01,1.473737356422720381e+02,1.478054161060655645e+02,4.656167676315122890e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.929154655082957717e-03,2.150200986528020497e+00,1.000000000000000000e+00
5.800000000000000000e+01,6.242084822037882930e+01,6.923749999999999627e-01,2.954999999999999849e-01,5.814500000000000224e-01,1.474828666557572774e+02,1.480092006625881709e+02,4.658959309756835978e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.568780691383089797e-03,2.147749794539946411e+00,1.000000000000000000e+00
5.900000000000000000e+01,6.228528956634688996e+01,6.909750000000000059e-01,2.943999999999999950e-01,5.802500000000000435e-01,1.476086061866170667e+02,1.479340778757791668e+02,4.651648594575563607e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.204964179057528582e-03,2.144406387878776243e+00,1.000000000000000000e+00
6.000000000000000000e+01,6.214163654418721450e+01,6.892000000000000348e-01,2.930749999999999744e-01,5.788999999999999702e-01,1.476883938140740327e+02,1.480674790314243410e+02,4.652944691773223553e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.566790846324332014e-03,2.142448782278335351e+00,1.000000000000000000e+00
6.100000000000000000e+01,6.199135939540568785e+01,6.875250000000000528e-01,2.921500000000000208e-01,5.772749999999999826e-01,1.477699977083523208e+02,1.482777729965278866e+02,4.654476863668384681e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.436254287407795177e-03,2.139025337113321434e+00,1.000000000000000000e+00
6.200000000000000000e+01,6.185134823075620147e+01,6.861249999999999849e-01,2.913250000000000006e-01,5.757750000000000368e-01,1.478702870252455739e+02,1.483842298651898659e+02,4.653324621460936328e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.475632936700445274e-03,2.135996746883801478e+00,1.000000000000000000e+00
6.300000000000000000e+01,6.174154832171190321e+01,6.844749999999999446e-01,2.907000000000000139e-01,5.742749999999999799e-01,1.479574652047663506e+02,1.483441500710512457e+02,4.646980459106206922e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.613486691933665246e-03,2.132567382590063954e+00,1.000000000000000000e+00
6.400000000000000000e+01,6.162989796751732285e+01,6.832249999999999712e-01,2.897750000000000048e-01,5.731000000000000538e-01,1.480192606527187422e+02,1.483723673368878906e+02,4.642824790713032144e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.385545520306331206e-03,2.129170797801745785e+00,1.000000000000000000e+00
6.500000000000000000e+01,6.151493807505021749e+01,6.821749999999999758e-01,2.893999999999999906e-01,5.721749999999999892e-01,1.480853466978757638e+02,1.485218752726589742e+02,4.643568047151347855e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.947817488477219323e-03,2.126521287606022437e+00,1.000000000000000000e+00
6.600000000000000000e+01,6.134231242197289191e+01,6.804750000000000520e-01,2.882750000000000035e-01,5.703500000000000236e-01,1.481482486324705405e+02,1.485216297300987947e+02,4.639056686987073022e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.520320699534870940e-03,2.123488945965248842e+00,1.000000000000000000e+00
6.700000000000000000e+01,6.120853561486075733e+01,6.793749999999999512e-01,2.878000000000000003e-01,5.693000000000000282e-01,1.482448593477295731e+02,1.487662434678250065e+02,4.642897667903186516e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.517046880340398470e-03,2.120934937708061074e+00,1.000000000000000000e+00
6.800000000000000000e+01,6.106298592459440044e+01,6.780500000000000416e-01,2.869249999999999856e-01,5.680250000000000021e-01,1.483053267017535859e+02,1.486051828592511583e+02,4.632022717756497627e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.021883934759754770e-03,2.116999440149835099e+00,1.000000000000000000e+00
6.900000000000000000e+01,6.095492800911520703e+01,6.771249999999999769e-01,2.867000000000000104e-01,5.670500000000000540e-01,1.483893379783233399e+02,1.489194341342003156e+02,4.640645822188673151e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.572333181743905968e-03,2.116212366215886931e+00,1.000000000000000000e+00
7.000000000000000000e+01,6.076527258213736360e+01,6.756750000000000256e-01,2.857750000000000012e-01,5.654000000000000137e-01,1.484423219562834220e+02,1.487798048519139797e+02,4.631063696361351276e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.273495127150781166e-03,2.112696444904481385e+00,1.000000000000000000e+00
7.100000000000000000e+01,6.065579723237386389e+01,6.745999999999999774e-01,2.852750000000000008e-01,5.644749999999999490e-01,1.485475337501602269e+02,1.490601151489508993e+02,4.637726401511786207e+02,4.000000000000000083e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.450622072613976007e-03,2.111312772620266731e+00,1.000000000000000000e+00
