iteration,final_core_gray_fraction,final_core_mid_fraction,domain_L1_to_final,final_core_L1_to_final,threshold_flip_to_final
5.400000000000000000e+01,1.000000000000000000e+00,9.951974386339380585e-01,1.539102582922691476e-01,9.209695603313236556e-02,1.836111111111111138e-01
5.500000000000000000e+01,1.000000000000000000e+00,9.951974386339380585e-01,1.530888355808226742e-01,9.178181543605706816e-02,1.836805555555555691e-01
5.600000000000000000e+01,1.000000000000000000e+00,9.951974386339380585e-01,1.519878965764511758e-01,9.132663846634590799e-02,1.836111111111111138e-01
5.700000000000000000e+01,1.000000000000000000e+00,9.951974386339380585e-01,1.509081064971661557e-01,9.091272362314271882e-02,1.833333333333333204e-01
5.800000000000000000e+01,1.000000000000000000e+00,9.951974386339380585e-01,1.498947258896904111e-01,9.046006928392903712e-02,1.815277777777777879e-01
5.900000000000000000e+01,1.000000000000000000e+00,9.951974386339380585e-01,1.491441927492535291e-01,9.012050166749800695e-02,1.812499999999999944e-01
6.000000000000000000e+01,1.000000000000000000e+00,9.951974386339380585e-01,1.484404509406750949e-01,8.983084352613401879e-02,1.807638888888888906e-01
6.100000000000000000e+01,1.000000000000000000e+00,9.951974386339380585e-01,1.473943605110933919e-01,8.939560691850086116e-02,1.806944444444444353e-01
6.200000000000000000e+01,1.000000000000000000e+00,9.951974386339380585e-01,1.463110018182942340e-01,8.901887628784115047e-02,1.814583333333333326e-01
6.300000000000000000e+01,1.000000000000000000e+00,9.951974386339380585e-01,1.456758523578824682e-01,8.873665017891479989e-02,1.814583333333333326e-01
6.400000000000000000e+01,1.000000000000000000e+00,9.951974386339380585e-01,1.447124470613448399e-01,8.838150001728410643e-02,1.815972222222222154e-01
6.500000000000000000e+01,1.000000000000000000e+00,9.951974386339380585e-01,1.438885392272043762e-01,8.803685162912600060e-02,1.798611111111111105e-01
6.600000000000000000e+01,1.000000000000000000e+00,9.951974386339380585e-01,1.432034928923648365e-01,8.779047776058160335e-02,1.784027777777777712e-01
6.700000000000000000e+01,1.000000000000000000e+00,9.957310565635005828e-01,1.422945171344832394e-01,8.749740590762135339e-02,1.774999999999999911e-01
6.800000000000000000e+01,1.000000000000000000e+00,9.957310565635005828e-01,1.416666287100570576e-01,8.726722560744125390e-02,1.764583333333333282e-01
6.900000000000000000e+01,1.000000000000000000e+00,9.957310565635005828e-01,1.409441704205681156e-01,8.698511911405321095e-02,1.754166666666666652e-01
7.000000000000000000e+01,1.000000000000000000e+00,9.962646744930629961e-01,1.399953464548770454e-01,8.665593159679216284e-02,1.742361111111111194e-01
7.100000000000000000e+01,1.000000000000000000e+00,9.967982924226254093e-01,1.392456729488766309e-01,8.641647580431459363e-02,1.736805555555555602e-01
7.200000000000000000e+01,1.000000000000000000e+00,9.978655282817502359e-01,1.383597889058644503e-01,8.615653068808334925e-02,1.749999999999999889e-01
7.300000000000000000e+01,1.000000000000000000e+00,9.994663820704375867e-01,1.374783518075306243e-01,8.586059463453493690e-02,1.750694444444444442e-01
7.400000000000000000e+01,1.000000000000000000e+00,9.994663820704375867e-01,1.366812678690986493e-01,8.559086393645914947e-02,1.752083333333333270e-01
7.500000000000000000e+01,1.000000000000000000e+00,9.978655282817502359e-01,1.357019609348341371e-01,8.530237140019476805e-02,1.729166666666666630e-01
7.600000000000000000e+01,1.000000000000000000e+00,9.967982924226254093e-01,1.350119421000247621e-01,8.511134195014569137e-02,1.725694444444444420e-01
7.700000000000000000e+01,1.000000000000000000e+00,9.941302027748132319e-01,1.344038884259760869e-01,8.491743710615914931e-02,1.731944444444444564e-01
7.800000000000000000e+01,1.000000000000000000e+00,9.925293489861258811e-01,1.335824049801557500e-01,8.466924357449454042e-02,1.727083333333333248e-01
7.900000000000000000e+01,1.000000000000000000e+00,9.898612593383138147e-01,1.328938065760704723e-01,8.445452134641816266e-02,1.717361111111111172e-01
8.000000000000000000e+01,1.000000000000000000e+00,9.882604055496264639e-01,1.320888425117874854e-01,8.421123509486284908e-02,1.695138888888888806e-01
8.100000000000000000e+01,1.000000000000000000e+00,9.866595517609391131e-01,1.313336972744808262e-01,8.396658323686961856e-02,1.682638888888888795e-01
8.200000000000000000e+01,1.000000000000000000e+00,9.850586979722518732e-01,1.305633134860428313e-01,8.374684660612104203e-02,1.671527777777777890e-01
8.300000000000000000e+01,1.000000000000000000e+00,9.850586979722518732e-01,1.299965296960359507e-01,8.358028031383320233e-02,1.668749999999999956e-01
8.400000000000000000e+01,1.000000000000000000e+00,9.839914621131270467e-01,1.296827189520330936e-01,8.351526983233580059e-02,1.665972222222222299e-01
8.500000000000000000e+01,1.000000000000000000e+00,9.807897545357524560e-01,1.291246414482548066e-01,8.338905892131617814e-02,1.668055555555555680e-01
8.600000000000000000e+01,1.000000000000000000e+00,9.807897545357524560e-01,1.284448395502236495e-01,8.319976357029869318e-02,1.670833333333333337e-01
8.700000000000000000e+01,1.000000000000000000e+00,9.802561366061899317e-01,1.281126907520511449e-01,8.311761099474927750e-02,1.675694444444444375e-01
8.800000000000000000e+01,1.000000000000000000e+00,9.797225186766275185e-01,1.276504999515438998e-01,8.299587972327389374e-02,1.665972222222222299e-01
8.900000000000000000e+01,1.000000000000000000e+00,9.786552828175026919e-01,1.269836611818251360e-01,8.282173903313413965e-02,1.670138888888888784e-01
9.000000000000000000e+01,1.000000000000000000e+00,9.786552828175026919e-01,1.264837496238998826e-01,8.270084960517729011e-02,1.670833333333333337e-01
9.100000000000000000e+01,1.000000000000000000e+00,9.775880469583777543e-01,1.260646114517297578e-01,8.258557183134603019e-02,1.681249999999999967e-01
9.200000000000000000e+01,1.000000000000000000e+00,9.765208110992529278e-01,1.255467302020979170e-01,8.247474207381552680e-02,1.678472222222222310e-01
9.300000000000000000e+01,1.000000000000000000e+00,9.765208110992529278e-01,1.249664020435967554e-01,8.236486875038906419e-02,1.688888888888888939e-01
9.400000000000000000e+01,1.000000000000000000e+00,9.754535752401281012e-01,1.244684460722896846e-01,8.226393309548706012e-02,1.685416666666666730e-01
9.500000000000000000e+01,1.000000000000000000e+00,9.743863393810031637e-01,1.237121268032023158e-01,8.212143372834732058e-02,1.679166666666666585e-01
9.600000000000000000e+01,1.000000000000000000e+00,9.733191035218783371e-01,1.231329554859300068e-01,8.203125380311733494e-02,1.674305555555555547e-01
9.700000000000000000e+01,1.000000000000000000e+00,9.733191035218783371e-01,1.224553783462588308e-01,8.192076145258919695e-02,1.665972222222222299e-01
9.800000000000000000e+01,1.000000000000000000e+00,9.733191035218783371e-01,1.219165019442111642e-01,8.182138835620590689e-02,1.674305555555555547e-01
9.900000000000000000e+01,1.000000000000000000e+00,9.727854855923159239e-01,1.212583527387195437e-01,8.173421958083329497e-02,1.675000000000000100e-01
1.000000000000000000e+02,1.000000000000000000e+00,9.722518676627535106e-01,1.207790102817602879e-01,8.165248581509035319e-02,1.676388888888888928e-01
1.010000000000000000e+02,1.000000000000000000e+00,9.706510138740661597e-01,1.200785699873375412e-01,8.154708711728776704e-02,1.672916666666666718e-01
1.020000000000000000e+02,1.000000000000000000e+00,9.701173959445037465e-01,1.196413186491431524e-01,8.148139164216885999e-02,1.670833333333333337e-01
1.030000000000000000e+02,1.000000000000000000e+00,9.695837780149413332e-01,1.190913923930541352e-01,8.140649089363526103e-02,1.666666666666666574e-01
1.040000000000000000e+02,1.000000000000000000e+00,9.695837780149413332e-01,1.186919433670378665e-01,8.133620346361103426e-02,1.665277777777777746e-01
1.050000000000000000e+02,1.000000000000000000e+00,9.695837780149413332e-01,1.179978980508162023e-01,8.125093172349706627e-02,1.665972222222222299e-01
1.060000000000000000e+02,1.000000000000000000e+00,9.690501600853789199e-01,1.174131377529565173e-01,8.117128116684194095e-02,1.658333333333333326e-01
1.070000000000000000e+02,1.000000000000000000e+00,9.674493062966915691e-01,1.166562112754108982e-01,8.107370542128877755e-02,1.653472222222222288e-01
1.080000000000000000e+02,1.000000000000000000e+00,9.679829242262539823e-01,1.160202246776730062e-01,8.099206995605488790e-02,1.636805555555555514e-01
1.090000000000000000e+02,1.000000000000000000e+00,9.674493062966915691e-01,1.153115333100333262e-01,8.090876505005140107e-02,1.613888888888888873e-01
1.100000000000000000e+02,1.000000000000000000e+00,9.674493062966915691e-01,1.144461702528432184e-01,8.080249576787533472e-02,1.589583333333333404e-01
1.110000000000000000e+02,1.000000000000000000e+00,9.674493062966915691e-01,1.140054055123239790e-01,8.075447215660332134e-02,1.581944444444444431e-01
1.120000000000000000e+02,1.000000000000000000e+00,9.674493062966915691e-01,1.131022360754262018e-01,8.065293795296311907e-02,1.547222222222222332e-01
1.130000000000000000e+02,1.000000000000000000e+00,9.674493062966915691e-01,1.122342736824822884e-01,8.056736101607850364e-02,1.472222222222222265e-01
1.140000000000000000e+02,1.000000000000000000e+00,9.674493062966915691e-01,1.115469893045796385e-01,8.047306876498068473e-02,1.452083333333333282e-01
1.150000000000000000e+02,1.000000000000000000e+00,9.674493062966915691e-01,1.108782670507068857e-01,8.040010822946791480e-02,1.427083333333333259e-01
1.160000000000000000e+02,1.000000000000000000e+00,9.674493062966915691e-01,1.101742156568953912e-01,8.033679360273091041e-02,1.413888888888888973e-01
1.170000000000000000e+02,1.000000000000000000e+00,9.679829242262539823e-01,1.094675736168189140e-01,8.028775262119527967e-02,1.402777777777777790e-01
1.180000000000000000e+02,1.000000000000000000e+00,9.679829242262539823e-01,1.087695372286351381e-01,8.023897755257350384e-02,1.394444444444444542e-01
1.190000000000000000e+02,1.000000000000000000e+00,9.674493062966915691e-01,1.080750930750005862e-01,8.018816665332401117e-02,1.393749999999999989e-01
1.200000000000000000e+02,1.000000000000000000e+00,9.679829242262539823e-01,1.073294757332906441e-01,8.014467222024038162e-02,1.377777777777777768e-01
1.210000000000000000e+02,1.000000000000000000e+00,9.685165421558163956e-01,1.066046276442652596e-01,8.009194672591449238e-02,1.374305555555555558e-01
1.220000000000000000e+02,1.000000000000000000e+00,9.685165421558163956e-01,1.058034973764585412e-01,8.003170552005209326e-02,1.367361111111111138e-01
1.230000000000000000e+02,1.000000000000000000e+00,9.685165421558163956e-01,1.049734357519015032e-01,7.998793782835338095e-02,1.363194444444444375e-01
1.240000000000000000e+02,1.000000000000000000e+00,9.679829242262539823e-01,1.040268584945946706e-01,7.993029512189243901e-02,1.364583333333333204e-01
1.250000000000000000e+02,1.000000000000000000e+00,9.690501600853789199e-01,1.031303290826912494e-01,7.987088487171420392e-02,1.357638888888888784e-01
1.260000000000000000e+02,1.000000000000000000e+00,9.679829242262539823e-01,1.021763163761319343e-01,7.981836416071380613e-02,1.356944444444444509e-01
1.270000000000000000e+02,1.000000000000000000e+00,9.685165421558163956e-01,1.012588028329729911e-01,7.976597369716195707e-02,1.352777777777777746e-01
1.280000000000000000e+02,1.000000000000000000e+00,9.685165421558163956e-01,1.002264822994956422e-01,7.970594670074106214e-02,1.344444444444444497e-01
1.290000000000000000e+02,1.000000000000000000e+00,9.690501600853789199e-01,9.915200192613846109e-02,7.964370256190525521e-02,1.330555555555555658e-01
1.300000000000000000e+02,1.000000000000000000e+00,9.706510138740661597e-01,9.814630281094027797e-02,7.960704153128925209e-02,1.319444444444444475e-01
1.310000000000000000e+02,1.000000000000000000e+00,9.711846318036285730e-01,9.707877426016220390e-02,7.955887486993731827e-02,1.304861111111111083e-01
1.320000000000000000e+02,1.000000000000000000e+00,9.722518676627535106e-01,9.608850204924319904e-02,7.951309238297839255e-02,1.308333333333333293e-01
1.330000000000000000e+02,1.000000000000000000e+00,9.733191035218783371e-01,9.501702101186010330e-02,7.947780508739223093e-02,1.303472222222222254e-01
1.340000000000000000e+02,1.000000000000000000e+00,9.743863393810031637e-01,9.396467689136396573e-02,7.945209077033292544e-02,1.295833333333333282e-01
1.350000000000000000e+02,1.000000000000000000e+00,9.749199573105656880e-01,9.293149490767074750e-02,7.939944500865642185e-02,1.287500000000000033e-01
1.360000000000000000e+02,1.000000000000000000e+00,9.754535752401281012e-01,9.199725603563344012e-02,7.935114689816255562e-02,1.286111111111111205e-01
1.370000000000000000e+02,1.000000000000000000e+00,9.759871931696905145e-01,9.116447064589305871e-02,7.926377594742249622e-02,1.284027777777777823e-01
1.380000000000000000e+02,1.000000000000000000e+00,9.759871931696905145e-01,9.037009837830865810e-02,7.912320348873035092e-02,1.272916666666666641e-01
1.390000000000000000e+02,1.000000000000000000e+00,9.754535752401281012e-01,8.961161631255341875e-02,7.897978895269326671e-02,1.260416666666666630e-01
1.400000000000000000e+02,1.000000000000000000e+00,9.754535752401281012e-01,8.891162783353874499e-02,7.883455075678388879e-02,1.251388888888888828e-01
1.410000000000000000e+02,1.000000000000000000e+00,9.743863393810031637e-01,8.811086639711691870e-02,7.866026101653876557e-02,1.243055555555555580e-01
1.420000000000000000e+02,1.000000000000000000e+00,9.743863393810031637e-01,8.732095218592893227e-02,7.847936526211182762e-02,1.229861111111111155e-01
1.430000000000000000e+02,1.000000000000000000e+00,9.733191035218783371e-01,8.654577278629735360e-02,7.826943914379069778e-02,1.213194444444444381e-01
1.440000000000000000e+02,1.000000000000000000e+00,9.727854855923159239e-01,8.594013971256836415e-02,7.809352327167165542e-02,1.201388888888888923e-01
1.450000000000000000e+02,1.000000000000000000e+00,9.727854855923159239e-01,8.535240153285791886e-02,7.792657056883468825e-02,1.189583333333333326e-01
1.460000000000000000e+02,1.000000000000000000e+00,9.727854855923159239e-01,8.471888385187285875e-02,7.773480725366388455e-02,1.183333333333333320e-01
1.470000000000000000e+02,1.000000000000000000e+00,9.722518676627535106e-01,8.415134957801095883e-02,7.755768360330998756e-02,1.172916666666666691e-01
1.480000000000000000e+02,1.000000000000000000e+00,9.717182497331909863e-01,8.355243247228440195e-02,7.736551625129796383e-02,1.163888888888888890e-01
1.490000000000000000e+02,1.000000000000000000e+00,9.706510138740661597e-01,8.298352812743226004e-02,7.717846801430310044e-02,1.154166666666666674e-01
1.500000000000000000e+02,1.000000000000000000e+00,9.706510138740661597e-01,8.237878219525662793e-02,7.698153208325335395e-02,1.142361111111111077e-01
1.510000000000000000e+02,1.000000000000000000e+00,9.701173959445037465e-01,8.178021578245150969e-02,7.677361705830471061e-02,1.129166666666666652e-01
1.520000000000000000e+02,1.000000000000000000e+00,9.701173959445037465e-01,8.120795302610310518e-02,7.658117985589492360e-02,1.121527777777777818e-01
1.530000000000000000e+02,1.000000000000000000e+00,9.690501600853789199e-01,8.060052737102450793e-02,7.637295307947866707e-02,1.110416666666666635e-01
1.540000000000000000e+02,1.000000000000000000e+00,9.685165421558163956e-01,8.002679899248532625e-02,7.616861189033845292e-02,1.097222222222222210e-01
1.550000000000000000e+02,1.000000000000000000e+00,9.685165421558163956e-01,7.945846875600401371e-02,7.595369135705772046e-02,1.086805555555555580e-01
1.560000000000000000e+02,1.000000000000000000e+00,9.685165421558163956e-01,7.885700800440358094e-02,7.572224308614686206e-02,1.076388888888888951e-01
1.570000000000000000e+02,1.000000000000000000e+00,9.674493062966915691e-01,7.825170616216960140e-02,7.548517731789111673e-02,1.061805555555555558e-01
1.580000000000000000e+02,1.000000000000000000e+00,9.669156883671291558e-01,7.764387785952521492e-02,7.524440388382655498e-02,1.051388888888888928e-01
1.590000000000000000e+02,1.000000000000000000e+00,9.669156883671291558e-01,7.702701457148189434e-02,7.500451278064065863e-02,1.037499999999999950e-01
1.600000000000000000e+02,1.000000000000000000e+00,9.669156883671291558e-01,7.639532797358956906e-02,7.475828066965869989e-02,1.018055555555555519e-01
1.610000000000000000e+02,1.000000000000000000e+00,9.669156883671291558e-01,7.579693939263104641e-02,7.452060343694216771e-02,1.011805555555555514e-01
1.620000000000000000e+02,1.000000000000000000e+00,9.663820704375667425e-01,7.515832413755690888e-02,7.426586007934959932e-02,1.001388888888888884e-01
1.630000000000000000e+02,1.000000000000000000e+00,9.663820704375667425e-01,7.455708162979464426e-02,7.401954488758227813e-02,9.916666666666666685e-02
1.640000000000000000e+02,1.000000000000000000e+00,9.658484525080042182e-01,7.391085315686117541e-02,7.375518751388042415e-02,9.847222222222222487e-02
1.650000000000000000e+02,1.000000000000000000e+00,9.653148345784418050e-01,7.325827344604110558e-02,7.348670900140548412e-02,9.736111111111110661e-02
1.660000000000000000e+02,1.000000000000000000e+00,9.653148345784418050e-01,7.257518262781148533e-02,7.322183112796470938e-02,9.673611111111110605e-02
1.670000000000000000e+02,1.000000000000000000e+00,9.653148345784418050e-01,7.189407707139297554e-02,7.295144751276484707e-02,9.527777777777778068e-02
1.680000000000000000e+02,1.000000000000000000e+00,9.653148345784418050e-01,7.110607424099163465e-02,7.265077439628477018e-02,9.416666666666666241e-02
1.690000000000000000e+02,1.000000000000000000e+00,9.653148345784418050e-01,7.043558648201851680e-02,7.238308264173147488e-02,9.263888888888889561e-02
1.700000000000000000e+02,1.000000000000000000e+00,9.653148345784418050e-01,6.980251149056951321e-02,7.211090969318506572e-02,9.201388888888889506e-02
1.710000000000000000e+02,1.000000000000000000e+00,9.653148345784418050e-01,6.911370795553854751e-02,7.184153148296233693e-02,9.145833333333333592e-02
1.720000000000000000e+02,1.000000000000000000e+00,9.647812166488793917e-01,6.845708994411826842e-02,7.156523264306056953e-02,9.069444444444443865e-02
1.730000000000000000e+02,1.000000000000000000e+00,9.647812166488793917e-01,6.774127696617536498e-02,7.127750687028180931e-02,8.979166666666667240e-02
1.740000000000000000e+02,1.000000000000000000e+00,9.642475987193169784e-01,6.705316022612439752e-02,7.098926494355618788e-02,8.916666666666667185e-02
1.750000000000000000e+02,1.000000000000000000e+00,9.642475987193169784e-01,6.640751509059104885e-02,7.071217928797382535e-02,8.826388888888889173e-02
1.760000000000000000e+02,1.000000000000000000e+00,9.642475987193169784e-01,6.574059233040228933e-02,7.041957127174708342e-02,8.701388888888889062e-02
1.770000000000000000e+02,1.000000000000000000e+00,9.637139807897545651e-01,6.509043291091619332e-02,7.012772460577117173e-02,8.652777777777777291e-02
1.780000000000000000e+02,1.000000000000000000e+00,9.631803628601921519e-01,6.439165345415767683e-02,6.981281499614974684e-02,8.541666666666666852e-02
1.790000000000000000e+02,1.000000000000000000e+00,9.615795090715048010e-01,6.367017546263066541e-02,6.948278524073241147e-02,8.458333333333332982e-02
1.800000000000000000e+02,1.000000000000000000e+00,9.610458911419423877e-01,6.302447465253727121e-02,6.918298014504173366e-02,8.388888888888888784e-02
1.810000000000000000e+02,1.000000000000000000e+00,9.610458911419423877e-01,6.237858237137868661e-02,6.888380119664602730e-02,8.305555555555554914e-02
1.820000000000000000e+02,1.000000000000000000e+00,9.610458911419423877e-01,6.183190436306378740e-02,6.863301349659454986e-02,8.250000000000000389e-02
1.830000000000000000e+02,1.000000000000000000e+00,9.610458911419423877e-01,6.114876356017772546e-02,6.831833875933729372e-02,8.173611111111110661e-02
1.840000000000000000e+02,1.000000000000000000e+00,9.610458911419423877e-01,6.063243838957864396e-02,6.804797778481488923e-02,8.097222222222222321e-02
1.850000000000000000e+02,1.000000000000000000e+00,9.610458911419423877e-01,5.996024299162869969e-02,6.773778042291171697e-02,8.041666666666666408e-02
1.860000000000000000e+02,1.000000000000000000e+00,9.610458911419423877e-01,5.936621573461497992e-02,6.741411292319754445e-02,8.013888888888888451e-02
1.870000000000000000e+02,1.000000000000000000e+00,9.615795090715048010e-01,5.876854448668022979e-02,6.709408736580330102e-02,7.930555555555555969e-02
1.880000000000000000e+02,1.000000000000000000e+00,9.610458911419423877e-01,5.819514153639968740e-02,6.677575097841592644e-02,7.881944444444444198e-02
1.890000000000000000e+02,1.000000000000000000e+00,9.599786552828174502e-01,5.762726394560719473e-02,6.645783745986699742e-02,7.770833333333333759e-02
1.900000000000000000e+02,1.000000000000000000e+00,9.599786552828174502e-01,5.707850055219725743e-02,6.615275036036966094e-02,7.687499999999999889e-02
1.910000000000000000e+02,1.000000000000000000e+00,9.594450373532550369e-01,5.644592155603019717e-02,6.582363957374783026e-02,7.590277777777777735e-02
1.920000000000000000e+02,1.000000000000000000e+00,9.599786552828174502e-01,5.583294556927935470e-02,6.548683257764825738e-02,7.499999999999999722e-02
