outer,rho_sha256,omega1,omega2,omega3,lambda1,lambda2,gap12,dOff,volume,Mnd,gray,mid,broad_core,void_lt_0p1,at_rhomin,beta,box_max,box_mean,box_at_floor,N,multJ,max_abs_drho,l2_drho,rms_drho,sign_reversal,on_bound,at_move_box,step_over_box_rms,pred_gain,real_gain,gain_ratio,stop_metric,stop_eps,stop_raw,nInner,innerConv,spike,stage,exA,exB,exE,exDecl
208,c94d25d5522c744b95e8c18fc6b25d8259494c91a42e5e0d4ba7a2654ff9c5d4,163.21657813034145,179.23268164072303,403.7540809874707,26639.651376577855,32124.354168124773,0.09812792115756433,5484.702791546919,0.4999981559448981,0.30876207726987054,0.3318055555555556,0.19354166666666667,0.17451388888888889,0.3395138888888889,0.0,26648.927617633337,0.04,0.04,nan,2,0,0.018318231310342773,0.2620103984129845,0.001543911078826753,0.15340277777777778,0.0,0.0,0.03859777697066883,9.276241055482387,5.695723923217884,0.6140120647092964,0.2620103984129845,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
209,e477684cd94a0736a30b1aa6ef9a21f99d483078b632ff34cab0b1e9a15dd9ea,163.23402555993366,179.35457804066317,403.7094713307208,26645.347100501072,32168.064664144335,0.09875730519682999,5522.717563643262,0.49999818135469204,0.3080920368779131,0.33118055555555553,0.19340277777777778,0.17375,0.33993055555555557,0.0,26654.544576831016,0.04,0.04,nan,2,0,0.017929851288331553,0.2564412419374338,0.0015110945095821624,0.11854166666666667,0.0,0.0,0.03777736273955405,9.197476329944038,5.984456578069512,0.6506628952755266,0.2564412419374338,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
210,7fda5323ae4ce03e5845e122de8b992e6cf5ad3700cbbae78935acf626ff3f44,163.25235544113642,179.47134289589567,403.685447610505,26651.331557079142,32209.962920856164,0.09934917882766664,5558.631363777022,0.4999981689665044,0.30735565776629126,0.3302083333333333,0.1934722222222222,0.1726388888888889,0.3402777777777778,0.0,26660.993955952268,0.04,0.04,nan,2,0,0.01843016074012214,0.24892563678414706,0.0014668083815104157,0.17673611111111112,0.0,0.0,0.03667020953776038,9.662398873126222,7.185687513636367,0.7436753137589602,0.24892563678414706,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
211,1a0004a55e07867fce49ccd1ae1b00b8c1d807c2f27419ee5c7679db9fcab745,163.2743618716447,179.56551669299702,403.67814102307716,26658.51724459278,32243.77478522299,0.09977778895966131,5585.257540630213,0.4999981525985351,0.3066981975402399,0.329375,0.19375,0.17215277777777777,0.34076388888888887,0.0,26667.297601598293,0.04,0.04,nan,2,0,0.01873618817768742,0.25012880835069584,0.0014738981379573946,0.19166666666666668,0.0,0.0,0.036847453448934885,8.780357005514816,6.184427007283375,0.7043480126604221,0.25012880835069584,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
212,5a959082a307ca532b916919b9604f2d94cd28516335dced2465aa41759cefbc,163.29329953063004,179.6566862559264,403.6596201968526,26664.70167160006,32276.52491646037,0.10020856196997208,5611.8232448603085,0.499998219968433,0.3060513472411791,0.32861111111111113,0.19319444444444445,0.17104166666666668,0.34097222222222223,0.0,26673.489842516,0.04,0.04,nan,2,0,0.019100513923501324,0.24789909923499684,0.0014607594509925262,0.09708333333333333,0.0,0.0,0.03651898627481316,8.788170915937371,6.185170023371029,0.7038062962742573,0.24789909923499684,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
213,ab6539c472529be43d24555a16d33e9c38ed4c6bfa370e5e2e479d0a5104af63,163.31223726844058,179.74008796734543,403.63306648989885,26670.886841623433,32306.499222509075,0.10059167012636022,5635.612380885643,0.4999982851126148,0.3053969628745167,0.32784722222222223,0.1925,0.17055555555555554,0.34131944444444445,0.0,26679.785407372907,0.04,0.04,nan,2,0,0.018165443772684777,0.2552518305269777,0.0015040858356325443,0.17055555555555554,0.0,0.0,0.03760214589081363,8.898565749474074,5.902130338639836,0.663267598937353,0.2552518305269777,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
214,c751a2e4067bba1d063c3b5bfaba3105b1332638c344c28efc3752ad64484e57,163.33030634870576,179.82765949659137,403.6011600332605,26676.788971962073,32337.987120022008,0.10100607484727424,5661.198148059935,0.49999826673535547,0.30478879226439165,0.326875,0.1925,0.16993055555555556,0.34180555555555553,0.0,26684.80724459082,0.04,0.04,nan,2,0,0.01914649455918601,0.2428705698631279,0.0014311285575071575,0.5054166666666666,0.0,0.0,0.03577821393767892,8.018272628745763,5.101177429591189,0.6361940614619794,0.2428705698631279,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
215,86ff04b4526c4fad4f69295eff7a6e0824fb4321256a0fd958aa4dbfc2fefe52,163.34592174092276,179.91253888833893,403.5631801513741,26681.890149391664,32368.52164924807,0.10142045158428808,5686.631499856405,0.499998276889828,0.3041858844157158,0.3267361111111111,0.1922222222222222,0.1698611111111111,0.34194444444444444,0.0,26689.842589626576,0.04,0.04,nan,2,0,0.019223551702545985,0.24256701437382266,0.0014293398396325395,0.3383333333333333,0.0,0.0,0.03573349599081346,7.952440234912501,4.812872627204342,0.6052070163413554,0.24256701437382266,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
216,1eb2b7c279bc48ab7bfd6b2b239393ae739f2c269592c40f8e7549f808e67e26,163.36065322475565,180.00481420312713,403.5164190589625,26686.703022018868,32401.73313630232,0.10188598447553968,5715.0301142834505,0.49999838218903364,0.30357880497520345,0.32625,0.1917361111111111,0.16923611111111111,0.34215277777777775,0.0,26694.724655746486,0.04,0.04,nan,2,0,0.020892359724743098,0.23535086032258287,0.0013868182441015525,0.17069444444444445,0.0,0.0,0.0346704561025388,8.021633727617882,5.42273161671983,0.6760133659618205,0.23535086032258287,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
217,a66b299074eae53760feb2ae3b515d7695d84d52fac853d3a9fb54a88e6d01a4,163.37724980435797,180.0827726028413,403.47806344288847,26692.125753635588,32429.804988326647,0.10225121807649444,5737.679234691059,0.4999984070661637,0.30300422272184074,0.32534722222222223,0.19125,0.16881944444444444,0.3425,0.0,26699.610028299776,0.04,0.04,nan,2,0,0.019474169362295988,0.2340019709572368,0.001378869837290664,0.42854166666666665,0.0,0.0,0.03447174593226658,7.4842746641879785,4.03407891705865,0.5390073317808061,0.2340019709572368,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
218,6ba092a6fee311fd0f6fb4d3ef0114705da4aaaad037c18b290656b4910e83e4,163.38959523957652,180.17131503242126,403.4341523932178,26696.159832552647,32461.702760511987,0.10270984372192044,5765.542927959341,0.49999844734996013,0.3024374925764755,0.3246527777777778,0.19083333333333333,0.1675,0.34291666666666665,0.0,26703.532283823883,0.04,0.04,nan,2,0,0.019593911046394945,0.23031549936753953,0.0013571470951262766,0.3009722222222222,0.0,0.0,0.03392867737815691,7.372451271236059,4.1239893129131815,0.5593783073213526,0.23031549936753953,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
219,7bc898f7875aa55724e3be54177db420a1dce7fb14cb13f90528c0440c7ac883,163.40221486217854,180.25866353226402,403.39075054964775,26700.28382186556,32493.18577843797,0.10315924226794014,5792.901956572412,0.4999985056699953,0.30196488050564735,0.3240972222222222,0.19055555555555556,0.16666666666666666,0.343125,0.0,26706.74288104237,0.04,0.04,nan,2,0,0.014927819135036177,0.2340560875696162,0.0013791887224872334,0.354375,0.0,0.0,0.03447971806218086,6.459059176810115,2.6715505838983518,0.41361295983941265,0.2340560875696162,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
220,52cbd0665a40b4632f04991b81a32f15a83569a987c213e1cdb276b70aad31b5,163.410389426283,180.34413056189806,403.29681255067203,26702.955372449458,32524.005428126933,0.10362707778292239,5821.050055677475,0.4999985297269661,0.30139888508666624,0.3232638888888889,0.19006944444444446,0.16569444444444445,0.34326388888888887,0.0,26710.50160479178,0.04,0.04,nan,2,0,0.016447861460392336,0.24339150344315014,0.0014341981880653366,0.1545138888888889,0.0,0.0,0.0358549547016334,7.546232342323492,3.6123986973070714,0.4787022892267336,0.24339150344315014,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
221,913fd98aa7838607727e11088430e16e63e6c9e707da3b0631e195b45f405926,163.42144220128142,180.44059887789163,403.22292386271306,26706.567771146765,32558.809723412185,0.10414273945550064,5852.24195226542,0.4999985399983531,0.300822808884252,0.32243055555555555,0.19020833333333334,0.16493055555555555,0.34347222222222223,0.0,26714.072369477813,0.04,0.04,nan,2,0,0.01727451040307995,0.24054629599353392,0.0014174326423861188,0.1361111111111111,0.0,0.0,0.03543581605965296,7.504598331048328,3.9717522504433873,0.5292424824405716,0.24054629599353392,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
222,a5ddcd0b3db9406794164e19f9547ede764e00669d995879022bccaa7e2b30f4,163.4335936195408,180.5387798718902,403.16499371011554,26710.53952339721,32594.251037630827,0.10466138493025359,5883.711514233619,0.49999855813518707,0.3002564123424779,0.321875,0.18965277777777778,0.16444444444444445,0.3435416666666667,0.0,26717.805647115332,0.04,0.04,nan,2,0,0.017167592307129574,0.23841095802173984,0.001404850042719613,0.2929861111111111,0.0,0.0,0.03512125106799035,7.266123718123708,3.742523912118486,0.5150647108834113,0.23841095802173984,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
223,a817b2eff0ab190d692aa8e47d358c13f3e9dbd8c9e77325dd5970a1a0e4bcc1,163.44504289610416,180.6351227858918,403.11433319861584,26714.282047309327,32629.04758387421,0.10517345515773605,5914.7655365648825,0.499998593227416,0.29972362906637967,0.3211805555555556,0.18888888888888888,0.16375,0.3439583333333333,0.0,26720.898649502014,0.04,0.04,nan,2,0,0.016604141367789125,0.22392779347468894,0.0013195071771841106,0.3786111111111111,0.0,0.0,0.03298767942960277,6.616602192687424,3.68159435265261,0.5564176665663014,0.22392779347468894,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
224,0281862c389ba37d5ba2ac3deb8aa1b918f7e57bca4e9a16caee8b59d5d85d73,163.4563049920742,180.72493079820404,403.0835865763634,26717.96364166198,32661.50061201564,0.10564674031367088,5943.53697035366,0.4999986021388097,0.29918115552025315,0.32104166666666667,0.1882638888888889,0.16368055555555555,0.3439583333333333,0.0,26724.859472801763,0.04,0.04,nan,2,0,0.018202725492437358,0.22343331756626741,0.0013165934499509587,0.13743055555555556,0.0,0.0,0.032914836248773956,6.895831139783695,4.0378139356434986,0.5855442010968608,0.22343331756626741,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
225,4dc694e5cd373ce3b72bfbc9e77649e20a9b7bafb051129ee610c9bfa1095acc,163.46865588117382,180.81093758366953,403.0608848436297,26722.001455597623,32692.595149885638,0.10608933932326392,5970.593694288014,0.4999986202748295,0.29862022742726063,0.3204166666666667,0.18729166666666666,0.16291666666666665,0.3441666666666667,0.0,26729.03633619013,0.04,0.04,nan,2,0,0.017252502707258033,0.23156909421531607,0.0013645339736073042,0.394375,0.0,0.0,0.03411334934018262,7.034880592505942,3.7910895666755096,0.5388989218543452,0.23156909421531607,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
226,a3c1f6e29ebf0c463777a5b7bb13f9e7e91c1c333f96b154cc841983cdb2b89c,163.48025123899308,180.90025188192345,403.03058898181087,26725.7925451643,32724.901130943348,0.10655721722291665,5999.1085857790495,0.49999864997552673,0.29807278918441643,0.31979166666666664,0.18618055555555554,0.16236111111111112,0.3445138888888889,0.0,26732.567411575412,0.04,0.04,nan,2,0,0.01704717399285475,0.228162009268735,0.0013444575330255869,0.128125,0.0,0.0,0.03361143832563967,6.77486641111318,3.615584901017428,0.533676191029625,0.228162009268735,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
227,122c6830c7cdbfc362ae47839e0c2702c5795738c502bcdaae3132e4c3b512ba,163.49130903526742,180.986752223211,403.0018000110466,26729.408130065316,32756.204480305973,0.10701145700759886,6026.7963502406565,0.4999986576497146,0.29753394974763764,0.3190972222222222,0.18555555555555556,0.16208333333333333,0.3447222222222222,0.0,26736.125778217178,0.04,0.04,nan,2,0,0.016809699622205045,0.2282495077219166,0.0013449731226054871,0.05354166666666667,0.0,0.0,0.033624328065137175,6.717648151861795,3.413345742668753,0.5081161837454593,0.2282495077219166,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
228,34498aba9abdb05148fd9e4b8fbda83f3d075e0d162fd0ed1f7f3443a87f0c32,163.5017476231003,181.07327655004926,402.96664829402533,26732.821475807985,32787.531480570615,0.10746997620755931,6054.71000476263,0.4999986790862441,0.29704095103420386,0.3182638888888889,0.18486111111111111,0.16,0.3449305555555556,0.0,26739.05875809895,0.04,0.04,nan,2,0,0.017211701795470002,0.21703190689094606,0.0012788727758036278,0.3601388888888889,0.0,0.0,0.031971819395090716,6.237282290963776,2.7422750831719895,0.43965864542396027,0.21703190689094606,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
229,fa2fc22e5b1328fe89265808e633f85038ef0524471ed3dada0a65666b253bed,163.51013348074534,181.15401247696445,402.9224940377157,26735.563750891157,32816.77623650419,0.1079069450964446,6081.212485613036,0.49999873255598476,0.2965537506986575,0.3179166666666667,0.1840277777777778,0.15916666666666668,0.34506944444444443,0.0,26741.722028448814,0.04,0.04,nan,2,0,0.016805507153456026,0.21287464827220307,0.0012543758944664662,0.3198611111111111,0.0,0.0,0.03135939736166165,6.158277557657129,2.6989504451667017,0.43826385217257036,0.21287464827220307,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
230,e88515b712154e76995842806ebd873ac925ff59ae0fae92d4935437b9707d60,163.518386432035,181.233316434094,402.8795173255143,26738.262701336324,32845.51498570045,0.1083360127787347,6107.252284364127,0.49999872567769316,0.29603767573748474,0.3171527777777778,0.18368055555555557,0.1582638888888889,0.34534722222222225,0.0,26744.81241205027,0.04,0.04,nan,2,0,0.018298962419650566,0.2217056188945948,0.0013064128878960695,0.1879861111111111,0.0,0.0,0.032660322197401725,6.549710713945387,2.9926414824549283,0.4569120092713581,0.2217056188945948,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
231,bcec0456a7ef0809bf1a409c3634cdf5f7a5c348ecfb820208cff42bb4a8c388,163.52753695576405,181.31564721766682,402.842385993527,26741.25534281878,32875.363925961414,0.10877746092827563,6134.108583142635,0.4999987511969281,0.29553575897832424,0.31631944444444443,0.18284722222222222,0.15756944444444446,0.34569444444444447,0.0,26747.447442985365,0.04,0.04,nan,2,0,0.01779451031743952,0.2194089113293421,0.001292879408781131,0.14083333333333334,0.0,0.0,0.032321985219528275,6.192100166586897,2.5578478839415766,0.41308244620200796,0.2194089113293421,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
232,3e08aad7150c1d9282f12de36ff3dc2c85c796ea0f8fe1861431548ea8ddbdc6,163.53535761633543,181.39505135217394,402.80330492974366,26743.81319070272,32904.16465505782,0.10920998367667074,6160.3514643551025,0.49999878605637843,0.29503537380028927,0.31548611111111113,0.1820138888888889,0.15715277777777778,0.3461111111111111,0.0,26749.90767863186,0.04,0.04,nan,2,0,0.01902012614465845,0.21622787292667345,0.0012741349602332823,0.04006944444444444,0.0,0.0,0.03185337400583206,6.094487929138268,2.6680337854377285,0.43777817208918096,0.21622787292667345,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
233,5164653f9679ce3af69acfdbaf6dabd684fd55fec75416128731653f79050c82,163.54351477355547,181.4733392042093,402.7701251326971,26746.481224488158,32932.57284192601,0.10963335633014681,6186.091617437854,0.4999988205399496,0.29456866207897736,0.31493055555555555,0.18145833333333333,0.15659722222222222,0.34618055555555555,0.0,26752.105357212782,0.04,0.04,nan,2,0,0.014918154720400438,0.2030161301118406,0.0011962840191027744,0.37006944444444445,0.0,0.0,0.029907100477569382,5.62413272462436,2.580494129411818,0.45882525462344437,0.2030161301118406,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
234,ace4df545d40906ad33c9d5b0d28971a7190587aee11066e436e0cc0f6b77626,163.55140390292456,181.5459947923327,402.7451035235837,26749.06171861757,32958.94822513769,0.11002406864137201,6209.886506520121,0.49999885761393414,0.2941024940286176,0.31472222222222224,0.1807638888888889,0.15645833333333334,0.3461111111111111,0.0,26754.724531320575,0.04,0.04,nan,2,0,0.01529600496440233,0.2005998935346753,0.0011820462085305697,0.33541666666666664,0.0,0.0,0.029551155213264235,5.662812703005329,2.772674375817587,0.48962847991530645,0.2005998935346753,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
235,4697bb0c4c0adb9556026ed9537f33e375f4b6d2f1c58df203f6956d81f3a162,163.55988014483682,181.61673514806316,402.72144938008057,26751.834392993387,32984.63848584172,0.11039904765909882,6232.804092848335,0.4999988672001973,0.29364678569428654,0.31409722222222225,0.18006944444444445,0.15569444444444444,0.34631944444444446,0.0,26757.244227042007,0.04,0.04,nan,2,0,0.01465121997011283,0.19753014387025003,0.0011639575351617346,0.057569444444444444,0.0,0.0,0.029098938379043378,5.409834048619814,2.7192532021799707,0.5026500217458096,0.19753014387025003,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
236,61b772a39584f93bcbb3c918a9445a88c90d5d0687c3ea6253bc3bebd6dc2029,163.56819264819052,181.6831681020462,402.70047652444185,26754.553646195567,33008.77357159638,0.11074876576290207,6254.219925400812,0.4999988953129666,0.29319690851742564,0.31354166666666666,0.17993055555555557,0.15534722222222222,0.3465972222222222,0.0,26759.761768400218,0.04,0.04,nan,2,0,0.014763597458432743,0.1959438952233271,0.0011546104753710079,0.06194444444444445,0.0,0.0,0.02886526188427518,5.208122204650863,2.394189507158444,0.45970302022107473,0.1959438952233271,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
237,aa6bbe86e9c59633d1b91196f5cded73485694d6e4e8b2563e7a6389190fb31d,163.57551111246062,181.74974268487784,402.6737874457172,26756.947835702726,33032.96896601931,0.11110606623703086,6276.021130316585,0.4999988958525086,0.29272148315984675,0.3129166666666667,0.1790972222222222,0.15347222222222223,0.34680555555555553,0.0,26762.512627052576,0.04,0.04,nan,2,0,0.015522078904244672,0.20422418498353237,0.0012034025507012636,0.1646527777777778,0.0,0.0,0.030085063767531568,5.564791349850566,2.7447568331699586,0.49323625282799954,0.20422418498353237,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
238,2b0a922450f17e05eb3e8e172cdfd770f6a35c049021dd6eb9c52c2c80695696,163.5839007742996,181.81885235216134,402.6455916522882,26759.692592535896,33058.095070657044,0.11147155368926509,6298.402478121148,0.4999989039024738,0.2922557865630573,0.3123611111111111,0.1786111111111111,0.15291666666666667,0.34694444444444444,0.0,26765.13143299911,0.04,0.04,nan,2,0,0.013337033288108924,0.20406889170491568,0.001202487476281409,0.1292361111111111,0.0,0.0,0.030062186907035233,5.438840463215456,2.64573098109031,0.4864512939815387,0.20406889170491568,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
239,632df57abe7dbe176bd9ebab315731dfc1e27251079f5c69060aa77ec4f52953,163.59198734509275,181.88710864648894,402.6166621977195,26762.338323516986,33082.92029177967,0.11183384711136948,6320.581968262686,0.49999890479456366,0.2917963922842824,0.3113888888888889,0.17756944444444445,0.1525,0.3472222222222222,0.0,26767.659168320155,0.04,0.04,nan,2,0,0.013466121768127727,0.20302501152875616,0.0011963363533538372,0.034513888888888886,0.0,0.0,0.02990840883384592,5.320844803169166,2.6425046514523274,0.4966325365999054,0.20302501152875616,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
240,2515059e05fa4153d6a87e967439c853680471e8aa728ff9f7f6f19159003f6e,163.60006365575913,181.95458177015985,402.58671859446594,26764.980828168438,33107.469827153785,0.11219138736413685,6342.488998985347,0.49999892340681423,0.2913369912813323,0.310625,0.17729166666666665,0.151875,0.3475,0.0,26770.24032979378,0.04,0.04,nan,2,0,0.014521468201671252,0.20155797070681375,0.0011876917324082292,0.2578472222222222,0.0,0.0,0.02969229331020574,5.259501625343546,2.856770647569647,0.543163754110076,0.20155797070681375,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
241,3e30199b7b69637ddb27c47ce11c641f4ed409074d70d0f99965a6f6ec03c665,163.60879438103566,182.02105227686175,402.56278936126876,26767.837598816008,33131.66347197604,0.11253831412598136,6363.825873160033,0.49999891758986376,0.2908823884719724,0.3098611111111111,0.17680555555555555,0.15104166666666666,0.34791666666666665,0.0,26773.049653823902,0.04,0.04,nan,2,0,0.016190353626795433,0.20306725375946527,0.0011965852680853944,0.268125,0.0,0.0,0.029914631702134844,5.212055007894378,2.5533111792537966,0.4898856929534423,0.20306725375946527,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
242,c43b952e221147541169fa7c6aa4e26717dff2dc39f2795e9b043a65ebaedc21,163.61659729378087,182.0874726647638,402.5286494433764,26770.39090999526,33155.847701441104,0.11289120832783026,6385.456791445842,0.4999989144831808,0.2904271344979274,0.30909722222222225,0.17590277777777777,0.15041666666666667,0.34833333333333333,0.0,26775.676868447656,0.04,0.04,nan,2,0,0.014965999327990136,0.20366614198141675,0.0012001142507763497,0.05506944444444444,0.0,0.0,0.030002856269408715,5.28595845239397,2.6017675243056146,0.4922035516808298,0.20366614198141675,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
243,ac7cbcf5901ed5ab425e8a9bf4af23f279baac9608addf6809b44f12e5006ba5,163.6245479062343,182.15343191248488,402.493385641119,26772.992677519567,33179.87275749626,0.11324024569264884,6406.880079976694,0.49999894283550467,0.289998104226828,0.30833333333333335,0.17548611111111112,0.14993055555555557,0.3486111111111111,0.0,26777.783477019737,0.04,0.04,nan,2,0,0.014141536360583778,0.19254513939829665,0.0011345831146087053,0.36770833333333336,0.0,0.0,0.028364577865217636,4.790799500169669,2.272207247908227,0.47428560678186504,0.19254513939829665,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
244,38b28607a3b869d0715cd6f08198fe65947e47ebe4ff65505c67724602a17a22,163.63149111576132,182.21519395658774,402.4633770089237,26775.264884767475,33202.37690863689,0.11357045464848421,6427.112023869417,0.4999989584227934,0.28953932291547135,0.308125,0.17493055555555556,0.14979166666666666,0.34868055555555555,0.0,26780.452504194494,0.04,0.04,nan,2,0,0.01387143728016893,0.19890690597778568,0.0011720701836810607,0.4870138888888889,0.0,0.0,0.029301754592026517,5.187619427018944,2.4776321423669287,0.4776048392182646,0.19890690597778568,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
245,984fa5dd1fcf1c0d1e02934fc6457a23452d358fa7726fd0cbcf4530f7fffba5,163.63906170871869,182.27826477497413,402.42741452847594,26777.742516909842,33225.36580937557,0.1139043628802618,6447.623292465731,0.4999989690416089,0.28909401842874316,0.3076388888888889,0.17416666666666666,0.14930555555555555,0.34902777777777777,0.0,26782.74212153666,0.04,0.04,nan,2,0,0.015017875562519666,0.1977614694907758,0.0011653206344528675,0.12944444444444445,0.0,0.0,0.029133015861321672,4.999604626817018,2.1884715286032588,0.43772891897584754,0.1977614694907758,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
246,b7be3b53d1b0c374f8f1e4e7a40b0b8920efbc51c5a8e22c0d2698399f86beca,163.6457484581816,182.33991874940264,402.38483616404204,26779.930988438446,33247.84596953876,0.11423560017508302,6467.914981100312,0.4999989835232672,0.2886554586953874,0.30743055555555554,0.17347222222222222,0.14909722222222221,0.3489583333333333,0.0,26784.830106244906,0.04,0.04,nan,2,0,0.015712911520881813,0.19703615334125765,0.0011610466680542974,0.08555555555555555,0.0,0.0,0.029026166701357433,4.899117806460708,2.1316061575416825,0.4350999999899223,0.19703615334125765,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
247,827485aed5f4a2bd59b0be74bedc1129aecef43867a4971568ff18d82cadd5c8,163.65226119609832,182.40054634677463,402.3437822727821,26782.062594595987,33269.95930760188,0.11456172382617401,6487.896713005892,0.49999901685402365,0.2882226147614395,0.30722222222222223,0.17284722222222224,0.14875,0.34875,0.0,26786.94485884143,0.04,0.04,nan,2,0,0.01511217061397684,0.1934074201841068,0.0011396641528664821,0.1375,0.0,0.0,0.028491603821662055,4.882264245443366,2.080960468032572,0.4262285618757197,0.1934074201841068,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
248,047c3948532eeb9dea78daba5ae202bd1ce09945349dd88d0a4daa77ccf69990,163.6586189452423,182.46053857999618,402.31160476645664,26784.14355506402,33291.84813890228,0.11488499509484879,6507.704583838258,0.49999905159235497,0.2878061761459149,0.30694444444444446,0.17194444444444446,0.1486111111111111,0.34875,0.0,26788.79964477574,0.04,0.04,nan,2,0,0.014067431374789201,0.18938112723059466,0.0011159389941125485,0.10541666666666667,0.0,0.0,0.027898474852813705,4.656089711719687,1.8078249894097098,0.3882710818177094,0.18938112723059466,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
249,72e1371d5db2fd4fafae3d6e4f4387ca5ae634f959b996c38e3026ecf923fc7c,163.66414201056207,182.5188318374135,402.28131857291277,26785.95138005343,33313.12397529403,0.11520354791970644,6527.172595240601,0.4999990734433728,0.28739400429601997,0.3059722222222222,0.1711111111111111,0.14770833333333333,0.34923611111111114,0.0,26790.45097514927,0.04,0.04,nan,2,0,0.014006009372695666,0.1863010013238261,0.001097789178149345,0.08006944444444444,0.0,0.0,0.02744472945373363,4.49959509584005,1.852766708623676,0.41176298514872806,0.1863010013238261,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
250,fbb120b6f164654838f7aafec6955cf6e9ad2d4420fa93ddc1c385e1fa9125ef,163.66980218342678,182.5769164020491,402.2604312440237,26787.804146762053,33334.33040288083,0.1155198696790315,6546.526256118774,0.4999990741953784,0.2869818507175425,0.30541666666666667,0.17069444444444445,0.14722222222222223,0.3495138888888889,0.0,26792.354631385624,0.04,0.04,nan,2,0,0.012519939282884283,0.18587957949757247,0.0010953059262236453,0.058680555555555555,0.0,0.0,0.02738264815559113,4.55048462357081,1.9755389685524278,0.4341381483456597,0.18587957949757247,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
251,55d710d851398220359f49ce522a30e99f30c31323f735056ac9454b628dfc7f,163.67583720797217,182.63548741771191,402.2449912776969,26789.779685730606,33355.721264305204,0.11583658610310918,6565.941578574599,0.4999990763581558,0.2865717119966379,0.30506944444444445,0.17020833333333332,0.146875,0.34958333333333336,0.0,26794.253765310517,0.04,0.04,nan,2,0,0.012967213786790997,0.18474122842884372,0.0010885981282230698,0.04840277777777778,0.0,0.0,0.02721495320557674,4.474079579911631,2.029946528353321,0.4537126557756523,0.18474122842884372,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
252,afaeb919e8c292b4a8659af42bb913de81f47a286d96553ce88611b64bf696f7,163.68203820901962,182.69394217900353,402.2322532330041,26791.80963225896,33377.076508905084,0.1161514371277927,6585.266876646125,0.49999909425810707,0.2861705245545627,0.3047222222222222,0.16951388888888888,0.14645833333333333,0.34965277777777776,0.0,26796.190747527042,0.04,0.04,nan,2,0,0.01326262922985919,0.18383102356237854,0.001083234694611849,0.05305555555555556,0.0,0.0,0.02708086736529624,4.3811152680827945,1.7835669276792032,0.40710340142675683,0.18383102356237854,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
