outer,rho_sha256,omega1,omega2,omega3,lambda1,lambda2,gap12,dOff,volume,Mnd,gray,mid,broad_core,void_lt_0p1,at_rhomin,beta,box_max,box_mean,box_at_floor,N,multJ,max_abs_drho,l2_drho,rms_drho,sign_reversal,on_bound,at_move_box,step_over_box_rms,pred_gain,real_gain,gain_ratio,stop_metric,stop_eps,stop_raw,nInner,innerConv,spike,stage,exA,exB,exE,exDecl
86,66debf76d85c7f34c0b96b5f4edbd94c614c336f6f2321690fb8082747d056dc,155.11142944744753,157.32361013425438,400.45758416789374,24059.555545230494,24750.71830567487,0.01426188060214056,691.1627604443747,0.4999945016284898,0.46633208545335086,0.5003472222222223,0.26993055555555556,0.3616666666666667,0.22944444444444445,0.0,24104.57808900852,0.04,0.04,nan,2,0,0.03263065682537413,0.4692076379670557,0.0027648325215918973,0.2507638888888889,0.0,0.0,0.06912081303979745,45.022543778024556,31.01312799270454,0.6888355341628211,0.4692076379670557,0.15000000000000002,False,28,1,False,1.0,0.0,0.0,0.0,0.0
87,37ace836a90ec74c4dc957bac3a7eb9b1d3588cfdb89c68bcf4ef41be8cbbf29,155.2113677319519,157.36275264630765,399.58330685944634,24090.5686732232,24763.035920423008,0.013861000942090623,672.4672471998092,0.4999833020562311,0.4656051497023572,0.4996527777777778,0.26993055555555556,0.36104166666666665,0.22993055555555555,0.0,24049.398671420615,0.04,0.04,nan,2,0,0.013693417866603564,0.2177428671346328,0.0012830621492158358,0.37375,0.0,0.0,0.03207655373039589,-41.17000180258401,11.61802146298578,-0.2821962825917725,0.2177428671346328,0.15000000000000002,False,14,1,False,1.0,0.0,0.0,0.0,0.0
88,a99ee5d618562348d5133d2cc9b47423b3e5673c61d7e0b54dbdd4ee1ac68c9c,155.24878967221028,157.375285356676,399.12064147947433,24102.186694686185,24766.980441095195,0.013697341466916148,664.79374640901,0.49998875386393593,0.46440278678743335,0.49868055555555557,0.26993055555555556,0.3603472222222222,0.23055555555555557,0.0,24124.009978860628,0.04,0.04,nan,2,0,0.02247159939678011,0.30144640648161336,0.0017762899848955435,0.21611111111111111,0.0,0.0,0.04440724962238859,21.82328417444296,19.08684998789613,0.8746094233721503,0.30144640648161336,0.15000000000000002,False,20,1,False,1.0,0.0,0.0,0.0,0.0
89,d9da07a2b639b6b8f65afeef1775ac6d9db8e14dbcc388af3698ae2a4461f16f,155.3102493226834,157.50590856374217,398.8451706886279,24121.27354467408,24808.111232489908,0.014137246257952419,686.8376878158269,0.49996896942238683,0.46253890142997106,0.4977083333333333,0.2693055555555556,0.3595138888888889,0.23097222222222222,0.0,24157.39154685527,0.04,0.04,nan,2,0,0.031198852336753687,0.46027124614210785,0.002712174327768892,0.32458333333333333,0.0,0.0,0.0678043581942223,36.118002181188785,29.58934421316735,0.8192408889265272,0.46027124614210785,0.15000000000000002,False,31,1,False,1.0,0.0,0.0,0.0,0.0
90,20a8dd1c1bf837b6fa6521626b763243b9a14bc4392f6ae8742f815861dd1f2a,155.40547895388775,157.51320490562662,398.0264807420489,24150.862888887248,24810.409719641917,0.013562751879322607,659.5468307546689,0.49999376417187025,0.4613149023005846,0.49625,0.26861111111111113,0.35847222222222225,0.23194444444444445,0.0,24179.533967233965,0.04,0.04,nan,2,0,0.030729287707030095,0.3395211919148509,0.0020006478096627526,0.2448611111111111,0.0,0.0,0.05001619524156882,28.671078346716968,19.399946240308054,0.6766381789239357,0.3395211919148509,0.15000000000000002,False,24,1,False,1.0,0.0,0.0,0.0,0.0
91,a29f1e6d99613b7d39bb85a5c374af13bf0d0656b808952325275a49d9384a08,155.46788361307154,157.5885322642969,397.65746347144454,24170.262835127556,24834.145501215346,0.013640429148075601,663.8826660877894,0.49998590650935004,0.4602771187992937,0.4946527777777778,0.26763888888888887,0.35756944444444444,0.23298611111111112,0.0,24165.700158169646,0.04,0.04,nan,2,0,0.020074465282963506,0.2899864687221094,0.0017087616540478686,0.4074305555555556,0.0,0.0,0.04271904135119671,-4.562676957910298,16.60255689130281,-3.6387754479350134,0.2899864687221094,0.15000000000000002,False,20,1,False,1.0,0.0,0.0,0.0,0.0
92,0de1135d3729f2da909684df9af85e1921834c163e8c497954b73bbf95174fbd,155.52126990228334,157.58977109088485,397.1171746699487,24186.86539201886,24834.535952477487,0.013300439161159054,647.6705604586277,0.4999915556667984,0.45899041142531694,0.49368055555555557,0.2670138888888889,0.3566666666666667,0.23354166666666668,0.0,24210.044685417768,0.04,0.04,nan,2,0,0.022251320300646433,0.3269957455817059,0.0019268409093331272,0.4363888888888889,0.0,0.0,0.04817102273332816,23.179293398909067,18.197497674744227,0.7850756000871317,0.3269957455817059,0.15000000000000002,False,26,1,False,1.0,0.0,0.0,0.0,0.0
93,161b8ad83d4feec8ca4a8a60ba6d3dd5378ebea9e203b9cd1825f2ebc67bf7eb,155.5797637538173,157.7770513870531,397.0828520312084,24205.062889693603,24893.597944392794,0.014123222585121555,688.5350546991904,0.49999585753333553,0.45739016328451165,0.491875,0.26631944444444444,0.3547222222222222,0.23465277777777777,0.0,24230.838197729554,0.04,0.04,nan,2,0,0.028022495289675164,0.3953172075269234,0.002329428984683477,0.23076388888888888,0.0,0.0,0.05823572461708692,25.77530803595073,23.945982173925586,0.9290279728384372,0.3953172075269234,0.15000000000000002,False,29,1,False,1.0,0.0,0.0,0.0,0.0
94,4adc053bee82481198390ee4a8ed4705c8601db48381d1ed38fd4dc20f87d998,155.65670198185342,157.78378690549823,396.4762413741752,24229.00887186753,24895.723410239676,0.013665231863211344,666.7145383721472,0.4999841108435573,0.4562626104197967,0.49083333333333334,0.26590277777777777,0.35388888888888886,0.2351388888888889,0.0,24229.57083558329,0.04,0.04,nan,2,0,0.01866525379690635,0.3418598770919427,0.002014428644227603,0.43972222222222224,0.0,0.0,0.050360716105690075,0.5619637157615216,17.463227997595823,31.075365735902114,0.3418598770919427,0.15000000000000002,False,24,1,False,1.0,0.0,0.0,0.0,0.0
95,3e3716164ac04ad2bc122da8b448a8f46f66fe80307f3fdf2889e6fc9dc33515,155.71278720729754,157.8698024199466,396.09767189816085,24246.472099865125,24922.87451611298,0.013852524582823612,676.4024162478563,0.49999679912045863,0.4543877725698345,0.4897222222222222,0.26652777777777775,0.3526388888888889,0.23576388888888888,0.0,24282.116577660156,0.04,0.04,nan,2,0,0.03083966392114285,0.4988913738547382,0.0029397456127346535,0.45152777777777775,0.0,0.0,0.0734936403183663,35.64447779503098,30.69966543947521,0.8612740973793954,0.4988913738547382,0.15000000000000002,False,35,1,False,1.0,0.0,0.0,0.0,0.0
96,4c09cbd8c3a2667024f62644178d45ebf4e8f7233e97f5116f6392813bf01016,155.8113338794858,158.09924373774172,395.8696617349958,24277.1717653046,24995.370870445862,0.01468384745377719,718.1991051412624,0.49999447400032876,0.452908778481596,0.4875,0.2654166666666667,0.35020833333333334,0.2365972222222222,0.0,24293.387660222288,0.04,0.04,nan,2,0,0.031239976072173263,0.4019070447234256,0.002368259972754827,0.27944444444444444,0.0,0.0,0.05920649931887069,16.215894917688274,23.095772054686677,1.4242674963004258,0.4019070447234256,0.15000000000000002,False,27,1,False,1.0,0.0,0.0,0.0,0.0
97,e6b84d61907a24178395fa0ec8592b647543fabb5d1c15e9c118a81a299ce728,155.88543080531704,158.11499550640278,395.31345178741407,24300.267537359287,25000.35180398977,0.014302585492227331,700.0842666304852,0.4999814004309436,0.4512548228577587,0.48541666666666666,0.26458333333333334,0.34875,0.2375,0.0,24323.069582960667,0.04,0.04,nan,2,0,0.029987157251256027,0.43061594949230075,0.002537428816442414,0.40819444444444447,0.0,0.0,0.06343572041106035,22.802045601380087,25.399327068469574,1.113905634279246,0.43061594949230075,0.15000000000000002,False,31,1,False,1.0,0.0,0.0,0.0,0.0
98,7e93efb18e7548c81c5e4cb5ddff8be8ef89c3cdd28b7d4e92e7e8181e2d2ff5,155.96687745937518,158.28159229980193,394.91984746302427,24325.666864427756,25053.06246096072,0.014841066758098436,727.3955965329624,0.4999952426904651,0.449903118127822,0.48430555555555554,0.26368055555555553,0.3477777777777778,0.23805555555555555,0.0,24341.365735128802,0.04,0.04,nan,2,0,0.026363264644480754,0.3683347085635282,0.002170433084763679,0.4141666666666667,0.0,0.0,0.05426082711909196,15.698870701045962,21.663240235182457,1.37992347651727,0.3683347085635282,0.15000000000000002,False,26,1,False,1.0,0.0,0.0,0.0,0.0
99,5133388186144f3e566110c4195c68b0983b5da027fb44459167ad2b0f5127cb,156.0363102122802,158.30133602245917,394.37505055058546,24347.33010466294,25059.31298649553,0.014516017503217718,711.9828818325914,0.4999905929247148,0.44813915232532203,0.4820138888888889,0.26375,0.3458333333333333,0.23923611111111112,0.0,24371.947749039195,0.04,0.04,nan,2,0,0.02946024764071733,0.43350228732008134,0.002554436725199238,0.22006944444444446,0.0,0.0,0.06386091812998096,24.617644376256067,25.62390463263364,1.040875570424119,0.43350228732008134,0.15000000000000002,False,34,1,False,1.0,0.0,0.0,0.0,0.0
100,448984880425dc92a284572cbaabd2f072bfc99038005671a72d14a65133eb94,156.11839740817086,158.35524595021988,393.90557183858664,24372.954009295572,25076.38391995463,0.014327898435959387,703.4299106590588,0.49998301947041934,0.44716864968529385,0.48104166666666665,0.26395833333333335,0.34506944444444443,0.23958333333333334,0.0,24367.745545463924,0.04,0.04,nan,2,0,0.019880234273893592,0.30880957653357144,0.0018196778805186207,0.45444444444444443,0.0,0.0,0.04549194701296551,-5.20846383164826,13.75890454578257,-2.6416434846257646,0.30880957653357144,0.15000000000000002,False,22,1,False,1.0,0.0,0.0,0.0,0.0
101,bdb2eb958e56b9efc9b8f33d00247cb97e2eb5ff396958bce98dbd6d8cab2746,156.16245680009442,158.48637007849294,393.66995138159314,24386.712913841355,25117.92950065702,0.014881382670441671,731.2165868156662,0.4999792325114294,0.4455352740689177,0.4798611111111111,0.26361111111111113,0.34347222222222223,0.24055555555555555,0.0,24414.058518496717,0.04,0.04,nan,2,0,0.027358978984010466,0.4254872578969862,0.002507207711395236,0.4215277777777778,0.0,0.0,0.06268019278488089,27.345604655361967,22.854599234724446,0.8357686554297158,0.4254872578969862,0.15000000000000002,False,32,1,False,1.0,0.0,0.0,0.0,0.0
102,13441bcb6d32d565e9f1bf522f149c11536fb3e8705d296043dc58cbd2981d4e,156.2356153797081,158.7830942640241,393.83454438791523,24409.56751307608,25212.071024057965,0.01630536595720974,802.5035109818855,0.4999745191953914,0.44457583765968794,0.47930555555555554,0.2632638888888889,0.34284722222222225,0.24069444444444443,0.0,24416.241063538164,0.04,0.04,nan,2,0,0.016162125516915832,0.2739858014084241,0.0016144768177060616,0.4997916666666667,0.0,0.0,0.04036192044265153,6.673550462084677,15.18361098481546,2.275192353917171,0.2739858014084241,0.15000000000000002,False,20,1,False,1.0,0.0,0.0,0.0,0.0
103,a20c306c3ba9fb1c581ac82da2a190b4a88604fe6a80c249b82cf9ebc8922aac,156.28419985417878,158.87758403184552,393.6036044870314,24424.751124060895,25242.086707796134,0.016594026651999987,817.3355837352392,0.49999175639863663,0.4431792471055834,0.4782638888888889,0.263125,0.341875,0.24097222222222223,0.0,24450.838116895888,0.04,0.04,nan,2,0,0.02260339377243902,0.33899137324802553,0.00199752582322849,0.42104166666666665,0.0,0.0,0.049938145580712245,26.086992834992998,20.99876038718503,0.8049513610099731,0.33899137324802553,0.15000000000000002,False,25,1,False,1.0,0.0,0.0,0.0,0.0
104,80d913980ba69870f48f0743533e4c5cd45d2675bd5cdfba0549c3283de7eed6,156.35136674953654,158.98571722258072,393.2640653846148,24445.74988444808,25276.4582807784,0.01684891234282727,830.7083963303194,0.4999921522871456,0.44239836717106873,0.4776388888888889,0.2635416666666667,0.34125,0.24118055555555556,0.0,24445.878527465593,0.04,0.04,nan,2,0,0.018148864347724416,0.2578390453882642,0.0015193311454058968,0.4988888888888889,0.0,0.0,0.03798327863514743,0.12864301751324092,11.80323345465149,91.75183918114026,0.2578390453882642,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
105,d461637577782db0b205f18f3019356333a03e99ed45845025e6b78bbda6a0b7,156.3891080539266,159.09339859504578,393.17059345118565,24457.55311790273,25310.709476522115,0.017292064484354473,853.1563586193843,0.49999533283690084,0.4407595557277867,0.4765277777777778,0.26395833333333335,0.34055555555555556,0.2415972222222222,0.0,24481.837097303633,0.04,0.04,nan,2,0,0.027096537066107478,0.4065588218441377,0.002395670832310027,0.4529166666666667,0.0,0.0,0.059891770807750655,24.283979400901444,22.63368382758199,0.9320417981717529,0.4065588218441377,0.15000000000000002,False,29,1,False,1.0,0.0,0.0,0.0,0.0
106,39293b2071c5cfe34abbf61ad80628ddc823cc04d54979f124233c3bb7ecba2f,156.4614546836706,159.29816535628598,392.9612371746823,24480.186801730313,25375.90548587863,0.018130412236998246,895.7186841483162,0.4999933017033542,0.43947848298471015,0.475,0.26402777777777775,0.339375,0.24229166666666666,0.0,24490.385408818503,0.04,0.04,nan,2,0,0.019305598389714056,0.3498068212553012,0.0020612564617911167,0.31569444444444444,0.0,0.0,0.05153141154477791,10.198607088190329,17.382260878377565,1.7043759729214085,0.3498068212553012,0.15000000000000002,False,24,1,False,1.0,0.0,0.0,0.0,0.0
107,d2711454850756ca7b9d0383d4fbf27d78540869d3f50aa0ef293b31394c1cf8,156.51699288770115,159.51853782105135,392.95247822157216,24497.56906260869,25446.163908566192,0.01917711858611909,948.5948459575011,0.49999552422852334,0.43788713852021294,0.4736111111111111,0.26361111111111113,0.33826388888888886,0.24256944444444445,0.0,24522.415713169357,0.04,0.04,nan,2,0,0.024580712645278554,0.4368596181879983,0.0025742199870608298,0.42916666666666664,0.0,0.0,0.06435549967652071,24.846650560666603,23.38133180818477,0.9410255016504517,0.4368596181879983,0.15000000000000002,False,29,1,False,1.0,0.0,0.0,0.0,0.0
108,c67246043580b879b50809514d0508b5f65007635f5d6fd7a314d9eedc03c121,156.59166770430946,159.83566347826687,392.96219445856565,24520.950394416875,25547.439319537774,0.020716273231619287,1026.4889251208988,0.4999958609464866,0.4364841680210491,0.47256944444444443,0.26402777777777775,0.33729166666666666,0.24319444444444444,0.0,24532.00750473143,0.04,0.04,nan,2,0,0.026449704080393814,0.3697074655113678,0.002178522132653165,0.46847222222222223,0.0,0.0,0.05446305331632915,11.057110314555757,20.911789947575016,1.8912527190803552,0.3697074655113678,0.15000000000000002,False,24,1,False,1.0,0.0,0.0,0.0,0.0
109,d46d31cd15d1b528df38cb9ee71b50752a1823276cbaaf0b014eadcfbe192e0c,156.6584251943203,159.9526225515406,392.47802417374544,24541.86218436445,25584.841461115615,0.021027897817395717,1042.9792767511644,0.4999954983783903,0.43487142411978424,0.471875,0.2640972222222222,0.3368055555555556,0.24375,0.0,24564.51568957496,0.04,0.04,nan,2,0,0.023370323571324837,0.41622640014453444,0.0024526375837588808,0.3959722222222222,0.0,0.0,0.061315939593972,22.653505210510048,25.42548992619777,1.1223644945861033,0.41622640014453444,0.15000000000000002,False,26,1,False,1.0,0.0,0.0,0.0,0.0
110,e3571ca9ef36f138605f0c673a686b3585638d97ad52188a0bbe7477444082b1,156.73955363688722,160.11437534732838,391.93684706314167,24567.28767429065,25636.613192865156,0.021531397991980245,1069.3255185745074,0.49999573889435156,0.43294914993246103,0.46979166666666666,0.26472222222222225,0.3352777777777778,0.24472222222222223,0.0,24592.621652134036,0.04,0.04,nan,2,0,0.025604048928060064,0.5045964515405457,0.0029733631053915745,0.18479166666666666,0.0,0.0,0.07433407763478934,25.3339778433874,31.56100868343856,1.2457975955669558,0.5045964515405457,0.15000000000000002,False,29,1,False,1.0,0.0,0.0,0.0,0.0
111,19920148afa269dbe3cadd36a759a37964a29379544e99c33617a026e0d90193,156.84020110601136,160.34653609771752,391.39803252388884,24598.848682974087,25711.011638536627,0.0223560985447612,1112.1629555625404,0.4999856858497267,0.43225726203749915,0.4691666666666667,0.2657638888888889,0.3348611111111111,0.24513888888888888,0.0,24563.561142031267,0.04,0.04,nan,2,0,0.013798179198013846,0.26104152828934324,0.0015382019568724549,0.3902777777777778,0.0,0.0,0.03845504892181139,-35.28754094281976,11.824735850139405,-0.3350966243099883,0.26104152828934324,0.15000000000000002,False,14,1,False,1.0,0.0,0.0,0.0,0.0
112,e4e1a685ec86602ec29e44704ded72ad4dafbb7be04217f975ce2dcbad95e33d,156.87789334008863,160.5954447176915,391.431656442999,24610.673418824226,25790.896864073104,0.023697101602096,1180.2234452488774,0.4999948430363024,0.43004147558303835,0.4684027777777778,0.2663888888888889,0.3340972222222222,0.24583333333333332,0.0,24653.676488333862,0.04,0.04,nan,2,0,0.02976811687701493,0.5247704151956112,0.0030922393262574725,0.5878472222222222,0.0,0.0,0.07730598315643683,43.00306950963568,35.59411749963692,0.8277110891272857,0.5247704151956112,0.15000000000000002,False,29,1,False,1.0,0.0,0.0,0.0,0.0
113,02f2b263175e1200794030af44ad9fe2a92348fce2b19714604a30686cd7b3d0,156.99129764520026,160.85272314892418,390.7478393283436,24646.267536323863,25873.59854442445,0.024596430258514893,1227.3310081005875,0.49999459500089194,0.42805536020438417,0.46694444444444444,0.26694444444444443,0.3282638888888889,0.24666666666666667,0.0,24676.708244518322,0.04,0.04,nan,2,0,0.025829489583804266,0.5183359682014279,0.0030543239837343694,0.44631944444444444,0.0,0.0,0.07635809959335922,30.440708194459148,34.48817047871853,1.132962159040574,0.5183359682014279,0.15000000000000002,False,26,1,False,1.0,0.0,0.0,0.0,0.0
114,1ce288ced3a1ebab7d1a8b0d4bb921341241ea48aed351c81a14cd23bfdb8be5,157.10110027241242,161.09677247957237,390.0068348356897,24680.75570680258,25952.170103335106,0.02543376335513544,1271.4143965325238,0.49998926632327517,0.4265744468389549,0.4650694444444444,0.26756944444444447,0.3227083333333333,0.24819444444444444,0.0,24699.139740410137,0.04,0.04,nan,2,0,0.03569475476858542,0.4257050356227597,0.002508490978950951,0.2209722222222222,0.0,0.0,0.06271227447377377,18.384033607555466,28.393018714592472,1.544439012716095,0.4257050356227597,0.15000000000000002,False,19,1,False,1.0,0.0,0.0,0.0,0.0
115,61d831e78d044b2aab3ad9e09c593762379db40fffc332b02be7ac05a0efb2e5,157.19143973358464,161.4140484210408,389.7529234940493,24709.148725517174,26054.495027670106,0.026862841224769188,1345.3463021529315,0.49998291597049177,0.4250559138692336,0.46270833333333333,0.2682638888888889,0.31881944444444443,0.25006944444444446,0.0,24720.397681274335,0.04,0.04,nan,2,0,0.036454630181735476,0.4504164127254582,0.002654104164965752,0.33340277777777777,0.0,0.0,0.06635260412414379,11.24895575716073,32.79811497323681,2.915658633678825,0.4504164127254582,0.15000000000000002,False,16,1,False,1.0,0.0,0.0,0.0,0.0
116,055be5fc351ccf8a6fd2b6966a5c9af7d0f1c729932138b7ceec4cb5130b3921,157.2957305221296,161.76680781534247,389.463402173603,24741.94684049041,26168.50011076595,0.028424657671073026,1426.5532702755372,0.4999852050291942,0.4233217568951708,0.4602777777777778,0.2683333333333333,0.3128472222222222,0.2521527777777778,0.0,24773.326135752865,0.04,0.04,nan,2,0,0.03745678560262884,0.4930592837372566,0.0029053796921466343,0.23916666666666667,0.0,0.0,0.07263449230366585,31.379295262453525,38.10447529674275,1.2143190271814723,0.4930592837372566,0.15000000000000002,False,16,1,False,1.0,0.0,0.0,0.0,0.0
117,090b3cad417af6d609b35372c8fe6b11a479e690e1047be54a6b8b5a71f6cec4,157.4168076025783,162.14495590135962,389.2862709432291,24780.051315787154,26290.986724253857,0.030035854307998804,1510.935408466703,0.49998940303077033,0.42142810878307935,0.4579166666666667,0.2685416666666667,0.30854166666666666,0.25430555555555556,0.0,24824.600089718777,0.04,0.04,nan,2,0,0.03730811321433272,0.49919379989687374,0.002941527675277999,0.24972222222222223,0.0,0.0,0.07353819188194999,44.548773931623145,38.925307699457335,0.8737683277030893,0.49919379989687374,0.15000000000000002,False,16,1,False,1.0,0.0,0.0,0.0,0.0
118,25948d3797481f2a2121eb4da759c3bc635e77c8dd351131ed5be3dd8e77dd82,157.5403967986834,162.4923841303278,389.0980845863605,24818.97662348661,26403.774900358003,0.031433127199574175,1584.7982768713919,0.49999080125117157,0.419508026909405,0.45506944444444447,0.2684722222222222,0.30409722222222224,0.2565277777777778,0.0,24859.303388529534,0.04,0.04,nan,2,0,0.036537528119872126,0.49344586210608976,0.002907657627030484,0.41180555555555554,0.0,0.0,0.07269144067576211,40.32676504292249,38.857750338473124,0.9635722155524801,0.49344586210608976,0.15000000000000002,False,16,1,False,1.0,0.0,0.0,0.0,0.0
119,703164915c4a5e78e81e9867826eb3fa81b144894ebc0f48dc4975fec72f8fff,157.6636748709895,162.7547531498759,388.8006237759025,24857.834373825084,26489.109672877043,0.032290749806842066,1631.2752990519584,0.49998769003638177,0.4176063814676744,0.4529166666666667,0.2679861111111111,0.30104166666666665,0.25833333333333336,0.0,24894.015733107313,0.04,0.04,nan,2,0,0.034653927029285526,0.4975093511692792,0.002931601965962639,0.3522222222222222,0.0,0.0,0.07329004914906596,36.181359282229096,38.97086380879409,1.0770978366181807,0.4975093511692792,0.15000000000000002,False,16,1,False,1.0,0.0,0.0,0.0,0.0
120,09c707ae747ba3e4512a5a111f86d720d9bcebac63744cc8ee40c25696b3bd2c,157.78721506393944,163.0271978189353,388.6028025837516,24896.80523763388,26577.86722869426,0.033209171940023624,1681.0619910603818,0.49999151534615405,0.41548999864488073,0.45090277777777776,0.2683333333333333,0.2980555555555556,0.25972222222222224,0.0,24945.216905159832,0.04,0.04,nan,2,0,0.03410015517544336,0.5170406920539433,0.0030466914958394067,0.34319444444444447,0.0,0.0,0.07616728739598519,48.41166752595382,42.71902923585003,0.882411852740831,0.5170406920539433,0.15000000000000002,False,16,1,False,1.0,0.0,0.0,0.0,0.0
121,8cb50dde23e66cf87213a4c4a8ecab850a5775c4f55770216eed4d6a3b63b06c,157.92252615402822,163.33656680452822,388.6037498873143,24939.52426686973,26678.834055490108,0.034282890366251276,1739.3097886203795,0.49998885446523256,0.41364205019514466,0.4482638888888889,0.2683333333333333,0.2941666666666667,0.261875,0.0,24974.642543246806,0.04,0.04,nan,2,0,0.033286259047916794,0.48222757625976637,0.002841553243736948,0.4051388888888889,0.0,0.0,0.07103883109342368,35.118276377077564,37.1212413748799,1.0570348321283136,0.48222757625976637,0.15000000000000002,False,16,1,False,1.0,0.0,0.0,0.0,0.0
122,9c82526cdaa1def1ab422daebaa273623ae04a3d6a33a7c57afcd58bf144cdc1,158.0400123647319,163.59005845121052,388.5396311612962,24976.64550824461,26761.707224070477,0.03511798058880167,1785.0617158258683,0.4999898398302429,0.4116201454866454,0.4461111111111111,0.26729166666666665,0.2909027777777778,0.263125,0.0,25019.734298401854,0.04,0.04,nan,2,0,0.032310391589234,0.5166743803713106,0.0030445329835492615,0.3576388888888889,0.0,0.0,0.07611332458873152,43.08879015724597,40.9859287457075,0.9511970189029584,0.5166743803713106,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
123,89002f9b49e45a0ef48a57c37dd5e834fc47a126399a6a76ec291d2d0d353f76,158.16962868069936,163.86784039844844,388.5787667589129,25017.631436990316,26852.669116851368,0.03602595368831639,1835.0376798610523,0.49999099055401947,0.4095437696771629,0.44354166666666667,0.26666666666666666,0.2874305555555556,0.26493055555555556,0.0,25061.89019527122,0.04,0.04,nan,2,0,0.032718958732130064,0.5251024212945189,0.0030941956909569138,0.3165972222222222,0.0,0.0,0.07735489227392282,44.25875828090284,41.96346898899719,0.9481393201919983,0.5251024212945189,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
124,0c85d360b93d633c65aebac2b5912354c8bae46d3f1ab11c0f75d9397a3bb353,158.30222647195873,164.16525415382688,388.7529888709401,25059.594905979313,26950.230671390575,0.0370369249538427,1890.6357654112617,0.49999079294028137,0.40719879872163806,0.44090277777777775,0.265625,0.28444444444444444,0.26708333333333334,0.0,25108.543550134982,0.04,0.04,nan,2,0,0.03308514766374654,0.5885483090500793,0.0034680541698765576,0.22354166666666667,0.0,0.0,0.08670135424691389,48.94864415566917,47.414196848847496,0.9686518935653918,0.5885483090500793,0.15000000000000002,False,19,1,False,1.0,0.0,0.0,0.0,0.0
125,35b2b8b706b59307f320df736bc1435ca6c7bc93d0358b8bbc45dd2275027fff,158.45191416586977,164.48667972049307,388.9980564507463,25107.00910282816,27055.867805472066,0.03808578511904896,1948.8587026439054,0.4999908296372544,0.40497578291305547,0.43840277777777775,0.2646527777777778,0.2810416666666667,0.2692361111111111,0.0,25152.641220591726,0.04,0.04,nan,2,0,0.028574566352356008,0.5418320993750848,0.0031927762644388814,0.2229861111111111,0.0,0.0,0.07981940661097202,45.632117763565475,45.198917102425185,0.9905066720027144,0.5418320993750848,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
126,654f743b771d3676534addfb817c6a519525100e376e319a800dab127679a090,158.5944766375254,164.8095983852731,389.33367757226955,25152.208019930586,27162.20371991501,0.039188765457151664,2009.9956999844253,0.49999039450371724,0.4026258639212767,0.43604166666666666,0.2638888888888889,0.2783333333333333,0.2710416666666667,0.0,25201.32943726575,0.04,0.04,nan,2,0,0.03249544277516703,0.5824258249346446,0.003431977086245468,0.16743055555555555,0.0,0.0,0.08579942715613663,49.12141733516546,49.40283128729425,1.0057289460971504,0.5824258249346446,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
127,f53c65bcdb209c42a862ae2f9839a8442c07d6ed6905c9ec73484cb2a013ac66,158.75015228722737,165.1819260228092,389.8519854348546,25201.61085121788,27285.06868460481,0.04051507127970996,2083.4578333869285,0.499989918414425,0.40039345163823464,0.43395833333333333,0.26256944444444447,0.27534722222222224,0.27284722222222224,0.0,25248.47714719663,0.04,0.04,nan,2,0,0.03162871224096778,0.5668660236180717,0.003340290077704934,0.19416666666666665,0.0,0.0,0.08350725194262344,46.86629597875071,46.98816073303169,1.0026002642567748,0.5668660236180717,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
128,34a1e885bb7bc94a62e71c64d2f378f13772cf51b8fdea8198552b11fc589550,158.89807743314867,165.48672377058776,390.21457996062685,25248.59901195091,27385.855744322816,0.04146460702276937,2137.256732371905,0.4999895373125167,0.39778927108464207,0.43145833333333333,0.2615972222222222,0.27319444444444446,0.2748611111111111,0.0,25303.001175134665,0.04,0.04,nan,2,0,0.03265632051360884,0.624965411904944,0.003682644006375248,0.4540972222222222,0.0,0.0,0.09206610015938115,54.402163183753146,54.281204757953674,0.9977765879384076,0.624965411904944,0.15000000000000002,False,18,1,False,1.0,0.0,0.0,0.0,0.0
129,b94bbf8660cbaaa0e8cd84f576060766e1ce0e73c58b48bac59f7624916cb9c8,159.06879083185635,165.85477697507156,390.784643384873,25302.880216708865,27507.807045450725,0.04266070112011059,2204.92682874186,0.4999890944051622,0.3951204386858957,0.4284027777777778,0.2598611111111111,0.26916666666666667,0.2772222222222222,0.0,25362.890849636846,0.04,0.04,nan,2,0,0.031257596248664685,0.6482305617428474,0.0038197352165061033,0.16993055555555556,0.0,0.0,0.09549338041265262,60.01063292798062,56.76406390018383,0.9459001035417668,0.6482305617428474,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
130,f73da9b6d5ab6f688180edabf96290923b83b3b5a616de0208ade4ef9e1e4048,159.24711702448195,166.27437781021797,391.62151924198974,25359.64428060905,27647.168716175107,0.04412802515385995,2287.524435566058,0.49998837814588076,0.39266186888678223,0.425625,0.25895833333333335,0.26756944444444447,0.27965277777777775,0.0,25414.4421173106,0.04,0.04,nan,2,0,0.0300679264158501,0.625541455428455,0.003686038375389691,0.3946527777777778,0.0,0.0,0.09215095938474234,54.797836701549386,54.1237144097031,0.9876980126876573,0.625541455428455,0.15000000000000002,False,17,1,False,1.0,0.0,0.0,0.0,0.0
