outer,rho_sha256,omega1,omega2,omega3,lambda1,lambda2,gap12,dOff,volume,Mnd,gray,mid,broad_core,void_lt_0p1,at_rhomin,beta,box_max,box_mean,box_at_floor,N,multJ,max_abs_drho,l2_drho,rms_drho,sign_reversal,on_bound,at_move_box,step_over_box_rms,pred_gain,real_gain,gain_ratio,stop_metric,stop_eps,stop_raw,nInner,innerConv,spike,stage
45,e9d74831dab34ff47e7323575941d27febec1cd0fd44c8a19ca720bb7141eb0a,158.97802882845377,165.5369470314538,369.2284904695916,25274.013650180677,27402.480832494337,0.041256758882558926,2128.4671823136596,0.49995742814696253,0.3619335028926967,0.40569444444444447,0.15840277777777778,0.2515277777777778,0.2859027777777778,0.0,25494.3307792107,0.1,0.05048072810082692,0.043819444444444446,2,0,0.09921274888291899,2.7038875155118895,0.015932809981534193,0.3615277777777778,0.0,0.0004861111111111111,0.16187725847948192,220.31712903002335,241.5201751626446,1.096238754680449,2.7038875155118895,0.15000000000000002,False,15,1,False,1.0
46,2178dc12cd108d16768912588b798a63f41de4541c35f29023fd2e2f8df23059,159.73582511554295,167.37941280802912,368.3293332325638,25515.533825343322,28015.867831960622,0.04785143024088221,2500.3340066173005,0.4999722896072475,0.3415601333521457,0.37916666666666665,0.15013888888888888,0.22020833333333334,0.3061111111111111,0.0,25859.585034390333,0.1,0.04919274365746044,0.031875,2,0,0.0992745730558481,3.9063890258750913,0.023018618084574904,0.24944444444444444,0.0,0.0022222222222222222,0.2335296612884203,344.05120904701107,394.14168329603854,1.145590170683525,3.9063890258750913,0.15000000000000002,False,27,1,False,1.0
47,066b21fef796d459c0be57921f4167ce7939011bc1763b5cb098eed3d7de439a,160.9648269301072,169.58156544034938,367.9715244963433,25909.67550863936,28757.9073371995,0.05353180986541659,2848.2318285601395,0.49996982974908233,0.32301360807625484,0.3626388888888889,0.14125,0.19243055555555555,0.31555555555555553,0.0,26202.91005463433,0.1,0.049532929899532264,0.037083333333333336,2,0,0.09923108535373733,3.5608805842558904,0.02098269006769046,0.11638888888888889,0.0,0.00034722222222222224,0.21408670942001984,293.23454599496836,-24544.107632550356,-83.7012827027942,3.5608805842558904,0.15000000000000002,False,27,1,False,1.0
48,aad9948cd384cd3dd8f43a8c32e9b5c3a63c19b1eb60fca5acb5d85336769b47,36.95359084160839,36.95363412198265,161.8647838069689,1365.5678760890034,1365.5710748213605,1.1712088941384003e-06,0.0031987323570774606,0.4996356797076392,0.3253572462195253,0.36236111111111113,0.14090277777777777,0.1925,0.31590277777777775,0.0,6827.839243888241,0.1,0.04987445323947725,0.008888888888888889,2,0,0.040371263177178866,0.36760396326014244,0.0021661271267691433,0.7418055555555556,0.0,0.0,0.032620978099625296,5462.271367799238,24805.17646179615,4.541183473238938,0.36760396326014244,0.15000000000000002,False,5,1,True,1.0
49,31fee946cfdeaf922b085c92333460ae8700d1439ea9dce0772709118dc17966,161.7737442784989,171.21350662089557,367.2668056803609,26170.744337885153,29314.064849423452,0.05835163415730683,3143.320511538299,0.4999586636648045,0.3133274464731134,0.3490972222222222,0.13694444444444445,0.17979166666666666,0.32590277777777776,0.0,26435.06399265614,0.1,0.040873176373407934,0.03840277777777778,2,0,0.09894488803856322,2.288250847421062,0.013483647427227472,0.8752083333333334,0.0,0.0,0.1549769174511534,264.31965477098856,-19205.41670575992,-72.65981306762771,2.288250847421062,0.15000000000000002,False,15,1,False,1.0
50,6d85c13a80cc9c15da671f860f2fb11554dfdd3352d6fd1859c903cfa7f1ef2c,83.45853840156342,83.46457698658209,162.41109227070913,6965.327632125235,6966.335611549089,7.235431070715729e-05,1.0079794238536124,0.4999483456970408,0.2982205050667429,0.33576388888888886,0.13451388888888888,0.16229166666666667,0.3346527777777778,0.0,26671.970264256594,0.1,0.03188833835284729,0.120625,2,0,0.09982395572221854,3.324738794874164,0.01959121122941259,0.021527777777777778,0.0,0.01611111111111111,0.25181489780146654,19706.64263213136,-6873.12307240701,-0.3487718938587994,3.324738794874164,0.15000000000000002,False,19,1,True,1.0
51,103521aea0601b999b767cdbcce5493ef60c351a28a5e814e52fed795f65d6f8,9.60232053819413,10.250397236590059,15.433254114497485,92.2045597182248,105.07064350789312,0.06749167514437196,12.866083789668323,0.4994992833902774,0.3019088112795507,0.335625,0.13395833333333335,0.16256944444444443,0.3352777777777778,0.0,461.022789370669,0.1,0.036199446917141734,0.0010416666666666667,2,0,0.028078302228235028,0.5341530541893031,0.00314752705673968,0.9147916666666667,0.0,0.0,0.052552907840856436,368.8182296524442,26485.50710389266,71.81181670128203,0.5341530541893031,0.15000000000000002,False,5,1,True,1.0
52,e76941120a48146ce5ab72982a5cdb3e7a6e306604f0ff7010223264f6f8a644,163.02672070434002,174.13018353023406,367.6509165171324,26577.711663610888,30321.320816272997,0.06810823880847681,3743.6091526621094,0.49997506381537393,0.29376243295986043,0.325625,0.133125,0.15506944444444445,0.34305555555555556,0.0,26787.291218590013,0.1,0.027637271876587172,0.13020833333333334,2,0,0.09760148126736283,1.7066358978360803,0.010056448469802368,0.9404166666666667,0.0,0.0,0.14054585276576997,209.57955497912553,-25618.936068946885,-122.23967204958791,1.7066358978360803,0.15000000000000002,False,16,1,False,1.0
53,963d3aa8fb48c97a020ab788af2903348040660826306316548afaace4ca95e5,30.964101709302053,30.964246419452184,34.93553192956652,958.7755946640024,958.7845563245575,4.673481294237438e-06,0.008961660555087292,0.4985118374184225,0.29301295718340753,0.324375,0.13090277777777778,0.15409722222222222,0.3449305555555556,0.0,4793.877877442461,0.1,0.021003741179525862,0.17965277777777777,2,1,0.059963119359435095,0.6916024845989697,0.004075306722878302,0.7139583333333334,0.0,0.0,0.06537047810536063,3835.1022827784586,25751.490514627472,6.714681543244528,0.6916024845989697,0.15000000000000002,False,5,1,True,1.0
54,3d3e03d0dcc64f3a12af2c972ed750e22549400ee529a36ff09d03fd4758daed,163.43275714890046,174.89991458204517,288.74244598014246,26710.266109291475,30589.980120806697,0.07016437606016276,3879.7140115152215,0.4998746761034907,0.2918810164050596,0.32319444444444445,0.13215277777777779,0.15340277777777778,0.34520833333333334,0.0,26826.588858419585,0.1,0.017184178419162543,0.20930555555555555,2,1,0.09547196687013493,1.075362714381296,0.006336635563118224,0.8504861111111112,0.0,0.0,0.11765687230728859,116.32274912811044,30.706473408477905,0.26397651051609655,1.075362714381296,0.15000000000000002,False,14,1,False,1.0
55,1c836b44d19dda5ce4571bc0777f1eaeba958663cade09237743e0ad7a3740a6,163.5266723892465,175.15117335442085,269.0314799852361,26740.972582699953,30677.933527430385,0.07108626865166233,3936.960944730432,0.49999409653270044,0.2901774950862366,0.3220138888888889,0.13236111111111112,0.15243055555555557,0.34625,0.0,26795.381091997617,0.1,0.01292302532357964,0.15777777777777777,2,1,0.08948894454240212,0.6185083816583482,0.003644595590761127,0.37006944444444445,0.0,0.0,0.06878825169295322,54.40850929766384,-25694.81028568384,-472.2572005255639,0.6185083816583482,0.15000000000000002,False,16,1,False,1.0
56,f410bc00926b82e1392e2afe08b3909b40292414ebe5a52ed941cc0cf31d692d,32.34443224136285,32.360076933544,33.699708312767164,1046.162297016113,1047.1745791448866,0.0004836904251217967,1.012282128773677,0.49885238940490795,0.28944024867201373,0.3211111111111111,0.13114583333333332,0.1515277777777778,0.34729166666666667,0.0,5230.811380464343,0.1,0.013812790567905076,0.27520833333333333,2,1,0.0810739714743987,0.7688913037561179,0.004530735457344304,0.7360416666666667,0.0,0.0,0.08520932545774086,4184.64908344823,5122.050880493469,1.224009654896272,0.7688913037561179,0.15000000000000002,False,5,1,True,1.0
57,bdd32bd76855c1ee1ba67ec0b68af000f9d57d5e2335e810adb3a6252cbba866,78.53797283804556,91.2319124442915,163.6110661544916,6168.213177509582,8323.26184824287,0.16162805261630975,2155.0486707332875,0.499984117144396,0.28660285751946274,0.3191319444444444,0.1325,0.14972222222222223,0.34815972222222225,0.0,26899.97324662061,0.1,0.011032158413807145,0.23065972222222222,2,1,0.09900023341114524,1.1674225386660206,0.006879103280006313,0.7413888888888889,0.0,0.0009027777777777777,0.22170937096486745,20731.760069111027,-5392.045793305753,-0.26008625294383714,1.1674225386660206,0.15000000000000002,False,26,1,False,1.0
58,16c458b21fac94101ffcb8763c4fafc151cef052b556fb299ab189570d4505f0,27.859780763743085,31.24737456677321,41.25023502934409,776.1673842038292,976.3984173162253,0.12159441711898765,200.23103311239606,0.49977844619569145,0.28676870830568546,0.31864583333333335,0.1320486111111111,0.14927083333333332,0.3486458333333333,0.0,3880.836843402415,0.1,0.00918044696248154,0.24208333333333334,2,0,0.03788311425887639,0.31817374727975944,0.0018748567858087727,0.8653819444444445,0.0,0.0,0.040621053870404954,3104.669459198586,22221.881660897478,7.157567642203577,0.31817374727975944,0.15000000000000002,False,5,1,True,1.0
59,6fa7e2dce3f1a7d9a937a704f655af35866bede8843a54b19cdb69be2054278c,151.65107663680237,163.79396477496383,175.6232172310643,22998.049045101307,26828.46289670209,0.08007122934737307,3830.4138516007843,0.49993966497077713,0.2867033012959229,0.31850694444444444,0.1321875,0.1492013888888889,0.3487152777777778,0.0,26879.67474518579,0.1,0.007258032485001691,0.2740972222222222,2,1,0.08392517353211801,0.30912716208696306,0.001821549271338705,0.8713888888888889,0.0,0.0004166666666666667,0.05241392482864498,3881.6257000844817,3827.81109093381,0.9861360642914384,0.30912716208696306,0.15000000000000002,False,11,1,False,1.0
60,233b7276d13c208e627d0951e13f983289deaf8ca08d693e21620a9dcac6800b,163.78601935462964,175.64378391751444,188.2074015311271,26825.860136035117,30850.738828862504,0.07239790434866332,4024.8786928273876,0.49999685815353284,0.2865384074116654,0.3184722222222222,0.13236111111111112,0.14916666666666667,0.34868055555555555,0.0,26840.11147337266,0.1,0.005957555760976382,0.29833333333333334,2,0,0.05676545206184998,0.2073657343242368,0.0012219143077199653,0.13517361111111112,0.0,6.944444444444444e-05,0.04299102685977702,14.2513373375441,-25693.51778075121,-1802.8846817809529,0.2073657343242368,0.15000000000000002,False,20,1,False,1.0
61,e8125658d5c2dec0816d5f4c57c2533c7db97043b310f941aaf21b79a5545d0a,33.65029502521352,41.75917729198778,53.75243731287704,1132.3423552839095,1743.828888103668,0.24097507200749466,611.4865328197586,0.4995952376640893,0.2857149179883005,0.31809027777777776,0.13184027777777776,0.14885416666666668,0.34913194444444445,0.0,5661.711663185292,0.1,0.006820474497184301,0.1140625,2,0,0.09627570152820072,0.4515355764340677,0.0026606989003625492,0.8507291666666666,0.0,0.0,0.06116337143867142,4529.369307901383,25703.53595329329,5.674859832792625,0.4515355764340677,0.15000000000000002,False,5,1,True,1.0
62,d924a90db040671818e16511714da22571626d038f3740858ce66f235c4d051d,163.8165996124239,175.69200469472503,213.75226492782758,26835.878308577197,30867.68051365128,0.07249207412678164,4031.8022050740838,0.49970706804547743,0.28580253667133,0.31809027777777776,0.13194444444444445,0.14885416666666668,0.34913194444444445,0.0,26861.02885625378,0.1,0.00524954945951715,0.2849305555555556,2,0,0.06935838775375892,0.2379959070531208,0.0014024043314325415,0.9823263888888889,0.0,0.0,0.04422520764907172,25.150547676581482,-21434.836726880658,-852.2612311476363,0.2379959070531208,0.15000000000000002,False,17,1,False,1.0
63,bcf3fe3ada42b380a7002803efee14cf4fd976eb20bd19efb1d487c1395a74cb,73.49177900756342,77.31373631200206,158.11019501001317,5401.04158169654,5977.413822521787,0.052005235905982126,576.372240825247,0.4995863123360215,0.28557071327328987,0.3179513888888889,0.13190972222222222,0.14864583333333334,0.3492708333333333,0.0,27005.20736837858,0.1,0.004060538118748873,0.516875,2,1,0.040912213324194056,0.23765227830818353,0.0014003794796345768,0.9810763888888889,0.0,0.0,0.04254238980762101,21604.16578668204,21439.47052656618,0.99237668967448,0.23765227830818353,0.15000000000000002,False,5,1,True,1.0
64,7b7150729bbfc4fe566bcd7b9ffa00daf6994d787654c43d359f69c212c01652,163.8307422563382,175.7126440287525,332.294538870838,26840.51210826272,30874.93327157509,0.07252547115866231,4034.4211633123705,0.4995972984112412,0.2854609802980774,0.31798611111111114,0.13197916666666668,0.14868055555555557,0.34923611111111114,0.0,26857.934189919793,0.1,0.0033658444959940117,0.8026388888888889,2,1,0.03726322433927114,0.11648697477568214,0.0006864060815315929,0.9789236111111111,0.0,0.0,0.03244972552466292,17.42208165707416,nan,nan,0.11648697477568214,0.15000000000000002,True,17,1,False,1.0
