iter,track_id,track_mac,mode1_tracking_loss,omega_1,omega_2,omega_3,omega_4,ld_strain_frac_1,ld_strain_frac_2,ld_strain_frac_3,ld_strain_frac_4,mac_best_1,mac_best_2,mac_best_3,mac_best_4
1,NaN,NaN,NaN,177.4696322,395.6259914,639.4030878,678.3042816,0,0,0,0,NaN,NaN,NaN,NaN
2,1,0.9959874041,0.00401259595,205.8038509,424.0435363,658.528784,673.0951594,0,0,0,0,0.9959874041,0.9961715735,0.9887584242,0.9740662826
3,1,0.9956391549,0.004360845123,230.8044786,417.7464592,622.6431751,735.824929,0,0,0,0,0.9956391549,0.9755897839,0.9382323917,0.9949940841
4,1,0.998540349,0.001459650965,256.3273603,353.0042844,616.3809908,654.7745696,0,0,0,0,0.998540349,0.8625627402,0.9481671195,1.255755773e-26
5,1,0.9985776821,0.001422317934,278.0912563,324.3954674,579.5763015,605.1951224,0.02438543036,0.3489977659,0.6073382562,0.140294291,0.9985776821,0.9789736442,0.9828267038,0.005648931013
6,1,0.9994258683,0.0005741317098,291.5432912,320.5284597,509.7951975,599.6230872,0.03131502194,0.3595745947,0.6869563169,0.2128447966,0.9994258683,0.9975619385,0.9906646574,0.9696981155
7,1,0.9983492262,0.001650773818,302.5761598,319.418988,494.5019475,595.1784216,0.03226193212,0.3990433714,0.6954314319,0.1876323755,0.9983492262,0.9948903433,0.9922420866,0.9939476956
8,1,0.9988832619,0.001116738073,308.6603613,316.2472752,466.4523223,567.5920034,0.05173867322,0.4120466623,0.7515809852,0.299807073,0.9988832619,0.9992142314,0.9913808685,0.9757699751
9,2,0.9979870805,0.002012919472,308.116216,308.5807055,468.2015582,567.6849896,0.5003695355,0.03993704034,0.7456412864,0.2354274091,0.9979870805,0.9861262334,0.9852391283,0.001501950839
10,2,0.9866728898,0.01332711015,309.5983642,322.878744,432.1511697,542.588745,0.08849032202,0.4422381333,0.7793673591,0.3739705542,0.9866728898,0.9974696515,0.9872689439,0.015695378
11,1,0.9896682803,0.01033171973,309.5094722,310.0654696,463.2007265,556.2927603,0.03803525706,0.4830480588,0.7330459777,0.2269357683,0.9896682803,0.9779960059,0.9804960552,0.000359175928
12,1,0.6620872686,0.3379127314,303.4212602,332.0199333,434.2903726,542.1611342,0.2161347582,0.3039430011,0.7618109059,0.3191862069,0.6620872686,0.6174541626,0.9823910053,0.03497512582
13,1,0.7305803858,0.2694196142,298.6123009,351.6137245,371.6062888,476.3174888,0.2607389883,0.6468900959,0.8367867054,0.9999998584,0.7305803858,0.6920140802,0.9848539454,0.02869195181
14,1,0.9044985704,0.09550142963,310.1318071,344.2548729,471.3601635,582.904937,0.1549106201,0.4145385684,0.767302236,0.4085923467,0.9044985704,0.8897024166,0.9775832389,4.601240344e-05
15,1,0.6688866533,0.3311133467,294.50886,361.5306446,369.9656438,521.2460207,0.2353424098,0.3957318754,0.8639178293,0.4192750521,0.6688866533,0.6151389018,0.9541651249,0.2398103236
16,1,0.9151154935,0.08488450647,302.9952866,347.6259074,423.1052202,557.9379029,0.07759493114,0.3890559512,0.8285324369,0.4787480263,0.9151154935,0.9163440067,0.9175255311,0.6750891654
17,1,0.9617540307,0.0382459693,310.1843786,340.3397832,429.0906441,551.3575597,0.1478985956,0.4671805378,0.8504157388,0.3677250258,0.9617540307,0.9407821323,0.8360481581,0.1314010465
18,1,0.6764718045,0.3235281955,302.0558679,355.520488,416.7644892,543.3416293,0.2040069098,0.2980656415,0.8375161577,0.4326097809,0.6764718045,0.5850429428,0.8143411399,0.08960558531
19,1,0.5408792962,0.4591207038,294.5181968,359.4273781,381.8422775,536.6947661,0.2860688662,0.3926262119,0.8674097301,0.4395464151,0.5408792962,0.4724701425,0.8950682159,0.2774212253
20,1,0.8123332706,0.1876667294,308.7614477,352.0744609,428.556351,556.3646696,0.09404821238,0.3515716589,0.8330052425,0.4649864597,0.8123332706,0.7794166335,0.9615686156,0.6202164466
21,1,0.6805934793,0.3194065207,300.9260911,363.806487,450.4063407,556.3967334,0.3291635191,0.3590887485,0.8416648078,0.3788703477,0.6805934793,0.575092425,0.9810737693,0.0509779874
22,1,0.8183479686,0.1816520314,309.1914411,348.0157178,363.1872676,394.4488774,0.9344680815,0.9999974052,0.9939144917,0.872947597,0.8183479686,0.7567833966,0.9838813029,0.0274040341
23,1,0.5279782726,0.4720217274,307.2135255,332.7328899,519.3028908,558.2531862,0.5318303684,0.6338833117,0.8057532745,0.6738127894,0.5279782726,0.4090903714,0.4876143671,0.9817998304
24,1,0.5521998267,0.4478001733,309.1542398,361.5056637,406.386236,528.8767567,0.2815806807,0.6623586573,0.8772946552,0.7539411699,0.5521998267,0.4911597484,0.9851108615,0.04716273863
25,1,0.6487606261,0.3512393739,314.258485,336.5453475,475.1984711,551.8000137,0.6556669002,0.7156537323,0.8384142287,0.6788780853,0.6487606261,0.5874738642,0.9746192014,0.00912595583
26,1,0.6155792205,0.3844207795,312.9831182,362.9504551,405.8168665,531.7413529,0.1880863372,0.5503665245,0.8768506338,0.6436694015,0.6155792205,0.5472547791,0.9655626311,0.06354303551
27,1,0.7078274035,0.2921725965,320.4927719,341.6686726,433.2097783,532.5045236,0.4348776019,0.5969884674,0.8551661941,0.5589960248,0.7078274035,0.6346515577,0.8694909797,0.004301427154
