iter,beta,beta_omega,volume,N_pre,N_trial,drho_norm,drho_max,step_alpha,inner_iters,inner_cpu_time,inner_converged,omega_pre_1,omega_pre_2,omega_pre_3,omega_pre_4,omega_post_1,omega_post_2,omega_post_3,omega_post_4
1,37131.9604,192.69655,0.4999527371,1,1,0.0950874049,0.09999950265,0.5,30,0.617943,0,147.4262729,368.7591032,623.0500469,653.415975,179.839164,393.4373889,650.3979346,687.5713302
2,48633.7801,220.5306784,0.4998745792,1,1,0.07918367306,0.09999926658,0.5,30,0.166826,0,179.839164,393.4373889,650.3979346,687.5713302,203.6883138,422.6848784,657.7297916,731.1629333
3,55787.01596,236.1927517,0.4998023936,1,1,0.07135723447,0.09999885796,0.5,30,0.226514,0,203.6883138,422.6848784,657.7297916,731.1629333,225.5484479,418.4854032,607.5855404,744.0624218
4,63209.86667,251.4157248,0.4997683984,1,1,0.0603895923,0.09999851806,0.5,30,0.24507,0,225.5484479,418.4854032,607.5855404,744.0624218,243.9002033,350.1325371,606.3964847,741.9978424
5,75648.69218,275.0430733,0.4997718198,1,1,0.06532069971,0.09999812079,0.5,30,0.174561,0,243.9002033,350.1325371,606.3964847,741.9978424,257.3956953,350.8209992,516.4484829,535.8540349
6,101777.3708,319.0256585,0.499774893,1,1,0.05905695221,0.09999908347,0.5,30,0.220544,0,257.3956953,350.8209992,516.4484829,535.8540349,269.7207657,321.8923839,625.3056068,652.6726862
7,97287.41391,311.909304,0.4997346358,1,1,0.06605775938,0.09999851698,0.5,30,0.136403,0,269.7207657,321.8923839,625.3056068,652.6726862,257.8884137,335.3781012,378.4644273,478.9357182
8,140818.9904,375.2585647,0.4997446719,1,1,0.07791687045,0.09999978761,0.5,30,0.0873582,0,257.8884137,335.3781012,378.4644273,478.9357182,257.0849625,338.4404506,619.3204998,714.0181811
9,99941.2751,316.1349002,0.4997647204,1,1,0.07325879645,0.09999917031,0.5,30,0.217074,0,257.0849625,338.4404506,619.3204998,714.0181811,250.5187288,387.4949371,482.5743882,659.2764472
10,114723.3263,338.7083204,0.4997137581,1,1,0.06792277832,0.09999949877,0.5,30,0.243585,0,250.5187288,387.4949371,482.5743882,659.2764472,256.3552102,355.6582073,627.1507594,723.3583172
11,100891.3544,317.6339944,0.4998098855,1,1,0.07136554249,0.09999886607,0.5,30,0.292941,0,256.3552102,355.6582073,627.1507594,723.3583172,270.7379484,348.9875681,487.9910766,501.2687417
12,106098.561,325.7277406,0.4997869723,1,1,0.05684043575,0.09999871654,0.5,30,0.155782,0,270.7379484,348.9875681,487.9910766,501.2687417,275.154941,331.7450263,607.3035364,696.7462213
