iter,track_id,track_mac,mode1_tracking_loss,omega_1,omega_2,omega_3,omega_4,ld_strain_frac_1,ld_strain_frac_2,ld_strain_frac_3,ld_strain_frac_4,mac_best_1,mac_best_2,mac_best_3,mac_best_4
1,NaN,NaN,NaN,179.839164,393.4373889,650.3979346,687.5713302,0,0,0,0,NaN,NaN,NaN,NaN
2,1,0.9894558224,0.01054417759,203.6883138,422.6848784,657.7297916,731.1629333,0,0,0,0,0.9894558224,0.9871180554,0.983390886,0.958113854
3,1,0.9866580998,0.01334190016,225.5484479,418.4854032,607.5855404,744.0624218,0,0,0,0,0.9866580998,0.971408396,0.9362736369,0.973664736
4,1,0.9976581245,0.002341875516,243.9002033,350.1325371,606.3964847,741.9978424,0,0,0,0,0.9976581245,0.9145465989,0.9179698164,2.591404657e-26
5,1,0.9731019102,0.0268980898,257.3956953,350.8209992,516.4484829,535.8540349,0.06734855009,0.3660698521,0.7823424433,0.1512711389,0.9731019102,0.9710082442,0.9565036322,0.00090646391
6,1,0.9792672699,0.02073273007,269.7207657,321.8923839,625.3056068,652.6726862,0.02067167254,0.310560972,0.1519761425,0.6370091247,0.9792672699,0.99361388,0.9472963561,0.8878114769
7,1,0.8925258035,0.1074741965,257.8884137,335.3781012,378.4644273,478.9357182,0.1988046884,0.6853620252,0.9064944798,0.2686908712,0.8925258035,0.9511964122,0.8646019979,0.9716235419
8,1,0.9089916414,0.0910083586,257.0849625,338.4404506,619.3204998,714.0181811,0.003671612049,0.2211958575,0.01662410514,0.1967410374,0.9089916414,0.9258145543,3.861736755e-24,0.7811252369
9,1,0.911845786,0.08815421399,250.5187288,387.4949371,482.5743882,659.2764472,0.1622743232,0.1768221674,0.2152775286,0.2777809562,0.911845786,0.9854818393,0.8494920644,0.04418235521
10,1,0.9341795728,0.06582042718,256.3552102,355.6582073,627.1507594,723.3583172,0.005620863074,0.2097690827,0.03064769995,0.1920771826,0.9341795728,0.9892949194,0.8204365527,5.753816948e-22
11,1,0.9343431335,0.06565686651,270.7379484,348.9875681,487.9910766,501.2687417,0.1554614246,0.4085683696,0.2574001524,0.8447549997,0.9343431335,0.9671759222,0.9259608394,0.008327018399
12,1,0.954494397,0.04550560301,275.154941,331.7450263,607.3035364,696.7462213,0.014651173,0.3444492182,0.1044932161,0.284103599,0.954494397,0.9920946484,0.9137622178,1.881337791e-22
13,1,0.7455547209,0.2544452791,262.6120236,341.4811492,381.8480248,432.5069623,0.5737771124,0.6226496532,0.9325468726,0.5029617767,0.7455547209,0.9274784492,0.836418408,0.003733660836
14,1,0.8743972076,0.1256027924,255.2565211,369.5054162,507.7002514,760.990019,0.02741430922,0.01534476275,0.07596503439,0.07852827108,0.8743972076,0.7771515359,1.176085022e-19,0.9222574951
15,1,0.9944603646,0.005539635428,298.9666235,335.6791581,566.3380988,657.8063975,0.1228311113,0.3803387414,0.4419628349,0.4859465834,0.9944603646,0.9574280072,0.7694874183,3.61651676e-21
