k,ratio_E1_double,ratio_E1_single,ratio_E2_double,ratio_E2_single,ratio_E3_double,ratio_E3_single,binding_evaluator_double,binding_evaluator_single,Q_double,Q_single,delta_Q_single_minus_double,H0_double,H0_single,pass_q0_980_double,pass_q0_980_single,pass_q0_990_double,pass_q0_990_single,pass_q0_995_double,pass_q0_995_single
1260,0.997997516921448,0.997997517449634,0.998572854333666,0.998572854842171,0.998572851891789,0.998572852397714,1,1,0.997997516921448,0.997997517449634,5.28185606363252e-10,1,1,1,1,1,1,1,1
1261,0.998054562009351,0.998054562775984,0.998443602437786,0.99844360313767,0.998443599876604,0.998443600574583,1,1,0.998054562009351,0.998054562775984,7.66632979321002e-10,1,1,1,1,1,1,1,1
1262,0.998130718681751,0.998130719210449,0.998626526106913,0.99862652659622,0.998626524203068,0.998626524688639,1,1,0.998130718681751,0.998130719210449,5.28697530199906e-10,1,1,1,1,1,1,1,1
1263,0.998106053858593,0.998106054580274,0.998444250473446,0.998444251144517,0.998444248432261,0.998444249101875,1,1,0.998106053858593,0.998106054580274,7.21681159276955e-10,1,1,1,1,1,1,1,1
1264,0.998144318853263,0.998144319344373,0.99861298319214,0.998612983687657,0.99861298012031,0.998612980613502,1,1,0.998144318853263,0.998144319344373,4.91109819478197e-10,1,1,1,1,1,1,1,1
1265,0.99830923183217,0.998309232308426,0.998549415778998,0.998549416214374,0.998549413012589,0.998549413447922,1,1,0.99830923183217,0.998309232308426,4.76255923587132e-10,1,1,1,1,1,1,1,1
1266,0.998366806470752,0.998366806652641,0.998753954879551,0.998753955071291,0.998753954381469,0.998753954571763,1,1,0.998366806470752,0.998366806652641,1.81888615280457e-10,1,1,1,1,1,1,1,1
1267,0.998346843317898,0.998346843992493,0.998696193090298,0.998696193685474,0.998696190072441,0.998696190665358,1,1,0.998346843317898,0.998346843992493,6.74594824445762e-10,1,1,1,1,1,1,1,1
1268,0.998474556992456,0.998474557533452,0.998962773957506,0.998962774403081,0.998962773460005,0.998962773903454,1,1,0.998474556992456,0.998474557533452,5.40995692688284e-10,1,1,1,1,1,1,1,1
1269,0.99853368905977,0.998533689638392,0.998901266169757,0.998901266652902,0.998901266181111,0.998901266660988,1,1,0.99853368905977,0.998533689638392,5.78622150193553e-10,1,1,1,1,1,1,1,1
1270,0.998498847700705,0.998498848097361,0.998964616717935,0.998964617036008,0.998964616426097,0.998964616741278,1,1,0.998498847700705,0.998498848097361,3.96655930323675e-10,1,1,1,1,1,1,1,1
1271,0.998403454338731,0.998403454805146,0.998778126024155,0.998778126456388,0.998778125445882,0.998778125874433,1,1,0.998403454338731,0.998403454805146,4.66415239763762e-10,1,1,1,1,1,1,1,1
1272,0.998390192588507,0.998390193077149,0.998857753639082,0.998857754061684,0.998857752565082,0.998857752983498,1,1,0.998390192588507,0.998390193077149,4.88642237783665e-10,1,1,1,1,1,1,1,1
1273,0.998290043686431,0.998290044234052,0.998645873833881,0.998645874345735,0.998645872582143,0.998645873091774,1,1,0.998290043686431,0.998290044234052,5.47621392676945e-10,1,1,1,1,1,1,1,1
1274,0.998275915917902,0.998275916356746,0.998715086096747,0.998715086488727,0.998715084996725,0.998715085384173,1,1,0.998275915917902,0.998275916356746,4.38844627304036e-10,1,1,1,1,1,1,1,1
1275,0.998239023494204,0.998239023899182,0.998536111387193,0.998536111789014,0.998536110017952,0.998536110417113,1,1,0.998239023494204,0.998239023899182,4.0497794007166e-10,1,1,1,1,1,1,1,1
1276,0.99828996788258,0.998289968181235,0.998679166568764,0.998679166863798,0.998679166140225,0.998679166432427,1,1,0.99828996788258,0.998289968181235,2.98654878605475e-10,1,1,1,1,1,1,1,1
1277,0.998244751728671,0.998244752132027,0.998548273517554,0.998548273905103,0.99854827279929,0.998548273184792,1,1,0.998244751728671,0.998244752132027,4.03356348321893e-10,1,1,1,1,1,1,1,1
1278,0.998293489753846,0.998293490142591,0.998696353513986,0.998696353873908,0.998696352506778,0.99869635286474,1,1,0.998293489753846,0.998293490142591,3.88744925139406e-10,1,1,1,1,1,1,1,1
1279,0.998235854784518,0.998235855266753,0.998518441281812,0.998518441734825,0.998518440079926,0.998518440531983,1,1,0.998235854784518,0.998235855266753,4.82234585597041e-10,1,1,1,1,1,1,1,1
1280,0.998267419575304,0.99826741992433,0.998641519639056,0.998641519953411,0.998641519330202,0.998641519642275,1,1,0.998267419575304,0.99826741992433,3.49026141321929e-10,1,1,1,1,1,1,1,1
1281,0.998250886331971,0.998250886809509,0.998544105410893,0.998544105831289,0.998544104789607,0.998544105206802,1,1,0.998250886331971,0.998250886809509,4.77537787091364e-10,1,1,1,1,1,1,1,1
1282,0.998279207173592,0.998279207467221,0.998684705926713,0.998684706197283,0.998684704769798,0.998684705038278,1,1,0.998279207173592,0.998279207467221,2.93629121017602e-10,1,1,1,1,1,1,1,1
1283,0.998231920989607,0.998231921278113,0.998508217953636,0.998508218266905,0.998508216716865,0.998508217029364,1,1,0.998231920989607,0.998231921278113,2.88506218915074e-10,1,1,1,1,1,1,1,1
1284,0.998280142865291,0.99828014309439,0.998656867860409,0.998656868080339,0.998656867558271,0.998656867775661,1,1,0.998280142865291,0.99828014309439,2.29099406112709e-10,1,1,1,1,1,1,1,1
1285,0.998260273768226,0.998260274140367,0.998557560241168,0.998557560593331,0.998557559464907,0.998557559817014,1,1,0.998260273768226,0.998260274140367,3.72140984694624e-10,1,1,1,1,1,1,1,1
1286,0.998265502420433,0.998265502648722,0.998691478779051,0.998691478998155,0.998691477405307,0.998691477621471,1,1,0.998265502420433,0.998265502648722,2.28288499215523e-10,1,1,1,1,1,1,1,1
1287,0.998199865164777,0.998199865480249,0.998498186259914,0.998498186609251,0.998498184768405,0.998498185117805,1,1,0.998199865164777,0.998199865480249,3.15471648804078e-10,1,1,1,1,1,1,1,1
1288,0.998260299718077,0.998260300075584,0.998655348620123,0.998655348958538,0.998655348024474,0.998655348361742,1,1,0.998260299718077,0.998260300075584,3.57507357051645e-10,1,1,1,1,1,1,1,1
1289,0.998207692160279,0.998207692612996,0.998519843573335,0.998519843998865,0.998519842510206,0.99851984293277,1,1,0.998207692160279,0.998207692612996,4.52716863996727e-10,1,1,1,1,1,1,1,1
1290,0.998240811554567,0.998240811780216,0.998667055616193,0.998667055841789,0.998667053941595,0.998667054164631,1,1,0.998240811554567,0.998240811780216,2.25649721130594e-10,1,1,1,1,1,1,1,1
1291,0.998192188489334,0.99819218875592,0.998475321030628,0.998475321332648,0.998475319161466,0.998475319462364,1,1,0.998192188489334,0.99819218875592,2.66586308583783e-10,1,1,1,1,1,1,1,1
1292,0.998273064367125,0.998273064606764,0.998655197132362,0.998655197379429,0.998655196398558,0.998655196643567,1,1,0.998273064367125,0.998273064606764,2.39638309196266e-10,1,1,1,1,1,1,1,1
1293,0.998217342661271,0.998217342936849,0.998514468529263,0.998514468825262,0.998514467338352,0.998514467631307,1,1,0.998217342661271,0.998217342936849,2.75578226904827e-10,1,1,1,1,1,1,1,1
1294,0.998241569175789,0.998241569293108,0.998664867738502,0.99866486786606,0.998664865864369,0.998664865989479,1,1,0.998241569175789,0.998241569293108,1.17318821324375e-10,1,1,1,1,1,1,1,1
1295,0.998261064663822,0.998261064850849,0.99849939705725,0.998499397278231,0.998499395186417,0.998499395405559,1,1,0.998261064663822,0.998261064850849,1.87026949483027e-10,1,1,1,1,1,1,1,1
1296,0.998327254559305,0.998327254805112,0.998699309291845,0.998699309490957,0.998699308879248,0.998699309075953,1,1,0.998327254559305,0.998327254805112,2.45806264231874e-10,1,1,1,1,1,1,1,1
1297,0.998311735905328,0.99831173623254,0.998583580133964,0.998583580440369,0.99858357882231,0.998583579127511,1,1,0.998311735905328,0.99831173623254,3.27212368311791e-10,1,1,1,1,1,1,1,1
1298,0.99832703018026,0.998327030346019,0.998733112719795,0.998733112872576,0.998733110439771,0.998733110588665,1,1,0.99832703018026,0.998327030346019,1.65759406201005e-10,1,1,1,1,1,1,1,1
1299,0.998339926034864,0.998339926289312,0.998561972791837,0.998561973061447,0.998561970571075,0.998561970837866,1,1,0.998339926034864,0.998339926289312,2.54448240255556e-10,1,1,1,1,1,1,1,1
1300,0.998383824441134,0.998383824631345,0.99871647004436,0.998716470214553,0.99871646764808,0.998716467816257,1,1,0.998383824441134,0.998383824631345,1.9021006991693e-10,1,1,1,1,1,1,1,1
1301,0.998442157894887,0.998442158146134,0.998584611377349,0.998584611625018,0.998584608790631,0.998584609036543,1,1,0.998442157894887,0.998442158146134,2.51247134208654e-10,1,1,1,1,1,1,1,1
1302,0.998516333306622,0.998516333474151,0.998775081754179,0.998775081909798,0.998775080398607,0.998775080552178,1,1,0.998516333306622,0.998516333474151,1.67529101702257e-10,1,1,1,1,1,1,1,1
1303,0.998459640754645,0.998459640958421,0.998600186509214,0.998600186725601,0.998600184872898,0.998600185087415,1,1,0.998459640754645,0.998459640958421,2.03775440965615e-10,1,1,1,1,1,1,1,1
1304,0.998511852986671,0.998511853130061,0.9987759357748,0.998775935903231,0.998775933635379,0.998775933762,1,1,0.998511852986671,0.998511853130061,1.43390188611647e-10,1,1,1,1,1,1,1,1
1305,0.998541670403844,0.998541670630273,0.998627835316246,0.998627835545221,0.998627832983335,0.99862783321029,1,1,0.998541670403844,0.998541670630273,2.26429208716183e-10,1,1,1,1,1,1,1,1
1306,0.998591795634494,0.998591795770931,0.998792889560453,0.998792889674056,0.998792887304005,0.998792887413052,1,1,0.998591795634494,0.998591795770931,1.36436972830722e-10,1,1,1,1,1,1,1,1
1307,0.998643586773003,0.998643586961835,0.998660624660041,0.998660624859356,0.998660622066681,0.998660622262756,1,1,0.998643586773003,0.998643586961835,1.88831950076462e-10,1,1,1,1,1,1,1,1
1308,0.99869325629986,0.998693256343365,0.99884840755282,0.998848407540164,0.998848406151706,0.998848406135809,1,1,0.99869325629986,0.998693256343365,4.35054214875663e-11,1,1,1,1,1,1,1,1
1309,0.998652273583247,0.998652273737503,0.998672536406162,0.998672536578652,0.998672534778385,0.998672534950087,1,1,0.998652273583247,0.998652273737503,1.54256274420561e-10,1,1,1,1,1,1,1,1
1310,0.998689148303688,0.998689148315851,0.998841853697447,0.998841853668211,0.998841851570682,0.998841851540506,1,1,0.998689148303688,0.998689148315851,1.21627152793735e-11,1,1,1,1,1,1,1,1
1311,0.99870625721377,0.998706257344535,0.998690331189015,0.998690331326253,0.998690328885326,0.9986903290207,3,3,0.998690328885326,0.9986903290207,1.35373379173132e-10,1,1,1,1,1,1,1,1
1312,0.998725714605724,0.998725714501151,0.998831641258316,0.99883164108649,0.998831638270176,0.99883163809525,1,1,0.998725714605724,0.998725714501151,-1.04572128734048e-10,1,1,1,1,1,1,1,1
1313,0.998850806085303,0.998850805974174,0.998730398367197,0.998730398189095,0.998730395379089,0.998730395198588,3,3,0.998730395379089,0.998730395198588,-1.80500725477373e-10,1,1,1,1,1,1,1,1
1314,0.998856148744871,0.998856148699732,0.998928045843969,0.998928045721924,0.998928044361413,0.998928044236222,1,1,0.998856148744871,0.998856148699732,-4.51395587575121e-11,1,1,1,1,1,1,1,1
1315,0.998831031727799,0.998831031750383,0.998752688383736,0.998752688382064,0.998752686203317,0.998752686201135,3,3,0.998752686203317,0.998752686201135,-2.18192131029582e-12,1,1,1,1,1,1,1,1
1316,0.99886098114235,0.998860981019818,0.998914880460795,0.99891488027088,0.998914877422027,0.998914877229621,1,1,0.99886098114235,0.998860981019818,-1.22532317625712e-10,1,1,1,1,1,1,1,1
1317,0.998873946344686,0.99887394626165,0.99874242851889,0.9987424284026,0.998742425653958,0.998742425534122,3,3,0.998742425653958,0.998742425534122,-1.19835585898898e-10,1,1,1,1,1,1,1,1
1318,0.99888424168377,0.9988842414303,0.998884934893537,0.998884934523457,0.998884931162451,0.998884930788827,1,1,0.99888424168377,0.9988842414303,-2.53469467637046e-10,1,1,1,1,1,1,1,1
1319,0.999030776225183,0.999030776182111,0.998810325609886,0.998810325502413,0.998810321932473,0.998810321822824,3,3,0.998810321932473,0.998810321822824,-1.09649289647962e-10,1,1,1,1,1,1,1,1
1320,0.999029545701371,0.999029545687656,0.99898023761478,0.998980237448106,0.998980235271613,0.998980235101714,3,3,0.998980235271613,0.998980235101714,-1.69898761726017e-10,1,1,1,1,1,1,1,1
1321,0.999003195331763,0.99900319527918,0.998797470978105,0.998797470895566,0.998797468671193,0.998797468587582,3,3,0.998797468671193,0.998797468587582,-8.36116731406378e-11,1,1,1,1,1,1,1,1
1322,0.999024975026681,0.999024974922348,0.998961513776667,0.998961513529999,0.998961510584846,0.998961510335227,3,3,0.998961510584846,0.998961510335227,-2.49618992143041e-10,1,1,1,1,1,1,1,1
1323,0.999121478425987,0.999121478424131,0.998847017974097,0.998847017937617,0.9988470147442,0.998847014703787,3,3,0.9988470147442,0.998847014703787,-4.04125621855655e-11,1,1,1,1,1,1,1,1
1324,0.999103942922709,0.999103943100356,0.999090251702482,0.999090251793643,0.999090250914433,0.999090251003631,3,3,0.999090250914433,0.999090251003631,8.91982043782491e-11,1,1,1,1,1,1,1,1
1325,0.999154510023144,0.999154510151286,0.998969597503939,0.998969597663371,0.998969595657523,0.998969595815313,3,3,0.998969595657523,0.998969595815313,1.57790003285641e-10,1,1,1,1,1,1,1,1
1326,0.999197697644773,0.999197697745352,0.999204669880781,0.999204669860223,0.999204667281301,0.999204667258467,1,1,0.999197697644773,0.999197697745352,1.00578767536774e-10,1,1,1,1,1,1,1,1
1327,0.999147095174189,0.999147095341153,0.998965148757244,0.998965148946808,0.998965146165931,0.998965146352766,3,3,0.998965146165931,0.998965146352766,1.86834547832859e-10,1,1,1,1,1,1,1,1
1328,0.999142253224013,0.99914225343603,0.999131765392001,0.999131765558799,0.999131761798551,0.99913176196269,3,3,0.999131761798551,0.99913176196269,1.64138813651959e-10,1,1,1,1,1,1,1,1
1329,0.999235065869811,0.999235065918434,0.998988162514932,0.99898816252887,0.998988159140035,0.99898815915035,3,3,0.998988159140035,0.99898815915035,1.03151931440948e-11,1,1,1,1,1,1,1,1
1330,0.999245422941195,0.999245422896175,0.999151428671511,0.999151428467846,0.999151424330629,0.999151424123374,3,3,0.999151424330629,0.999151424123374,-2.07255324014e-10,1,1,1,1,1,1,1,1
1331,0.999283569754381,0.999283569890879,0.998964008073095,0.998964008227541,0.998964004692382,0.998964004845125,3,3,0.998964004692382,0.998964004845125,1.52742929415695e-10,1,1,1,1,1,1,1,1
1332,0.99920519149557,0.999205191615219,0.999017997113424,0.999017997216583,0.999017992665189,0.999017992765709,3,3,0.999017992665189,0.999017992765709,1.00520591850284e-10,1,1,1,1,1,1,1,1
1333,0.999380087619143,0.9993800877634,0.998996419777178,0.998996419971203,0.998996415457632,0.998996415649906,3,3,0.998996415457632,0.998996415649906,1.92273419408195e-10,1,1,1,1,1,1,1,1
1334,0.999312515880216,0.999312516067099,0.999192700515144,0.999192700737501,0.999192698208847,0.99919269842899,3,3,0.999192698208847,0.99919269842899,2.20142681861546e-10,1,1,1,1,1,1,1,1
1335,0.999310688984876,0.99931068909554,0.9989936938433,0.998993693993489,0.99899369062214,0.998993690771272,3,3,0.99899369062214,0.998993690771272,1.49131706983496e-10,1,1,1,1,1,1,1,1
1336,0.99926716499717,0.999267165278192,0.999109558759042,0.999109559164929,0.999109554501821,0.999109554904884,3,3,0.999109554501821,0.999109554904884,4.03063138421089e-10,1,1,1,1,1,1,1,1
1337,0.999225992387833,0.999225992704748,0.998859101947267,0.998859102481723,0.998859098637364,0.998859099168999,3,3,0.998859098637364,0.998859099168999,5.31634736233855e-10,1,1,1,1,1,1,1,1
1338,0.999170527345264,0.999170527613412,0.998954338464929,0.998954338874393,0.998954335438514,0.998954335843607,3,3,0.998954335438514,0.998954335843607,4.05093625310826e-10,1,1,1,1,1,1,1,1
1339,0.99932380480544,0.999323804883378,0.998938544005058,0.998938544139835,0.998938540721316,0.998938540853215,3,3,0.998938540721316,0.998938540853215,1.31898492128357e-10,1,1,1,1,1,1,1,1
1340,0.999243588586198,0.999243588483262,0.999168752131402,0.999168752070971,0.999168751210851,0.999168751148874,3,3,0.999168751210851,0.999168751148874,-6.19772011489772e-11,1,1,1,1,1,1,1,1
1341,0.999304604868571,0.999304604831877,0.999021169632326,0.999021169724856,0.999021166444669,0.999021166536516,3,3,0.999021166444669,0.999021166536516,9.184653038119e-11,1,1,1,1,1,1,1,1
1342,0.999324271859059,0.999324271760094,0.999241000088084,0.999241000074693,0.999240995895682,0.999240995878916,3,3,0.999240995895682,0.999240995878916,-1.67656999394694e-11,1,1,1,1,1,1,1,1
1343,0.999388678624188,0.999388678573412,0.999055219023636,0.999055218913177,0.999055214599767,0.999055214486336,3,3,0.999055214599767,0.999055214486336,-1.13431597448255e-10,1,1,1,1,1,1,1,1
1344,0.999393342841954,0.999393342733489,0.999284221265888,0.999284221100027,0.999284216165993,0.999284215998426,3,3,0.999284216165993,0.999284215998426,-1.67567182352002e-10,1,1,1,1,1,1,1,1
1345,0.999491596947151,0.999491596940151,0.9990974296967,0.999097429627731,0.999097424107015,0.9990974240369,3,3,0.999097424107015,0.9990974240369,-7.01150248971771e-11,1,1,1,1,1,1,1,1
1346,0.999497821674364,0.999497821629309,0.99937252272535,0.999372522587542,0.999372517804312,0.999372517665298,3,3,0.999372517804312,0.999372517665298,-1.39013356381668e-10,1,1,1,1,1,1,1,1
1347,0.999556730555092,0.999556730488873,0.999167773440691,0.999167773255542,0.999167767934041,0.999167767747106,3,3,0.999167767934041,0.999167767747106,-1.8693468994968e-10,1,1,1,1,1,1,1,1
1348,0.999575429338793,0.999575429317019,0.999501583843561,0.999501583788699,0.999501581215075,0.999501581159237,3,3,0.999501581215075,0.999501581159237,-5.58383339566149e-11,1,1,1,1,1,1,1,1
1349,0.999625573344626,0.999625573357067,0.99932902929804,0.999329029264695,0.99932902501248,0.999329024979226,3,3,0.99932902501248,0.999329024979226,-3.32542882119924e-11,1,1,1,1,1,1,1,1
1350,0.999672334665895,0.999672334625331,0.999662591584531,0.999662591466027,0.999662588871594,0.99966258875203,3,3,0.999662588871594,0.99966258875203,-1.19563914324772e-10,1,1,1,1,1,1,1,1
1351,0.999727861104018,0.999727861144822,0.999491896535014,0.999491896655444,0.999491890254854,0.999491890374312,3,3,0.999491890254854,0.999491890374312,1.1945744393671e-10,1,1,1,1,1,1,1,1
1352,0.999637965074981,0.99963796510125,0.999837204448385,0.999837204446482,0.999837202597958,0.999837202593631,1,1,0.999637965074981,0.99963796510125,2.62688759633534e-11,1,1,1,1,1,1,1,1
1353,0.998485200172144,0.998485199934219,0.9989966510894,0.998996650894084,0.998996609662481,0.998996609465247,1,1,0.998485200172144,0.998485199934219,-2.37924457913152e-10,1,1,1,1,1,1,1,1
1354,0.997616388575088,0.997616388174976,0.998079415765687,0.998079415402457,0.998079360187089,0.998079359820949,1,1,0.997616388575088,0.997616388174976,-4.00112609710845e-10,1,1,1,1,1,1,1,1
1355,0.997266009588927,0.997266009289675,0.997656918461772,0.997656918157617,0.997656865951383,0.997656865646098,1,1,0.997266009588927,0.997266009289675,-2.99251401436607e-10,1,1,1,1,1,1,1,1
1356,0.998021600585431,0.998021599851598,0.998477861135002,0.998477860473289,0.998477811414642,0.998477810752261,1,1,0.998021600585431,0.998021599851598,-7.33833327437594e-10,1,1,1,1,1,1,1,1
1357,0.998494438336592,0.998494438191268,0.998840933084597,0.998840932945816,0.998840890591561,0.998840890453016,1,1,0.998494438336592,0.998494438191268,-1.45323642009032e-10,1,1,1,1,1,1,1,1
1358,0.998806593546085,0.998806593520083,0.999269860457935,0.99926986043371,0.99926981846255,0.999269818435239,1,1,0.998806593546085,0.998806593520083,-2.60012011921162e-11,1,1,1,1,1,1,1,1
1359,0.99905502506828,0.999055024874526,0.999430987396681,0.999430987164646,0.999430948936869,0.999430948703307,1,1,0.99905502506828,0.999055024874526,-1.93754567945348e-10,1,1,1,1,1,1,1,1
1360,0.999297086271597,0.999297086579031,0.999831233030675,0.999831233428683,0.99983119604719,0.999831196445069,1,1,0.999297086271597,0.999297086579031,3.07434966373421e-10,1,1,1,1,1,1,1,1
1361,0.99950784524976,0.999507845774308,1.00000586158273,1.00000586235011,1.00000582728028,1.00000582804625,1,1,0.99950784524976,0.999507845774308,5.24547738578462e-10,1,1,1,1,1,1,1,1
1362,0.999618211459798,0.99961821215067,1.00025166289537,1.00025166406474,1.00025162925406,1.00025163042043,1,1,0.999618211459798,0.99961821215067,6.90872026254397e-10,1,1,1,1,1,1,1,1
1363,0.999752074068106,0.999752074683366,1.00034098491486,1.00034098659458,1.0003409537175,1.00034095539487,1,1,0.999752074068106,0.999752074683366,6.152602871623e-10,1,1,1,1,1,1,1,1
1364,0.999813835268768,0.999813835626404,1.00054928651826,1.00054928830469,1.00054925534476,1.00054925712693,1,1,0.999813835268768,0.999813835626404,3.57636587011712e-10,1,1,1,1,1,1,1,1
1365,0.999843842724571,0.999843842714432,1.00061902127626,1.00061902250675,1.00061899300959,1.00061899424002,1,1,0.999843842724571,0.999843842714432,-1.01394448392966e-11,1,1,1,1,1,1,1,1
1366,0.999840215686845,0.999840215531456,1.00078615528523,1.0007861563625,1.00078612688121,1.00078612795469,1,1,0.999840215686845,0.999840215531456,-1.55388812927981e-10,1,1,1,1,1,1,1,1
1367,0.999799623936371,0.999799623681536,1.00071420208136,1.00071420253332,1.00071417655868,1.00071417700752,1,1,0.999799623936371,0.999799623681536,-2.54835486046545e-10,1,1,1,1,1,1,1,1
1368,0.999796642962108,0.99979664282211,1.00085016867984,1.00085016886684,1.00085014218203,1.00085014236526,1,1,0.999796642962108,0.99979664282211,-1.3999812420451e-10,1,1,1,1,1,1,1,1
1369,0.999701853122764,0.99970185325688,1.00091142621544,1.00091142513761,1.00091140478782,1.00091140370855,1,1,0.999701853122764,0.99970185325688,1.34115496486231e-10,1,1,1,1,1,1,1,1
1370,0.999604384753684,0.999604385062036,1.00088248867068,1.00088248762376,1.00088246144282,1.00088246039163,1,1,0.999604384753684,0.999604385062036,3.08352343658669e-10,1,1,1,1,1,1,1,1
1371,0.999489128148345,0.999489128372961,1.00097964338422,1.0009796425627,1.00097962569883,1.00097962487508,1,1,0.999489128148345,0.999489128372961,2.24615548383156e-10,1,1,1,1,1,1,1,1
1372,0.999338923507938,0.999338923836888,1.00103097186954,1.00103097136961,1.00103094961074,1.00103094910925,1,1,0.999338923507938,0.999338923836888,3.28949978367632e-10,1,1,1,1,1,1,1,1
1373,0.999210771699827,0.999210771833276,1.00111884796826,1.0011188479676,1.00111883729077,1.00111883728718,1,1,0.999210771699827,0.999210771833276,1.33448918582246e-10,1,1,1,1,1,1,1,1
1374,0.99909563502326,0.999095635213872,1.00100344201552,1.00100344202184,1.00100343377745,1.00100343378169,1,1,0.99909563502326,0.999095635213872,1.90611415540332e-10,1,1,1,1,1,1,1,1
1375,0.998680537416029,0.998680537658445,1.00100049778493,1.00100049778281,1.0010004958579,1.00100049585222,1,1,0.998680537416029,0.998680537658445,2.42416198226181e-10,1,1,1,1,1,1,1,1
1376,0.99875998732221,0.998759987553766,1.00087721647455,1.00087721673628,1.00087721536884,1.00087721562777,1,1,0.99875998732221,0.998759987553766,2.31555774554693e-10,1,1,1,1,1,1,1,1
1377,0.998515737653269,0.998515737723742,1.0007397533811,1.00073975337505,1.00073975338893,1.00073975338113,1,1,0.998515737653269,0.998515737723742,7.04725167111064e-11,1,1,1,1,1,1,1,1
1378,0.998575392967221,0.998575393734053,1.00071987040725,1.00071987079074,1.00071987012267,1.00071987050401,1,1,0.998575392967221,0.998575393734053,7.6683259742083e-10,1,1,1,1,1,1,1,1
1379,0.998426502909743,0.998426503163962,1.00058257930154,1.0005825793158,1.00058257931271,1.00058257932494,1,1,0.998426502909743,0.998426503163962,2.54219201245576e-10,1,1,1,1,1,1,1,1
1380,0.998481287979436,0.998481288949177,1.00056549798682,1.00056549826197,1.00056549786982,1.0005654981415,1,1,0.998481287979436,0.998481288949177,9.69741842382632e-10,1,1,1,1,1,1,1,1
1381,0.998390705591489,0.998390705976095,1.00042526021655,1.00042526035679,1.00042526010031,1.00042526023863,1,1,0.998390705591489,0.998390705976095,3.84605569614394e-10,1,1,1,1,1,1,1,1
1382,0.998473621713147,0.998473622531931,1.00041166503059,1.00041166518246,1.00041166492277,1.00041166507381,1,1,0.998473621713147,0.998473622531931,8.18783707501325e-10,1,1,1,1,1,1,1,1
1383,0.998417802539395,0.99841780272508,1.00027986843729,1.00027986841744,1.00027986843698,1.00027986841357,1,1,0.998417802539395,0.99841780272508,1.8568535598007e-10,1,1,1,1,1,1,1,1
1384,0.998524062170531,0.998524062847616,1.00027561850439,1.00027561861251,1.00027561829064,1.00027561839639,1,1,0.998524062170531,0.998524062847616,6.77084832645392e-10,1,1,1,1,1,1,1,1
1385,0.998348166494409,0.998348167005124,1.00014941681067,1.00014941675372,1.00014941675781,1.00014941669924,1,1,0.998348166494409,0.998348167005124,5.10715358892355e-10,1,1,1,1,1,1,1,1
1386,0.998412336386942,0.998412337006523,1.00017115971632,1.00017115986252,1.00017115916937,1.00017115931181,1,1,0.998412336386942,0.998412337006523,6.19580720062629e-10,1,1,1,1,1,1,1,1
1387,0.998525013888304,0.998525014187087,1.00011397642791,1.00011397640543,1.00011397590929,1.00011397588572,1,1,0.998525013888304,0.998525014187087,2.98783664476332e-10,1,1,1,1,1,1,1,1
1388,0.998627951029111,0.998627951345841,1.00019629486829,1.00019629490533,1.00019629413613,1.00019629417194,1,1,0.998627951029111,0.998627951345841,3.1672964251328e-10,1,1,1,1,1,1,1,1
1389,0.998698565732609,0.998698565735217,1.00007697971138,1.00007697961427,1.00007697895562,1.00007697885708,1,1,0.998698565732609,0.998698565735217,2.60791388484449e-12,1,1,1,1,1,1,1,1
1390,0.998804515247656,0.998804515881001,1.00016256320648,1.00016256353435,1.00016256270272,1.00016256302847,1,1,0.998804515247656,0.998804515881001,6.33345265121932e-10,1,1,1,1,1,1,1,1
1391,0.998794916864288,0.998794916675789,1.00004547836411,1.0000454781954,1.00004547765956,1.00004547748899,1,1,0.998794916864288,0.998794916675789,-1.88499660325192e-10,1,1,1,1,1,1,1,1
1392,0.998909168261708,0.998909168558298,1.00015921558541,1.00015921597422,1.00015921511538,1.00015921550269,1,1,0.998909168261708,0.998909168558298,2.96589974801975e-10,1,1,1,1,1,1,1,1
1393,0.998804346658836,0.998804346536738,0.999965415515014,0.999965415393215,0.999965414529049,0.999965414403753,1,1,0.998804346658836,0.998804346536738,-1.22098109400781e-10,1,1,1,1,1,1,1,1
1394,0.998922678237492,0.998922678588613,1.00013709117357,1.00013709158085,1.00013708993411,1.00013709034057,1,1,0.998922678237492,0.998922678588613,3.51120355013279e-10,1,1,1,1,1,1,1,1
1395,0.999042153114102,0.999042153122333,1.00006092477344,1.00006092471842,1.00006092332453,1.00006092326707,1,1,0.999042153114102,0.999042153122333,8.23108248226845e-12,1,1,1,1,1,1,1,1
1396,0.999158245439302,0.999158246047034,1.00023675640713,1.00023675687448,1.00023675464025,1.00023675510648,1,1,0.999158245439302,0.999158246047034,6.07731864832317e-10,1,1,1,1,1,1,1,1
1397,0.999341602960967,0.99934160314867,1.00020053158549,1.0002005316794,1.00020053005161,1.0002005301449,1,1,0.999341602960967,0.99934160314867,1.87703741438838e-10,1,1,1,1,1,1,1,1
1398,0.999398528985975,0.999398529440643,1.00029185191217,1.00029185231589,1.00029185085101,1.00029185125225,1,1,0.999398528985975,0.999398529440643,4.54667414828691e-10,1,1,1,1,1,1,1,1
1399,0.999580234778234,0.999580235236527,1.0002777615282,1.00027776180502,1.00027776049781,1.00027776077391,1,1,0.999580234778234,0.999580235236527,4.58293070160209e-10,1,1,1,1,1,1,1,1
