k,volume_pass_double,volume_pass_single,required_connected_double,required_connected_single,topology_pass_double,topology_pass_single,hard_gate_pass_double,hard_gate_pass_single,binary_differing_elements,binary_difference_explained,max_detached_area_double,max_detached_area_single,n_islands_significant_double,n_islands_significant_single,aggregate_detached_area_double,aggregate_detached_area_single,n_islands_all_double,n_islands_all_single,cutoff_gap_double,cutoff_gap_single,single_cutoff_tie_group_size,single_tie_straddles_cutoff,n_solid_double,n_solid_single
2699,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2700,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2701,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2702,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2703,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2704,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2705,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2706,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2707,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2708,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2709,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2710,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2711,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2712,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2713,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2714,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2715,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2716,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2717,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2718,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2719,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2720,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2721,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2722,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2723,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2724,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2725,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2726,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2727,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2728,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2729,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2730,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2731,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2732,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2733,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2734,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2735,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2736,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2737,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2738,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2739,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2740,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2741,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2742,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2743,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2744,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2745,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2746,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2747,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2748,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2749,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2750,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2751,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2752,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2753,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2754,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2755,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2756,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2757,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2758,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2759,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2760,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2761,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2762,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2763,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2764,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2765,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2766,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2767,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2768,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2769,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2770,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2771,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2772,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2773,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2774,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2775,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2776,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2777,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2778,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2779,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2780,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2781,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2782,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2783,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2784,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2785,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2786,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2787,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2788,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2789,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2790,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2791,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2792,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2793,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2794,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2795,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2796,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2797,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2798,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2799,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2800,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2801,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2802,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2803,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2804,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2805,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2806,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2807,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2808,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2809,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2810,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2811,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2812,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2813,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2814,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2815,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2816,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2817,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2818,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2819,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2820,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2821,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2822,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2823,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2824,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2825,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2826,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2827,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2828,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2829,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2830,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2831,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2832,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2833,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2834,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2835,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2836,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2837,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2838,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2839,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2840,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2841,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2842,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2843,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2844,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
2845,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00962505415893156,0.00962504744529724,1,0,576,576
2846,1,1,1,1,1,1,1,1,0,1,0.00694444444444444,0.00694444444444444,0,0,0.00694444444444444,0.00694444444444444,1,1,0.00686370635344391,0.00686371326446533,1,0,576,576
