iter,track_id,track_mac,mode1_tracking_loss,omega_1,omega_2,omega_3,omega_4,ld_strain_frac_1,ld_strain_frac_2,ld_strain_frac_3,ld_strain_frac_4,mac_best_1,mac_best_2,mac_best_3,mac_best_4
1,NaN,NaN,NaN,83.57571119,290.923874,449.8249652,560.4049329,0,0,0,0,NaN,NaN,NaN,NaN
2,1,0.9998158588,0.0001841411735,95.58682641,300.6431443,450.1887656,535.1295357,0,0,0,0,0.9998158588,0.9968514819,0.9996668439,0.9892835797
3,1,0.9993578569,0.0006421431326,106.0436245,259.6048248,458.4423995,459.9439505,0,0,0,0,0.9993578569,0.9840970628,0.9998415006,0.9749193851
4,1,0.9998821439,0.0001178560763,116.1904003,192.3607419,454.9020656,491.3673302,0,0,0,0,0.9998821439,0.9748987819,0.978300929,0.9997338548
5,1,0.9999914656,8.534365865e-06,124.8785335,174.4845594,429.1201095,468.716801,0.005351961467,0.2779496201,0.6317426709,0.06764771862,0.9999914656,0.9979395338,0.9948930372,2.576997035e-26
6,1,0.9996366155,0.0003633844567,130.6358383,162.1634356,363.7715444,454.3832111,0.008788767553,0.3091190666,0.6671034366,0.08749925935,0.9996366155,0.9994770194,0.9996484514,0.997321172
7,1,0.9999392876,6.071238503e-05,134.8298782,163.9080132,371.1162851,472.9509533,0.006433706169,0.2960304018,0.6514431111,0.08088182637,0.9999392876,0.999741277,0.9996778684,0.9980341728
8,1,0.9998715548,0.0001284452311,137.0222038,165.0009474,366.2464326,473.8812948,0.007381551756,0.2906509297,0.66785303,0.08445973404,0.9998715548,0.9999674234,0.9996914141,0.9997155845
9,1,0.9998478055,0.0001521945066,138.9531866,167.0702639,387.0558646,493.0760302,0.005631118465,0.2806738497,0.6491908848,0.08261246955,0.9998478055,0.9999104631,0.9995205947,0.9985058888
10,1,0.9995449958,0.0004550042365,137.8909905,165.5442727,358.6590636,472.7381915,0.008499078031,0.2879541276,0.67526751,0.08513499791,0.9995449958,0.9997668699,0.9987151067,0.997000717
11,1,0.9991838872,0.0008161127526,139.9965308,168.1208128,401.0228018,505.2775819,0.004566637476,0.2728622393,0.6305779237,0.07699227937,0.9991838872,0.999569329,0.9973990955,0.9938786655
12,1,0.998157579,0.001842421021,136.3405523,164.0399126,346.1839877,462.3212643,0.01249571679,0.3069990869,0.6939070226,0.09908162294,0.998157579,0.9990537548,0.9958429323,0.9874279422
13,1,0.997777149,0.002222851048,139.9820733,167.5623988,405.3356956,505.8940877,0.005143064042,0.2855838574,0.6349771184,0.08752902822,0.997777149,0.9990134033,0.9950205128,0.9857902948
14,1,0.9975271808,0.002472819197,137.3430886,164.3162643,348.8122186,465.2035166,0.01158085769,0.2993911656,0.6943356149,0.09426240853,0.9975271808,0.9989424647,0.9952114357,0.9872242763
15,1,0.9975557464,0.002444253636,140.5428379,167.5538453,405.6233219,506.5682073,0.004754776284,0.2786411864,0.6375931343,0.08301245912,0.9975557464,0.9990307565,0.9952385232,0.9861749467
16,1,0.9974564317,0.002543568307,136.4185122,163.8253098,344.6213684,462.4571517,0.01496361579,0.3267471485,0.7068555316,0.1154739061,0.9974564317,0.9989286874,0.9952345033,0.9841640456
17,1,0.997513642,0.002486358008,140.3113106,167.0348479,402.707657,504.0711015,0.006048256979,0.2998599628,0.6513051416,0.1001812158,0.997513642,0.9990159827,0.9952046772,0.9850342624
18,1,0.9975355565,0.002464443477,137.3368032,164.2700844,347.7649493,464.9860707,0.01275956826,0.3118808318,0.7038088597,0.1028880126,0.9975355565,0.9989991308,0.9954128462,0.9870116947
19,1,0.9974979374,0.002502062648,140.6518253,167.6167927,406.6070511,507.3006159,0.005171294974,0.2882213181,0.6425271499,0.08952448179,0.9974979374,0.9990171241,0.9950903654,0.9856660378
20,1,0.9974715878,0.002528412241,136.3099738,164.0215223,345.0598177,463.1987716,0.01371471492,0.3135814437,0.7033560459,0.1063898481,0.9974715878,0.9989345533,0.9952250101,0.9838130709
21,1,0.9975270281,0.002472971943,140.2294391,167.3132077,403.5242381,504.8789769,0.005722647652,0.2911061635,0.6477227875,0.09468687301,0.9975270281,0.9989980092,0.9950626902,0.9850141549
22,1,0.997551483,0.00244851701,137.7266826,164.4343072,349.7652057,466.5421319,0.01183638336,0.3004046584,0.6984544458,0.0968923551,0.997551483,0.9989697319,0.9953106586,0.9879393368
23,1,0.9975058462,0.002494153798,140.8604326,167.7035692,406.2927702,507.5337642,0.004811210019,0.277936648,0.6385754834,0.08324820833,0.9975058462,0.9989530775,0.9952074927,0.9863749227
24,1,0.996777715,0.003222284988,136.564451,164.0749621,345.1852509,463.2690627,0.01396602035,0.314874459,0.6997077987,0.1061995857,0.996777715,0.9979059147,0.9953677378,0.9838907495
25,1,0.9925258571,0.007474142918,140.2005492,167.3495313,402.5386705,504.0616903,0.007969307736,0.2920850075,0.6452335688,0.09631317649,0.9925258571,0.9924124486,0.9951437474,0.9851347201
26,1,0.9549480762,0.04505192378,137.3873861,167.4833352,359.3866521,477.2778278,0.02750464961,0.2987696303,0.6924799443,0.1022495871,0.9549480762,0.9432017732,0.9947587772,0.9867234057
27,1,0.7803929877,0.2196070123,134.3784146,169.4177167,369.3036438,470.6940743,0.08590196884,0.2761972025,0.6976858877,0.1122890702,0.7803929877,0.719502307,0.9743262786,0.9649743342
28,1,0.785533211,0.214466789,134.7732277,171.8917966,375.1488738,479.8022729,0.0258788464,0.2883031978,0.6732472321,0.1008007141,0.785533211,0.7277918779,0.9628952845,0.9639714161
29,1,0.8087285715,0.1912714285,133.8644986,173.5529135,377.2408713,476.1872185,0.08109050028,0.2803161714,0.7037583276,0.1166072742,0.8087285715,0.7465945128,0.9609111013,0.9621619232
30,1,0.8074354947,0.1925645053,135.2886277,174.498339,389.1671603,486.831805,0.02400494202,0.2739984273,0.676052659,0.09973710261,0.8074354947,0.7500588572,0.9521461245,0.9593349438
31,1,0.8160540443,0.1839459557,133.7701213,174.5566164,384.9727358,478.8399781,0.07281727094,0.2646924202,0.692339838,0.1087812763,0.8160540443,0.7511583333,0.950632366,0.9592348464
32,1,0.8113200445,0.1886799555,134.6203391,176.6141985,404.3806411,489.6897964,0.02251998229,0.2611805493,0.6440803545,0.08622415441,0.8113200445,0.7483923846,0.9371113788,0.9550553292
33,1,0.820750168,0.179249832,133.7154513,175.2038301,390.9940203,480.1237561,0.07044560299,0.2718395184,0.6847166211,0.1088695361,0.820750168,0.7534371636,0.9406869306,0.9562729452
34,1,0.8014024313,0.1985975687,135.2489472,177.854508,421.9190219,495.2066807,0.02798882558,0.254734118,0.6185456847,0.08311381128,0.8014024313,0.734772314,0.924936353,0.9515495216
35,1,0.8088101406,0.1911898594,133.0687507,176.0086967,397.5949756,480.7974247,0.06613534599,0.2649449875,0.6748466955,0.104724077,0.8088101406,0.7327219333,0.9284280543,0.9523713512
36,1,0.8063247161,0.1936752839,134.2488716,179.9579199,433.7819608,495.4594003,0.027740041,0.2504097942,0.6127292196,0.08074691019,0.8063247161,0.7339594992,0.9131174236,0.948136124
37,1,0.8239296,0.1760704,133.4038835,176.8049571,403.3037869,482.3835346,0.06209246593,0.2817470247,0.6817982451,0.1092743034,0.8239296,0.7504863093,0.9186694956,0.949784693
38,1,0.8121158855,0.1878841145,134.6951781,180.1349415,438.8577636,498.2056934,0.0322401152,0.2484400668,0.6082736205,0.0798787094,0.8121158855,0.7419185579,0.9113074213,0.9468829674
39,1,0.8178716119,0.1821283881,133.0571592,177.1453212,406.6708307,482.7428127,0.05254223198,0.269465506,0.6632754108,0.09319384663,0.8178716119,0.741027677,0.9125173686,0.9472861777
40,1,0.8124687978,0.1875312022,134.1235594,180.3623721,434.7762018,496.3210962,0.03397005033,0.2525616688,0.6239703424,0.0833633062,0.8124687978,0.7393811421,0.9148283884,0.9465356361
41,1,0.8073928018,0.1926071982,133.2011395,176.7277471,412.1206325,483.9127468,0.05069334979,0.2629668456,0.6472831015,0.0851179952,0.8073928018,0.7295660894,0.9087501351,0.9458427703
42,1,0.8094162805,0.1905837195,134.5720814,181.0592151,448.3064502,500.3519785,0.03169712145,0.2445166867,0.5975243018,0.07700807935,0.8094162805,0.7365611342,0.8952154026,0.9437685206
43,1,0.8179409411,0.1820590589,132.9049422,177.2967472,412.2935206,483.2615411,0.0428236374,0.2512948859,0.6208287461,0.06953925815,0.8179409411,0.7397339882,0.9052184923,0.9451870723
44,1,0.8015834539,0.1984165461,133.8396549,180.3519005,444.7041003,496.4568073,0.03813995763,0.2566583119,0.6170606308,0.08240280452,0.8015834539,0.7252094234,0.9049440124,0.9443461372
45,1,0.8141324065,0.1858675935,133.1584854,178.3322018,422.2389695,487.4531253,0.03992180646,0.2423776616,0.6089850334,0.06796031853,0.8141324065,0.735010735,0.8923868107,0.9420368478
46,1,0.8098536019,0.1901463981,133.9437764,180.0919523,443.3541203,496.7865179,0.03479808177,0.2423036323,0.5989446739,0.07163562591,0.8098536019,0.7335084303,0.8988889359,0.9427635695
47,1,0.7979016611,0.2020983389,132.7979081,176.9227392,418.5679517,484.3223804,0.04350745479,0.2574649935,0.5921907812,0.06921777814,0.7979016611,0.7166372416,0.9014908285,0.9436678599
48,1,0.8069587341,0.1930412659,133.7752652,181.4211036,446.66325,498.1932468,0.03460336181,0.253044665,0.5965525452,0.07543381806,0.8069587341,0.7302141235,0.8946926274,0.9423639874
49,1,0.8221374786,0.1778625214,133.2213684,178.2828472,420.093099,487.3489737,0.03745379456,0.2432731676,0.6150532213,0.06846780474,0.8221374786,0.7446712662,0.898314199,0.9426157543
50,1,0.8126772006,0.1873227994,134.064125,180.4431112,443.9305763,497.6722467,0.03538681808,0.2425362928,0.5995020363,0.0743317037,0.8126772006,0.7373232135,0.9003066211,0.9431934773
51,1,0.8177955822,0.1822044178,132.9799653,178.3772959,418.7902321,486.6646494,0.03573936241,0.2486338022,0.596524623,0.06690732062,0.8177955822,0.7396702048,0.8988934977,0.9428068608
