iter,beta,beta_omega,volume,N_pre,N_trial,drho_norm,drho_max,step_alpha,inner_iters,inner_cpu_time,inner_converged,omega_pre_1,omega_pre_2,omega_pre_3,omega_pre_4,omega_post_1,omega_post_2,omega_post_3,omega_post_4
1,8199.542544,90.55132547,0.4999471178,1,1,0.09524968697,0.09999767754,0.5,30,0.193301,0,68.62316264,255.1504342,448.3777291,520.2139554,83.57571119,290.923874,449.8249652,560.4049329
2,10645.96972,103.1793086,0.4998678849,1,1,0.0803755366,0.09999676469,0.5,30,0.368178,0,83.57571119,290.923874,449.8249652,560.4049329,95.58682641,300.6431443,450.1887656,535.1295357
3,12180.21223,110.3639988,0.4998178242,1,1,0.06736698631,0.09999468063,0.5,30,0.822432,0,95.58682641,300.6431443,450.1887656,535.1295357,106.0436245,259.6048248,458.4423995,459.9439505
4,14144.30823,118.9298458,0.4998263473,1,1,0.05747584458,0.09999252166,0.5,30,1.08783,0,106.0436245,259.6048248,458.4423995,459.9439505,116.1904003,192.3607419,454.9020656,491.3673302
5,15773.02143,125.5906901,0.4998692275,1,1,0.03972285105,0.09998889639,0.5,30,0.529245,0,116.1904003,192.3607419,454.9020656,491.3673302,124.8785335,174.4845594,429.1201095,468.716801
6,17552.64786,132.4864063,0.499890339,1,1,0.03524974559,0.09998901799,0.5,30,0.275207,0,124.8785335,174.4845594,429.1201095,468.716801,130.6358383,162.1634356,363.7715444,454.3832111
7,18376.89275,135.5613985,0.499927629,1,1,0.02721384691,0.09998862099,0.5,30,0.204496,0,130.6358383,162.1634356,363.7715444,454.3832111,134.8298782,163.9080132,371.1162851,472.9509533
8,19048.34948,138.0157581,0.4999390965,1,1,0.02378939967,0.09998535944,0.5,30,0.188434,0,134.8298782,163.9080132,371.1162851,472.9509533,137.0222038,165.0009474,366.2464326,473.8812948
9,19298.41427,138.9187326,0.4999518501,1,1,0.01652365941,0.06797020536,0.5,30,0.237679,0,137.0222038,165.0009474,366.2464326,473.8812948,138.9531866,167.0702639,387.0558646,493.0760302
10,19753.42439,140.5468761,0.4999449589,1,1,0.01835485409,0.07856028901,0.5,30,0.185052,0,138.9531866,167.0702639,387.0558646,493.0760302,137.8909905,165.5442727,358.6590636,472.7381915
11,19994.80418,141.402985,0.4998959979,1,1,0.02849008321,0.09523131031,0.5,30,0.255455,0,137.8909905,165.5442727,358.6590636,472.7381915,139.9965308,168.1208128,401.0228018,505.2775819
12,21478.27569,146.554685,0.4998745122,1,1,0.03868834202,0.09999729336,0.5,30,0.191275,0,139.9965308,168.1208128,401.0228018,505.2775819,136.3405523,164.0399126,346.1839877,462.3212643
13,20865.61798,144.4493613,0.4998658637,1,1,0.04356413264,0.09999323827,0.5,30,0.17559,0,136.3405523,164.0399126,346.1839877,462.3212643,139.9820733,167.5623988,405.3356956,505.8940877
14,21279.52655,145.8750374,0.4998471803,1,1,0.04430958339,0.09998532466,0.5,30,0.204206,0,139.9820733,167.5623988,405.3356956,505.8940877,137.3430886,164.3162643,348.8122186,465.2035166
15,21223.22203,145.6819207,0.4998362288,1,1,0.04520597132,0.09999286308,0.5,30,0.218255,0,137.3430886,164.3162643,348.8122186,465.2035166,140.5428379,167.5538453,405.6233219,506.5682073
16,22249.51974,149.1627291,0.4998014899,1,1,0.0474305807,0.09999598642,0.5,30,0.236428,0,140.5428379,167.5538453,405.6233219,506.5682073,136.4185122,163.8253098,344.6213684,462.4571517
17,21202.0571,145.6092617,0.4998171522,1,1,0.04660680182,0.09999248825,0.5,30,0.215396,0,136.4185122,163.8253098,344.6213684,462.4571517,140.3113106,167.0348479,402.707657,504.0711015
18,21416.46847,146.3436656,0.4998180019,1,1,0.04530594722,0.09998668993,0.5,30,0.22844,0,140.3113106,167.0348479,402.707657,504.0711015,137.3368032,164.2700844,347.7649493,464.9860707
19,21262.43646,145.8164478,0.4998186578,1,1,0.04576124767,0.09999262414,0.5,30,0.182319,0,137.3368032,164.2700844,347.7649493,464.9860707,140.6518253,167.6167927,406.6070511,507.3006159
20,22317.60647,149.3907844,0.4997928092,1,1,0.04811537696,0.09999462527,0.5,30,0.231296,0,140.6518253,167.6167927,406.6070511,507.3006159,136.3099738,164.0215223,345.0598177,463.1987716
21,21154.02613,145.4442372,0.4998174276,1,1,0.04669994985,0.09999288054,0.5,30,0.238399,0,136.3099738,164.0215223,345.0598177,463.1987716,140.2294391,167.3132077,403.5242381,504.8789769
22,21340.98188,146.0855293,0.4998223934,1,1,0.04503909324,0.09998791875,0.5,30,0.209982,0,140.2294391,167.3132077,403.5242381,504.8789769,137.7266826,164.4343072,349.7652057,466.5421319
23,21314.94818,145.9963978,0.4998254735,1,1,0.04513309634,0.09999258847,0.5,30,0.235007,0,137.7266826,164.4343072,349.7652057,466.5421319,140.8604326,167.7035692,406.2927702,507.5337642
