iter,beta,beta_omega,volume,N_pre,N_trial,drho_norm,drho_max,step_alpha,inner_iters,inner_cpu_time,inner_converged,omega_pre_1,omega_pre_2,omega_pre_3,omega_pre_4,omega_post_1,omega_post_2,omega_post_3,omega_post_4
1,70158.28863,264.8740996,0.4997352536,1,1,0.4649978996,0.4999941234,1,30,1.17977,0,145.5692015,363.0493408,622.5580917,641.2279464,0.1142978118,0.1811970356,0.2629967341,0.3675640915
2,31.84155576,5.642832246,0.3799990496,1,1,0.8262596348,0.9989253782,1,30,1.90179,0,0.1142978118,0.1811970356,0.2629967341,0.3675640915,20.35591679,23.62060222,90.08477339,93.8279066
3,9407.398993,96.99174703,0.4168513482,1,1,0.7826150357,0.9989830414,1,30,2.1071,0,20.35591679,23.62060222,90.08477339,93.8279066,0.1501253975,0.2829636325,0.6240922532,0.8740264955
4,57.25113939,7.566448268,0.4595363709,1,1,0.8001868132,0.9989997617,1,30,2.56743,0,0.1501253975,0.2829636325,0.6240922532,0.8740264955,23.45379081,23.94262806,140.4425747,141.7265266
5,9255.609892,96.20608033,0.36953116,1,1,0.796982812,0.9989177283,1,30,0.647553,0,23.45379081,23.94262806,140.4425747,141.7265266,0.2486927743,0.5188056495,0.848800105,1.520013494
6,152.7057818,12.35741809,0.4737812254,1,1,0.8424496224,0.9989997876,1,30,1.5272,0,0.2486927743,0.5188056495,0.848800105,1.520013494,6.878568261,11.86897319,43.01932151,53.20172978
7,1865.042712,43.18614028,0.406822561,1,1,0.8721393349,0.9989986345,1,30,2.23984,0,6.878568261,11.86897319,43.01932151,53.20172978,0.08310479904,0.1882567644,0.323121387,685.073731
8,16.94138822,4.115991766,0.4928268416,1,1,0.9062930916,0.9989997985,1,30,1.19191,0,0.08310479904,0.1882567644,0.323121387,685.073731,1.436919953,1.440439209,9.384408456,9.389345072
9,220.8100677,14.85967926,0.438304705,1,1,0.937547676,0.9989867428,1,30,0.496912,0,1.436919953,1.440439209,9.384408456,9.389345072,0.06688739206,0.1766951162,0.2783393703,1016.037625
10,10.36956383,3.220180714,0.4988661211,1,1,0.9574226364,0.9989998682,1,30,1.40025,0,0.06688739206,0.1766951162,0.2783393703,1016.037625,0.01548951408,0.0510491512,0.06618207984,0.09797231934
11,0.6750149746,0.8215929494,0.4966818501,1,1,0.9930158648,0.9989998835,1,30,1.1796,0,0.01548951408,0.0510491512,0.06618207984,0.09797231934,0.04921155593,0.1196547709,0.173256684,1334.17623
12,5.817792755,2.412010107,0.4935458893,1,1,0.9857158006,0.998949091,1,30,0.606,0,0.04921155593,0.1196547709,0.173256684,1334.17623,0.1560305719,0.172135746,1.023080668,1.029194125
13,11.6805029,3.417675072,0.4834361394,1,1,0.9804446098,0.9989890367,1,30,0.686249,0,0.1560305719,0.172135746,1.023080668,1.029194125,0.04704877227,0.1187474864,0.1692279384,1346.813942
14,5.298543627,2.301856561,0.4999844069,1,1,0.9879532963,0.9989997642,1,30,0.627241,0,0.04704877227,0.1187474864,0.1692279384,1346.813942,0.01483975512,0.04617792842,0.06153419453,0.0901840677
15,0.6374712487,0.7984179662,0.4966992836,1,1,0.9912960172,0.9989997636,1,30,1.25886,0,0.01483975512,0.04617792842,0.06153419453,0.0901840677,0.04797681944,0.1190531139,0.1732090298,1313.446281
16,5.543748519,2.354516621,0.49593711,1,1,0.987990432,0.9989521011,1,30,0.574078,0,0.04797681944,0.1190531139,0.1732090298,1313.446281,0.03742969192,0.08148016579,0.2324839754,0.2511855681
17,1.990526135,1.410860069,0.4898848188,1,1,0.9877981995,0.9989520569,1,30,1.48689,0,0.03742969192,0.08148016579,0.2324839754,0.2511855681,0.04733044543,0.1185439916,0.1692536572,1348.737163
18,5.350720748,2.313162499,0.4989385961,1,1,0.9912955339,0.998999079,1,30,0.709246,0,0.04733044543,0.1185439916,0.1692536572,1348.737163,0.01579905253,0.05006214272,0.06689888412,0.0995986615
19,0.6976562354,0.8352581849,0.4963873415,1,1,0.9940687131,0.9989996419,1,30,1.34483,0,0.01579905253,0.05006214272,0.06689888412,0.0995986615,0.04478836773,0.1135770238,0.164405108,1336.913273
20,4.932547637,2.220933956,0.4967203686,1,1,0.9912971202,0.9989526789,1,30,0.617947,0,0.04478836773,0.1135770238,0.164405108,1336.913273,0.02509011794,0.07178683626,0.1415660621,0.1700807088
21,1.254563745,1.120073098,0.4917299531,1,1,0.9897442568,0.9989979816,1,30,1.70044,0,0.02509011794,0.07178683626,0.1415660621,0.1700807088,0.04676258157,0.1169062656,0.1666765299,1377.767758
22,5.237672749,2.28859624,0.498646952,1,1,0.9916758837,0.9989560706,1,30,0.639708,0,0.04676258157,0.1169062656,0.1666765299,1377.767758,0.01920226383,0.06155103889,0.09436166741,0.132865632
23,0.9047088636,0.9511618493,0.4942982168,1,1,0.9933186337,0.9989991482,1,30,1.23869,0,0.01920226383,0.06155103889,0.09436166741,0.132865632,0.0459957785,0.1158060701,0.1645027518,1379.114971
24,5.07567101,2.25292499,0.4990067652,1,1,0.9935162144,0.9989773777,1,30,0.618186,0,0.0459957785,0.1158060701,0.1645027518,1379.114971,0.01570578549,0.04948095445,0.06655971809,0.09959528047
25,0.6937269633,0.8329027334,0.4969740727,1,1,0.9950330638,0.998984469,1,30,1.30133,0,0.01570578549,0.04948095445,0.06655971809,0.09959528047,0.04251589109,0.1093435867,0.1565616076,1371.707887
26,4.485172061,2.117822481,0.4987508504,1,1,0.9948395027,0.9989846573,1,30,0.684923,0,0.04251589109,0.1093435867,0.1565616076,1371.707887,0.01544638204,0.04839147856,0.06481421721,0.09700869403
27,0.6794626493,0.824295244,0.4971523852,1,1,0.9950177239,0.9989846575,1,30,1.28349,0,0.01544638204,0.04839147856,0.06481421721,0.09700869403,0.04048654032,0.1052513925,0.151602109,1371.708096
28,4.160800674,2.039804077,0.4984234948,1,1,0.9948930961,0.9989742968,1,30,0.782235,0,0.04048654032,0.1052513925,0.151602109,1371.708096,0.01592184692,0.05019950613,0.06777296474,0.1013497115
29,0.7088431126,0.8419282111,0.4968830439,1,1,0.9946757501,0.9989742965,1,30,1.2886,0,0.01592184692,0.05019950613,0.06777296474,0.1013497115,0.04070730167,0.1057548553,0.1520556104,1374.056233
30,4.190340257,2.047032061,0.4984744455,1,1,0.9945937354,0.99897489,1,30,0.810802,0,0.04070730167,0.1057548553,0.1520556104,1374.056233,0.01588889774,0.05007690881,0.06755848358,0.1010503787
31,0.7069384935,0.8407963448,0.4964440258,1,1,0.9943197416,0.9989748901,1,30,1.20566,0,0.01588889774,0.05007690881,0.06755848358,0.1010503787,0.04362556952,0.1115466745,0.1587712657,1378.826737
32,4.654569989,2.157445246,0.4988231422,1,1,0.9943488856,0.9989742754,1,30,0.790663,0,0.04362556952,0.1115466745,0.1587712657,1378.826737,0.01592060914,0.05012681536,0.06770442806,0.1010490844
33,0.7089062386,0.8419656992,0.4962908357,1,1,0.9943055327,0.9989742754,1,30,1.18687,0,0.01592060914,0.05012681536,0.06770442806,0.1010490844,0.0431910254,0.110754092,0.1578481988,1379.880499
34,4.582575571,2.140695114,0.4987762839,1,1,0.9945470178,0.9989752956,1,30,0.753227,0,0.0431910254,0.110754092,0.1578481988,1379.880499,0.01588657477,0.04990384691,0.06735201795,0.1004332984
35,0.707559258,0.8411654165,0.4964587609,1,1,0.994563148,0.9989752956,1,30,1.15502,0,0.01588657477,0.04990384691,0.06735201795,0.1004332984,0.04251883581,0.1095141922,0.1561655534,1379.880721
36,4.466922077,2.113509422,0.4985505535,1,1,0.99448007,0.9989652667,1,30,0.760092,0,0.04251883581,0.1095141922,0.1561655534,1379.880721,0.01667282982,0.05319979054,0.07319201565,0.1092781585
37,0.7556434903,0.869277568,0.4961456844,1,1,0.9938316477,0.9989652662,1,30,1.34984,0,0.01667282982,0.05319979054,0.07319201565,0.1092781585,0.04075967789,0.1060624776,0.1514203966,1385.066514
38,4.177344189,2.043855227,0.4983572952,1,1,0.993656278,0.9989611422,1,30,0.794862,0,0.04075967789,0.1060624776,0.1514203966,1385.066514,0.0172925417,0.0559926424,0.0785554799,0.118213756
39,0.7951742449,0.8917254313,0.4936691038,1,1,0.9917095715,0.9989611416,1,30,2.04894,0,0.0172925417,0.0559926424,0.0785554799,0.118213756,0.04353203212,0.1115311414,0.156761433,1408.986171
40,4.597524349,2.144183842,0.4987818023,1,1,0.9925870189,0.9989700985,1,30,0.787959,0,0.04353203212,0.1115311414,0.156761433,1408.986171,0.01624461075,0.0519533554,0.07022153265,0.1062759486
41,0.7311833107,0.8550925744,0.4961067197,1,1,0.994625734,0.9989700997,1,30,1.68469,0,0.01624461075,0.0519533554,0.07022153265,0.1062759486,0.03911725309,0.1025947375,0.1455168933,1400.653007
42,3.902676857,1.975519389,0.4987884081,1,1,0.9951425501,0.9989867363,1,30,0.808088,0,0.03911725309,0.1025947375,0.1455168933,1400.653007,0.01529696459,0.04762795259,0.06480928268,0.0963074204
43,0.6687948091,0.8177987583,0.4981430678,1,1,0.9962805191,0.9989867341,1,30,1.32078,0,0.01529696459,0.04762795259,0.06480928268,0.0963074204,0.04283781754,0.1089803663,0.1560360724,1396.397374
44,4.538488639,2.130372887,0.4974195779,1,1,0.9905561479,0.9989468778,1,30,0.877501,0,0.04283781754,0.1089803663,0.1560360724,1396.397374,0.07271528415,0.1022786544,0.4708176761,0.4812875843
