outer,omega1,omega2,gap12,volume,Mnd_pct,gray_frac,mid_frac,move,stage,itersSinceMoveChange,moveDescent,l2,rms,maxAbs,ratio_maxAbs_over_move,beta,objRelRange_W10,C1_A_moveSettled,C1_B1_absolute,C1_B2_ratio,C1_C_objective,C1_admit,C2_B2_ratio,C2_admit,nInner,innerConv,multN,degen
399,166.051787045461,186.014024873098,0.120216940647391,0.499997718506315,22.4210415015981,0.2540625,0.07671875,0.005,4,247,0,0.00418529491220185,3.69931301710436e-05,0.000360481596356735,0.0720963192713469,27575.3261811081,2.16269756599742e-05,1,1,1,1,1,1,1,17,1,2,1
400,166.054507143892,186.020270176152,0.120236200604658,0.499997654255662,22.4180810936209,0.2540625,0.07671875,0.005,4,248,0,0.00396266587298858,3.50253488795842e-05,0.000358760781408537,0.0717521562817073,27574.2341972865,2.16269619065359e-05,1,1,1,1,1,1,1,17,1,2,1
401,166.05516583444,186.024722850031,0.120258571392478,0.499997640774848,22.4156104457704,0.2540625,0.07671875,0.005,4,249,0,0.0039403259389343,3.48278898938212e-05,0.000358611851376422,0.0717223702752843,27574.3504657585,2.16269421792428e-05,1,1,1,1,1,1,1,17,1,2,1
402,166.055585319847,186.029011261621,0.120281566580869,0.499998399925467,22.4152184486837,0.2540625,0.07671875,0.005,4,250,0,0.0035105370082871,3.10290565520768e-05,0.000306800257459616,0.0613600514919231,27574.4775389329,2.28736916729594e-05,1,1,1,1,1,1,1,14,1,2,1
403,166.054964861631,186.032276242244,0.120305414518977,0.499997638362138,22.4121170318718,0.2540625,0.076875,0.005,4,251,0,0.00397224370313581,3.51100057376612e-05,0.000367916927013412,0.0735833854026824,27574.2327548012,2.28736791090769e-05,1,1,1,1,1,1,1,17,1,2,1
404,166.056024686292,186.036755220998,0.1203252370545,0.49999777510377,22.4100587580423,0.2540625,0.076875,0.005,4,252,0,0.00390931351765703,3.45537762264941e-05,0.00037170134016658,0.074340268033316,27574.5725577538,2.55195710755009e-05,1,1,1,1,1,1,1,17,1,2,1
405,166.056229290759,186.040751321214,0.120347921398738,0.499997771429097,22.4080475012487,0.25421875,0.076875,0.005,4,253,0,0.00390727668947308,3.45357730387317e-05,0.000378313330181924,0.0756626660363848,27574.6593464939,2.67516946402541e-05,1,1,1,1,1,1,1,17,1,2,1
406,166.056469662877,186.044813372329,0.120370761524868,0.499997773566199,22.4060901819415,0.2540625,0.076875,0.005,4,254,0,0.00390745725975915,3.45373690696538e-05,0.000384492610358552,0.0768985220717104,27574.7398443292,2.81992218384532e-05,1,1,1,1,1,1,1,17,1,2,1
407,166.056702120674,186.048870325172,0.120393624281235,0.499997776012906,22.4041778188144,0.2540625,0.076875,0.005,4,255,0,0.00390910344955264,3.455191946923e-05,0.000390490343637201,0.0780980687274402,27574.8123797414,2.95990839019024e-05,1,1,1,1,1,1,1,17,1,2,1
408,166.056921821833,186.052912348094,0.120416483136517,0.499999157688939,22.4029898313817,0.2540625,0.076875,0.005,4,256,0,0.00363858196237684,3.21608247437465e-05,0.000355410793799508,0.0710821587599016,27575.3485698021,3.09220613475463e-05,1,1,1,1,1,1,1,15,1,2,1
409,166.057058730922,186.057050312348,0.120440478316755,0.499999157013135,22.4016717112403,0.2540625,0.076875,0.005,4,257,0,0.00359925629749848,3.18132316898695e-05,0.000361914548666278,0.0723829097332557,27575.0297663599,1.53658259834018e-05,1,1,1,1,1,1,1,15,1,2,1
410,166.057177426587,186.060785525281,0.12046217097444,0.499999157077859,22.4002883235062,0.2540625,0.07703125,0.005,4,258,0,0.00359729511434691,3.17958971160492e-05,0.000365898564164486,0.0731797128328972,27575.0637362801,1.33241911828645e-05,1,1,1,1,1,1,1,15,1,2,1
411,166.057314579569,186.064480054915,0.120483494063489,0.499997608721678,22.3980239537423,0.2540625,0.076875,0.005,4,259,0,0.00396344173786025,3.50322066209847e-05,0.000412077959252833,0.0824155918505667,27574.6681343051,1.41501158818832e-05,1,1,1,1,1,1,1,17,1,2,1
412,166.057662244916,186.068190074858,0.120503489928871,0.499999158947536,22.396779148487,0.2540625,0.076875,0.005,4,260,0,0.00363174909002212,3.21004301140339e-05,0.000371126526546804,0.0742253053093607,27575.5682668889,1.62437532203455e-05,1,1,1,1,1,1,1,15,1,2,1
413,166.057755172429,186.072232886081,0.120527208698376,0.499999156400495,22.3953750084074,0.2540625,0.07671875,0.005,4,261,0,0.00360196839746541,3.18372034933429e-05,0.000377104033929333,0.0754208067858667,27575.2650080227,1.04210412704698e-05,1,1,1,1,1,1,1,15,1,2,1
414,166.057883374302,186.075958197606,0.120548777429513,0.499997602138121,22.3930813742034,0.2540625,0.0765625,0.005,4,262,0,0.00396906591907511,3.50819178294303e-05,0.00042382507764609,0.0847650155292179,27574.8561451594,9.9609313247562e-06,1,1,1,1,1,1,1,17,1,2,1
415,166.058226169514,186.079679074428,0.120568871333577,0.499999161070091,22.3918099513912,0.2540625,0.0765625,0.005,4,263,0,0.00363762607800686,3.21523758397459e-05,0.000381219488801419,0.0762438977602837,27575.7591385538,1.05777129642139e-05,1,1,1,1,1,1,1,15,1,2,1
416,166.058320076399,186.083735997913,0.120592668360733,0.499999161436562,22.3903757464311,0.2540625,0.0765625,0.005,4,264,0,0.00360772733434273,3.18881057848226e-05,0.000386611068650914,0.0773222137301828,27575.4567204197,9.74334615483075e-06,1,1,1,1,1,1,1,15,1,2,1
417,166.058454106751,186.087466153675,0.120614226807438,0.499997604446443,22.3880634535994,0.2540625,0.0765625,0.005,4,265,0,0.0039764286081586,3.51469954216642e-05,0.000433582903510387,0.0867165807020774,27575.0449669759,9.22742592785846e-06,1,1,1,1,1,1,1,17,1,2,1
418,166.058795817652,186.091186815544,0.120634326530281,0.499997973005064,22.3860442178968,0.2540625,0.0765625,0.005,4,266,0,0.0039684641921749,3.50765992647858e-05,0.000433063938931544,0.0866127877863088,27575.5409537228,1.04607314606523e-05,1,1,1,1,1,1,1,17,1,2,1
419,166.058959502416,186.095235291746,0.120657601669717,0.499997981445454,22.3840014150472,0.2540625,0.0765625,0.005,4,267,0,0.0039641930199432,3.50388470791777e-05,0.000436643894209979,0.0873287788419959,27575.5882898999,1.07316434075323e-05,1,1,1,1,1,1,1,17,1,2,1
420,166.059190082907,186.099366332607,0.120680922505369,0.499997979088376,22.3820077761265,0.2540625,0.0765625,0.005,4,268,0,0.00396315243724234,3.50296495406257e-05,0.000439376295978068,0.0878752591956137,27575.6597032088,1.12942492729521e-05,1,1,1,1,1,1,1,17,1,2,1
421,166.059413391382,186.103490228169,0.120704249325178,0.499997983365447,22.380051165598,0.2540625,0.0765625,0.005,4,269,0,0.00396322677957658,3.5030306640234e-05,0.00044175311566003,0.088350623132006,27575.7335192588,1.05453609729378e-05,1,1,1,1,1,1,1,17,1,2,1
422,166.059633505798,186.107605448425,0.12072754539668,0.499997977251422,22.3781287271724,0.2540625,0.0765625,0.005,4,270,0,0.00396388507638026,3.5036125216908e-05,0.000443895613395455,0.088779122679091,27575.797948081,1.13112639413415e-05,1,1,1,1,1,1,1,17,1,2,1
423,166.059845322755,186.111702353073,0.120750787111391,0.499997775535954,22.3762400623339,0.2540625,0.0765625,0.005,4,271,0,0.00393790267271049,3.48064710440777e-05,0.000446241728505173,0.0892483457010346,27575.8147791427,1.18147764565497e-05,1,1,1,1,1,1,1,17,1,2,1
424,166.06007060855,186.115725852689,0.120773495823789,0.49999797990225,22.3743739481949,0.2540625,0.07640625,0.005,4,272,0,0.00396569785931738,3.50521481057536e-05,0.0004468441437348,0.08936882874696,27575.9812533453,1.11071247379465e-05,1,1,1,1,1,1,1,17,1,2,1
425,166.060275649799,186.119815662004,0.120796740422783,0.499997981372757,22.3724923043848,0.2540625,0.07640625,0.005,4,273,0,0.00396609991767111,3.50557018331081e-05,0.000448359699561676,0.0896719399123351,27576.013609092,1.17763560934196e-05,1,1,1,1,1,1,1,17,1,2,1
426,166.060490200274,186.123901489624,0.120819896804791,0.499997982431489,22.3706264943274,0.2540625,0.07625,0.005,4,274,0,0.00396659394189525,3.50600684315951e-05,0.000449342739918722,0.0898685479837445,27576.0833391181,1.22612278459673e-05,1,1,1,1,1,1,1,17,1,2,1
427,166.060704023039,186.127983557533,0.120843035398125,0.499997775480166,22.3687869600676,0.2540625,0.07625,0.005,4,275,0,0.00394023292153237,3.48270677283753e-05,0.000450598699981345,0.090119739996269,27576.0939320402,1.14910779219759e-05,1,1,1,1,1,1,1,17,1,2,1
428,166.06092184292,186.131980506705,0.120865634377061,0.499997777765297,22.3669780763512,0.2540625,0.07625,0.005,4,276,0,0.0039408559029731,3.48325741583914e-05,0.000450741892371999,0.0901483784743999,27576.2047167007,1.18170606419851e-05,1,1,1,1,1,1,1,17,1,2,1
429,166.061132171767,186.135978378316,0.120888289414911,0.499997777743835,22.3651718376239,0.2540625,0.07625,0.005,4,277,0,0.00394084966282436,3.48325190027478e-05,0.000450948926986738,0.0901897853973477,27576.2736643812,1.16950915278535e-05,1,1,1,1,1,1,1,17,1,2,1
430,166.061342000794,186.139968954081,0.120910903834509,0.499997777968031,22.3633686543675,0.2540625,0.07625,0.005,4,278,0,0.00394099569346202,3.48338097434247e-05,0.000450945768780151,0.0901891537560302,27576.3429095566,1.16139044008247e-05,1,1,1,1,1,1,1,17,1,2,1
431,166.061551325167,186.143955568926,0.120933497751297,0.4999977851861,22.3615575743351,0.25390625,0.07625,0.005,4,279,0,0.00394142184544496,3.48375764303866e-05,0.000450681406407008,0.0901362812814016,27576.4161613818,1.15489129147283e-05,1,1,1,1,1,1,1,17,1,2,1
432,166.061763958473,186.14794847389,0.120956107153238,0.499997778010204,22.3597591602062,0.25390625,0.07640625,0.005,4,280,0,0.00394092017715895,3.48331422672998e-05,0.00045030705930174,0.0900614118603479,27576.4803864247,1.15538140626237e-05,1,1,1,1,1,1,1,17,1,2,1
433,166.06197014284,186.151925902728,0.120978666835085,0.499997778669424,22.3579553312621,0.25390625,0.07640625,0.005,4,281,0,0.00394151068220016,3.48383616437868e-05,0.000449636997271572,0.0899273994543144,27576.5512461502,1.14387727166155e-05,1,1,1,1,1,1,1,17,1,2,1
434,166.062178530257,186.155906649682,0.121001231570403,0.499997778837328,22.3561519774962,0.25390625,0.07609375,0.005,4,282,0,0.00394261836983121,3.48481523117288e-05,0.00044882817920412,0.0897656358408239,27576.6204058945,1.145890839788e-05,1,1,1,1,1,1,1,17,1,2,1
435,166.062386491516,186.159886203861,0.121023791943223,0.49999777941138,22.3543497723022,0.25390625,0.0759375,0.005,4,283,0,0.00394277489646557,3.48495358247861e-05,0.000447866745712489,0.0895733491424978,27576.6898465888,1.14192144562182e-05,1,1,1,1,1,1,1,17,1,2,1
436,166.062594393525,186.163863450914,0.121046338766422,0.499997786937145,22.3525396309203,0.25390625,0.0759375,0.005,4,284,0,0.00394322163764344,3.485348449624e-05,0.000446707118204911,0.0893414236409822,27576.7628401393,1.13835460191548e-05,1,1,1,1,1,1,1,17,1,2,1
437,166.062805539678,186.167846822021,0.121068900510288,0.49999778672311,22.3507308484461,0.25390625,0.0759375,0.005,4,285,0,0.00394256786964108,3.48477059488926e-05,0.000445405675189558,0.0890811350379116,27576.8298269926,1.1343343410182e-05,1,1,1,1,1,1,1,17,1,2,1
438,166.063012891941,186.171824948654,0.121091456228112,0.499997780071426,22.34893787778,0.25390625,0.0759375,0.005,4,286,0,0.00394096942790669,3.48335775865211e-05,0.000444050580603163,0.0888101161206326,27576.8934874515,1.13254045999134e-05,1,1,1,1,1,1,1,17,1,2,1
439,166.063212752001,186.17578420775,0.121113948853832,0.499997787682485,22.3471275482158,0.25390625,0.0759375,0.005,4,287,0,0.00394206523844953,3.48432632748429e-05,0.000442398905256157,0.0884797810512313,27576.9684691031,1.12653589180915e-05,1,1,1,1,1,1,1,17,1,2,1
440,166.063424114424,186.179762981006,0.121136481280314,0.499997787823856,22.3453175224227,0.25390625,0.0759375,0.005,4,288,0,0.00394154668269518,3.48386798462138e-05,0.000440679744147848,0.0881359488295696,27577.0353554197,1.12776175786616e-05,1,1,1,1,1,1,1,17,1,2,1
441,166.063630606675,186.183735387112,0.121159008188206,0.499997788122522,22.3435135760183,0.25390625,0.0759375,0.005,4,289,0,0.00394071127865366,3.48312958479289e-05,0.000438895108642067,0.0877790217284135,27577.1036925093,1.1240623117926e-05,1,1,1,1,1,1,1,17,1,2,1
442,166.063835815762,186.187703241398,0.121181516293305,0.499997788296423,22.3417095509704,0.25390625,0.0759375,0.005,4,290,0,0.00394022768020145,3.48270214011173e-05,0.000436952959694492,0.0873905919388984,27577.1714235582,1.12347361408507e-05,1,1,1,1,1,1,1,17,1,2,1
443,166.064039694366,186.191668905607,0.121204020137563,0.499997789154323,22.3399049177976,0.25390625,0.075625,0.005,4,291,0,0.00393969466973253,3.48223102096546e-05,0.000434907040972449,0.0869814081944898,27577.2391244762,1.12075709418767e-05,1,1,1,1,1,1,1,17,1,2,1
444,166.064243406079,186.195632147192,0.121226510464898,0.499997789693824,22.3381011451117,0.25390625,0.075625,0.005,4,292,0,0.00393918178573797,3.48177769127731e-05,0.000432772788807874,0.0865545577615748,27577.3068457981,1.11819670897048e-05,1,1,1,1,1,1,1,17,1,2,1
445,166.06444597402,186.199593932358,0.121248999689483,0.499997790776956,22.336292049013,0.25390625,0.075625,0.005,4,293,0,0.00393942161487902,3.48198967229227e-05,0.000430515434039774,0.0861030868079548,27577.3745342626,1.11498325757659e-05,1,1,1,1,1,1,1,17,1,2,1
446,166.064648209993,186.203557390208,0.121271501173133,0.499997791386975,22.3344856472317,0.25390625,0.075625,0.005,4,294,0,0.0039391483478067,3.48174813604238e-05,0.000428224351433695,0.0856448702867389,27577.4418731916,1.10961635999865e-05,1,1,1,1,1,1,1,17,1,2,1
447,166.064849688773,186.207518754553,0.121293995108112,0.499997791966018,22.3326799488454,0.25390625,0.07546875,0.005,4,295,0,0.00393822609077492,3.48093296829092e-05,0.000425847031577615,0.0851694063155231,27577.5084913532,1.10607811350953e-05,1,1,1,1,1,1,1,17,1,2,1
448,166.065050296509,186.211477288595,0.1213164778267,0.499997791939153,22.3308718410971,0.25390625,0.07546875,0.005,4,296,0,0.00393728336085439,3.48009970489137e-05,0.000423371913840079,0.0846743827680158,27577.5746664751,1.10652698954166e-05,1,1,1,1,1,1,1,17,1,2,1
449,166.065249571952,186.215434136188,0.121338959331796,0.499997792416471,22.3290649865559,0.25375,0.07546875,0.005,4,297,0,0.00393622471612803,3.47916398631028e-05,0.000420875048656957,0.0841750097313915,27577.6412211674,1.09924714071352e-05,1,1,1,1,1,1,1,17,1,2,1
450,166.065448414099,186.219388468126,0.121361428560208,0.499997792501531,22.327261077535,0.25375,0.07515625,0.005,4,298,0,0.00393588242090103,3.47886143721505e-05,0.000418326873821492,0.0836653747642983,27577.7067727354,1.09463909560665e-05,1,1,1,1,1,1,1,17,1,2,1
451,166.06564671723,186.223340434973,0.121383887132702,0.499997792653975,22.3254532614606,0.25375,0.075,0.005,4,299,0,0.00393675413903762,3.47963193447214e-05,0.000419539183195418,0.0839078366390836,27577.7733420155,1.0904791742233e-05,1,1,1,1,1,1,1,17,1,2,1
452,166.065844617473,186.227291591156,0.121406343490583,0.49999779235409,22.323643611659,0.25359375,0.075,0.005,4,300,0,0.00394061121514883,3.48304114031437e-05,0.000422427593948426,0.0844855187896852,27577.8393442777,1.08687784091271e-05,1,1,1,1,1,1,1,17,1,2,1
453,166.066042474077,186.231242734011,0.121428800009381,0.499997792924381,22.3218363538389,0.25359375,0.075,0.005,4,301,0,0.00394165202902361,3.48396109850039e-05,0.000425521584856162,0.0851043169712324,27577.9055379532,1.0833507396982e-05,1,1,1,1,1,1,1,17,1,2,1
454,166.066240602149,186.235192301382,0.121451245154349,0.499997792880179,22.3200277884985,0.25359375,0.075,0.005,4,302,0,0.00394281010266031,3.48498470065241e-05,0.000428751312141878,0.0857502624283756,27577.9708263746,1.08067586929471e-05,1,1,1,1,1,1,1,17,1,2,1
455,166.06643781091,186.239140486464,0.121473688130309,0.499997793266656,22.3182185809741,0.25359375,0.075,0.005,4,303,0,0.00394246723881728,3.48468164896688e-05,0.000432168160313149,0.0864336320626298,27578.03664751,1.07764732736644e-05,1,1,1,1,1,1,1,17,1,2,1
456,166.066634815179,186.243088425463,0.121496130952125,0.499997793220568,22.3164102921216,0.25359375,0.07484375,0.005,4,304,0,0.00394319200451452,3.48532225739099e-05,0.000435810409623494,0.0871620819246988,27578.102099083,1.07495161725528e-05,1,1,1,1,1,1,1,17,1,2,1
457,166.066831737564,186.247034669135,0.121518564064984,0.499997793133898,22.3146002563103,0.25359375,0.0746875,0.005,4,305,0,0.00394426240610318,3.48626836766841e-05,0.000439650855211112,0.0879301710422223,27578.1672357913,1.07273112519629e-05,1,1,1,1,1,1,1,17,1,2,1
458,166.067027793694,186.250979520992,0.121540994593896,0.499997792944767,22.3127916764858,0.25328125,0.0746875,0.005,4,306,0,0.00394685542473172,3.48856029398839e-05,0.000443763994767898,0.0887527989535797,27578.2325675108,1.07079127475143e-05,1,1,1,1,1,1,1,17,1,2,1
459,166.067223477327,186.254923189798,0.121563420461638,0.499997793228807,22.3109816392902,0.25328125,0.0746875,0.005,4,307,0,0.00394801338593588,3.48958379676315e-05,0.000448136280463974,0.0896272560927947,27578.2979521569,1.06888804229478e-05,1,1,1,1,1,1,1,17,1,2,1
460,166.067418731127,186.258865811699,0.121585842875435,0.499997792387023,22.3091642153106,0.25328125,0.0746875,0.005,4,308,0,0.00395008434934392,3.49141428709992e-05,0.00045282539517808,0.090565079035616,27578.3636589788,1.06705056426364e-05,1,1,1,1,1,1,1,17,1,2,1
461,166.067616312135,186.262810811187,0.121608263835701,0.499997793095222,22.3073554423226,0.253125,0.0746875,0.005,4,309,0,0.00394978361812134,3.49114847574142e-05,0.000457840252633127,0.0915680505266253,27578.4275526342,1.06685706568219e-05,1,1,1,1,1,1,1,17,1,2,1
462,166.067808986346,186.266747798307,0.121630669635808,0.499997793376883,22.305547073463,0.253125,0.0746875,0.005,4,310,0,0.0039507061621157,3.49196389713436e-05,0.000463273515552685,0.0926547031105369,27578.4920711782,1.06373513817782e-05,1,1,1,1,1,1,1,17,1,2,1
463,166.068002328598,186.270684490755,0.121653069097454,0.499997793343733,22.3037293336702,0.253125,0.0746875,0.005,4,311,0,0.00395392102443465,3.49480546081725e-05,0.000469131180490863,0.0938262360981725,27578.5576322281,1.06085202396528e-05,1,1,1,1,1,1,1,17,1,2,1
464,166.068198861838,186.274625551854,0.121675473260393,0.49999779314001,22.301913302405,0.25296875,0.0746875,0.005,4,312,0,0.00395706934450069,3.4975882089023e-05,0.000475477547365256,0.0950955094730512,27578.6223689405,1.06044399804743e-05,1,1,1,1,1,1,1,17,1,2,1
465,166.06839351653,186.278562113119,0.121697862962572,0.499997793340455,22.3000958216056,0.25296875,0.0746875,0.005,4,313,0,0.00396361781364195,3.50337629257252e-05,0.000495456713172786,0.0990913426345573,27578.6875912106,1.05902791622683e-05,1,1,1,1,1,1,1,17,1,2,1
466,166.068588024592,186.282498438994,0.121720252185254,0.499997792716979,22.298276816834,0.2528125,0.07484375,0.005,4,314,0,0.00397203771878709,3.51081850760387e-05,0.000521648854398494,0.104329770879699,27578.7523563436,1.05757285203663e-05,1,1,1,1,1,1,1,17,1,2,1
467,166.068781846424,186.286434686656,0.121742645519786,0.499997792950323,22.2964502330087,0.2528125,0.0746875,0.005,4,315,0,0.00398403745166417,3.52142487321613e-05,0.000551608521913836,0.110321704382767,27578.8182322762,1.05622619816011e-05,1,1,1,1,1,1,1,17,1,2,1
468,166.068977087656,186.290374521472,0.121765050814653,0.49999779202434,22.2946319812632,0.2528125,0.0746875,0.005,4,316,0,0.00399448597048504,3.53066014635562e-05,0.000585312685636974,0.117062537127395,27578.8825035482,1.05595856143281e-05,1,1,1,1,1,1,1,17,1,2,1
469,166.069168824843,186.294308099701,0.121787442051871,0.499997788898806,22.2927991661606,0.25265625,0.0746875,0.005,4,317,0,0.00401064216144358,3.54494033658678e-05,0.00062295857970447,0.124591715940894,27578.9473522976,1.05383975370324e-05,1,1,1,1,1,1,1,17,1,2,1
470,166.069366605805,186.298247582863,0.121809827968304,0.499997787938791,22.2909655086409,0.25265625,0.07453125,0.005,4,318,0,0.00402695385225754,3.55935797057074e-05,0.000665829628857964,0.133165925771593,27579.014452475,1.05395892214111e-05,1,1,1,1,1,1,1,17,1,2,1
471,166.069563102856,186.302187180607,0.121832223194447,0.499997787475453,22.2891275884711,0.2525,0.07453125,0.005,4,319,0,0.00404713566488054,3.57719634127369e-05,0.000715869616967202,0.14317392339344,27579.0810693384,1.05625964996872e-05,1,1,1,1,1,1,1,17,1,2,1
472,166.069760380166,186.306128516294,0.121854623561826,0.499997786814902,22.2872862872019,0.2525,0.074375,0.005,4,320,0,0.00407174410528056,3.5989473351253e-05,0.000776131143128957,0.155226228625791,27579.1479452259,1.05862794289302e-05,1,1,1,1,1,1,1,17,1,2,1
473,166.069957982828,186.310070905502,0.121877028021928,0.499997785751103,22.2854392740586,0.2525,0.07421875,0.005,4,321,0,0.00410311153903759,3.62667249152281e-05,0.000851750571138802,0.17035011422776,27579.2151985776,1.05927065788701e-05,1,1,1,1,1,1,1,17,1,2,1
474,166.070154952859,186.314012766924,0.121899433524411,0.499999326666445,22.2836799255795,0.25234375,0.07421875,0.005,4,322,0,0.00520005347032842,4.59624133925233e-05,0.000992366614362294,0.198473322872459,27580.1767092794,1.06066361112203e-05,1,1,1,1,1,1,1,18,1,2,1
475,166.070298678009,186.319169954299,0.121929516821973,0.499997780652532,22.2816944468774,0.25234375,0.07421875,0.005,4,323,0,0.00413484921472025,3.6547248986407e-05,0.000889813362518527,0.177962672503705,27578.6210864379,1.03008307446016e-05,1,1,1,1,1,1,1,17,1,2,1
476,166.070537391372,186.323168810956,0.121951983402424,0.499999035914721,22.2799294739242,0.25234375,0.07421875,0.005,4,324,0,0.00481256950353701,4.25375066360325e-05,0.000893526055184557,0.178705211036911,27580.4086925147,1.05711361298346e-05,1,1,1,1,1,1,1,18,1,2,1
477,166.070612024098,186.327591120398,0.121978108284206,0.499998989665525,22.2772807349548,0.25234375,0.07421875,0.005,4,325,0,0.00424308923766441,3.7503964664152e-05,0.000871311771608836,0.174262354321767,27579.1536571256,9.8448727644469e-06,1,1,1,1,1,1,1,18,1,2,1
478,166.071627595803,186.332593582645,0.122001369410034,0.499998235830505,22.2803489299253,0.25234375,0.07421875,0.005,4,326,0,0.00459674265774539,4.06298488082654e-05,0.000641795661995386,0.128359132399077,27578.2121471297,1.48056205763534e-05,1,1,1,1,1,1,1,14,1,2,1
479,166.068626144683,186.333548124038,0.122027395841161,0.499998444962502,22.2776552212883,0.25234375,0.07421875,0.005,4,327,0,0.00360605028884327,3.18732826567598e-05,0.000408881162639995,0.0817762325279989,27579.7581016491,1.8073404033349e-05,1,1,1,1,1,1,1,14,1,2,1
480,166.069881329123,186.338577591417,0.122049200614077,0.499997681873624,22.2740830917252,0.25203125,0.07421875,0.005,4,328,0,0.00405952155784171,3.58814402740357e-05,0.000436391939616405,0.087278387923281,27579.2305518665,1.80733984316167e-05,1,1,1,1,1,1,1,17,1,2,1
481,166.071030090983,186.343182682942,0.122069168721677,0.499997678243676,22.2716280239272,0.25203125,0.07421875,0.005,4,329,0,0.00400293710269204,3.53812996247096e-05,0.000433473926874333,0.0866947853748666,27579.6124653039,1.80733824664085e-05,1,1,1,1,1,1,1,17,1,2,1
482,166.07141422414,186.347384042301,0.122091871818442,0.499997621847362,22.2694222457255,0.25203125,0.0740625,0.005,4,330,0,0.00395721137906344,3.49771375090541e-05,0.000433580944705152,0.0867161889410304,27579.6884011465,1.8073364467685e-05,1,1,1,1,1,1,1,17,1,2,1
483,166.071684121124,186.351388228551,0.12211415940502,0.499997624009506,22.267324096084,0.251875,0.0740625,0.005,4,331,0,0.00395297733129266,3.49397134604218e-05,0.000433044947131539,0.0866089894263078,27579.7934439399,1.84137149288944e-05,1,1,1,1,1,1,1,17,1,2,1
484,166.0719413937,186.355415416441,0.122136670725462,0.499997616225584,22.2654152160018,0.251875,0.07390625,0.005,4,332,0,0.00394406675604428,3.48609543581417e-05,0.000432694408264802,0.0865388816529603,27579.8480921516,1.99628695107472e-05,1,1,1,1,1,1,1,17,1,2,1
485,166.072117686752,186.359357423276,0.122159216243572,0.499997618397471,22.2635295194375,0.25171875,0.07375,0.005,4,333,0,0.00394544942806388,3.4873175567657e-05,0.000432178747754009,0.0864357495508017,27579.9133443232,2.10244002811968e-05,1,1,1,1,1,1,1,17,1,2,1
486,166.07230930109,186.363307584741,0.122181707287898,0.499997621333509,22.2616634324286,0.25171875,0.07359375,0.005,4,334,0,0.00394795857648127,3.48953535159186e-05,0.000431562473987848,0.0863124947975697,27579.9758796205,2.21781867285331e-05,1,1,1,1,1,1,1,17,1,2,1
487,166.072498754373,186.367250981612,0.122204172150477,0.499997622282278,22.2598125279215,0.25171875,0.07359375,0.005,4,335,0,0.00395021229992998,3.49152738050875e-05,0.000430870482306684,0.0861740964613368,27580.0389400688,2.331895628458e-05,1,1,1,1,1,1,1,17,1,2,1
488,166.072689346009,186.371190343616,0.122226604973654,0.499997622759096,22.2579758097644,0.2515625,0.07359375,0.005,4,336,0,0.00395230903104436,3.49338064649537e-05,0.000430118633717129,0.0860237267434258,27580.1011128662,2.44665900040724e-05,1,1,1,1,1,1,1,17,1,2,1
489,166.072878434775,186.375124980007,0.122249019446039,0.499997625345874,22.2561552606724,0.2515625,0.07359375,0.005,4,337,0,0.00395407225782979,3.49493913351631e-05,0.00042930988542684,0.085861977085368,27580.1624366882,1.80470425991941e-05,1,1,1,1,1,1,1,17,1,2,1
490,166.073064745571,186.379050020938,0.12227139486151,0.499997624854955,22.2543320987469,0.25140625,0.07359375,0.005,4,338,0,0.00395721959890528,3.49772101628779e-05,0.000428445464352445,0.0856890928704889,27580.2250720058,1.22516293751248e-05,1,1,1,1,1,1,1,17,1,2,1
491,166.073254019909,186.38297833996,0.122293769938518,0.49999660992233,22.2577225339866,0.25140625,0.07359375,0.005,4,339,0,0.00430904870118431,3.80869694633813e-05,0.000346410459208252,0.0692820918416504,27578.3498325185,1.10782762976674e-05,1,1,1,1,1,1,1,13,1,2,1
492,166.069204603369,186.382640813698,0.122319103405379,0.499997817753128,22.2524308595969,0.25140625,0.07359375,0.005,4,340,0,0.00427877628789793,3.78193966044103e-05,0.00042896262996517,0.0857925259930341,27580.4800577333,2.43834754480923e-05,1,1,1,1,1,1,1,17,1,2,1
493,166.072587978769,186.389678167323,0.122338613709997,0.499997708325551,22.2495085480357,0.25125,0.07359375,0.005,4,341,0,0.00405202894831558,3.58152143364768e-05,0.000426583223739188,0.0853166447478375,27580.3318596495,2.43834621772477e-05,1,1,1,1,1,1,1,17,1,2,1
494,166.073553557827,186.394580706126,0.122361608534032,0.499997635265723,22.2473769931629,0.25125,0.0734375,0.005,4,342,0,0.00397867809650673,3.51668782774787e-05,0.000424795310990659,0.0849590621981317,27580.4186051619,2.61870969708967e-05,1,1,1,1,1,1,1,17,1,2,1
495,166.073893958848,186.398667325691,0.122383915270148,0.499997633063758,22.2453772247915,0.25125,0.0734375,0.005,4,343,0,0.00397399299745096,3.51254674610679e-05,0.000424003382360277,0.0848006764720555,27580.525881878,2.8236781161727e-05,1,1,1,1,1,1,1,17,1,2,1
496,166.074160265921,186.402679251909,0.122406272917099,0.499997630377885,22.2435474118621,0.25125,0.0734375,0.005,4,344,0,0.00396592157064368,3.50541254532019e-05,0.000427239310589822,0.0854478621179645,27580.5853263865,2.98403061248158e-05,1,1,1,1,1,1,1,17,1,2,1
